Time (sec)	Position (Flex Unit) (mm)	Force (N)	Strain (%)	Stress (MPa)
14.6019	7.52752	86.7858	0.903303	162.723
14.6274	7.52530	86.5796	0.903036	162.337
14.6528	7.52296	86.3291	0.902755	161.867
14.6783	7.52078	86.1204	0.902493	161.475
14.7038	7.51864	85.9168	0.902237	161.094
14.7293	7.51602	85.6920	0.901922	160.672
14.7547	7.51387	85.5369	0.901664	160.381
14.7802	7.51132	85.2676	0.901358	159.877
14.8057	7.50933	85.0569	0.901120	159.482
14.8312	7.50652	84.8014	0.900782	159.002
14.8566	7.50467	84.6100	0.900561	158.643
14.8821	7.50199	84.3185	0.900239	158.097
14.9076	7.50024	84.1574	0.900029	157.795
14.9330	7.49729	83.8833	0.899675	157.281
14.9585	7.49551	83.7011	0.899462	156.939
14.9840	7.49263	83.4394	0.899115	156.449
15.0095	7.49052	83.2552	0.898862	156.103
15.0349	7.48761	82.9572	0.898513	155.545
15.0604	7.48585	82.8012	0.898302	155.252
15.0859	7.48314	82.5407	0.897977	154.764
15.1114	7.48138	82.3669	0.897766	154.438
15.1368	7.47878	82.0909	0.897454	153.920
15.1623	7.47674	81.9116	0.897208	153.584
15.1878	7.47413	81.6775	0.896895	153.145
15.2132	7.47209	81.4682	0.896650	152.753
15.2387	7.46963	81.2299	0.896356	152.306
15.2642	7.46732	81.0179	0.896078	151.908
15.2897	7.46499	80.8154	0.895798	151.529
15.3151	7.46259	80.5875	0.895510	151.101
15.3406	7.46051	80.4013	0.895262	150.752
15.3661	7.45777	80.1273	0.894933	150.239
15.3916	7.45588	79.9542	0.894705	149.914
15.4170	7.45314	79.6644	0.894377	149.371
15.4425	7.45142	79.5084	0.894170	149.078
15.4680	7.44849	79.2511	0.893818	148.596
15.4934	7.44664	79.0933	0.893597	148.300
15.5189	7.44394	78.7996	0.893273	147.749
15.5444	7.44167	78.5724	0.893001	147.323
15.5699	7.43959	78.3626	0.892751	146.930
15.5953	7.43706	78.1225	0.892447	146.480
15.6208	7.43484	77.9571	0.892181	146.169
15.6463	7.43255	77.7383	0.891906	145.759
15.6717	7.43018	77.5018	0.891622	145.316
15.6972	7.42801	77.2863	0.891361	144.911
15.7227	7.42537	77.0497	0.891045	144.468
15.7482	7.42334	76.8336	0.890800	144.063
15.7736	7.42062	76.5774	0.890474	143.582
15.7991	7.41891	76.4159	0.890269	143.280
15.8246	7.41603	76.1550	0.889924	142.790
15.8501	7.41431	75.9978	0.889717	142.496
15.8755	7.41150	75.7049	0.889380	141.947
15.9010	7.40966	75.5475	0.889160	141.651
15.9265	7.40666	75.2758	0.888800	141.142
15.9519	7.40385	75.0012	0.888462	140.627
15.9774	7.40234	74.8435	0.888281	140.331
16.0029	7.39969	74.6188	0.887963	139.910
16.0284	7.39802	74.4403	0.887762	139.575
16.0538	7.39506	74.1595	0.887407	139.049
16.0793	7.39282	73.9490	0.887139	138.654
16.1048	7.39110	73.7763	0.886932	138.330
16.1303	7.38851	73.5298	0.886622	137.868
16.1557	7.38636	73.3405	0.886363	137.513
16.1812	7.38385	73.1157	0.886062	137.092
16.2067	7.38099	72.8230	0.885719	136.543
16.2321	7.37933	72.6664	0.885520	136.249
16.2576	7.37685	72.4447	0.885221	135.834
16.2831	7.37481	72.2452	0.884977	135.460
16.3086	7.37217	72.0056	0.884661	135.010
16.3340	7.37034	71.8342	0.884441	134.689
16.3595	7.36751	71.5815	0.884101	134.215
16.3850	7.36577	71.3849	0.883892	133.846
16.4105	7.36290	71.1251	0.883548	133.359
16.4359	7.36051	70.9110	0.883261	132.958
16.4614	7.35843	70.7197	0.883011	132.599
16.4869	7.35597	70.5137	0.882716	132.213
16.5123	7.35392	70.2977	0.882470	131.808
16.5378	7.35115	70.0473	0.882138	131.338
16.5633	7.34933	69.8829	0.881920	131.030
16.5888	7.34713	69.6764	0.881656	130.643
16.6142	7.34478	69.4379	0.881373	130.196
16.6397	7.34224	69.1770	0.881069	129.707
16.6652	7.33985	68.9604	0.880782	129.301
16.6906	7.33750	68.7526	0.880500	128.911
16.7161	7.33504	68.5204	0.880204	128.475
16.7416	7.33316	68.2998	0.879980	128.062
16.7671	7.33057	68.0851	0.879669	127.659
16.7925	7.32859	67.9170	0.879431	127.344
16.8180	7.32558	67.6247	0.879070	126.796
16.8435	7.32385	67.4400	0.878862	126.450
16.8690	7.32105	67.1809	0.878526	125.964
16.8944	7.31943	67.0430	0.878332	125.705
16.9199	7.31669	66.7697	0.878003	125.193
16.9454	7.31478	66.6124	0.877773	124.898
16.9708	7.31184	66.3341	0.877421	124.376
16.9963	7.30983	66.1492	0.877179	124.030
17.0218	7.30751	65.9178	0.876901	123.596
17.0473	7.30529	65.7190	0.876635	123.223
17.0727	7.30286	65.5025	0.876344	122.817
17.0982	7.30074	65.3004	0.876089	122.438
17.1237	7.29853	65.0838	0.875824	122.032
17.1492	7.29539	64.7889	0.875447	121.479
17.1746	7.29371	64.5877	0.875245	121.102
17.2001	7.29107	64.3565	0.874929	120.668
17.2256	7.28913	64.1841	0.874696	120.345
17.2510	7.28669	63.9522	0.874403	119.910
17.2765	7.28437	63.7369	0.874124	119.507
17.3020	7.28186	63.5024	0.873823	119.067
17.3275	7.27956	63.3023	0.873548	118.692
17.3529	7.27765	63.1176	0.873318	118.345
17.3784	7.27512	62.8790	0.873015	117.898
17.4039	7.27315	62.6653	0.872778	117.497
17.4293	7.27025	62.4075	0.872430	117.014
17.4548	7.26840	62.2152	0.872208	116.653
17.4803	7.26571	61.9878	0.871885	116.227
17.5058	7.26402	61.8306	0.871683	115.932
17.5312	7.26116	61.5610	0.871339	115.427
17.5567	7.25947	61.3801	0.871136	115.087
17.5822	7.25663	61.1204	0.870795	114.601
17.6077	7.25475	60.9589	0.870570	114.298
17.6331	7.25232	60.7274	0.870279	113.864
17.6586	7.24953	60.4513	0.869943	113.346
17.6841	7.24764	60.2650	0.869717	112.997
17.7095	7.24469	59.9860	0.869363	112.474
17.7350	7.24308	59.8251	0.869170	112.172
17.7605	7.24014	59.5640	0.868817	111.682
17.7860	7.23856	59.4058	0.868627	111.386
17.8114	7.23578	59.1445	0.868293	110.896
17.8369	7.23385	58.9725	0.868061	110.573
17.8624	7.23095	58.7247	0.867715	110.109
17.8879	7.22896	58.5235	0.867475	109.731
17.9133	7.22656	58.3038	0.867187	109.319
17.9388	7.22444	58.1020	0.866933	108.941
17.9643	7.22205	57.8899	0.866646	108.543
17.9897	7.21950	57.6616	0.866340	108.115
18.0152	7.21737	57.4608	0.866085	107.739
18.0407	7.21477	57.1917	0.865773	107.234
18.0662	7.21294	57.0188	0.865553	106.910
18.0916	7.21007	56.7584	0.865208	106.422
18.1171	7.20820	56.5979	0.864984	106.121
18.1426	7.20596	56.3789	0.864715	105.710
18.1681	7.20353	56.1438	0.864423	105.269
18.1935	7.20117	55.9195	0.864141	104.849
18.2190	7.19854	55.6828	0.863824	104.405
18.2445	7.19664	55.4969	0.863596	104.057
18.2699	7.19389	55.2390	0.863267	103.573
18.2954	7.19225	55.0747	0.863070	103.265
18.3209	7.18944	54.8135	0.862732	102.775
18.3464	7.18755	54.6523	0.862506	102.473
18.3718	7.18475	54.3921	0.862171	101.985
18.3973	7.18312	54.1963	0.861974	101.618
18.4228	7.18030	53.9531	0.861636	101.162
18.4482	7.17825	53.7842	0.861389	100.845
18.4737	7.17571	53.5180	0.861085	100.346
18.4992	7.17359	53.3159	0.860831	99.9672
18.5247	7.17115	53.0979	0.860537	99.5584
18.5501	7.16882	52.8547	0.860258	99.1024
18.5756	7.16673	52.6770	0.860008	98.7692
18.6011	7.16423	52.4397	0.859708	98.3243
18.6266	7.16220	52.2596	0.859463	97.9867
18.6520	7.15990	52.0279	0.859188	97.5522
18.6775	7.15762	51.8166	0.858915	97.1559
18.7030	7.15514	51.5804	0.858617	96.7131
18.7284	7.15281	51.4213	0.858337	96.4148
18.7539	7.15042	51.2250	0.858050	96.0468
18.7794	7.14799	50.9476	0.857759	95.5266
18.8049	7.14588	50.7384	0.857506	95.1343
18.8303	7.14322	50.5170	0.857187	94.7193
18.8558	7.14151	50.3343	0.856981	94.3766
18.8813	7.13856	50.0563	0.856628	93.8554
18.9068	7.13698	49.9207	0.856437	93.6012
18.9322	7.13404	49.6377	0.856085	93.0705
18.9577	7.13231	49.4789	0.855877	92.7728
18.9832	7.12952	49.2191	0.855543	92.2857
19.0086	7.12769	49.0535	0.855323	91.9752
19.0341	7.12502	48.8016	0.855002	91.5028
19.0596	7.12296	48.6166	0.854755	91.1560
19.0851	7.12052	48.3854	0.854462	90.7225
19.1105	7.11837	48.1708	0.854205	90.3202
19.1360	7.11600	47.9337	0.853920	89.8756
19.1615	7.11394	47.7592	0.853673	89.5483
19.1869	7.11184	47.5526	0.853420	89.1610
19.2124	7.10895	47.2860	0.853074	88.6611
19.2379	7.10714	47.1153	0.852857	88.3411
19.2634	7.10435	46.8629	0.852521	87.8678
19.2888	7.10234	46.6720	0.852280	87.5099
19.3143	7.09991	46.4410	0.851989	87.0767
19.3398	7.09767	46.2507	0.851721	86.7199
19.3653	7.09539	46.0560	0.851447	86.3549
19.3907	7.09302	45.8070	0.851162	85.8880
19.4162	7.09083	45.6046	0.850900	85.5085
19.4417	7.08824	45.3569	0.850588	85.0441
19.4671	7.08635	45.1848	0.850362	84.7213
19.4926	7.08341	44.9247	0.850010	84.2336
19.5181	7.08171	44.7659	0.849806	83.9358
19.5436	7.07885	44.5058	0.849461	83.4482
19.5690	7.07701	44.3482	0.849241	83.1528
19.5945	7.07430	44.0875	0.848916	82.6640
19.6200	7.07243	43.8931	0.848691	82.2994
19.6455	7.06968	43.6567	0.848362	81.8562
19.6709	7.06781	43.5026	0.848137	81.5673
19.6964	7.06530	43.2880	0.847837	81.1649
19.7219	7.06227	42.9934	0.847472	80.6125
19.7473	7.06054	42.8094	0.847265	80.2676
19.7728	7.05766	42.5372	0.846919	79.7571
19.7983	7.05593	42.3758	0.846711	79.4546
19.8238	7.05333	42.1167	0.846400	78.9687
19.8492	7.05143	41.9447	0.846171	78.6462
19.8747	7.04871	41.6986	0.845845	78.1847
19.9002	7.04661	41.5105	0.845593	77.8321
19.9257	7.04415	41.2506	0.845298	77.3447
19.9511	7.04191	41.0553	0.845029	76.9786
19.9766	7.03959	40.8600	0.844751	76.6124
20.0021	7.03709	40.6363	0.844451	76.1930
20.0275	7.03492	40.4416	0.844190	75.8280
20.0530	7.03222	40.1996	0.843866	75.3742
20.0785	7.03040	40.0231	0.843648	75.0431
20.1040	7.02764	39.7639	0.843317	74.5572
20.1294	7.02592	39.5811	0.843110	74.2144
20.1549	7.02294	39.3103	0.842752	73.7067
20.1804	7.02118	39.1491	0.842542	73.4044
20.2058	7.01891	38.9589	0.842269	73.0478
20.2313	7.01634	38.7285	0.841960	72.6157
20.2568	7.01420	38.5366	0.841704	72.2559
20.2823	7.01152	38.2532	0.841382	71.7247
20.3077	7.00972	38.0804	0.841166	71.4007
20.3332	7.00700	37.8481	0.840841	70.9650
20.3587	7.00527	37.6849	0.840633	70.6591
20.3842	7.00246	37.4345	0.840295	70.1896
20.4096	7.00078	37.2775	0.840093	69.8953
20.4351	6.99793	37.0180	0.839752	69.4087
20.4606	6.99617	36.8487	0.839540	69.0912
20.4860	6.99338	36.5659	0.839206	68.5609
20.5115	6.99127	36.3773	0.838953	68.2073
20.5370	6.98885	36.1494	0.838662	67.7799
20.5625	6.98671	35.9782	0.838405	67.4590
20.5879	6.98448	35.7645	0.838137	67.0584
20.6134	6.98201	35.5181	0.837842	66.5963
20.6389	6.97961	35.3037	0.837554	66.1943
20.6644	6.97691	35.0874	0.837229	65.7887
20.6898	6.97493	34.9261	0.836991	65.4863
20.7153	6.97223	34.6562	0.836667	64.9803
20.7408	6.97044	34.4847	0.836453	64.6588
20.7662	6.96798	34.2645	0.836157	64.2459
20.7917	6.96617	34.0574	0.835940	63.8574
20.8172	6.96329	33.8292	0.835595	63.4297
20.8427	6.96172	33.6725	0.835407	63.1358
20.8681	6.95909	33.4123	0.835091	62.6480
20.8936	6.95709	33.2408	0.834850	62.3265
20.9191	6.95410	32.9583	0.834492	61.7968
20.9445	6.95160	32.7350	0.834192	61.3781
20.9700	6.94926	32.5183	0.833911	60.9716
20.9955	6.94701	32.3137	0.833642	60.5881
21.0210	6.94484	32.1174	0.833381	60.2200
21.0464	6.94267	31.9001	0.833120	59.8126
21.0719	6.94037	31.7105	0.832844	59.4571
21.0974	6.93805	31.5198	0.832566	59.0996
21.1229	6.93574	31.3150	0.832289	58.7155
21.1483	6.93348	31.0983	0.832018	58.3093
21.1738	6.93129	30.8811	0.831754	57.9019
21.1993	6.92885	30.6642	0.831462	57.4953
21.2247	6.92674	30.4767	0.831209	57.1437
21.2502	6.92428	30.2585	0.830914	56.7346
21.2757	6.92160	30.0101	0.830592	56.2688
21.3012	6.91942	29.7990	0.830330	55.8731
21.3266	6.91710	29.6086	0.830052	55.5160
21.3521	6.91478	29.3910	0.829774	55.1081
21.3776	6.91238	29.1944	0.829486	54.7394
21.4031	6.91015	28.9914	0.829218	54.3588
21.4285	6.90804	28.7814	0.828964	53.9651
21.4540	6.90572	28.5909	0.828687	53.6079
21.4795	6.90341	28.4002	0.828409	53.2503
21.5049	6.90121	28.1880	0.828146	52.8525
21.5304	6.89896	27.9870	0.827875	52.4755
21.5559	6.89665	27.7868	0.827598	52.1001
21.5814	6.89434	27.5692	0.827321	51.6923
21.6068	6.89202	27.3505	0.827042	51.2822
21.6323	6.88972	27.1591	0.826766	50.9232
21.6578	6.88741	26.9690	0.826489	50.5667
21.6833	6.88516	26.7659	0.826219	50.1861
21.7087	6.88299	26.5550	0.825958	49.7905
21.7342	6.88081	26.3649	0.825698	49.4341
21.7597	6.87888	26.1827	0.825465	49.0925
21.7851	6.87633	25.9512	0.825159	48.6585
21.8106	6.87370	25.7109	0.824844	48.2078
21.8361	6.87140	25.4944	0.824568	47.8019
21.8616	6.86910	25.2767	0.824292	47.3938
21.8870	6.86693	25.0592	0.824031	46.9860
21.9125	6.86476	24.8901	0.823771	46.6689
21.9380	6.86250	24.6918	0.823499	46.2970
21.9634	6.86025	24.4862	0.823230	45.9115
21.9889	6.85805	24.2964	0.822966	45.5557
22.0144	6.85573	24.1050	0.822687	45.1969
22.0399	6.85355	23.9149	0.822426	44.8404
22.0653	6.85138	23.7045	0.822165	44.4458
22.0908	6.84913	23.5013	0.821896	44.0649
22.1163	6.84683	23.3035	0.821619	43.6940
22.1418	6.84452	23.0883	0.821343	43.2906
22.1672	6.84221	22.8976	0.821065	42.9329
22.1927	6.83990	22.6849	0.820788	42.5341
22.2182	6.83768	22.4841	0.820521	42.1576
22.2436	6.83550	22.2829	0.820259	41.7804
22.2691	6.83324	22.0668	0.819989	41.3751
22.2946	6.83062	21.8618	0.819675	40.9908
22.3201	6.82842	21.6582	0.819410	40.6090
22.3455	6.82620	21.4656	0.819144	40.2480
22.3710	6.82397	21.2762	0.818876	39.8927
22.3965	6.82179	21.0856	0.818614	39.5354
22.4220	6.81961	20.8953	0.818354	39.1786
22.4474	6.81744	20.7049	0.818092	38.8217
22.4729	6.81526	20.4931	0.817832	38.4245
22.4984	6.81301	20.2910	0.817561	38.0456
22.5238	6.81065	20.1004	0.817278	37.6883
22.5493	6.80824	19.9069	0.816988	37.3253
22.5748	6.80606	19.6891	0.816727	36.9170
22.6003	6.80389	19.4963	0.816466	36.5554
22.6257	6.80162	19.3061	0.816195	36.1989
22.6512	6.79938	19.1042	0.815925	35.8203
22.6767	6.79721	18.8932	0.815665	35.4246
22.7022	6.79503	18.7026	0.815404	35.0674
22.7276	6.79272	18.5122	0.815126	34.7103
22.7531	6.79041	18.2808	0.814849	34.2764
22.7786	6.78817	18.0651	0.814581	33.8720
22.8040	6.78607	17.8841	0.814328	33.5326
22.8295	6.78413	17.7243	0.814095	33.2331
22.8550	6.78141	17.4717	0.813769	32.7594
22.8805	6.77891	17.2938	0.813469	32.4259
22.9059	6.77664	17.1139	0.813196	32.0886
22.9314	6.77441	16.9022	0.812929	31.6915
22.9569	6.77212	16.6671	0.812655	31.2508
22.9823	6.76995	16.4765	0.812393	30.8933
23.0078	6.76789	16.2854	0.812147	30.5352
23.0333	6.76566	16.0955	0.811879	30.1790
23.0588	6.76342	15.8920	0.811610	29.7975
23.0842	6.76121	15.6819	0.811345	29.4036
23.1097	6.75891	15.4920	0.811069	29.0475
23.1352	6.75674	15.3019	0.810808	28.6911
23.1607	6.75456	15.0896	0.810548	28.2930
23.1861	6.75239	14.8882	0.810287	27.9154
23.2116	6.75016	14.6978	0.810020	27.5583
23.2371	6.74784	14.5029	0.809741	27.1929
23.2625	6.74550	14.2827	0.809460	26.7800
23.2880	6.74346	14.1168	0.809215	26.4690
23.3135	6.74132	13.9424	0.808959	26.1419
23.3390	6.73920	13.7529	0.808703	25.7867
23.3644	6.73721	13.5547	0.808466	25.4151
23.3899	6.73524	13.4045	0.808229	25.1334
23.4154	6.73323	13.2213	0.807988	24.7898
23.4409	6.73080	13.0159	0.807696	24.4048
23.4663	6.72880	12.8450	0.807456	24.0844
23.4918	6.72573	12.5734	0.807088	23.5752
23.5173	6.72352	12.3810	0.806823	23.2143
23.5427	6.72144	12.1942	0.806573	22.8641
23.5682	6.71904	12.0101	0.806285	22.5189
23.5937	6.71700	11.8329	0.806040	22.1866
23.6192	6.71544	11.6612	0.805853	21.8647
23.6446	6.71269	11.4353	0.805522	21.4412
23.6701	6.71070	11.2445	0.805284	21.0833
23.6956	6.70875	11.0503	0.805050	20.7192
23.7210	6.70716	10.9192	0.804859	20.4735
23.7465	6.70527	10.7571	0.804632	20.1696
23.7720	6.70318	10.5617	0.804382	19.8031
23.7975	6.70074	10.3237	0.804088	19.3568
23.8229	6.69880	10.1485	0.803856	19.0285
23.8484	6.69655	9.96533	0.803586	18.6850
23.8739	6.69433	9.77310	0.803320	18.3245
23.8994	6.69232	9.56489	0.803078	17.9341
23.9248	6.69061	9.41115	0.802873	17.6459
23.9503	6.68875	9.22508	0.802650	17.2970
23.9758	6.68719	9.08528	0.802462	17.0349
24.0012	6.68544	8.90072	0.802253	16.6888
24.0267	6.68307	8.70571	0.801969	16.3232
24.0522	6.68130	8.53902	0.801756	16.0106
24.0777	6.67940	8.37293	0.801529	15.6992
24.1031	6.67713	8.15698	0.801255	15.2943
24.1286	6.67547	8.04256	0.801057	15.0798
24.1541	6.67386	7.88703	0.800863	14.7882
24.1796	6.67129	7.64584	0.800555	14.3359
24.2050	6.66942	7.45746	0.800331	13.9827
24.2305	6.66786	7.31314	0.800144	13.7121
24.2560	6.66577	7.14461	0.799892	13.3961
24.2814	6.66378	6.94626	0.799654	13.0242
24.3069	6.66122	6.70494	0.799346	12.5717
24.3324	6.65931	6.54089	0.799117	12.2641
24.3579	6.65764	6.41478	0.798917	12.0277
24.3833	6.65606	6.29831	0.798727	11.8093
24.4088	6.65376	6.07614	0.798451	11.3927
24.4343	6.65157	5.86625	0.798188	10.9992
24.4598	6.64985	5.71462	0.797982	10.7149
24.4852	6.64811	5.53217	0.797773	10.3728
24.5107	6.64616	5.35923	0.797539	10.0485
24.5362	6.64424	5.19668	0.797309	9.74375
24.5616	6.64242	5.03375	0.797091	9.43827
24.5871	6.64038	4.87077	0.796846	9.13268
24.6126	6.63851	4.68421	0.796621	8.78288
24.6381	6.63660	4.51322	0.796392	8.46228
24.6635	6.63470	4.35007	0.796163	8.15636
24.6890	6.63281	4.18821	0.795937	7.85288
24.7145	6.63091	4.02529	0.795709	7.54740
24.7399	6.62900	3.86147	0.795479	7.24024
24.7654	6.62710	3.69869	0.795252	6.93504
24.7909	6.62528	3.55242	0.795034	6.66077
24.8164	6.62346	3.39564	0.794815	6.36682
24.8418	6.62155	3.20672	0.794585	6.01259
24.8673	6.61977	3.04326	0.794373	5.70610
24.8928	6.61774	2.86194	0.794129	5.36612
24.9183	6.61595	2.70251	0.793913	5.06721
24.9437	6.61431	2.55435	0.793717	4.78940
24.9692	6.61254	2.39113	0.793505	4.48335
24.9947	6.61077	2.22827	0.793292	4.17801
25.0201	6.60902	2.09353	0.793082	3.92537
25.0456	6.60714	1.93551	0.792856	3.62908
25.0711	6.60539	1.78802	0.792647	3.35253
25.0966	6.60367	1.65229	0.792440	3.09804
25.1220	6.60176	1.51311	0.792212	2.83707
25.1475	6.59987	1.35059	0.791984	2.53234
25.1730	6.59784	1.23572	0.791740	2.31697
25.1985	6.59570	1.12671	0.791484	2.11258
25.2239	6.59358	1.00557	0.791230	1.88545
25.2494	6.59148	0.881792	0.790978	1.65336
25.2749	6.58919	0.800739	0.790703	1.50138
25.3003	6.58714	0.719107	0.790457	1.34832
25.3258	6.58490	0.637574	0.790188	1.19545
25.3513	6.58266	0.541420	0.789919	1.01516
25.3768	6.58049	0.441211	0.789659	0.827270
25.4022	6.57827	0.360731	0.789393	0.676369
25.4277	6.57562	0.291417	0.789074	0.546405
25.4532	6.57347	0.223145	0.788816	0.418397
25.4786	6.57113	0.146265	0.788536	0.274247
25.5041	6.56867	0.0764832	0.788240	0.143406
25.5551	6.56383	0.00000	0.787660	0.00000
