LAMMPS data file via write_data, version 29 Aug 2024, timestep = 10000, units = metal

768 atoms
2 atom types

0.10352505352935568 21.752474946470812 xlo xhi
0.10352505352935568 21.752474946470812 ylo yhi
0.10352505352935568 21.752474946470812 zlo zhi

Masses

1 40.078
2 18.998403

Pair Coeffs # buck/coul/long

1 0 1 0
2 1127.7 0.2153 15.83

Atoms # charge

2 2 -1 1.6785155288278275 1.4435364508360846 1.6118120280690613 0 0 0
3 2 -1 3.6940850445148543 3.776125874151185 4.056991461522378 0 0 0
5 2 -1 1.3299346109102501 4.233838414918238 4.364437346521319 0 0 0
6 2 -1 4.051885906316542 1.422774514102729 1.750882512495258 0 0 0
8 2 -1 4.597750762377082 1.382161257492787 4.284106249769889 0 0 0
9 2 -1 1.2127739937562143 4.3245740834638315 1.5135016211653498 0 0 0
11 2 -1 4.2611608270015155 4.062295651764402 1.3512553801134672 0 0 0
12 2 -1 1.352276660638211 1.4746965911970515 4.105304774111084 0 0 0
14 2 -1 1.3255089252608898 1.3067704754274894 6.733324578416473 0 0 0
18 2 -1 3.905370574372467 1.6694587646692123 7.1929549266251245 0 0 0
21 2 -1 1.2789133194308568 4.024653330420137 7.017242831883706 0 0 0
22 1 2 2.7646762197136083 2.6248547728596674 5.72734007073818 0 0 0
23 2 -1 3.833048123597985 4.2267082421642055 7.19493207390812 0 0 0
50 2 -1 1.6498234820690634 6.834513250679865 1.675887522862377 0 0 0
54 2 -1 4.111656976189598 6.720102130772746 1.6711977119552612 0 0 0
55 1 2 2.9462349977753166 5.340367907449676 2.9845677039437395 0 0 0
60 2 -1 1.31063978358201 6.8901154350996565 4.375102520890125 0 0 0
62 2 -1 1.4619085199286337 6.680602301726979 7.019616750654871 0 0 0
194 2 -1 7.022155017931465 1.377877084485168 1.4786205277843405 0 0 0
196 1 2 5.628632224613912 2.3648776364591533 2.9329022071390147 0 0 0
197 2 -1 6.632228466466639 3.765938413844359 4.126752150123792 0 0 0
213 2 -1 6.572926510354012 4.317952185875337 6.7542356679829645 0 0 0
242 2 -1 6.690471432594061 7.024663701473892 1.36177688928365 0 0 0
252 2 -1 7.084879391112376 6.917258030752354 3.9408947485607047 0 0 0
253 1 2 5.618105239371843 5.512574358873972 5.378204587736871 0 0 0
254 2 -1 6.971660707102097 6.547377460973823 6.538580070341928 0 0 0
206 2 -1 6.730752231170001 1.2926180152506548 6.9906544940025785 0 0 0
204 2 -1 7.165544884478935 0.9271701385641806 4.376544679638447 0 0 0
56 2 -1 3.961371348049156 6.571231029605721 4.282410819952056 0 0 0
201 2 -1 6.804051501046495 3.826446532875879 1.4188848131801244 0 0 0
61 1 2 0.2215292215480381 5.512340060073398 5.66866490680135 0 0 0
205 1 2 5.6960957478668 21.437572351010132 5.363852669921041 0 -1 0
1 1 2 0.29362441195144856 21.721524683830623 0.4184892816728628 0 -1 0
195 2 -1 9.202140407391393 4.106313359235312 3.8490457980351005 0 0 0
198 2 -1 9.774796077613669 1.6515142404891245 1.3698298390500827 0 0 0
200 2 -1 9.624928536074393 1.8500377415202645 4.19615660023243 0 0 0
203 2 -1 9.63316359823741 4.450179456159503 1.3380715576412443 0 0 0
210 2 -1 9.436774644190459 1.624450742153945 6.916301870876385 0 0 0
214 1 2 8.247729643004337 2.7541307207554153 5.350925777440072 0 0 0
215 2 -1 9.312284130543613 4.00291169746409 6.6338327596482785 0 0 0
246 2 -1 9.466986331461849 7.020892151358823 1.5649836903222412 0 0 0
247 1 2 8.294017560413137 5.631383083673373 2.7386956353953607 0 0 0
248 2 -1 9.4745306016418 6.982794637473273 4.032266758293923 0 0 0
258 2 -1 9.753118526008082 6.956711461206772 6.514234537995492 0 0 0
386 2 -1 12.277546173516619 1.8734654025738737 0.909777047566177 0 0 0
388 1 2 10.854501493391897 3.040374281973179 2.7169678388591634 0 0 0
389 2 -1 12.008276044663864 4.0802809473532635 4.310911481873932 0 0 0
393 2 -1 12.23772684696162 4.363110782055386 1.4004343487168895 0 0 0
396 2 -1 12.377533004034447 1.630969933959488 3.834501758246901 0 0 0
405 2 -1 11.968400942205175 3.79324621009612 6.836797310892042 0 0 0
406 1 2 13.45035063322323 2.7244238958007276 5.16424701054387 0 0 0
434 2 -1 12.143272372134547 6.961817629622098 1.5366085018098958 0 0 0
439 1 2 13.755260440404452 5.405582419265413 2.590338624485731 0 0 0
444 2 -1 12.296254638351753 6.774230249680698 4.267299251267985 0 0 0
445 1 2 10.928850880469593 5.507523194743958 5.641814656852422 0 0 0
446 2 -1 11.993584017776929 6.663912992464884 7.125554725552946 0 0 0
398 2 -1 11.924514201370965 1.0678740946294412 6.943608271167049 0 0 0
397 1 2 10.812426163826878 21.514361452504236 5.479767703340849 0 -1 0
199 1 2 8.429675808467902 0.26888873371092287 2.7169148566575885 0 0 0
394 1 2 13.872581590293633 2.837822089530462 21.428388514450486 0 0 -1
202 1 2 8.336722776019354 2.6762061149962926 0.19223282760961924 0 0 0
385 1 2 11.360241560239192 0.1613650141378022 21.3314925149087 0 0 -1
49 1 2 0.12197707966839838 5.559719725429909 21.69369381034166 0 0 -1
4 1 2 21.707469830639983 2.94247214148146 3.0658358051565124 -1 0 0
387 2 -1 14.641053213520598 4.210836473257625 4.131267036306386 0 0 0
390 2 -1 15.038148583876469 1.7446990522150092 1.3039927254279473 0 0 0
392 2 -1 15.157314113327846 1.4154994327296675 3.926107232180758 0 0 0
395 2 -1 15.179862508337928 4.2770191202930885 1.215044823022841 0 0 0
438 2 -1 15.028554112923127 7.286064381184627 1.3107319873819065 0 0 0
440 2 -1 14.93656612904403 6.811391125494854 4.084589019312417 0 0 0
450 2 -1 14.565699993165055 6.81139251034655 6.4478588808536665 0 0 0
578 2 -1 17.431910363542443 1.6876850819128857 1.4693240561400205 0 0 0
579 2 -1 20.145303055015177 3.9744778635678752 4.356165136829362 0 0 0
580 1 2 16.30297588043632 2.9254952021506377 2.687359595277516 0 0 0
581 2 -1 17.26045636392325 4.1475128625525075 4.277873960182617 0 0 0
582 2 -1 20.404453524301957 1.3798890195575324 1.5752666028237106 0 0 0
584 2 -1 20.354846908178008 1.3398983479247477 4.224291128295723 0 0 0
585 2 -1 17.986441072584196 4.272277121305911 1.4295220545076743 0 0 0
587 2 -1 20.370965607376114 4.21629161935694 1.895363467655694 0 0 0
588 2 -1 17.9231490622695 1.6532658131704425 3.9082718159239738 0 0 0
590 2 -1 17.666787398770868 1.4697934098079786 6.843584907354706 0 0 0
594 2 -1 20.249894096526912 1.451529681312699 6.8444084982469535 0 0 0
597 2 -1 17.736571678201564 4.095635046199094 6.5224626427908055 0 0 0
598 1 2 18.792666869054393 2.820769779249684 5.43002306954082 0 0 0
599 2 -1 20.553809573174185 4.394947853459752 7.291653984301371 0 0 0
626 2 -1 17.88616258474786 7.109092931247081 1.9311277724439233 0 0 0
630 2 -1 20.748032197296904 7.094985654437935 0.9675319428189745 0 0 0
631 1 2 18.778224875106552 5.422259283138443 3.109972327961631 0 0 0
632 2 -1 20.60526130446807 6.803334587158512 4.136696067026692 0 0 0
636 2 -1 17.517868298128327 6.760836804496097 4.471723375740616 0 0 0
637 1 2 16.135529949584765 5.456875883433647 5.603013726641878 0 0 0
642 2 -1 20.507887995290076 6.783969550972667 6.685007792214855 0 0 0
402 2 -1 14.656554118622287 1.4426716514884728 6.555672446239243 0 0 0
407 2 -1 14.852666027777211 4.15893371164767 6.916780298806296 0 0 0
586 1 2 19.178800147273627 2.994748550412698 21.70530809815827 0 0 -1
625 1 2 16.11083762102109 5.73383212592606 21.67043106146878 0 0 -1
13 1 2 0.17177013595664958 0.1281934152661 5.455243609663001 0 0 0
638 2 -1 17.757312401075144 6.798637477377387 6.645572522242709 0 0 0
66 2 -1 4.269206961612944 6.804690214179415 7.347510643473699 0 0 0
51 2 -1 4.4226784670749595 9.413447315572794 4.120265875449915 0 0 0
53 2 -1 1.9485848439932385 10.054914620009427 4.661465310785822 0 0 0
57 2 -1 1.5244109343362744 9.785588084090412 1.6882415955001575 0 0 0
59 2 -1 3.9810953131918314 9.18453015639477 1.67580080534776 0 0 0
69 2 -1 1.786734672662318 9.229524581285885 7.270576430591773 0 0 0
70 1 2 2.783053532981558 8.228899939228596 5.642581907551352 0 0 0
71 2 -1 4.030557414521853 9.545797323649282 6.894999290521267 0 0 0
98 2 -1 1.7576931689001076 12.228216010410275 1.5172975177400558 0 0 0
102 2 -1 4.4478489667972125 12.132969425828266 1.4074246528431686 0 0 0
103 1 2 2.9576860433685574 10.95838989693224 2.771757379357157 0 0 0
104 2 -1 4.063536591763998 12.397484157940015 3.9414465420204574 0 0 0
108 2 -1 1.2896427747863257 12.800818457271488 4.423978861857345 0 0 0
110 2 -1 1.6752177256152938 11.717796677094942 6.8655097940830885 0 0 0
114 2 -1 4.1027344684257105 12.30054529386842 6.6522298426467925 0 0 0
118 1 2 2.9795815313822653 13.566140634063514 5.275246562479246 0 0 0
244 1 2 5.417632851694251 8.119538832505985 2.7739378141832116 0 0 0
245 2 -1 7.137598613732948 9.623314630568313 4.265337492786942 0 0 0
249 2 -1 7.259441942592211 9.915870712493868 1.3725305402274564 0 0 0
261 2 -1 6.843151559451921 9.146931415710217 7.081393841563858 0 0 0
290 2 -1 7.104779845896997 12.330141032868745 1.3106579577885984 0 0 0
292 1 2 5.541012134248949 13.609827642563772 2.690522588461237 0 0 0
300 2 -1 6.861839034340107 11.988999239082041 4.123613672312929 0 0 0
301 1 2 5.602203162232889 10.987970905773224 5.686515292400652 0 0 0
302 2 -1 6.690307536808841 12.036170460439685 7.198491897729778 0 0 0
52 1 2 0.33745416903904135 8.13611346373182 2.8348168536153753 0 0 0
289 1 2 5.646560098400452 10.986736392296054 0.12400607839049758 0 0 0
243 2 -1 9.715316259203297 9.83048526600488 4.153339099311004 0 0 0
251 2 -1 9.934925752049686 9.462420178946939 1.2287038344675711 0 0 0
