Tensile strain (Strain 1) : Primary source		Strain 1				
						
Results Table 1						
	Tensile strain (Strain 1) gauge length	Strain 1 gauge length	Time at removal			
	(mm)	(mm)	(s)			
1	50.00	50.00	54.05					
2	50.00	50.00	54.05			
3	50.00	50.00	54.03			
						
Results Table 2						
						
						
1	Time	Displacement	Force	Tensile strain (Strain 1)	Tensile displacement	Strain 1
	(s)	(mm)	(kN)	(%)	(mm)	(%)
	72.7910	4.5029	7.5903	4.1074	2.0537	4.1042
	72.8110	4.5029	7.5902	4.1074	2.0537	4.1042
	72.8310	4.5029	7.5901	4.1074	2.0537	4.1042
	72.8510	4.5029	7.5901	4.1074	2.0537	4.1042
	72.8710	4.5029	7.5900	4.1074	2.0537	4.1042
	72.8910	4.5029	7.5898	4.1074	2.0537	4.1042
	72.9110	4.5029	7.5897	4.1074	2.0537	4.1042
	72.9310	4.5029	7.5897	4.1074	2.0537	4.1042
	72.9510	4.5029	7.5894	4.1074	2.0537	4.1042
	72.9710	4.5029	7.5894	4.1074	2.0537	4.1042
	72.9910	4.5029	7.5894	4.1074	2.0537	4.1042
	73.0110	4.5029	7.5892	4.1074	2.0537	4.1042
	73.0310	4.5029	7.5890	4.1074	2.0537	4.1042
	73.0510	4.5029	7.5887	4.1074	2.0537	4.1042
	73.0710	4.5029	7.5887	4.1074	2.0537	4.1042
	73.0910	4.5029	7.5888	4.1074	2.0537	4.1042
	73.1110	4.5029	7.5887	4.1074	2.0537	4.1042
	73.1310	4.5029	7.5887	4.1074	2.0537	4.1042
	73.1510	4.5029	7.5887	4.1074	2.0537	4.1042
	73.1710	4.5029	7.5885	4.1074	2.0537	4.1042
	73.1910	4.5029	7.5883	4.1074	2.0537	4.1042
	73.2110	4.5029	7.5882	4.1074	2.0537	4.1042
	73.2310	4.5029	7.5880	4.1074	2.0537	4.1042
	73.2510	4.5029	7.5879	4.1074	2.0537	4.1042
	73.2710	4.5029	7.5878	4.1074	2.0537	4.1042
	73.2910	4.5029	7.5878	4.1074	2.0537	4.1042
	73.3110	4.5029	7.5878	4.1074	2.0537	4.1042
	73.3310	4.5029	7.5876	4.1074	2.0537	4.1042
	73.3510	4.5029	7.5875	4.1074	2.0537	4.1042
	73.3710	4.5029	7.5875	4.1074	2.0537	4.1042
	73.3910	4.5029	7.5873	4.1074	2.0537	4.1042
	73.4110	4.5029	7.5872	4.1074	2.0537	4.1042
	73.4310	4.5029	7.5871	4.1074	2.0537	4.1042
	73.4510	4.5029	7.5871	4.1074	2.0537	4.1042
	73.4710	4.5029	7.5869	4.1074	2.0537	4.1042
	73.4910	4.5029	7.5868	4.1074	2.0537	4.1042
	73.5110	4.5029	7.5867	4.1074	2.0537	4.1042
	73.5310	4.5029	7.5866	4.1074	2.0537	4.1042
	73.5510	4.5029	7.5866	4.1074	2.0537	4.1042
	73.5710	4.5029	7.5865	4.1074	2.0537	4.1042
	73.5910	4.5029	7.5863	4.1074	2.0537	4.1042
	73.6110	4.5029	7.5863	4.1074	2.0537	4.1042
	73.6310	4.5029	7.5863	4.1074	2.0537	4.1042
	73.6510	4.5029	7.5862	4.1074	2.0537	4.1042
	73.6710	4.5029	7.5861	4.1074	2.0537	4.1042
	73.6910	4.5029	7.5861	4.1074	2.0537	4.1042
	73.7110	4.5029	7.5860	4.1074	2.0537	4.1042
	73.7310	4.5029	7.5858	4.1074	2.0537	4.1042
	73.7510	4.5029	7.5857	4.1074	2.0537	4.1042
	73.7710	4.5029	7.5856	4.1074	2.0537	4.1042
	73.7910	4.5029	7.5855	4.1074	2.0537	4.1042
	73.8110	4.5029	7.5854	4.1074	2.0537	4.1042
	73.8310	4.5029	7.5854	4.1074	2.0537	4.1042
	73.8510	4.5029	7.5854	4.1074	2.0537	4.1042
	73.8710	4.5029	7.5851	4.1074	2.0537	4.1042
	73.8910	4.5029	7.5851	4.1074	2.0537	4.1042
	73.9110	4.5029	7.5850	4.1074	2.0537	4.1042
	73.9310	4.5029	7.5849	4.1074	2.0537	4.1042
	73.9510	4.5029	7.5849	4.1074	2.0537	4.1042
	73.9710	4.5029	7.5847	4.1074	2.0537	4.1042
	73.9910	4.5029	7.5846	4.1074	2.0537	4.1042
	74.0110	4.5029	7.5845	4.1074	2.0537	4.1042
	74.0310	4.5029	7.5844	4.1074	2.0537	4.1042
	74.0510	4.5029	7.5843	4.1074	2.0537	4.1042
	74.0710	4.5029	7.5842	4.1074	2.0537	4.1042
	74.0910	4.5029	7.5841	4.1074	2.0537	4.1042
	74.1110	4.5029	7.5841	4.1074	2.0537	4.1042
	74.1310	4.5029	7.5839	4.1074	2.0537	4.1042
	74.1510	4.5029	7.5839	4.1074	2.0537	4.1042
	74.1710	4.5029	7.5839	4.1074	2.0537	4.1042
	74.1910	4.5029	7.5838	4.1074	2.0537	4.1042
	74.2110	4.5029	7.5837	4.1074	2.0537	4.1042
	74.2310	4.5029	7.5836	4.1074	2.0537	4.1042
	74.2510	4.5029	7.5835	4.1074	2.0537	4.1042
	74.2710	4.5029	7.5834	4.1074	2.0537	4.1042
	74.2910	4.5029	7.5833	4.1074	2.0537	4.1042
	74.3110	4.5029	7.5832	4.1074	2.0537	4.1042
	74.3310	4.5029	7.5832	4.1074	2.0537	4.1042
	74.3510	4.5029	7.5829	4.1074	2.0537	4.1042
	74.3710	4.5029	7.5828	4.1074	2.0537	4.1042
	74.3910	4.5029	7.5827	4.1074	2.0537	4.1042
	74.4110	4.5029	7.5828	4.1074	2.0537	4.1042
	74.4310	4.5029	7.5828	4.1074	2.0537	4.1042
	74.4510	4.5029	7.5825	4.1074	2.0537	4.1042
	74.4710	4.5029	7.5823	4.1074	2.0537	4.1042
	74.4910	4.5029	7.5823	4.1074	2.0537	4.1042
	74.5110	4.5029	7.5823	4.1074	2.0537	4.1042
	74.5310	4.5029	7.5821	4.1074	2.0537	4.1042
	74.5510	4.5029	7.5821	4.1074	2.0537	4.1042
	74.5710	4.5029	7.5821	4.1074	2.0537	4.1042
	74.5910	4.5029	7.5820	4.1074	2.0537	4.1042
	74.6110	4.5029	7.5819	4.1074	2.0537	4.1042
	74.6310	4.5029	7.5818	4.1074	2.0537	4.1042
	74.6510	4.5029	7.5818	4.1074	2.0537	4.1042
	74.6710	4.5029	7.5816	4.1074	2.0537	4.1042
	74.6910	4.5029	7.5815	4.1074	2.0537	4.1042
	74.7110	4.5029	7.5814	4.1074	2.0537	4.1042
	74.7310	4.5029	7.5812	4.1074	2.0537	4.1042
	74.7510	4.5029	7.5812	4.1074	2.0537	4.1042
	74.7710	4.5029	7.5813	4.1074	2.0537	4.1042
	74.7910	4.5029	7.5811	4.1074	2.0537	4.1042
	74.8110	4.5029	7.5810	4.1074	2.0537	4.1042
	74.8310	4.5029	7.5808	4.1074	2.0537	4.1042
	74.8510	4.5029	7.5808	4.1074	2.0537	4.1042
	74.8710	4.5029	7.5807	4.1074	2.0537	4.1042
	74.8910	4.5029	7.5807	4.1074	2.0537	4.1042
	74.9110	4.5029	7.5806	4.1074	2.0537	4.1042
	74.9310	4.5029	7.5805	4.1074	2.0537	4.1042
	74.9360	4.5029	7.5805	4.1074	2.0537	4.1042
	74.9370	4.5029	7.5805	4.1074	2.0537	4.1042
	74.9380	4.5029	7.5805	4.1074	2.0537	4.1042
	74.9580	4.5029	7.5806	4.1074	2.0537	4.1042
	74.9780	4.5029	7.5805	4.1074	2.0537	4.1042
	74.9840	4.5029	7.5804	4.1074	2.0537	4.1042
	75.0040	4.5036	7.5803	4.1082	2.0541	4.1042
	75.0240	4.5063	7.5843	4.1112	2.0556	4.1042
	75.0440	4.5114	7.6062	4.1170	2.0585	4.1042
	75.0640	4.5165	7.6495	4.1227	2.0614	4.1042
	75.0840	4.5216	7.7017	4.1285	2.0643	4.1042
	75.1040	4.5266	7.7536	4.1341	2.0671	4.1042
	75.1240	4.5316	7.8019	4.1398	2.0699	4.1042
	75.1440	4.5366	7.8475	4.1454	2.0727	4.1042
	75.1640	4.5416	7.8905	4.1511	2.0755	4.1042
	75.1840	4.5466	7.9307	4.1567	2.0784	4.1042
	75.2040	4.5517	7.9677	4.1625	2.0812	4.1042
	75.2240	4.5567	8.0015	4.1680	2.0840	4.1042
	75.2440	4.5614	8.0311	4.1734	2.0867	4.1042
	75.2640	4.5664	8.0560	4.1790	2.0895	4.1042
	75.2840	4.5713	8.0780	4.1845	2.0922	4.1042
	75.3040	4.5763	8.0971	4.1902	2.0951	4.1042
	75.3240	4.5814	8.1133	4.1959	2.0980	4.1042
	75.3440	4.5863	8.1264	4.2015	2.1007	4.1042
	75.3640	4.5913	8.1365	4.2070	2.1035	4.1042
	75.3840	4.5963	8.1443	4.2127	2.1063	4.1042
	75.4040	4.6013	8.1503	4.2183	2.1092	4.1042
	75.4240	4.6062	8.1545	4.2239	2.1120	4.1042
	75.4440	4.6113	8.1577	4.2296	2.1148	4.1042
	75.4640	4.6162	8.1599	4.2351	2.1176	4.1042
	75.4840	4.6213	8.1612	4.2409	2.1205	4.1042
	75.5040	4.6262	8.1623	4.2465	2.1232	4.1042
	75.5240	4.6313	8.1625	4.2521	2.1261	4.1042
	75.5440	4.6365	8.1629	4.2580	2.1290	4.1042
	75.5640	4.6414	8.1630	4.2636	2.1318	4.1042
	75.5840	4.6463	8.1622	4.2691	2.1346	4.1042
	75.6040	4.6512	8.1608	4.2746	2.1373	4.1042
	75.6240	4.6563	8.1595	4.2803	2.1402	4.1042
	75.6440	4.6612	8.1588	4.2859	2.1430	4.1042
	75.6640	4.6663	8.1583	4.2916	2.1458	4.1042
	75.6840	4.6712	8.1574	4.2972	2.1486	4.1042
	75.7040	4.6762	8.1559	4.3028	2.1514	4.1042
	75.7240	4.6813	8.1549	4.3085	2.1542	4.1042
	75.7440	4.6861	8.1540	4.3140	2.1570	4.1042
	75.7640	4.6912	8.1526	4.3197	2.1598	4.1042
	75.7840	4.6961	8.1519	4.3253	2.1626	4.1042
	75.8040	4.7012	8.1510	4.3309	2.1655	4.1042
	75.8240	4.7062	8.1500	4.3366	2.1683	4.1042
	75.8440	4.7112	8.1493	4.3423	2.1711	4.1042
	75.8640	4.7162	8.1484	4.3479	2.1740	4.1042
	75.8840	4.7214	8.1476	4.3537	2.1769	4.1042
	75.9040	4.7263	8.1470	4.3593	2.1797	4.1042
	75.9240	4.7311	8.1455	4.3647	2.1824	4.1042
	75.9440	4.7362	8.1440	4.3704	2.1852	4.1042
	75.9640	4.7411	8.1430	4.3759	2.1880	4.1042
	75.9840	4.7462	8.1423	4.3817	2.1909	4.1042
	76.0040	4.7511	8.1424	4.3873	2.1936	4.1042
	76.0240	4.7561	8.1417	4.3929	2.1964	4.1042
	76.0440	4.7611	8.1408	4.3985	2.1992	4.1042
	76.0640	4.7661	8.1401	4.4042	2.2021	4.1042
	76.0840	4.7712	8.1398	4.4099	2.2049	4.1042
	76.1040	4.7762	8.1393	4.4155	2.2077	4.1042
	76.1240	4.7812	8.1388	4.4212	2.2106	4.1042
	76.1440	4.7861	8.1383	4.4267	2.2134	4.1042
	76.1640	4.7912	8.1375	4.4325	2.2162	4.1042
	76.1840	4.7963	8.1373	4.4381	2.2191	4.1042
	76.2040	4.8013	8.1367	4.4438	2.2219	4.1042
	76.2240	4.8064	8.1367	4.4496	2.2248	4.1042
	76.2440	4.8113	8.1364	4.4551	2.2276	4.1042
	76.2640	4.8162	8.1354	4.4606	2.2303	4.1042
	76.2840	4.8212	8.1341	4.4662	2.2331	4.1042
	76.3040	4.8262	8.1337	4.4719	2.2360	4.1042
	76.3240	4.8312	8.1337	4.4776	2.2388	4.1042
	76.3440	4.8363	8.1340	4.4833	2.2416	4.1042
	76.3640	4.8411	8.1339	4.4887	2.2444	4.1042
	76.3840	4.8463	8.1331	4.4945	2.2473	4.1042
	76.4040	4.8512	8.1331	4.5001	2.2500	4.1042
	76.4240	4.8561	8.1326	4.5056	2.2528	4.1042
	76.4440	4.8612	8.1324	4.5114	2.2557	4.1042
	76.4640	4.8661	8.1323	4.5169	2.2585	4.1042
	76.4840	4.8712	8.1320	4.5226	2.2613	4.1042
	76.5040	4.8762	8.1321	4.5282	2.2641	4.1042
	76.5240	4.8812	8.1320	4.5339	2.2670	4.1042
	76.5440	4.8863	8.1320	4.5396	2.2698	4.1042
	76.5640	4.8914	8.1321	4.5454	2.2727	4.1042
	76.5840	4.8964	8.1322	4.5510	2.2755	4.1042
	76.6040	4.9013	8.1315	4.5565	2.2783	4.1042
	76.6240	4.9062	8.1308	4.5621	2.2810	4.1042
	76.6440	4.9112	8.1305	4.5677	2.2839	4.1042
	76.6640	4.9163	8.1306	4.5735	2.2867	4.1042
	76.6840	4.9212	8.1310	4.5790	2.2895	4.1042
	76.7040	4.9262	8.1309	4.5846	2.2923	4.1042
	76.7240	4.9312	8.1306	4.5902	2.2951	4.1042
	76.7440	4.9362	8.1305	4.5959	2.2980	4.1042
	76.7640	4.9411	8.1306	4.6014	2.3007	4.1042
	76.7840	4.9462	8.1304	4.6072	2.3036	4.1042
	76.8040	4.9512	8.1308	4.6128	2.3064	4.1042
	76.8240	4.9561	8.1308	4.6183	2.3092	4.1042
	76.8440	4.9613	8.1308	4.6242	2.3121	4.1042
	76.8640	4.9662	8.1313	4.6298	2.3149	4.1042
	76.8840	4.9714	8.1314	4.6356	2.3178	4.1042
	76.9040	4.9764	8.1319	4.6412	2.3206	4.1042
	76.9240	4.9813	8.1317	4.6468	2.3234	4.1042
	76.9440	4.9863	8.1309	4.6523	2.3262	4.1042
	76.9640	4.9912	8.1305	4.6579	2.3289	4.1042
	76.9840	4.9962	8.1305	4.6635	2.3318	4.1042
	77.0040	5.0012	8.1309	4.6692	2.3346	4.1042
	77.0240	5.0062	8.1314	4.6748	2.3374	4.1042
	77.0440	5.0111	8.1313	4.6803	2.3402	4.1042
	77.0640	5.0162	8.1314	4.6861	2.3431	4.1042
	77.0840	5.0212	8.1319	4.6917	2.3459	4.1042
	77.1040	5.0261	8.1319	4.6973	2.3487	4.1042
	77.1240	5.0311	8.1320	4.7029	2.3515	4.1042
	77.1440	5.0361	8.1319	4.7086	2.3543	4.1042
	77.1640	5.0411	8.1322	4.7142	2.3571	4.1042
	77.1840	5.0462	8.1325	4.7199	2.3600	4.1042
	77.2040	5.0513	8.1328	4.7256	2.3628	4.1042
	77.2240	5.0562	8.1330	4.7313	2.3656	4.1042
	77.2440	5.0614	8.1334	4.7370	2.3685	4.1042
	77.2640	5.0662	8.1338	4.7424	2.3712	4.1042
	77.2840	5.0712	8.1331	4.7481	2.3740	4.1042
	77.3040	5.0761	8.1331	4.7537	2.3768	4.1042
	77.3240	5.0811	8.1332	4.7592	2.3796	4.1042
	77.3440	5.0862	8.1337	4.7651	2.3825	4.1042
	77.3640	5.0911	8.1345	4.7705	2.3853	4.1042
	77.3840	5.0961	8.1344	4.7761	2.3881	4.1042
	77.4040	5.1011	8.1344	4.7818	2.3909	4.1042
	77.4240	5.1062	8.1348	4.7875	2.3938	4.1042
	77.4440	5.1111	8.1354	4.7931	2.3966	4.1042
	77.4640	5.1162	8.1355	4.7988	2.3994	4.1042
	77.4840	5.1211	8.1358	4.8044	2.4022	4.1042
	77.5040	5.1261	8.1357	4.8101	2.4050	4.1042
	77.5240	5.1312	8.1361	4.8158	2.4079	4.1042
	77.5440	5.1362	8.1366	4.8214	2.4107	4.1042
	77.5640	5.1414	8.1370	4.8273	2.4136	4.1042
	77.5840	5.1464	8.1377	4.8329	2.4164	4.1042
	77.6040	5.1513	8.1376	4.8384	2.4192	4.1042
	77.6240	5.1562	8.1371	4.8439	2.4220	4.1042
	77.6440	5.1612	8.1368	4.8496	2.4248	4.1042
	77.6640	5.1662	8.1372	4.8552	2.4276	4.1042
	77.6840	5.1713	8.1377	4.8609	2.4305	4.1042
	77.7040	5.1762	8.1384	4.8665	2.4332	4.1042
	77.7240	5.1811	8.1383	4.8720	2.4360	4.1042
	77.7440	5.1862	8.1383	4.8778	2.4389	4.1042
	77.7640	5.1911	8.1388	4.8833	2.4416	4.1042
	77.7840	5.1962	8.1391	4.8890	2.4445	4.1042
	77.8040	5.2012	8.1397	4.8947	2.4473	4.1042
	77.8240	5.2062	8.1399	4.9003	2.4502	4.1042
	77.8440	5.2113	8.1403	4.9060	2.4530	4.1042
	77.8640	5.2163	8.1407	4.9117	2.4558	4.1042
	77.8840	5.2213	8.1410	4.9174	2.4587	4.1042
	77.9040	5.2265	8.1415	4.9232	2.4616	4.1042
	77.9240	5.2315	8.1422	4.9288	2.4644	4.1042
	77.9440	5.2363	8.1422	4.9342	2.4671	4.1042
	77.9640	5.2412	8.1415	4.9398	2.4699	4.1042
	77.9840	5.2461	8.1411	4.9453	2.4727	4.1042
	78.0040	5.2512	8.1412	4.9510	2.4755	4.1042
	78.0240	5.2562	8.1422	4.9567	2.4783	4.1042
	78.0440	5.2611	8.1426	4.9622	2.4811	4.1042
	78.0640	5.2660	8.1425	4.9678	2.4839	4.1042
	78.0840	5.2710	8.1426	4.9734	2.4867	4.1042
	78.1040	5.2761	8.1432	4.9791	2.4895	4.1042
	78.1240	5.2810	8.1436	4.9847	2.4923	4.1042
	78.1440	5.2861	8.1441	4.9904	2.4952	4.1042
	78.1640	5.2910	8.1446	4.9960	2.4980	4.1042
	78.1840	5.2962	8.1448	5.0017	2.5009	4.1042
	78.2040	5.3011	8.1455	5.0073	2.5037	4.1042
	78.2240	5.3061	8.1456	5.0130	2.5065	4.1042
	78.2440	5.3114	8.1461	5.0189	2.5094	4.1042
	78.2640	5.3163	8.1468	5.0244	2.5122	4.1042
	78.2840	5.3212	8.1465	5.0299	2.5150	4.1042
	78.3040	5.3261	8.1461	5.0354	2.5177	4.1042
	78.3240	5.3311	8.1460	5.0411	2.5206	4.1042
	78.3440	5.3361	8.1466	5.0468	2.5234	4.1042
	78.3640	5.3412	8.1473	5.0525	2.5262	4.1042
	78.3840	5.3461	8.1479	5.0581	2.5290	4.1042
	78.4040	5.3511	8.1478	5.0637	2.5318	4.1042
	78.4240	5.3562	8.1480	5.0694	2.5347	4.1042
	78.4440	5.3611	8.1485	5.0749	2.5375	4.1042
	78.4640	5.3661	8.1485	5.0806	2.5403	4.1042
	78.4840	5.3711	8.1489	5.0862	2.5431	4.1042
	78.5040	5.3761	8.1492	5.0918	2.5459	4.1042
	78.5240	5.3811	8.1496	5.0975	2.5487	4.1042
	78.5440	5.3862	8.1503	5.1032	2.5516	4.1042
	78.5640	5.3912	8.1510	5.1089	2.5544	4.1042
	78.5840	5.3964	8.1514	5.1148	2.5574	4.1042
	78.6040	5.4014	8.1522	5.1204	2.5602	4.1042
	78.6240	5.4062	8.1518	5.1258	2.5629	4.1042
	78.6440	5.4112	8.1514	5.1315	2.5657	4.1042
	78.6640	5.4161	8.1515	5.1370	2.5685	4.1042
	78.6840	5.4212	8.1517	5.1428	2.5714	4.1042
	78.7040	5.4262	8.1526	5.1483	2.5742	4.1042
	78.7240	5.4311	8.1530	5.1539	2.5769	4.1042
	78.7440	5.4361	8.1529	5.1595	2.5797	4.1042
	78.7640	5.4411	8.1533	5.1652	2.5826	4.1042
	78.7840	5.4462	8.1542	5.1709	2.5854	4.1042
	78.8040	5.4512	8.1545	5.1765	2.5882	4.1042
	78.8240	5.4562	8.1548	5.1822	2.5911	4.1042
	78.8440	5.4611	8.1552	5.1877	2.5939	4.1042
	78.8640	5.4663	8.1553	5.1935	2.5968	4.1042
	78.8840	5.4713	8.1559	5.1991	2.5996	4.1042
	78.9040	5.4763	8.1562	5.2048	2.6024	4.1042
	78.9240	5.4814	8.1569	5.2106	2.6053	4.1042
	78.9440	5.4863	8.1572	5.2161	2.6081	4.1042
	78.9640	5.4912	8.1568	5.2216	2.6108	4.1042
	78.9840	5.4961	8.1564	5.2272	2.6136	4.1042
	79.0040	5.5012	8.1567	5.2329	2.6164	4.1042
	79.0240	5.5061	8.1573	5.2385	2.6192	4.1042
	79.0440	5.5112	8.1579	5.2442	2.6221	4.1042
	79.0640	5.5161	8.1585	5.2497	2.6248	4.1042
	79.0840	5.5213	8.1585	5.2555	2.6277	4.1042
	79.1040	5.5262	8.1592	5.2611	2.6306	4.1042
	79.1240	5.5312	8.1596	5.2667	2.6333	4.1042
	79.1440	5.5362	8.1598	5.2724	2.6362	4.1042
	79.1640	5.5411	8.1598	5.2779	2.6389	4.1042
	79.1840	5.5461	8.1599	5.2835	2.6418	4.1042
	79.2040	5.5511	8.1603	5.2892	2.6446	4.1042
	79.2240	5.5562	8.1608	5.2949	2.6475	4.1042
	79.2440	5.5612	8.1616	5.3006	2.6503	4.1042
	79.2640	5.5663	8.1620	5.3063	2.6532	4.1042
	79.2840	5.5713	8.1624	5.3119	2.6560	4.1042
	79.3040	5.5762	8.1622	5.3175	2.6587	4.1042
	79.3240	5.5812	8.1621	5.3231	2.6615	4.1042
	79.3440	5.5862	8.1623	5.3287	2.6643	4.1042
	79.3640	5.5913	8.1628	5.3345	2.6672	4.1042
	79.3840	5.5962	8.1634	5.3400	2.6700	4.1042
	79.4040	5.6011	8.1635	5.3456	2.6728	4.1042
	79.4240	5.6062	8.1636	5.3512	2.6756	4.1042
	79.4440	5.6112	8.1640	5.3569	2.6785	4.1042
	79.4640	5.6161	8.1645	5.3624	2.6812	4.1042
	79.4840	5.6212	8.1645	5.3681	2.6841	4.1042
	79.5040	5.6261	8.1650	5.3738	2.6869	4.1042
	79.5240	5.6311	8.1653	5.3793	2.6897	4.1042
	79.5440	5.6362	8.1656	5.3851	2.6926	4.1042
	79.5640	5.6412	8.1663	5.3907	2.6954	4.1042
	79.5840	5.6464	8.1666	5.3966	2.6983	4.1042
	79.6040	5.6514	8.1675	5.4022	2.7011	4.1042
	79.6240	5.6563	8.1677	5.4078	2.7039	4.1042
	79.6440	5.6612	8.1671	5.4133	2.7067	4.1042
	79.6640	5.6662	8.1666	5.4189	2.7094	4.1042
	79.6840	5.6712	8.1668	5.4245	2.7123	4.1042
	79.7040	5.6762	8.1674	5.4302	2.7151	4.1042
	79.7240	5.6812	8.1680	5.4358	2.7179	4.1042
	79.7440	5.6860	8.1682	5.4413	2.7206	4.1042
	79.7640	5.6912	8.1683	5.4470	2.7235	4.1042
	79.7840	5.6961	8.1690	5.4526	2.7263	4.1042
	79.8040	5.7011	8.1693	5.4582	2.7291	4.1042
	79.8240	5.7061	8.1698	5.4639	2.7320	4.1042
	79.8440	5.7111	8.1703	5.4696	2.7348	4.1042
	79.8640	5.7161	8.1705	5.4752	2.7376	4.1042
	79.8840	5.7212	8.1709	5.4809	2.7404	4.1042
	79.9040	5.7262	8.1715	5.4866	2.7433	4.1042
	79.9240	5.7313	8.1718	5.4923	2.7461	4.1042
	79.9440	5.7364	8.1723	5.4980	2.7490	4.1042
	79.9640	5.7412	8.1726	5.5034	2.7517	4.1042
	79.9840	5.7462	8.1719	5.5091	2.7545	4.1042
	80.0040	5.7511	8.1720	5.5146	2.7573	4.1042
	80.0240	5.7561	8.1722	5.5202	2.7601	4.1042
	80.0440	5.7612	8.1730	5.5260	2.7630	4.1042
	80.0640	5.7661	8.1737	5.5316	2.7658	4.1042
	80.0840	5.7711	8.1740	5.5372	2.7686	4.1042
	80.1040	5.7761	8.1742	5.5428	2.7714	4.1042
	80.1240	5.7812	8.1745	5.5486	2.7743	4.1042
	80.1440	5.7861	8.1750	5.5541	2.7770	4.1042
	80.1640	5.7912	8.1752	5.5598	2.7799	4.1042
	80.1840	5.7962	8.1757	5.5655	2.7827	4.1042
	80.2040	5.8012	8.1757	5.5711	2.7855	4.1042
	80.2240	5.8062	8.1759	5.5768	2.7884	4.1042
	80.2440	5.8112	8.1764	5.5824	2.7912	4.1042
	80.2640	5.8164	8.1770	5.5883	2.7941	4.1042
	80.2840	5.8214	8.1779	5.5939	2.7969	4.1042
	80.3040	5.8263	8.1779	5.5994	2.7997	4.1042
	80.3240	5.8312	8.1773	5.6050	2.8025	4.1042
	80.3440	5.8362	8.1771	5.6106	2.8053	4.1042
	80.3640	5.8411	8.1775	5.6161	2.8081	4.1042
	80.3840	5.8463	8.1779	5.6219	2.8110	4.1042
	80.4040	5.8512	8.1785	5.6275	2.8137	4.1042
	80.4240	5.8561	8.1786	5.6330	2.8165	4.1042
	80.4440	5.8612	8.1789	5.6388	2.8194	4.1042
	80.4640	5.8661	8.1793	5.6443	2.8221	4.1042
	80.4840	5.8712	8.1794	5.6500	2.8250	4.1042
	80.5040	5.8761	8.1799	5.6556	2.8278	4.1042
	80.5240	5.8812	8.1802	5.6613	2.8306	4.1042
	80.5440	5.8862	8.1807	5.6669	2.8335	4.1042
	80.5640	5.8912	8.1810	5.6726	2.8363	4.1042
	80.5840	5.8963	8.1815	5.6783	2.8392	4.1042
	80.6040	5.9014	8.1819	5.6841	2.8420	4.1042
	80.6240	5.9064	8.1825	5.6897	2.8449	4.1042
	80.6440	5.9112	8.1826	5.6951	2.8476	4.1042
	80.6640	5.9162	8.1818	5.7008	2.8504	4.1042
	80.6840	5.9211	8.1816	5.7063	2.8531	4.1042
	80.7040	5.9261	8.1817	5.7119	2.8560	4.1042
	80.7240	5.9311	8.1823	5.7176	2.8588	4.1042
	80.7440	5.9361	8.1829	5.7232	2.8616	4.1042
	80.7640	5.9411	8.1831	5.7288	2.8644	4.1042
	80.7840	5.9461	8.1835	5.7345	2.8672	4.1042
	80.8040	5.9511	8.1840	5.7401	2.8701	4.1042
	80.8240	5.9561	8.1842	5.7458	2.8729	4.1042
	80.8440	5.9612	8.1846	5.7515	2.8757	4.1042
	80.8640	5.9661	8.1850	5.7570	2.8785	4.1042
	80.8840	5.9712	8.1851	5.7628	2.8814	4.1042
	80.9040	5.9762	8.1857	5.7684	2.8842	4.1042
	80.9240	5.9813	8.1860	5.7741	2.8871	4.1042
	80.9440	5.9864	8.1866	5.7799	2.8900	4.1042
	80.9640	5.9913	8.1869	5.7855	2.8927	4.1042
	80.9840	5.9962	8.1866	5.7910	2.8955	4.1042
	81.0040	6.0011	8.1862	5.7965	2.8982	4.1042
	81.0240	6.0062	8.1860	5.8022	2.9011	4.1042
	81.0440	6.0111	8.1865	5.8078	2.9039	4.1042
	81.0640	6.0162	8.1870	5.8135	2.9067	4.1042
	81.0840	6.0212	8.1877	5.8191	2.9095	4.1042
	81.1040	6.0261	8.1877	5.8247	2.9123	4.1042
	81.1240	6.0312	8.1881	5.8304	2.9152	4.1042
	81.1440	6.0361	8.1886	5.8359	2.9180	4.1042
	81.1640	6.0412	8.1885	5.8417	2.9208	4.1042
	81.1840	6.0461	8.1890	5.8472	2.9236	4.1042
	81.2040	6.0511	8.1891	5.8528	2.9264	4.1042
	81.2240	6.0562	8.1894	5.8586	2.9293	4.1042
	81.2440	6.0612	8.1899	5.8642	2.9321	4.1042
	81.2640	6.0662	8.1903	5.8698	2.9349	4.1042
	81.2840	6.0713	8.1908	5.8757	2.9378	4.1042
	81.3040	6.0763	8.1914	5.8812	2.9406	4.1042
	81.3240	6.0811	8.1910	5.8867	2.9433	4.1042
	81.3440	6.0862	8.1908	5.8924	2.9462	4.1042
	81.3640	6.0910	8.1909	5.8979	2.9489	4.1042
	81.3840	6.0962	8.1911	5.9037	2.9518	4.1042
	81.4040	6.1011	8.1920	5.9092	2.9546	4.1042
	81.4240	6.1061	8.1921	5.9148	2.9574	4.1042
	81.4440	6.1111	8.1921	5.9204	2.9602	4.1042
	81.4640	6.1161	8.1924	5.9261	2.9630	4.1042
	81.4840	6.1211	8.1930	5.9318	2.9659	4.1042
	81.5040	6.1260	8.1932	5.9373	2.9687	4.1042
	81.5240	6.1311	8.1935	5.9431	2.9715	4.1042
	81.5440	6.1360	8.1940	5.9486	2.9743	4.1042
	81.5640	6.1411	8.1941	5.9544	2.9772	4.1042
	81.5840	6.1462	8.1947	5.9600	2.9800	4.1042
