True Plastic Strain (-)	 True Stress (MPa)
0.588	876.2605316944470
0.589	876.2637735937060
0.59	876.2669715491070
0.591	876.270126156308
0.592	876.273238002893
0.593	876.2763076684810
0.594	876.2793357248340
0.595	876.2823227359640
0.596	876.2852692582380
0.597	876.2881758404820
0.598	876.291043024081
0.599	876.2938713430830
0.6	876.296661324297
0.601	876.2994134873900
0.602	876.3021283449860
0.603	876.3048064027600
0.604	876.3074481595330
0.605	876.3100541073630
0.606	876.3126247316400
0.607	876.3151605111740
0.608	876.3176619182840
0.609	876.3201294188880
0.61	876.3225634725870
0.611	876.3249645327540
0.612	876.3273330466140
0.613	876.3296694553320
0.614	876.3319741940920
0.615	876.3342476921810
0.616	876.336490373063
0.617	876.3387026544660
0.618	876.3408849484540
0.619	876.3430376615060
0.62	876.3451611945890
0.621	876.3472559432390
0.622	876.3493222976260
0.623	876.3513606426350
0.624	876.3533713579330
0.625	876.3553548180380
0.626	876.3573113923940
0.627	876.3592414454380
0.628	876.3611453366640
0.629	876.3630234206950
0.63	876.364876047348
0.631	876.366703561696
0.632	876.368506304136
0.633	876.3702846104500
0.634	876.3720388118700
0.635	876.373769235137
0.636	876.3754762025630
0.637	876.3771600320900
0.638	876.3788210373540
0.639	876.3804595277360
0.64	876.3820758084240
0.641	876.3836701804710
0.642	876.3852429408480
0.643	876.3867943825000
0.644	876.3883247944020
0.645	876.3898344616110
0.646	876.3913236653220
0.647	876.3927926829160
0.648	876.3942417880160
0.649	876.3956712505350
0.65	876.3970813367280
0.651	876.3984723092410
0.652	876.3998444271580
0.653	876.4011979460540
0.654	876.4025331180370
0.655	876.4038501918
0.656	876.405149412663
0.657	876.4064310226220
0.658	876.4076952603930
0.659	876.408942361454
0.66	876.4101725580940
0.661	876.4113860794510
0.662	876.4125831515590
0.663	876.4137639973860
0.664	876.41492883688
0.665	876.4160778870060
0.666	876.4172113617880
0.667	876.4183294723490
0.668	876.4194324269520
0.669	876.4205204310350
0.67	876.4215936872510
0.671	876.4226523955090
0.672	876.4236967530040
0.673	876.4247269542610
0.674	876.425743191168
0.675	876.4267456530110
0.676	876.42773452651
0.677	876.4287099958560
0.678	876.42967224274
0.679	876.4306214463940
0.68	876.4315577836170
0.681	876.4324814288150
0.682	876.433392554027
0.683	876.434291328961
0.684	876.4351779210250
0.685	876.4360524953570
0.686	876.4369152148570
0.687	876.4377662402180
0.6880000000000000	876.4386057299520
0.6890000000000000	876.4394338404260
0.6900000000000000	876.4402507258850
0.6910000000000000	876.4410565384830
0.6920000000000000	876.4418514283130
0.6930000000000000	876.4426355434320
0.6940000000000000	876.4434090298920
0.6950000000000000	876.4441720317630
0.6960000000000000	876.444924691165
0.6970000000000000	876.4456671482890
0.6980000000000000	876.4463995414260
0.6990000000000000	876.4471220069940
0.7000000000000000	876.4478346795600
0.7010000000000000	876.4485376918690
0.7020000000000000	876.4492311748650
0.7030000000000000	876.4499152577180
0.704	876.4505900678450
0.705	876.4512557309400
0.706	876.4519123709890
0.707	876.4525601102990
0.708	876.4531990695210
0.709	876.4538293676680
0.71	876.4544511221400
0.711	876.4550644487460
0.712	876.4556694617270
0.713	876.4562662737740
0.714	876.4568549960490
0.715	876.457435738209
0.716	876.4580086084250
0.717	876.4585737134000
0.718	876.4591311583930
0.719	876.4596810472340
0.72	876.4602234823460
0.721	876.4607585647640
0.722	876.4612863941550
0.723	876.4618070688330
0.724	876.4623206857790
0.725	876.4628273406610
0.726	876.4633271278500
0.727	876.4638201404370
0.728	876.4643064702520
0.729	876.4647862078790
0.73	876.4652594426750
0.731	876.4657262627860
0.732	876.4661867551630
0.733	876.4666410055790
0.734	876.4670890986420
0.735	876.4675311178150
0.736	876.4679671454310
0.737	876.4683972627040
0.738	876.4688215497490
0.739	876.4692400855940
0.74	876.4696529481970
0.741	876.4700602144580
0.742	876.4704619602360
0.743	876.4708582603610
0.744	876.4712491886490
0.745	876.4716348179140
0.746	876.4720152199840
0.747	876.4723904657150
0.748	876.4727606250000
0.749	876.4731257667850
0.75	876.4734859590840
0.751	876.4738412689850
0.752	876.4741917626710
0.753	876.4745375054230
0.754	876.4748785616420
0.755	876.4752149948540
0.756	876.4755468677220
0.757	876.4758742420620
0.758	876.4761971788510
0.759	876.4765157382420
0.76	876.4768299795680
0.761	876.4771399613610
0.762	876.4774457413590
0.763	876.4777473765180
0.764	876.4780449230200
0.765	876.4783384362880
0.766	876.4786279709910
0.767	876.4789135810590
0.768	876.4791953196890
0.769	876.4794732393610
0.77	876.4797473918380
0.771	876.4800178281860
0.772	876.4802845987770
0.773	876.4805477533000
0.774	876.4808073407700
0.775	876.4810634095380
0.776	876.4813160073020
0.777	876.4815651811090
0.778	876.4818109773720
0.779	876.4820534418740
0.78	876.4822926197750
0.781	876.482528555627
0.782	876.4827612933740
0.783	876.4829908763680
0.784	876.48321734737
0.785	876.4834407485640
0.786	876.4836611215600
0.787	876.4838785074070
0.788	876.4840929465940
0.789	876.4843044790640
0.79	876.4845131442170
0.791	876.4847189809190
0.792	876.4849220275100
0.793	876.48512232181
0.794	876.4853199011260
0.795	876.48551480226
0.796	876.4857070615140
0.797	876.4858967147000
0.798	876.4860837971410
0.799	876.4862683436850
0.8	876.4864503887050
0.801	876.4866299661100
0.802	876.4868071093480
0.803	876.4869818514140
0.804	876.4871542248570
0.805	876.4873242617810
0.806	876.4874919938600
0.807	876.4876574523350
0.808	876.487820668025
0.809	876.4879816713310
0.81	876.4881404922410
0.811	876.4882971603370
0.812	876.4884517048020
0.8130000000000000	876.4886041544210
0.8140000000000000	876.4887545375900
0.8150000000000000	876.4889028823180
0.8160000000000000	876.4890492162380
0.8170000000000000	876.4891935666050
0.8180000000000000	876.4893359603070
0.8190000000000000	876.4894764238660
0.8200000000000000	876.4896149834460
0.8210000000000000	876.4897516648540
0.8220000000000000	876.489886493549
0.8230000000000000	876.4900194946450
0.8240000000000000	876.4901506929140
0.8250000000000000	876.4902801127950
0.8260000000000000	876.4904077783920
0.8270000000000000	876.490533713486
0.8280000000000000	876.490657941533
0.8290000000000000	876.490780485672
0.8300000000000000	876.4909013687290
0.8310000000000000	876.4910206132180
0.8320000000000000	876.4911382413530
0.833	876.4912542750400
0.834	876.4913687358950
0.835	876.4914816452350
0.836	876.4915930240930
0.837	876.4917028932130
0.838	876.4918112730600
0.839	876.4919181838210
0.84	876.4920236454090
0.841	876.4921276774690
0.842	876.4922302993760
0.843	876.492331530247
0.844	876.4924313889360
0.845	876.4925298940430
0.846	876.4926270639160
0.847	876.4927229166540
0.848	876.4928174701100
0.849	876.492910741897
0.85	876.4930027493880
0.851	876.4930935097190
0.852	876.4931830397960
0.853	876.493271356296
0.854	876.4933584756680
0.855	876.493444414139
0.856	876.4935291877170
0.857	876.4936128121900
0.858	876.4936953031370
0.859	876.4937766759210
0.86	876.4938569456980
0.861	876.4939361274220
0.862	876.4940142358390
0.863	876.4940912854980
0.864	876.4941672907520
0.865	876.494242265756
0.866	876.4943162244760
0.867	876.4943891806880
0.868	876.4944611479800
0.869	876.4945321397570
0.87	876.4946021692430
0.871	876.4946712494810
0.872	876.4947393933390
0.873	876.4948066135080
0.874	876.4948729225090
0.875	876.4949383326940
0.876	876.4950028562450
0.877	876.4950665051820
0.878	876.4951292913590
0.879	876.4951912264700
0.88	876.4952523220530
0.881	876.4953125894870
0.882	876.495372039998
0.883	876.4954306846590
0.884	876.4954885343920
0.885	876.4955455999740
0.886	876.4956018920340
0.887	876.4956574210560
0.888	876.4957121973840
0.889	876.4957662312210
0.89	876.4958195326300
0.891	876.4958721115400
0.892	876.4959239777440
0.893	876.4959751409030
0.894	876.4960256105470
0.895	876.496075396076
0.896	876.4961245067640
0.897	876.4961729517570
0.898	876.4962207400800
0.899	876.496267880634
0.9	876.4963143821990
0.901	876.496360253436
0.902	876.4964055028900
0.903	876.4964501389890
0.904	876.4964941700460
0.905	876.4965376042640
0.906	876.4965804497320
0.907	876.4966227144310
0.908	876.496664406233
0.909	876.4967055329040
0.91	876.4967461021040
0.911	876.496786121389
0.912	876.4968255982140
0.913	876.4968645399320
0.914	876.4969029537960
0.915	876.4969408469610
0.916	876.496978226485
0.917	876.4970150993310
0.918	876.497051472366
0.919	876.4970873523660
0.92	876.497122746013
0.921	876.4971576599000
0.922	876.4971921005310
0.923	876.4972260743200
0.924	876.4972595875950
0.925	876.497292646598
0.926	876.4973252574870
0.927	876.4973574263370
0.928	876.497389159139
0.929	876.4974204618040
0.93	876.4974513401610
0.931	876.4974817999640
0.932	876.4975118468840
0.933	876.4975414865200
0.934	876.4975707243910
0.935	876.4975995659430
0.936	876.4976280165490
0.937	876.497656081508
0.9380000000000000	876.4976837660470
0.9390000000000000	876.4977110753230
0.9400000000000000	876.4977380144220
0.9410000000000000	876.4977645883630
0.9420000000000000	876.4977908020940
0.9430000000000000	876.4978166604990
0.9440000000000000	876.4978421683940
0.9450000000000000	876.4978673305310
0.9460000000000000	876.4978921515950
0.9470000000000000	876.49791663621
0.9480000000000000	876.4979407889370
0.9490000000000000	876.4979646142750
0.9500000000000000	876.49798811666
0.9510000000000000	876.4980113004710
0.9520000000000000	876.4980341700270
0.9530000000000000	876.4980567295860
0.9540000000000000	876.4980789833510
0.9550000000000000	876.498100935467
0.9560000000000000	876.4981225900230
0.9570000000000000	876.498143951051
0.9580000000000000	876.4981650225320
0.9590000000000000	876.4981858083890
0.96	876.4982063124940
0.961	876.4982265386670
0.962	876.498246490674
0.963	876.4982661722330
0.964	876.4982855870080
0.965	876.4983047386170
0.966	876.4983236306260
0.967	876.4983422665550
0.968	876.4983606498740
0.969	876.4983787840070
0.97	876.4983966723330
0.971	876.4984143181840
0.972	876.4984317248450
0.973	876.498448895559
0.974	876.4984658335250
0.975	876.4984825418970
0.976	876.4984990237870
0.977	876.4985152822660
0.978	876.4985313203620
0.979	876.4985471410620
0.98	876.4985627473130
0.981	876.4985781420210
0.982	876.4985933280540
0.983	876.4986083082410
0.984	876.4986230853720
0.985	876.4986376622000
0.986	876.4986520414390
0.987	876.4986662257680
0.988	876.4986802178280
0.989	876.4986940202270
0.99	876.4987076355340
0.991	876.4987210662870
0.992	876.4987343149850
0.993	876.4987473840990
0.994	876.4987602760600
0.995	876.4987729932720
0.996	876.4987855381010
0.997	876.4987979128870
0.998	876.4988101199320
0.999	876.4988221615110
1.0	876.4988340398670
1.0010000000000000	876.4988457572120
1.002	876.4988573157280
1.0030000000000000	876.4988687175700
1.004	876.4988799648590
1.0050000000000000	876.498891059692
1.006	876.498902004135
1.0070000000000000	876.498912800226
1.008	876.4989234499760
1.0090000000000000	876.4989339553700
1.01	876.4989443183630
1.0110000000000000	876.4989545408860
1.012	876.4989646248430
1.0130000000000000	876.4989745721120
1.014	876.4989843845460
1.0150000000000000	876.4989940639730
1.016	876.4990036121950
1.0170000000000000	876.4990130309920
1.018	876.4990223221170
1.0190000000000000	876.499031487301
1.02	876.4990405282510
1.0210000000000000	876.4990494466520
1.022	876.4990582441640
1.0230000000000000	876.4990669224250
1.024	876.4990754830530
1.025	876.4990839276420
1.026	876.4990922577650
1.027	876.4991004749740
1.028	876.4991085807980
1.029	876.4991165767480
1.03	876.4991244643130
1.031	876.4991322449620
1.032	876.4991399201450
1.033	876.4991474912910
1.034	876.4991549598100
1.035	876.4991623270940
1.036	876.4991695945150
1.037	876.4991767634250
1.038	876.4991838351620
1.039	876.4991908110410
1.04	876.4991976923620
1.041	876.4992044804070
1.042	876.4992111764400
1.043	876.4992177817090
1.044	876.4992242974440
1.045	876.4992307248580
1.046	876.4992370651480
1.047	876.4992433194960
1.048	876.499249489067
1.049	876.4992555750090
1.05	876.4992615784570
1.051	876.4992675005270
1.052	876.4992733423250
1.053	876.4992791049370
1.054	876.4992847894360
1.055	876.499290396883
1.056	876.4992959283210
1.057	876.4993013847800
1.058	876.4993067672770
1.059	876.4993120768150
1.06	876.499317314382
1.061	876.4993224809540
1.062	876.4993275774930
1.063	876.4993326049490
1.064	876.4993375642570
1.065	876.4993424563430
1.066	876.4993472821160
1.067	876.4993520424760
1.068	876.4993567383090
1.069	876.4993613704910
1.07	876.4993659398830
1.071	876.4993704473380
1.072	876.4993748936940
1.073	876.4993792797800
1.074	876.4993836064120
1.075	876.4993878743970
1.076	876.4993920845300
1.077	876.4993962375950
1.078	876.4994003343640
1.079	876.4994043756030
1.08	876.499408362062
1.081	876.499412294485
1.082	876.4994161736040
1.083	876.4994200001420
1.084	876.4994237748110
1.085	876.4994274983150
1.086	876.4994311713460
1.087	876.4994347945900
1.088	876.4994383687210
1.089	876.4994418944040
1.09	876.4994453722970
1.091	876.4994488030480
1.092	876.499452187294
1.093	876.4994555256670
1.094	876.4994588187890
1.095	876.4994620672720
1.096	876.4994652717220
1.097	876.4994684327360
1.098	876.4994715509030
1.099	876.4994746268030
1.1	876.4994776610090
1.101	876.4994806540870
1.102	876.4994836065930
