True Plastic Strain (-)	 True Stress (MPa)
0.451	428.4754609156110
0.452	428.47730325039500
0.453	428.47911574737100
0.454	428.4808988897790
0.455	428.4826531530380
0.456	428.48437900486300
0.457	428.486076905396
0.458	428.4877473073260
0.459	428.489390656012
0.46	428.49100738959800
0.461	428.492597939132
0.462	428.49416272868300
0.463	428.4957021754500
0.464	428.49721668987700
0.465	428.4987066757580
0.466	428.50017253034900
0.467	428.5016146444720
0.468	428.5030334026200
0.46900000000000000	428.5044291830580
0.47000000000000000	428.50580235792400
0.47100000000000000	428.50715329333100
0.47200000000000000	428.5084823494610
0.47300000000000000	428.50978988066300
0.47400000000000000	428.51107623554800
0.47500000000000000	428.51234175707900
0.47600000000000000	428.5135867826670
0.47700000000000000	428.51481164425600
0.47800000000000000	428.5160166684160
0.47900000000000000	428.51720217642600
0.48	428.51836848436300
0.481	428.5195159031860
0.482	428.5206447388150
0.483	428.521755292217
0.484	428.5228478594850
0.485	428.5239227319160
0.486	428.52498019609000
0.487	428.5260205339440
0.488	428.5270440228500
0.489	428.5280509356890
0.49	428.529041540919
0.491	428.53001610265400
0.492	428.53097488072800
0.493	428.53191813076900
0.494	428.5328461042620
0.495	428.53375904862100
0.496	428.5346572072520
0.497	428.5355408196210
0.498	428.5364101213140
0.499	428.53726534410000
0.5	428.5381067159980
0.501	428.5389344613310
0.502	428.5397488007910
0.503	428.5405499514930
0.504	428.5413381270400
0.505	428.5421135375710
0.506	428.5428763898240
0.507	428.5436268871900
0.508	428.5443652297630
0.509	428.54509161439800
0.51	428.5458062347620
0.511	428.5465092813850
0.512	428.54720094171000
0.513	428.5478814001480
0.514	428.54855083811800
0.515	428.5492094341060
0.516	428.54985736370300
0.517	428.55049479966000
0.518	428.55112191192700
0.519	428.55173886770300
0.52	428.55234583148000
0.521	428.55294296508300
0.522	428.5535304277200
0.523	428.5541083760180
0.524	428.55467696406700
0.525	428.55523634346400
0.526	428.5557866633470
0.527	428.5563280704420
0.528	428.55686070909800
0.529	428.5573847213240
0.53	428.5579002468320
0.531	428.5584074230690
0.532	428.5589063852580
0.533	428.55939726642900
0.534	428.5598801974610
0.535	428.5603553071110
0.536	428.56082272205100
0.537	428.56128256690300
0.538	428.5617349642690
0.539	428.56218003476500
0.54	428.5626178970550
0.541	428.5630486678810
0.542	428.56347246209300
0.543	428.56388939268200
0.544	428.5642995708100
0.545	428.56470310583600
0.546	428.5651001053510
0.547	428.5654906752
0.548	428.56587491951700
0.549	428.5662529407470
0.55	428.5666248396780
0.551	428.5669907154640
0.552	428.5673506656530
0.553	428.5677047862160
0.554	428.5680531715650
0.555	428.568395914588
0.556	428.5687331066650
0.557	428.56906483769600
0.558	428.5693911961290
0.559	428.56971226897400
0.56	428.5700281418360
0.561	428.57033889893100
0.562	428.57064462311400
0.5630000000000000	428.5709453958940
0.5640000000000000	428.5712412974640
0.5650000000000000	428.57153240671600
0.5660000000000000	428.57181880126400
0.5670000000000000	428.5721005574660
0.5680000000000000	428.57237775044400
0.5690000000000000	428.572650454101
0.5700000000000000	428.57291874114500
0.5710000000000000	428.5731826831060
0.5720000000000000	428.5734423503560
0.5730000000000000	428.57369781212500
0.5740000000000000	428.5739491365260
0.5750000000000000	428.57419639056400
0.5760000000000000	428.5744396401620
0.577	428.57467895017500
0.578	428.5749143844070
0.579	428.57514600562900
0.58	428.5753738755940
0.581	428.5755980550570
0.582	428.57581860378800
0.583	428.57603558058900
0.584	428.57624904331000
0.585	428.5764590488630
0.586	428.5766656532400
0.587	428.57686891152400
0.588	428.57706887790900
0.589	428.5772656057080
0.59	428.5774591473720
0.591	428.57764955450400
0.592	428.57783687786800
0.593	428.57802116740800
0.594	428.57820247226000
0.595	428.5783808407620
0.596	428.57855632047000
0.597	428.5787289581700
0.598	428.57889879989
0.599	428.57906589091300
0.6	428.5792302757890
0.601	428.57939199834400
0.602	428.57955110169800
0.603	428.5797076282700
0.604	428.57986161979200
0.605	428.58001311732100
0.606	428.58016216124900
0.607	428.5803087913140
0.608	428.58045304661000
0.609	428.58059496559700
0.61	428.5807345861140
0.611	428.5808719453870
0.612	428.58100708003600
0.613	428.5811400260920
0.614	428.58127081900100
0.615	428.58139949363300
0.616	428.58152608429600
0.617	428.5816506247400
0.618	428.58177314817200
0.619	428.5818936872560
0.62	428.5820122741320
0.621	428.58212894041700
0.622	428.5822437172150
0.623	428.58235663512800
0.624	428.5824677242620
0.625	428.5825770142360
0.626	428.58268453418700
0.627	428.5827903127830
0.628	428.582894378226
0.629	428.5829967582610
0.63	428.5830974801850
0.631	428.58319657085200
0.632	428.5832940566820
0.633	428.5833899636650
0.634	428.5834843173720
0.635	428.58357714295900
0.636	428.58366846517600
0.637	428.5837583083700
0.638	428.58384669649500
0.639	428.58393365311700
0.64	428.58401920142000
0.641	428.58410336421300
0.642	428.5841861639340
0.643	428.5842676226610
0.644	428.5843477621100
0.645	428.5844266036490
0.646	428.58450416829700
0.647	428.5845804767360
0.648	428.58465554931000
0.649	428.5847294060350
0.65	428.5848020666030
0.651	428.58487355038500
0.652	428.5849438764410
0.653	428.5850130635210
0.654	428.58508113007100
0.655	428.58514809423900
0.656	428.5852139738780
0.657	428.58527878655500
0.658	428.58534254954700
0.659	428.58540527985700
0.66	428.5854669942090
0.661	428.5855277090560
0.662	428.58558744058700
0.663	428.58564620472700
0.664	428.58570401714400
0.665	428.58576089325100
0.666	428.5858168482130
0.667	428.5858718969470
0.668	428.5859260541320
0.669	428.58597933420500
0.67	428.5860317513740
0.671	428.58608331961200
0.672	428.5861340526690
0.673	428.58618396407100
0.674	428.58623306712600
0.675	428.5862813749240
0.676	428.5863289003470
0.677	428.5863756560640
0.678	428.58642165454300
0.679	428.5864669080460
0.68	428.5865114286390
0.681	428.58655522819200
0.682	428.5865983183830
0.683	428.58664071070000
0.684	428.58668241644600
0.685	428.5867234467400
0.686	428.5867638125230
0.687	428.58680352455500
0.6880000000000000	428.58684259342500
0.6890000000000000	428.5868810295490
0.6900000000000000	428.586918843175
0.6910000000000000	428.5869560443850
0.6920000000000000	428.5869926430970
0.6930000000000000	428.58702864906900
0.6940000000000000	428.5870640719010
0.6950000000000000	428.58709892103800
0.6960000000000000	428.58713320577000
0.6970000000000000	428.587166935238
0.6980000000000000	428.5872001184360
0.6990000000000000	428.58723276421000
0.7000000000000000	428.5872648812650
0.7010000000000000	428.5872964781630
0.7020000000000000	428.5873275633290
0.7030000000000000	428.5873581450500
0.704	428.58738823148100
0.705	428.587417830642
0.706	428.5874469504260
0.707	428.58747559859500
0.708	428.58750378278900
0.709	428.5875315105220
0.71	428.58755878918600
0.711	428.5875856260550
0.712	428.5876120282820
0.713	428.587638002909
0.714	428.58766355686000
0.715	428.58768869694700
0.716	428.5877134298750
0.717	428.5877377622370
0.718	428.5877617005210
0.719	428.587785251108
0.72	428.5878084202780
0.721	428.587831214209
0.722	428.5878536389770
0.723	428.5878757005610
0.724	428.5878974048440
0.725	428.5879187576120
0.726	428.58793976455800
0.727	428.5879604312820
0.728	428.58798076329600
0.729	428.58800076601900
0.73	428.58802044478600
0.731	428.58803980484100
0.732	428.5880588513490
0.733	428.5880775893850
0.734	428.5880960239470
0.735	428.58811415995000
0.736	428.58813200222700
0.737	428.58814955553800
0.738	428.5881668245610
0.739	428.58818381390200
0.74	428.5882005280890
0.741	428.5882169715780
0.742	428.5882331487550
0.743	428.58824906393200
0.744	428.5882647213520
0.745	428.5882801251900
0.746	428.5882952795530
0.747	428.5883101884820
0.748	428.5883248559500
0.749	428.5883392858690
0.75	428.58835348208700
0.751	428.588367448387
0.752	428.58838118849400
0.753	428.58839470607100
0.754	428.5884080047220
0.755	428.58842108799300
0.756	428.58843395937200
0.757	428.58844662229000
0.758	428.5884590801250
0.759	428.58847133619600
0.76	428.58848339377300
0.761	428.5884952560690
0.762	428.5885069262470
0.763	428.58851840742000
0.764	428.5885297026470
0.765	428.588540814941
0.766	428.5885517472640
0.767	428.58856250253100
0.768	428.5885730836100
0.769	428.58858349332000
0.77	428.58859373443900
0.771	428.5886038096970
0.772	428.58861372177900
0.773	428.5886234733280
0.774	428.5886330669450
0.775	428.58864250518700
0.776	428.5886517905700
0.777	428.5886609255710
0.778	428.58866991262400
0.779	428.5886787541260
0.78	428.5886874524350
0.781	428.58869600986800
0.782	428.58870442870800
0.783	428.5887127112000
0.784	428.5887208595520
0.785	428.5887288759350
0.786	428.5887367624880
0.787	428.5887445213130
0.788	428.58875215447900
0.789	428.58875966402100
0.79	428.5887670519410
0.791	428.5887743202090
0.792	428.5887814707620
0.793	428.588788505508
0.794	428.5887954263210
0.795	428.5888022350480
0.796	428.5888089335020
0.797	428.58881552347100
0.798	428.58882200671100
0.799	428.58882838495000
0.8	428.58883465989000
0.801	428.5888408332030
0.802	428.58884690653600
0.803	428.5888528815060
0.804	428.5888587597080
0.805	428.5888645427090
0.806	428.5888702320510
0.807	428.5888758292500
0.808	428.5888813357980
0.809	428.5888867531650
0.81	428.58889208279300
0.811	428.5888973261050
0.812	428.58890248449800
0.8130000000000000	428.5889075593480
0.8140000000000000	428.5889125520070
0.8150000000000000	428.5889174638060
0.8160000000000000	428.58892229605600
0.8170000000000000	428.58892705004500
0.8180000000000000	428.58893172703900
0.8190000000000000	428.5889363282870
0.8200000000000000	428.5889408550140
0.8210000000000000	428.58894530842800
0.8220000000000000	428.5889496897160
0.8230000000000000	428.58895400004700
0.8240000000000000	428.58895824056800
0.8250000000000000	428.5889624124120
0.8260000000000000	428.5889665166900
0.8270000000000000	428.58897055449700
0.8280000000000000	428.5889745269080
0.8290000000000000	428.58897843498400
0.8300000000000000	428.5889822797660
0.8310000000000000	428.58898606227900
0.8320000000000000	428.5889897835330
0.833	428.5889934445170
0.834	428.5889970462100
0.835	428.5890005895710
0.836	428.5890040755460
0.837	428.589007505062
0.838	428.5890108790350
0.839	428.58901419836500
0.84	428.58901746393600
0.841	428.58902067661800
0.842	428.5890238372700
0.843	428.58902694673200
0.844	428.5890300058350
0.845	428.5890330153940
0.846	428.5890359762100
0.847	428.5890388890750
0.848	428.58904175476400
0.849	428.5890445740410
0.85	428.5890473476580
0.851	428.58905007635400
0.852	428.58905276085800
0.853	428.5890554018840
0.854	428.58905800013700
0.855	428.5890605563100
0.856	428.5890630710830
0.857	428.58906554512900
0.858	428.5890679791050
0.859	428.58907037366200
0.86	428.5890727294380
0.861	428.58907504706000
0.862	428.58907732714600
0.863	428.58907957030500
0.864	428.5890817771350
0.865	428.5890839482240
0.866	428.5890860841510
0.867	428.5890881854840
0.868	428.58909025278600
0.869	428.5890922866060
0.87	428.5890942874870
0.871	428.5890962559620
0.872	428.5890981925570
0.873	428.5891000977870
0.874	428.5891019721610
0.875	428.5891038161780
0.876	428.5891056303300
0.877	428.589107415101
0.878	428.58910917096600
0.879	428.5891108983940
0.88	428.5891125978450
0.881	428.5891142697720
0.882	428.58911591462200
0.883	428.58911753283200
0.884	428.5891191248340
0.885	428.58912069105200
0.886	428.58912223190500
0.887	428.58912374780200
0.888	428.58912523914900
0.889	428.58912670634200
0.89	428.5891281497730
0.891	428.5891295698270
0.892	428.5891309668820
0.893	428.58913234131000
0.894	428.5891336934790
0.895	428.58913502374900
0.896	428.5891363324750
0.897	428.589137620004
0.898	428.5891388866810
0.899	428.5891401328440
0.9	428.5891413588240
0.901	428.58914256494800
0.902	428.5891437515390
0.903	428.5891449189120
0.904	428.5891460673790
0.905	428.589147197245
0.906	428.5891483088130
0.907	428.58914940237800
0.908	428.5891504782320
0.909	428.58915153666100
0.91	428.5891525779490
0.911	428.5891536023730
0.912	428.589154610205
0.913	428.5891556017150
0.914	428.58915657716700
0.915	428.58915753682000
0.916	428.58915848093200
0.917	428.5891594097520
0.918	428.58916032353000
0.919	428.5891612225090
0.92	428.58916210692900
0.921	428.58916297702400
0.922	428.5891638330280
0.923	428.58916467516800
0.924	428.5891655036690
0.925	428.58916631875200
0.926	428.58916712063500
0.927	428.5891679095300
0.928	428.58916868564900
0.929	428.5891694491970
0.93	428.58917020038000
0.931	428.5891709393970
0.932	428.5891716664450
0.933	428.5891723817180
0.934	428.5891730854060
0.935	428.58917377769800
0.936	428.5891744587780
0.937	428.5891751288280
0.9380000000000000	428.5891757880250
0.9390000000000000	428.58917643654600
0.9400000000000000	428.5891770745640
0.9410000000000000	428.5891777022490
0.9420000000000000	428.5891783197680
0.9430000000000000	428.5891789272860
0.9440000000000000	428.5891795249650
0.9450000000000000	428.5891801129640
0.9460000000000000	428.5891806914400
0.9470000000000000	428.58918126054800
0.9480000000000000	428.58918182043800
0.9490000000000000	428.5891823712600
0.9500000000000000	428.5891829131620
0.9510000000000000	428.5891834462870
0.9520000000000000	428.5891839707780
0.9530000000000000	428.58918448677400
0.9540000000000000	428.58918499441300
0.9550000000000000	428.589185493831
0.9560000000000000	428.5891859851610
0.9570000000000000	428.5891864685330
0.9580000000000000	428.589186944076
0.9590000000000000	428.5891874119180
0.96	428.58918787218300
0.961	428.589188324993
0.962	428.58918877047000
0.963	428.58918920873200
0.964	428.5891896398960
0.965	428.58919006407700
0.966	428.5891904813890
0.967	428.5891908919420
0.968	428.589191295845
0.969	428.5891916932070
0.97	428.5891920841340
0.971	428.5891924687290
0.972	428.5891928470950
0.973	428.58919321933400
0.974	428.5891935855440
0.975	428.58919394582300
0.976	428.5891943002670
0.977	428.58919464897000
0.978	428.58919499202600
0.979	428.589195329526
0.98	428.5891956615600
0.981	428.5891959882160
0.982	428.58919630958200
0.983	428.58919662574400
0.984	428.5891969367850
0.985	428.589197242788
0.986	428.5891975438350
0.987	428.58919784000700
0.988	428.58919813138200
0.989	428.58919841803800
0.99	428.58919870005200
0.991	428.589198977498
0.992	428.58919925045100
0.993	428.5891995189830
0.994	428.58919978316600
0.995	428.58920004307000
0.996	428.5892002987650
0.997	428.589200550319
0.998	428.5892007977990
0.999	428.58920104127100
1.0	428.5892012807990
1.0010000000000000	428.58920151644800
1.002	428.589201748281
1.0030000000000000	428.58920197635900
1.004	428.5892022007430
1.0050000000000000	428.5892024214930
1.006	428.5892026386680
1.0070000000000000	428.58920285232600
1.008	428.5892030625230
1.0090000000000000	428.5892032693160
1.01	428.58920347276000
1.0110000000000000	428.5892036729090
1.012	428.5892038698170
1.0130000000000000	428.5892040635350
1.014	428.5892042541160
1.0150000000000000	428.5892044416110
1.016	428.5892046260680
1.0170000000000000	428.58920480753900
1.018	428.5892049860700
1.0190000000000000	428.5892051617100
1.02	428.58920533450500
1.0210000000000000	428.5892055045020
1.022	428.58920567174600
1.0230000000000000	428.5892058362810
1.024	428.5892059981510
1.025	428.58920615740000
1.026	428.5892063140690
1.027	428.5892064682010
1.028	428.5892066198370
1.029	428.58920676901700
1.03	428.58920691578100
1.031	428.5892070601680
1.032	428.5892072022170
1.033	428.5892073419650
1.034	428.58920747945000
1.035	428.5892076147080
1.036	428.58920774777500
1.037	428.58920787868700
1.038	428.58920800748000
1.039	428.5892081341860
1.04	428.58920825884
1.041	428.5892083814750
1.042	428.5892085021250
1.043	428.58920862082000
1.044	428.58920873759200
1.045	428.58920885247400
1.046	428.5892089654950
1.047	428.5892090766860
1.048	428.58920918607500
1.049	428.58920929369400
1.05	428.58920939956900
1.051	428.58920950372900
1.052	428.58920960620300
1.053	428.58920970701700
1.054	428.5892098061980
1.055	428.5892099037730
1.056	428.58920999976700
1.057	428.58921009420700
1.058	428.5892101871180
1.059	428.58921027852300
1.06	428.58921036844800
1.061	428.58921045691700
1.062	428.5892105439530
1.063	428.5892106295800
1.064	428.5892107138190
1.065	428.5892107966950
1.066	428.58921087822800
1.067	428.58921095844000
1.068	428.58921103735400
1.069	428.5892111149890
1.07	428.58921119136700
1.071	428.5892112665090
1.072	428.58921134043300
1.073	428.58921141316000
1.074	428.5892114847090
1.075	428.58921155509900
1.076	428.5892116243490
1.077	428.589211692478
1.078	428.5892117595030
1.079	428.5892118254430
1.08	428.58921189031500
1.081	428.5892119541360
1.082	428.58921201692400
1.083	428.58921207869400
1.084	428.58921213946500
1.085	428.5892121992510
1.086	428.58921225806900
1.087	428.5892123159340
1.088	428.5892123728620
1.089	428.589212428868
1.09	428.589212483967
1.091	428.58921253817400
1.092	428.58921259150200
1.093	428.58921264396700
1.094	428.5892126955830
1.095	428.5892127463620
1.096	428.5892127963190
1.097	428.58921284546700
1.098	428.58921289381900
1.099	428.5892129413880
