3	Time/s	Displacement/mm	Force/kN	Tensile strain (Strain 1)/%	Tensile displacement/mm	Strain 1/%
	1.7000	0.1378	1.2491	0.0432	0.0216	0.0432
	1.7200	0.1396	1.2644	0.0437	0.0219	0.0437
	1.7400	0.1413	1.2797	0.0443	0.0221	0.0443
	1.7600	0.1430	1.2941	0.0448	0.0224	0.0448
	1.7800	0.1445	1.3079	0.0453	0.0226	0.0453
	1.8000	0.1461	1.3207	0.0458	0.0229	0.0458
	1.8200	0.1477	1.3336	0.0462	0.0231	0.0462
	1.8400	0.1492	1.3464	0.0467	0.0234	0.0467
	1.8600	0.1509	1.3591	0.0472	0.0236	0.0472
	1.8800	0.1528	1.3730	0.0476	0.0238	0.0476
	1.9000	0.1544	1.3876	0.0482	0.0241	0.0482
	1.9200	0.1560	1.4008	0.0487	0.0243	0.0487
	1.9400	0.1576	1.4133	0.0491	0.0246	0.0491
	1.9600	0.1592	1.4256	0.0496	0.0248	0.0496
	1.9800	0.1609	1.4381	0.0500	0.0250	0.0500
	2.0000	0.1626	1.4509	0.0505	0.0252	0.0505
	2.0200	0.1643	1.4636	0.0509	0.0255	0.0509
	2.0400	0.1661	1.4765	0.0514	0.0257	0.0514
	2.0600	0.1678	1.4899	0.0519	0.0259	0.0519
	2.0800	0.1694	1.5020	0.0523	0.0262	0.0523
	2.1000	0.1710	1.5132	0.0527	0.0263	0.0527
	2.1200	0.1726	1.5246	0.0531	0.0265	0.0531
	2.1400	0.1743	1.5359	0.0535	0.0268	0.0535
	2.1600	0.1760	1.5476	0.0540	0.0270	0.0540
	2.1800	0.1776	1.5596	0.0544	0.0272	0.0544
	2.2000	0.1793	1.5710	0.0548	0.0274	0.0548
	2.2200	0.1811	1.5830	0.0552	0.0276	0.0552
	2.2400	0.1827	1.5953	0.0557	0.0278	0.0557
	2.2600	0.1844	1.6071	0.0561	0.0281	0.0561
	2.2800	0.1860	1.6191	0.0566	0.0283	0.0566
	2.3000	0.1877	1.6306	0.0570	0.0285	0.0570
	2.3200	0.1893	1.6423	0.0574	0.0287	0.0574
	2.3400	0.1909	1.6540	0.0578	0.0289	0.0578
	2.3600	0.1925	1.6652	0.0582	0.0291	0.0582
	2.3800	0.1944	1.6769	0.0587	0.0293	0.0587
	2.4000	0.1961	1.6900	0.0591	0.0295	0.0591
	2.4200	0.1977	1.7024	0.0595	0.0298	0.0595
	2.4400	0.1994	1.7141	0.0600	0.0300	0.0600
	2.4600	0.2010	1.7255	0.0604	0.0302	0.0604
	2.4800	0.2026	1.7368	0.0608	0.0304	0.0608
	2.5000	0.2043	1.7484	0.0612	0.0306	0.0612
	2.5200	0.2059	1.7599	0.0617	0.0308	0.0617
	2.5400	0.2077	1.7715	0.0621	0.0310	0.0621
	2.5600	0.2096	1.7845	0.0625	0.0313	0.0625
	2.5800	0.2111	1.7973	0.0630	0.0315	0.0630
	2.6000	0.2128	1.8085	0.0634	0.0317	0.0634
	2.6200	0.2144	1.8195	0.0638	0.0319	0.0638
	2.6400	0.2160	1.8306	0.0642	0.0321	0.0642
	2.6600	0.2177	1.8420	0.0646	0.0323	0.0646
	2.6800	0.2194	1.8539	0.0651	0.0325	0.0651
	2.7000	0.2212	1.8658	0.0655	0.0327	0.0655
	2.7200	0.2230	1.8781	0.0659	0.0330	0.0659
	2.7400	0.2246	1.8904	0.0664	0.0332	0.0664
	2.7600	0.2262	1.9012	0.0668	0.0334	0.0668
	2.7800	0.2278	1.9120	0.0672	0.0336	0.0672
	2.8000	0.2294	1.9231	0.0676	0.0338	0.0676
	2.8200	0.2311	1.9342	0.0680	0.0340	0.0680
	2.8400	0.2327	1.9457	0.0684	0.0342	0.0684
	2.8600	0.2343	1.9569	0.0688	0.0344	0.0688
	2.8800	0.2360	1.9676	0.0692	0.0346	0.0692
	2.9000	0.2377	1.9793	0.0697	0.0348	0.0697
	2.9200	0.2393	1.9910	0.0701	0.0350	0.0701
	2.9400	0.2410	2.0022	0.0705	0.0352	0.0705
	2.9600	0.2427	2.0139	0.0709	0.0355	0.0709
	2.9800	0.2444	2.0253	0.0713	0.0357	0.0713
	3.0000	0.2460	2.0366	0.0718	0.0359	0.0718
	3.0200	0.2476	2.0475	0.0722	0.0361	0.0722
	3.0400	0.2492	2.0578	0.0726	0.0363	0.0726
	3.0600	0.2510	2.0689	0.0730	0.0365	0.0730
	3.0800	0.2527	2.0810	0.0735	0.0367	0.0735
	3.1000	0.2544	2.0924	0.0739	0.0369	0.0739
	3.1200	0.2561	2.1033	0.0743	0.0371	0.0743
	3.1400	0.2576	2.1137	0.0746	0.0373	0.0746
	3.1600	0.2593	2.1239	0.0750	0.0375	0.0750
	3.1800	0.2609	2.1342	0.0754	0.0377	0.0754
	3.2000	0.2625	2.1445	0.0757	0.0379	0.0757
	3.2200	0.2643	2.1552	0.0761	0.0380	0.0761
	3.2400	0.2662	2.1674	0.0765	0.0383	0.0765
	3.2600	0.2677	2.1790	0.0770	0.0385	0.0770
	3.2800	0.2694	2.1894	0.0774	0.0387	0.0774
	3.3000	0.2709	2.1994	0.0777	0.0388	0.0777
	3.3200	0.2725	2.2091	0.0781	0.0390	0.0781
	3.3400	0.2742	2.2192	0.0785	0.0392	0.0785
	3.3600	0.2759	2.2300	0.0789	0.0394	0.0789
	3.3800	0.2776	2.2410	0.0793	0.0396	0.0793
	3.4000	0.2795	2.2526	0.0797	0.0398	0.0797
	3.4200	0.2811	2.2644	0.0801	0.0401	0.0801
	3.4400	0.2827	2.2747	0.0805	0.0402	0.0805
	3.4600	0.2843	2.2847	0.0808	0.0404	0.0808
	3.4800	0.2859	2.2950	0.0812	0.0406	0.0812
	3.5000	0.2877	2.3055	0.0816	0.0408	0.0816
	3.5200	0.2893	2.3169	0.0820	0.0410	0.0820
	3.5400	0.2909	2.3275	0.0824	0.0412	0.0824
	3.5600	0.2927	2.3382	0.0828	0.0414	0.0828
	3.5800	0.2945	2.3499	0.0832	0.0416	0.0832
	3.6000	0.2961	2.3609	0.0836	0.0418	0.0836
	3.6200	0.2978	2.3717	0.0840	0.0420	0.0840
	3.6400	0.2994	2.3825	0.0844	0.0422	0.0844
	3.6600	0.3011	2.3930	0.0848	0.0424	0.0848
	3.6800	0.3028	2.4040	0.0852	0.0426	0.0852
	3.7000	0.3043	2.4148	0.0856	0.0428	0.0856
	3.7200	0.3061	2.4251	0.0860	0.0430	0.0860
	3.7400	0.3080	2.4369	0.0864	0.0432	0.0864
	3.7600	0.3096	2.4491	0.0869	0.0434	0.0869
	3.7800	0.3113	2.4599	0.0872	0.0436	0.0872
	3.8000	0.3128	2.4702	0.0876	0.0438	0.0876
	3.8200	0.3144	2.4801	0.0880	0.0440	0.0880
	3.8400	0.3160	2.4902	0.0884	0.0442	0.0884
	3.8600	0.3176	2.5007	0.0887	0.0444	0.0887
	3.8800	0.3192	2.5113	0.0891	0.0446	0.0891
	3.9000	0.3211	2.5227	0.0895	0.0448	0.0895
	3.9200	0.3228	2.5352	0.0900	0.0450	0.0900
	3.9400	0.3243	2.5462	0.0904	0.0452	0.0904
	3.9600	0.3260	2.5565	0.0908	0.0454	0.0908
	3.9800	0.3276	2.5670	0.0911	0.0456	0.0911
	4.0000	0.3293	2.5775	0.0915	0.0458	0.0915
	4.0200	0.3310	2.5887	0.0920	0.0460	0.0920
	4.0400	0.3326	2.6002	0.0924	0.0462	0.0924
	4.0600	0.3344	2.6114	0.0928	0.0464	0.0928
	4.0800	0.3361	2.6232	0.0932	0.0466	0.0932
	4.1000	0.3377	2.6344	0.0936	0.0468	0.0936
	4.1200	0.3393	2.6445	0.0940	0.0470	0.0940
	4.1400	0.3410	2.6550	0.0944	0.0472	0.0944
	4.1600	0.3426	2.6659	0.0948	0.0474	0.0948
	4.1800	0.3443	2.6772	0.0952	0.0476	0.0952
	4.2000	0.3459	2.6886	0.0956	0.0478	0.0956
	4.2200	0.3475	2.6992	0.0960	0.0480	0.0960
	4.2400	0.3493	2.7101	0.0964	0.0482	0.0964
	4.2600	0.3510	2.7218	0.0968	0.0484	0.0968
	4.2800	0.3526	2.7331	0.0972	0.0486	0.0972
	4.3000	0.3544	2.7442	0.0976	0.0488	0.0976
	4.3200	0.3561	2.7558	0.0981	0.0491	0.0981
	4.3400	0.3577	2.7672	0.0985	0.0493	0.0985
	4.3600	0.3593	2.7783	0.0989	0.0495	0.0989
	4.3800	0.3609	2.7886	0.0993	0.0496	0.0993
	4.4000	0.3626	2.7988	0.0996	0.0498	0.0996
	4.4200	0.3645	2.8108	0.1001	0.0500	0.1001
	4.4400	0.3661	2.8233	0.1005	0.0503	0.1005
	4.4600	0.3678	2.8348	0.1010	0.0505	0.1010
	4.4800	0.3694	2.8459	0.1014	0.0507	0.1014
	4.5000	0.3710	2.8564	0.1017	0.0509	0.1017
	4.5200	0.3727	2.8669	0.1021	0.0511	0.1021
	4.5400	0.3742	2.8776	0.1025	0.0513	0.1025
	4.5600	0.3760	2.8882	0.1029	0.0515	0.1029
	4.5800	0.3779	2.9003	0.1034	0.0517	0.1034
	4.6000	0.3795	2.9134	0.1039	0.0519	0.1039
	4.6200	0.3812	2.9249	0.1043	0.0521	0.1043
	4.6400	0.3828	2.9356	0.1047	0.0523	0.1047
	4.6600	0.3844	2.9459	0.1050	0.0525	0.1050
	4.6800	0.3860	2.9563	0.1054	0.0527	0.1054
	4.7000	0.3877	2.9675	0.1058	0.0529	0.1058
	4.7200	0.3894	2.9790	0.1063	0.0531	0.1063
	4.7400	0.3913	2.9910	0.1067	0.0534	0.1067
	4.7600	0.3930	3.0037	0.1072	0.0536	0.1072
	4.7800	0.3946	3.0148	0.1076	0.0538	0.1076
	4.8000	0.3962	3.0250	0.1080	0.0540	0.1080
	4.8200	0.3978	3.0355	0.1084	0.0542	0.1084
	4.8400	0.3994	3.0459	0.1087	0.0544	0.1087
	4.8600	0.4011	3.0568	0.1092	0.0546	0.1092
	4.8800	0.4027	3.0678	0.1095	0.0548	0.1095
	4.9000	0.4043	3.0782	0.1099	0.0549	0.1099
	4.9200	0.4061	3.0894	0.1104	0.0552	0.1104
	4.9400	0.4077	3.1010	0.1108	0.0554	0.1108
	4.9600	0.4094	3.1118	0.1112	0.0556	0.1112
	4.9800	0.4110	3.1226	0.1116	0.0558	0.1116
	5.0000	0.4127	3.1333	0.1119	0.0560	0.1119
	5.0200	0.4143	3.1441	0.1124	0.0562	0.1124
	5.0400	0.4159	3.1552	0.1128	0.0564	0.1128
	5.0600	0.4175	3.1657	0.1131	0.0566	0.1131
	5.0800	0.4194	3.1767	0.1135	0.0568	0.1135
	5.1000	0.4212	3.1893	0.1140	0.0570	0.1140
	5.1200	0.4228	3.2010	0.1144	0.0572	0.1144
	5.1400	0.4244	3.2117	0.1148	0.0574	0.1148
	5.1600	0.4260	3.2222	0.1152	0.0576	0.1152
	5.1800	0.4276	3.2325	0.1156	0.0578	0.1156
	5.2000	0.4293	3.2434	0.1160	0.0580	0.1160
	5.2200	0.4309	3.2543	0.1164	0.0582	0.1164
	5.2400	0.4327	3.2654	0.1168	0.0584	0.1168
	5.2600	0.4346	3.2780	0.1173	0.0586	0.1173
	5.2800	0.4361	3.2904	0.1177	0.0589	0.1177
	5.3000	0.4377	3.3008	0.1181	0.0590	0.1181
	5.3200	0.4393	3.3109	0.1185	0.0592	0.1185
	5.3400	0.4409	3.3212	0.1189	0.0594	0.1189
	5.3600	0.4426	3.3320	0.1193	0.0596	0.1193
	5.3800	0.4443	3.3436	0.1197	0.0598	0.1197
	5.4000	0.4460	3.3552	0.1201	0.0601	0.1201
	5.4200	0.4478	3.3671	0.1205	0.0603	0.1205
	5.4400	0.4494	3.3791	0.1210	0.0605	0.1210
	5.4600	0.4509	3.3897	0.1214	0.0607	0.1214
	5.4800	0.4526	3.4001	0.1218	0.0609	0.1218
	5.5000	0.4543	3.4111	0.1221	0.0611	0.1221
	5.5200	0.4560	3.4225	0.1226	0.0613	0.1226
	5.5400	0.4577	3.4343	0.1230	0.0615	0.1230
	5.5600	0.4593	3.4456	0.1234	0.0617	0.1234
	5.5800	0.4610	3.4564	0.1238	0.0619	0.1238
	5.6000	0.4628	3.4681	0.1243	0.0621	0.1243
	5.6200	0.4644	3.4796	0.1247	0.0623	0.1247
	5.6400	0.4661	3.4909	0.1251	0.0626	0.1251
	5.6600	0.4678	3.5025	0.1255	0.0628	0.1255
	5.6800	0.4695	3.5138	0.1259	0.0630	0.1259
	5.7000	0.4712	3.5252	0.1264	0.0632	0.1264
	5.7200	0.4727	3.5363	0.1268	0.0634	0.1268
	5.7400	0.4744	3.5466	0.1271	0.0636	0.1271
	5.7600	0.4762	3.5581	0.1276	0.0638	0.1276
	5.7800	0.4779	3.5708	0.1281	0.0640	0.1281
	5.8000	0.4796	3.5827	0.1285	0.0642	0.1285
	5.8200	0.4813	3.5942	0.1289	0.0645	0.1289
	5.8400	0.4828	3.6051	0.1293	0.0646	0.1293
	5.8600	0.4844	3.6154	0.1297	0.0648	0.1297
	5.8800	0.4860	3.6260	0.1301	0.0650	0.1301
	5.9000	0.4876	3.6364	0.1305	0.0652	0.1305
	5.9200	0.4894	3.6475	0.1309	0.0654	0.1309
	5.9400	0.4912	3.6602	0.1313	0.0656	0.1313
	5.9600	0.4927	3.6725	0.1318	0.0659	0.1318
	5.9800	0.4944	3.6834	0.1322	0.0661	0.1322
	6.0000	0.4960	3.6941	0.1325	0.0663	0.1325
	6.0200	0.4976	3.7048	0.1329	0.0665	0.1329
	6.0400	0.4993	3.7158	0.1333	0.0667	0.1333
	6.0600	0.5009	3.7272	0.1338	0.0669	0.1338
	6.0800	0.5027	3.7387	0.1342	0.0671	0.1342
	6.1000	0.5045	3.7513	0.1347	0.0673	0.1347
	6.1200	0.5061	3.7637	0.1351	0.0676	0.1351
	6.1400	0.5077	3.7745	0.1355	0.0677	0.1355
	6.1600	0.5093	3.7852	0.1359	0.0680	0.1359
	6.1800	0.5109	3.7960	0.1363	0.0682	0.1363
	6.2000	0.5126	3.8070	0.1367	0.0684	0.1367
	6.2200	0.5143	3.8188	0.1371	0.0686	0.1371
	6.2400	0.5159	3.8302	0.1375	0.0688	0.1375
	6.2600	0.5177	3.8417	0.1380	0.0690	0.1380
	6.2800	0.5194	3.8542	0.1385	0.0692	0.1385
	6.3000	0.5210	3.8661	0.1389	0.0695	0.1389
	6.3200	0.5227	3.8773	0.1393	0.0697	0.1393
	6.3400	0.5243	3.8885	0.1397	0.0699	0.1397
	6.3600	0.5260	3.8993	0.1401	0.0701	0.1401
	6.3800	0.5276	3.9106	0.1405	0.0703	0.1405
	6.4000	0.5292	3.9216	0.1409	0.0705	0.1409
	6.4200	0.5309	3.9324	0.1413	0.0707	0.1413
	6.4400	0.5328	3.9447	0.1418	0.0709	0.1418
	6.4600	0.5344	3.9577	0.1423	0.0711	0.1423
	6.4800	0.5361	3.9693	0.1427	0.0713	0.1427
	6.5000	0.5377	3.9803	0.1431	0.0715	0.1431
	6.5200	0.5393	3.9909	0.1435	0.0717	0.1435
	6.5400	0.5410	4.0016	0.1439	0.0719	0.1439
	6.5600	0.5426	4.0130	0.1443	0.0721	0.1443
	6.5800	0.5443	4.0241	0.1447	0.0723	0.1447
	6.6000	0.5462	4.0362	0.1451	0.0726	0.1451
	6.6200	0.5479	4.0493	0.1457	0.0728	0.1457
	6.6400	0.5495	4.0609	0.1461	0.0730	0.1461
	6.6600	0.5511	4.0715	0.1465	0.0732	0.1465
	6.6800	0.5527	4.0823	0.1469	0.0734	0.1469
	6.7000	0.5544	4.0931	0.1472	0.0736	0.1472
	6.7200	0.5561	4.1050	0.1477	0.0739	0.1477
	6.7400	0.5578	4.1172	0.1482	0.0741	0.1482
	6.7600	0.5597	4.1294	0.1486	0.0743	0.1486
	6.7800	0.5613	4.1423	0.1491	0.0745	0.1491
	6.8000	0.5628	4.1537	0.1495	0.0747	0.1495
	6.8200	0.5645	4.1639	0.1499	0.0749	0.1499
	6.8400	0.5661	4.1748	0.1503	0.0751	0.1503
	6.8600	0.5678	4.1860	0.1507	0.0753	0.1507
	6.8800	0.5695	4.1978	0.1511	0.0756	0.1511
	6.9000	0.5710	4.2097	0.1515	0.0758	0.1515
	6.9200	0.5726	4.2207	0.1520	0.0760	0.1520
	6.9400	0.5744	4.2319	0.1524	0.0762	0.1524
	6.9600	0.5760	4.2439	0.1528	0.0764	0.1528
	6.9800	0.5776	4.2555	0.1532	0.0766	0.1532
	7.0000	0.5794	4.2671	0.1536	0.0768	0.1536
	7.0200	0.5810	4.2791	0.1541	0.0771	0.1541
	7.0400	0.5827	4.2911	0.1546	0.0773	0.1546
	7.0600	0.5843	4.3029	0.1550	0.0775	0.1550
	7.0800	0.5859	4.3139	0.1554	0.0777	0.1554
	7.1000	0.5876	4.3244	0.1558	0.0779	0.1558
	7.1200	0.5895	4.3368	0.1562	0.0781	0.1562
	7.1400	0.5911	4.3497	0.1567	0.0784	0.1567
	7.1600	0.5928	4.3615	0.1572	0.0786	0.1572
	7.1800	0.5944	4.3731	0.1576	0.0788	0.1576
	7.2000	0.5959	4.3840	0.1580	0.0790	0.1580
	7.2200	0.5976	4.3950	0.1584	0.0792	0.1584
	7.2400	0.5991	4.4062	0.1588	0.0794	0.1588
	7.2600	0.6008	4.4173	0.1592	0.0796	0.1592
	7.2800	0.6028	4.4299	0.1597	0.0798	0.1597
	7.3000	0.6044	4.4438	0.1602	0.0801	0.1602
	7.3200	0.6061	4.4560	0.1606	0.0803	0.1606
	7.3400	0.6077	4.4672	0.1610	0.0805	0.1610
	7.3600	0.6092	4.4781	0.1614	0.0807	0.1614
	7.3800	0.6109	4.4888	0.1619	0.0809	0.1619
	7.4000	0.6126	4.5003	0.1623	0.0811	0.1623
	7.4200	0.6142	4.5121	0.1627	0.0814	0.1627
	7.4400	0.6161	4.5243	0.1632	0.0816	0.1632
	7.4600	0.6178	4.5377	0.1637	0.0818	0.1637
	7.4800	0.6193	4.5501	0.1641	0.0820	0.1641
	7.5000	0.6210	4.5610	0.1645	0.0823	0.1645
	7.5200	0.6227	4.5724	0.1650	0.0825	0.1650
	7.5400	0.6243	4.5838	0.1654	0.0827	0.1654
	7.5600	0.6260	4.5955	0.1658	0.0829	0.1658
	7.5800	0.6276	4.6076	0.1662	0.0831	0.1662
	7.6000	0.6293	4.6190	0.1666	0.0833	0.1666
	7.6200	0.6311	4.6312	0.1671	0.0836	0.1671
	7.6400	0.6328	4.6440	0.1676	0.0838	0.1676
	7.6600	0.6345	4.6559	0.1680	0.0840	0.1680
	7.6800	0.6361	4.6678	0.1685	0.0842	0.1685
	7.7000	0.6377	4.6794	0.1689	0.0845	0.1689
	7.7200	0.6395	4.6908	0.1694	0.0847	0.1694
	7.7400	0.6410	4.7027	0.1698	0.0849	0.1698
	7.7600	0.6427	4.7141	0.1702	0.0851	0.1702
	7.7800	0.6446	4.7259	0.1706	0.0853	0.1706
	7.8000	0.6463	4.7395	0.1711	0.0856	0.1711
	7.8200	0.6479	4.7522	0.1716	0.0858	0.1716
	7.8400	0.6496	4.7636	0.1720	0.0860	0.1720
	7.8600	0.6511	4.7746	0.1724	0.0862	0.1724
	7.8800	0.6527	4.7852	0.1728	0.0864	0.1728
	7.9000	0.6543	4.7964	0.1733	0.0866	0.1733
	7.9200	0.6559	4.8079	0.1737	0.0868	0.1737
	7.9400	0.6577	4.8194	0.1741	0.0871	0.1741
	7.9600	0.6595	4.8326	0.1746	0.0873	0.1746
	7.9800	0.6610	4.8460	0.1751	0.0876	0.1751
	8.0000	0.6626	4.8573	0.1755	0.0878	0.1755
	8.0200	0.6642	4.8683	0.1759	0.0880	0.1759
	8.0400	0.6658	4.8793	0.1763	0.0882	0.1763
	8.0600	0.6676	4.8909	0.1768	0.0884	0.1768
	8.0800	0.6693	4.9034	0.1772	0.0886	0.1772
	8.1000	0.6710	4.9159	0.1777	0.0888	0.1777
	8.1200	0.6728	4.9289	0.1782	0.0891	0.1782
	8.1400	0.6744	4.9420	0.1787	0.0893	0.1787
	8.1600	0.6760	4.9533	0.1791	0.0895	0.1791
	8.1800	0.6776	4.9639	0.1794	0.0897	0.1794
	8.2000	0.6793	4.9753	0.1799	0.0899	0.1799
	8.2200	0.6810	4.9872	0.1803	0.0902	0.1803
	8.2400	0.6827	4.9997	0.1808	0.0904	0.1808
	8.2600	0.6842	5.0120	0.1813	0.0906	0.1813
	8.2800	0.6860	5.0234	0.1817	0.0908	0.1817
	8.3000	0.6877	5.0357	0.1821	0.0911	0.1821
	8.3200	0.6893	5.0481	0.1826	0.0913	0.1826
	8.3400	0.6910	5.0599	0.1831	0.0915	0.1831
	8.3600	0.6927	5.0723	0.1835	0.0918	0.1835
	8.3800	0.6944	5.0848	0.1840	0.0920	0.1840
	8.4000	0.6961	5.0969	0.1844	0.0922	0.1844
	8.4200	0.6976	5.1086	0.1849	0.0925	0.1849
	8.4400	0.6992	5.1193	0.1853	0.0926	0.1853
	8.4600	0.7011	5.1309	0.1857	0.0928	0.1857
	8.4800	0.7028	5.1443	0.1862	0.0931	0.1862
	8.5000	0.7044	5.1571	0.1867	0.0933	0.1867
	8.5200	0.7061	5.1693	0.1871	0.0936	0.1871
	8.5400	0.7077	5.1812	0.1876	0.0938	0.1876
	8.5600	0.7094	5.1927	0.1880	0.0940	0.1880
	8.5800	0.7110	5.2041	0.1884	0.0942	0.1884
	8.6000	0.7126	5.2154	0.1889	0.0944	0.1889
	8.6200	0.7144	5.2270	0.1893	0.0947	0.1893
	8.6400	0.7163	5.2408	0.1898	0.0949	0.1898
	8.6600	0.7178	5.2543	0.1904	0.0952	0.1904
	8.6800	0.7195	5.2661	0.1908	0.0954	0.1908
	8.7000	0.7211	5.2777	0.1912	0.0956	0.1912
	8.7200	0.7227	5.2890	0.1916	0.0958	0.1916
	8.7400	0.7244	5.3006	0.1921	0.0960	0.1921
	8.7600	0.7261	5.3129	0.1926	0.0963	0.1926
	8.7800	0.7279	5.3252	0.1930	0.0965	0.1930
	8.8000	0.7297	5.3385	0.1935	0.0968	0.1935
	8.8200	0.7312	5.3520	0.1940	0.0970	0.1940
	8.8400	0.7329	5.3633	0.1944	0.0972	0.1944
	8.8600	0.7345	5.3744	0.1949	0.0974	0.1949
	8.8800	0.7361	5.3856	0.1953	0.0977	0.1953
	8.9000	0.7378	5.3971	0.1957	0.0979	0.1957
	8.9200	0.7394	5.4091	0.1962	0.0981	0.1962
