t_s,raw_counts,offset_counts,scale_counts_per_g,net_mass_g
73.904,-352839,-355949,-427.616666667,-7.273
74.085,-352846,-355949,-427.616666667,-7.256
74.261,-352826,-355949,-427.616666667,-7.303
74.446,-352517,-355949,-427.616666667,-8.026
74.627,-353104,-355949,-427.616666667,-6.653
74.803,-352926,-355949,-427.616666667,-7.069
74.983,-352885,-355949,-427.616666667,-7.165
75.156,-352811,-355949,-427.616666667,-7.338
75.320,-352748,-355949,-427.616666667,-7.486
75.513,-352738,-355949,-427.616666667,-7.509
75.691,-352892,-355949,-427.616666667,-7.149
75.871,-352861,-355949,-427.616666667,-7.221
76.058,-353088,-355949,-427.616666667,-6.691
76.227,-352939,-355949,-427.616666667,-7.039
76.382,-352896,-355949,-427.616666667,-7.140
76.548,-352967,-355949,-427.616666667,-6.974
76.709,-352906,-355949,-427.616666667,-7.116
76.871,-352824,-355949,-427.616666667,-7.308
77.031,-352945,-355949,-427.616666667,-7.025
77.191,-352749,-355949,-427.616666667,-7.483
77.363,-352861,-355949,-427.616666667,-7.221
77.538,-352758,-355949,-427.616666667,-7.462
77.715,-353150,-355949,-427.616666667,-6.546
77.880,-352782,-355949,-427.616666667,-7.406
78.058,-353088,-355949,-427.616666667,-6.691
78.229,-353184,-355949,-427.616666667,-6.466
78.425,-352964,-355949,-427.616666667,-6.981
78.605,-352715,-355949,-427.616666667,-7.563
78.781,-352886,-355949,-427.616666667,-7.163
78.948,-352842,-355949,-427.616666667,-7.266
79.145,-352945,-355949,-427.616666667,-7.025
79.325,-352914,-355949,-427.616666667,-7.097
79.506,-352942,-355949,-427.616666667,-7.032
79.698,-352833,-355949,-427.616666667,-7.287
79.857,-352979,-355949,-427.616666667,-6.945
80.037,-352670,-355949,-427.616666667,-7.668
80.218,-352864,-355949,-427.616666667,-7.214
80.380,-353156,-355949,-427.616666667,-6.532
80.573,-352899,-355949,-427.616666667,-7.133
80.743,-352741,-355949,-427.616666667,-7.502
80.909,-353074,-355949,-427.616666667,-6.723
80.976,-352953,-355949,-427.616666667,-7.006
81.133,-352718,-355949,-427.616666667,-7.556
81.303,-353153,-355949,-427.616666667,-6.539
81.497,-352797,-355949,-427.616666667,-7.371
81.669,-352991,-355949,-427.616666667,-6.917
81.841,-352898,-355949,-427.616666667,-7.135
82.015,-352913,-355949,-427.616666667,-7.100
82.188,-352869,-355949,-427.616666667,-7.203
82.360,-352833,-355949,-427.616666667,-7.287
82.519,-353021,-355949,-427.616666667,-6.847
82.699,-352632,-355949,-427.616666667,-7.757
82.854,-352722,-355949,-427.616666667,-7.546
83.031,-352981,-355949,-427.616666667,-6.941
83.186,-353318,-355949,-427.616666667,-6.153
83.369,-352989,-355949,-427.616666667,-6.922
83.553,-352968,-355949,-427.616666667,-6.971
83.741,-353074,-355949,-427.616666667,-6.723
83.893,-352947,-355949,-427.616666667,-7.020
84.084,-352912,-355949,-427.616666667,-7.102
84.259,-352851,-355949,-427.616666667,-7.245
84.453,-352858,-355949,-427.616666667,-7.228
84.619,-353095,-355949,-427.616666667,-6.674
84.801,-353145,-355949,-427.616666667,-6.557
84.986,-353008,-355949,-427.616666667,-6.878
85.160,-352949,-355949,-427.616666667,-7.016
85.351,-353359,-355949,-427.616666667,-6.057
85.538,-353025,-355949,-427.616666667,-6.838
85.709,-353165,-355949,-427.616666667,-6.511
85.891,-353159,-355949,-427.616666667,-6.525
86.072,-353065,-355949,-427.616666667,-6.744
86.263,-353033,-355949,-427.616666667,-6.819
86.426,-352838,-355949,-427.616666667,-7.275
86.615,-352967,-355949,-427.616666667,-6.974
86.807,-353074,-355949,-427.616666667,-6.723
86.987,-352863,-355949,-427.616666667,-7.217
87.144,-352980,-355949,-427.616666667,-6.943
87.303,-352950,-355949,-427.616666667,-7.013
87.486,-353084,-355949,-427.616666667,-6.700
87.649,-353111,-355949,-427.616666667,-6.637
87.830,-353033,-355949,-427.616666667,-6.819
87.989,-353091,-355949,-427.616666667,-6.684
88.157,-352975,-355949,-427.616666667,-6.955
88.336,-352849,-355949,-427.616666667,-7.249
88.515,-352669,-355949,-427.616666667,-7.670
88.700,-353018,-355949,-427.616666667,-6.854
88.930,-353176,-355949,-427.616666667,-6.485
89.217,-352997,-355949,-427.616666667,-6.903
89.469,-352551,-355949,-427.616666667,-7.946
89.678,-353152,-355949,-427.616666667,-6.541
89.865,-353215,-355949,-427.616666667,-6.394
90.092,-352993,-355949,-427.616666667,-6.913
90.255,-352928,-355949,-427.616666667,-7.065
90.456,-353056,-355949,-427.616666667,-6.765
