X_element,C_wt%,Cr_wt%,N_wt%,Mo_wt%,Ni_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mn_wt%,Si_wt%
Mn,0.0,28.5,0.0,10.0,,61.0,61.5,583.9998581604173,6.698,20,0.5,
Mn,0.0,28.5,0.0,10.0,,60.5,61.5,591.3221886307535,6.707,20,1.0,
Mn,0.0,28.5,0.0,10.0,,60.0,61.5,596.9408104155433,6.716,20,1.5,
Mn,0.0,28.5,0.0,10.0,,59.5,61.5,601.677527690081,6.725,20,2.0,
Mn,0.0,28.5,0.0,10.0,,59.0,61.5,605.8506593828583,6.734,20,2.5,
Mn,0.0,28.5,0.0,10.0,,58.5,61.5,609.6234588199754,6.743,20,3.0,
Mn,0.0,28.5,0.0,10.0,,58.0,61.5,613.0929059654278,6.752,20,3.5,
Mn,0.0,28.5,0.0,10.0,,57.5,61.5,616.3221886307535,6.761,20,4.0,
Mn,0.0,28.5,0.0,10.0,,57.0,61.5,619.3551972197446,6.7700000000000005,20,4.5,
Mn,0.0,28.5,0.0,10.0,,56.5,61.5,622.2238880682482,6.779,20,5.0,
Mn,0.0,28.5,0.0,10.0,,56.0,61.5,624.9523856285464,6.788,20,5.5,
Mn,0.0,28.5,0.0,10.0,,55.5,61.5,627.559432200333,6.797,20,6.0,
Mn,0.0,28.5,0.0,10.0,,55.0,61.5,630.0599325506633,6.806,20,6.5,
Mn,0.0,28.5,0.0,10.0,,54.5,61.5,632.4659714073683,6.815,20,7.0,
Mn,0.0,28.5,0.0,10.0,,54.0,61.5,634.7875083188993,6.824,20,7.5,
Mn,0.0,28.5,0.0,10.0,,53.5,61.5,637.0328667494083,6.833,20,8.0,
Mn,0.0,28.5,0.0,10.0,,53.0,61.5,639.2090873163198,6.8420000000000005,20,8.5,
Mn,0.0,28.5,0.0,10.0,,52.5,61.5,641.3221886307535,6.851,20,9.0,
Mn,0.0,28.5,0.0,10.0,,52.0,61.5,643.3773636678658,6.86,20,9.5,
Mn,0.0,28.5,0.0,10.0,,51.5,61.5,645.379130134963,6.869,20,10.0,
Mn,0.0,28.5,0.0,10.5,,61.0,63.15,575.6933113150196,6.8895,20,0.0,
Mn,0.0,28.5,0.0,10.5,,60.5,63.15,593.3709808446833,6.8985,20,0.5,
Mn,0.0,28.5,0.0,10.5,,60.0,63.15,600.6933113150196,6.9075,20,1.0,
Mn,0.0,28.5,0.0,10.5,,59.5,63.15,606.3119330998094,6.9165,20,1.5,
Mn,0.0,28.5,0.0,10.5,,59.0,63.15,611.0486503743471,6.9254999999999995,20,2.0,
Mn,0.0,28.5,0.0,10.5,,58.5,63.15,615.2217820671244,6.9345,20,2.5,
Mn,0.0,28.5,0.0,10.5,,58.0,63.15,618.9945815042415,6.9435,20,3.0,
Mn,0.0,28.5,0.0,10.5,,57.5,63.15,622.4640286496939,6.9525,20,3.5,
Mn,0.0,28.5,0.0,10.5,,57.0,63.15,625.6933113150196,6.9615,20,4.0,
Mn,0.0,28.5,0.0,10.5,,56.5,63.15,628.7263199040107,6.9705,20,4.5,
Mn,0.0,28.5,0.0,10.5,,56.0,63.15,631.5950107525143,6.9795,20,5.0,
Mn,0.0,28.5,0.0,10.5,,55.5,63.15,634.3235083128125,6.9885,20,5.5,
Mn,0.0,28.5,0.0,10.5,,55.0,63.15,636.9305548845991,6.9975,20,6.0,
Mn,0.0,28.5,0.0,10.5,,54.5,63.15,639.4310552349294,7.0065,20,6.5,
Mn,0.0,28.5,0.0,10.5,,54.0,63.15,641.8370940916344,7.0155,20,7.0,
Mn,0.0,28.5,0.0,10.5,,53.5,63.15,644.1586310031654,7.0245,20,7.5,
Mn,0.0,28.5,0.0,10.5,,53.0,63.15,646.4039894336744,7.0335,20,8.0,
Mn,0.0,28.5,0.0,10.5,,52.5,63.15,648.5802100005859,7.0425,20,8.5,
Mn,0.0,28.5,0.0,10.5,,52.0,63.15,650.6933113150196,7.0515,20,9.0,
Mn,0.0,28.5,0.0,10.5,,51.5,63.15,652.7484863521319,7.0605,20,9.5,
Mn,0.0,28.5,0.0,10.5,,51.0,63.15,654.7502528192291,7.0695,20,10.0,
Mn,0.0,29.0,0.0,9.5,,61.5,60.349999999999994,558.3456084278462,6.535500000000001,20,0.0,
Mn,0.0,29.0,0.0,9.5,,61.0,60.349999999999994,576.0232779575099,6.544500000000001,20,0.5,
Mn,0.0,29.0,0.0,9.5,,60.5,60.349999999999994,583.3456084278462,6.5535000000000005,20,1.0,
Mn,0.0,29.0,0.0,9.5,,60.0,60.349999999999994,588.9642302126359,6.562500000000001,20,1.5,
Mn,0.0,29.0,0.0,9.5,,59.5,60.349999999999994,593.7009474871736,6.5715,20,2.0,
Mn,0.0,29.0,0.0,9.5,,59.0,60.349999999999994,597.874079179951,6.580500000000001,20,2.5,
Mn,0.0,29.0,0.0,9.5,,58.5,60.349999999999994,601.6468786170681,6.589500000000001,20,3.0,
Mn,0.0,29.0,0.0,9.5,,58.0,60.349999999999994,605.1163257625204,6.5985000000000005,20,3.5,
Mn,0.0,29.0,0.0,9.5,,57.5,60.349999999999994,608.3456084278462,6.607500000000001,20,4.0,
Mn,0.0,29.0,0.0,9.5,,57.0,60.349999999999994,611.3786170168372,6.616500000000001,20,4.5,
Mn,0.0,29.0,0.0,9.5,,56.5,60.349999999999994,614.2473078653409,6.625500000000001,20,5.0,
Mn,0.0,29.0,0.0,9.5,,56.0,60.349999999999994,616.975805425639,6.634500000000001,20,5.5,
Mn,0.0,29.0,0.0,9.5,,55.5,60.349999999999994,619.5828519974257,6.6435,20,6.0,
Mn,0.0,29.0,0.0,9.5,,55.0,60.349999999999994,622.083352347756,6.652500000000001,20,6.5,
Mn,0.0,29.0,0.0,9.5,,54.5,60.349999999999994,624.489391204461,6.661500000000001,20,7.0,
Mn,0.0,29.0,0.0,9.5,,54.0,60.349999999999994,626.8109281159919,6.6705000000000005,20,7.5,
Mn,0.0,29.0,0.0,9.5,,53.5,60.349999999999994,629.0562865465009,6.679500000000001,20,8.0,
Mn,0.0,29.0,0.0,9.5,,53.0,60.349999999999994,631.2325071134125,6.688500000000001,20,8.5,
Mn,0.0,29.0,0.0,9.5,,52.5,60.349999999999994,633.3456084278462,6.697500000000001,20,9.0,
Mn,0.0,29.0,0.0,9.5,,52.0,60.349999999999994,635.4007834649584,6.706500000000001,20,9.5,
Mn,0.0,29.0,0.0,9.5,,51.5,60.349999999999994,637.4025499320556,6.7155000000000005,20,10.0,
Mn,0.0,29.0,0.0,10.0,,61.0,62.0,567.9540874699132,6.736000000000001,20,0.0,
Mn,0.0,29.0,0.0,10.0,,60.5,62.0,585.631756999577,6.745000000000001,20,0.5,
Mn,0.0,29.0,0.0,10.0,,60.0,62.0,592.9540874699132,6.7540000000000004,20,1.0,
Mn,0.0,29.0,0.0,10.0,,59.5,62.0,598.572709254703,6.763000000000001,20,1.5,
Mn,0.0,29.0,0.0,10.0,,59.0,62.0,603.3094265292407,6.772,20,2.0,
Mn,0.0,29.0,0.0,10.0,,58.5,62.0,607.482558222018,6.781000000000001,20,2.5,
Mn,0.0,29.0,0.0,10.0,,58.0,62.0,611.2553576591351,6.790000000000001,20,3.0,
Mn,0.0,29.0,0.0,10.0,,57.5,62.0,614.7248048045875,6.799,20,3.5,
Mn,0.0,29.0,0.0,10.0,,57.0,62.0,617.9540874699132,6.808000000000001,20,4.0,
Mn,0.0,29.0,0.0,10.0,,56.5,62.0,620.9870960589043,6.817000000000001,20,4.5,
Mn,0.0,29.0,0.0,10.0,,56.0,62.0,623.855786907408,6.8260000000000005,20,5.0,
Mn,0.0,29.0,0.0,10.0,,55.5,62.0,626.5842844677061,6.835000000000001,20,5.5,
Mn,0.0,29.0,0.0,10.0,,55.0,62.0,629.1913310394928,6.844,20,6.0,
Mn,0.0,29.0,0.0,10.0,,54.5,62.0,631.691831389823,6.853000000000001,20,6.5,
Mn,0.0,29.0,0.0,10.0,,54.0,62.0,634.097870246528,6.862000000000001,20,7.0,
Mn,0.0,29.0,0.0,10.0,,53.5,62.0,636.419407158059,6.871,20,7.5,
Mn,0.0,29.0,0.0,10.0,,53.0,62.0,638.664765588568,6.880000000000001,20,8.0,
Mn,0.0,29.0,0.0,10.0,,52.5,62.0,640.8409861554795,6.889000000000001,20,8.5,
Mn,0.0,29.0,0.0,10.0,,52.0,62.0,642.9540874699132,6.898000000000001,20,9.0,
Mn,0.0,29.0,0.0,10.0,,51.5,62.0,645.0092625070255,6.907000000000001,20,9.5,
Mn,0.0,29.0,0.0,10.0,,51.0,62.0,647.0110289741227,6.916,20,10.0,
Mn,0.0,29.0,0.0,10.5,,60.5,63.65,577.3252101541793,6.9365,20,0.0,
Mn,0.0,29.0,0.0,10.5,,60.0,63.65,595.002879683843,6.9455,20,0.5,
Mn,0.0,29.0,0.0,10.5,,59.5,63.65,602.3252101541793,6.9544999999999995,20,1.0,
Mn,0.0,29.0,0.0,10.5,,59.0,63.65,607.9438319389691,6.9635,20,1.5,
Mn,0.0,29.0,0.0,10.5,,58.5,63.65,612.6805492135068,6.972499999999999,20,2.0,
Mn,0.0,29.0,0.0,10.5,,58.0,63.65,616.8536809062841,6.9815,20,2.5,
Mn,0.0,29.0,0.0,10.5,,57.5,63.65,620.6264803434012,6.9905,20,3.0,
Mn,0.0,29.0,0.0,10.5,,57.0,63.65,624.0959274888536,6.999499999999999,20,3.5,
Mn,0.0,29.0,0.0,10.5,,56.5,63.65,627.3252101541793,7.0085,20,4.0,
Mn,0.0,29.0,0.0,10.5,,56.0,63.65,630.3582187431704,7.0175,20,4.5,
Mn,0.0,29.0,0.0,10.5,,55.5,63.65,633.226909591674,7.0264999999999995,20,5.0,
Mn,0.0,29.0,0.0,10.5,,55.0,63.65,635.9554071519722,7.0355,20,5.5,
Mn,0.0,29.0,0.0,10.5,,54.5,63.65,638.5624537237588,7.044499999999999,20,6.0,
Mn,0.0,29.0,0.0,10.5,,54.0,63.65,641.0629540740891,7.0535,20,6.5,
Mn,0.0,29.0,0.0,10.5,,53.5,63.65,643.4689929307941,7.0625,20,7.0,
Mn,0.0,29.0,0.0,10.5,,53.0,63.65,645.7905298423251,7.0714999999999995,20,7.5,
Mn,0.0,29.0,0.0,10.5,,52.5,63.65,648.0358882728341,7.0805,20,8.0,
Mn,0.0,29.0,0.0,10.5,,52.0,63.65,650.2121088397456,7.089499999999999,20,8.5,
Mn,0.0,29.0,0.0,10.5,,51.5,63.65,652.3252101541793,7.0985,20,9.0,
Mn,0.0,29.0,0.0,10.5,,51.0,63.65,654.3803851912916,7.1075,20,9.5,
Mn,0.0,29.0,0.0,10.5,,50.5,63.65,656.3821516583888,7.116499999999999,20,10.0,
Si,0.0,27.0,0.0,9.5,,63.5,58.349999999999994,551.7301749728706,6.3475,20,,0.0
Si,0.0,27.0,0.0,9.5,,63.0,58.349999999999994,565.8723105966016,6.356,20,,0.5
Si,0.0,27.0,0.0,9.5,,62.5,58.349999999999994,571.7301749728706,6.3645000000000005,20,,1.0
Si,0.0,27.0,0.0,9.5,,62.0,58.349999999999994,576.2250724007024,6.373,20,,1.5
Si,0.0,27.0,0.0,9.5,,61.5,58.349999999999994,580.0144462203325,6.3815,20,,2.0
Si,0.0,27.0,0.0,9.5,,61.0,58.349999999999994,583.3529515745544,6.390000000000001,20,,2.5
Si,0.0,27.0,0.0,9.5,,60.5,58.349999999999994,586.3711911242482,6.3985,20,,3.0
Si,0.0,27.0,0.0,9.5,,60.0,58.349999999999994,589.14674884061,6.407,20,,3.5
Si,0.0,27.0,0.0,9.5,,59.5,58.349999999999994,591.7301749728706,6.4155,20,,4.0
Si,0.0,27.0,0.0,9.5,,59.0,58.349999999999994,594.1565818440635,6.424,20,,4.5
Si,0.0,27.0,0.0,9.5,,58.5,58.349999999999994,596.4515345228664,6.4325,20,,5.0
Si,0.0,27.0,0.0,9.5,,58.0,58.349999999999994,598.6343325711049,6.441,20,,5.5
Si,0.0,27.0,0.0,9.5,,57.5,58.349999999999994,600.7199698285342,6.4495000000000005,20,,6.0
Si,0.0,27.0,0.0,9.5,,57.0,58.349999999999994,602.7203701087984,6.458,20,,6.5
Si,0.0,27.0,0.0,9.5,,56.5,58.349999999999994,604.6452011941624,6.4665,20,,7.0
Si,0.0,27.0,0.0,9.5,,56.0,58.349999999999994,606.5024307233872,6.4750000000000005,20,,7.5
Si,0.0,27.0,0.0,9.5,,55.5,58.349999999999994,608.2987174677944,6.4835,20,,8.0
Si,0.0,27.0,0.0,9.5,,55.0,58.349999999999994,610.0396939213236,6.492,20,,8.5
Si,0.0,27.0,0.0,9.5,,54.5,58.349999999999994,611.7301749728706,6.5005,20,,9.0
Si,0.0,27.0,0.0,9.5,,54.0,58.349999999999994,613.3743150025604,6.509,20,,9.5
Si,0.0,27.0,0.0,9.5,,53.5,58.349999999999994,614.9757281762381,6.5175,20,,10.0
Si,0.0,27.0,0.0,10.0,,63.0,60.0,561.3386540149377,6.548000000000001,20,,0.0
Si,0.0,27.0,0.0,10.0,,62.5,60.0,575.4807896386686,6.556500000000001,20,,0.5
Si,0.0,27.0,0.0,10.0,,62.0,60.0,581.3386540149377,6.565000000000001,20,,1.0
Si,0.0,27.0,0.0,10.0,,61.5,60.0,585.8335514427695,6.573500000000001,20,,1.5
Si,0.0,27.0,0.0,10.0,,61.0,60.0,589.6229252623996,6.582000000000001,20,,2.0
Si,0.0,27.0,0.0,10.0,,60.5,60.0,592.9614306166214,6.590500000000001,20,,2.5
Si,0.0,27.0,0.0,10.0,,60.0,60.0,595.9796701663153,6.599000000000001,20,,3.0
Si,0.0,27.0,0.0,10.0,,59.5,60.0,598.7552278826771,6.607500000000001,20,,3.5
Si,0.0,27.0,0.0,10.0,,59.0,60.0,601.3386540149377,6.6160000000000005,20,,4.0
Si,0.0,27.0,0.0,10.0,,58.5,60.0,603.7650608861305,6.624500000000001,20,,4.5
Si,0.0,27.0,0.0,10.0,,58.0,60.0,606.0600135649335,6.633000000000001,20,,5.0
Si,0.0,27.0,0.0,10.0,,57.5,60.0,608.242811613172,6.641500000000001,20,,5.5
Si,0.0,27.0,0.0,10.0,,57.0,60.0,610.3284488706013,6.650000000000001,20,,6.0
Si,0.0,27.0,0.0,10.0,,56.5,60.0,612.3288491508655,6.658500000000001,20,,6.5
Si,0.0,27.0,0.0,10.0,,56.0,60.0,614.2536802362295,6.667000000000001,20,,7.0
Si,0.0,27.0,0.0,10.0,,55.5,60.0,616.1109097654543,6.675500000000001,20,,7.5
Si,0.0,27.0,0.0,10.0,,55.0,60.0,617.9071965098615,6.684000000000001,20,,8.0
Si,0.0,27.0,0.0,10.0,,54.5,60.0,619.6481729633907,6.692500000000001,20,,8.5
Si,0.0,27.0,0.0,10.0,,54.0,60.0,621.3386540149377,6.7010000000000005,20,,9.0
Si,0.0,27.0,0.0,10.0,,53.5,60.0,622.9827940446274,6.709500000000001,20,,9.5
Si,0.0,27.0,0.0,10.0,,53.0,60.0,624.5842072183052,6.718000000000001,20,,10.0
Si,0.0,27.0,0.0,10.5,,62.5,61.65,570.7097766992038,6.7485,20,,0.0
Si,0.0,27.0,0.0,10.5,,62.0,61.65,584.8519123229347,6.757,20,,0.5
Si,0.0,27.0,0.0,10.5,,61.5,61.65,590.7097766992038,6.7655,20,,1.0
Si,0.0,27.0,0.0,10.5,,61.0,61.65,595.2046741270356,6.774,20,,1.5
Si,0.0,27.0,0.0,10.5,,60.5,61.65,598.9940479466657,6.7825,20,,2.0
Si,0.0,27.0,0.0,10.5,,60.0,61.65,602.3325533008875,6.791,20,,2.5
Si,0.0,27.0,0.0,10.5,,59.5,61.65,605.3507928505813,6.7995,20,,3.0
Si,0.0,27.0,0.0,10.5,,59.0,61.65,608.1263505669432,6.808,20,,3.5
Si,0.0,27.0,0.0,10.5,,58.5,61.65,610.7097766992038,6.8165,20,,4.0
Si,0.0,27.0,0.0,10.5,,58.0,61.65,613.1361835703966,6.825,20,,4.5
Si,0.0,27.0,0.0,10.5,,57.5,61.65,615.4311362491995,6.8335,20,,5.0
Si,0.0,27.0,0.0,10.5,,57.0,61.65,617.613934297438,6.842,20,,5.5
Si,0.0,27.0,0.0,10.5,,56.5,61.65,619.6995715548674,6.8505,20,,6.0
Si,0.0,27.0,0.0,10.5,,56.0,61.65,621.6999718351316,6.859,20,,6.5
Si,0.0,27.0,0.0,10.5,,55.5,61.65,623.6248029204955,6.8675,20,,7.0
Si,0.0,27.0,0.0,10.5,,55.0,61.65,625.4820324497204,6.876,20,,7.5
Si,0.0,27.0,0.0,10.5,,54.5,61.65,627.2783191941276,6.8845,20,,8.0
Si,0.0,27.0,0.0,10.5,,54.0,61.65,629.0192956476568,6.893,20,,8.5
Si,0.0,27.0,0.0,10.5,,53.5,61.65,630.7097766992038,6.9014999999999995,20,,9.0
Si,0.0,27.0,0.0,10.5,,53.0,61.65,632.3539167288935,6.91,20,,9.5
Si,0.0,27.0,0.0,10.5,,52.5,61.65,633.9553299025713,6.9185,20,,10.0
Si,0.0,27.5,0.0,9.5,,63.0,58.849999999999994,553.406388607915,6.394500000000001,20,,0.0
Si,0.0,27.5,0.0,9.5,,62.5,58.849999999999994,567.548524231646,6.4030000000000005,20,,0.5
Si,0.0,27.5,0.0,9.5,,62.0,58.849999999999994,573.406388607915,6.411500000000001,20,,1.0
Si,0.0,27.5,0.0,9.5,,61.5,58.849999999999994,577.9012860357468,6.420000000000001,20,,1.5
Si,0.0,27.5,0.0,9.5,,61.0,58.849999999999994,581.6906598553769,6.4285000000000005,20,,2.0
Si,0.0,27.5,0.0,9.5,,60.5,58.849999999999994,585.0291652095988,6.437000000000001,20,,2.5
Si,0.0,27.5,0.0,9.5,,60.0,58.849999999999994,588.0474047592926,6.445500000000001,20,,3.0
Si,0.0,27.5,0.0,9.5,,59.5,58.849999999999994,590.8229624756544,6.454000000000001,20,,3.5
Si,0.0,27.5,0.0,9.5,,59.0,58.849999999999994,593.406388607915,6.4625,20,,4.0
Si,0.0,27.5,0.0,9.5,,58.5,58.849999999999994,595.8327954791079,6.471000000000001,20,,4.5
Si,0.0,27.5,0.0,9.5,,58.0,58.849999999999994,598.1277481579108,6.479500000000001,20,,5.0
Si,0.0,27.5,0.0,9.5,,57.5,58.849999999999994,600.3105462061493,6.488,20,,5.5
Si,0.0,27.5,0.0,9.5,,57.0,58.849999999999994,602.3961834635786,6.496500000000001,20,,6.0
Si,0.0,27.5,0.0,9.5,,56.5,58.849999999999994,604.3965837438428,6.505000000000001,20,,6.5
Si,0.0,27.5,0.0,9.5,,56.0,58.849999999999994,606.3214148292068,6.5135000000000005,20,,7.0
Si,0.0,27.5,0.0,9.5,,55.5,58.849999999999994,608.1786443584316,6.522000000000001,20,,7.5
Si,0.0,27.5,0.0,9.5,,55.0,58.849999999999994,609.9749311028388,6.530500000000001,20,,8.0
Si,0.0,27.5,0.0,9.5,,54.5,58.849999999999994,611.715907556368,6.539000000000001,20,,8.5
Si,0.0,27.5,0.0,9.5,,54.0,58.849999999999994,613.406388607915,6.5475,20,,9.0
Si,0.0,27.5,0.0,9.5,,53.5,58.849999999999994,615.0505286376048,6.556000000000001,20,,9.5
Si,0.0,27.5,0.0,9.5,,53.0,58.849999999999994,616.6519418112825,6.564500000000001,20,,10.0
Si,0.0,27.5,0.0,10.0,,62.5,60.5,563.0148676499821,6.595000000000001,20,,0.0
Si,0.0,27.5,0.0,10.0,,62.0,60.5,577.157003273713,6.6035,20,,0.5
Si,0.0,27.5,0.0,10.0,,61.5,60.5,583.0148676499821,6.612000000000001,20,,1.0
Si,0.0,27.5,0.0,10.0,,61.0,60.5,587.5097650778139,6.620500000000001,20,,1.5
Si,0.0,27.5,0.0,10.0,,60.5,60.5,591.299138897444,6.6290000000000004,20,,2.0
Si,0.0,27.5,0.0,10.0,,60.0,60.5,594.6376442516658,6.637500000000001,20,,2.5
Si,0.0,27.5,0.0,10.0,,59.5,60.5,597.6558838013597,6.646000000000001,20,,3.0
Si,0.0,27.5,0.0,10.0,,59.0,60.5,600.4314415177215,6.6545000000000005,20,,3.5
Si,0.0,27.5,0.0,10.0,,58.5,60.5,603.0148676499821,6.663,20,,4.0
Si,0.0,27.5,0.0,10.0,,58.0,60.5,605.4412745211749,6.671500000000001,20,,4.5
Si,0.0,27.5,0.0,10.0,,57.5,60.5,607.7362271999779,6.680000000000001,20,,5.0
Si,0.0,27.5,0.0,10.0,,57.0,60.5,609.9190252482164,6.6885,20,,5.5
Si,0.0,27.5,0.0,10.0,,56.5,60.5,612.0046625056457,6.697000000000001,20,,6.0
Si,0.0,27.5,0.0,10.0,,56.0,60.5,614.0050627859099,6.705500000000001,20,,6.5
Si,0.0,27.5,0.0,10.0,,55.5,60.5,615.9298938712739,6.714,20,,7.0
Si,0.0,27.5,0.0,10.0,,55.0,60.5,617.7871234004987,6.722500000000001,20,,7.5
Si,0.0,27.5,0.0,10.0,,54.5,60.5,619.5834101449059,6.731000000000001,20,,8.0
Si,0.0,27.5,0.0,10.0,,54.0,60.5,621.3243865984351,6.7395000000000005,20,,8.5
Si,0.0,27.5,0.0,10.0,,53.5,60.5,623.0148676499821,6.748,20,,9.0
Si,0.0,27.5,0.0,10.0,,53.0,60.5,624.6590076796718,6.756500000000001,20,,9.5
Si,0.0,27.5,0.0,10.0,,52.5,60.5,626.2604208533496,6.765000000000001,20,,10.0
Si,0.0,27.5,0.0,10.5,,62.0,62.15,572.3859903342482,6.7955000000000005,20,,0.0
Si,0.0,27.5,0.0,10.5,,61.5,62.15,586.5281259579791,6.804,20,,0.5
Si,0.0,27.5,0.0,10.5,,61.0,62.15,592.3859903342482,6.812500000000001,20,,1.0
Si,0.0,27.5,0.0,10.5,,60.5,62.15,596.88088776208,6.821000000000001,20,,1.5
Si,0.0,27.5,0.0,10.5,,60.0,62.15,600.6702615817101,6.8295,20,,2.0
Si,0.0,27.5,0.0,10.5,,59.5,62.15,604.0087669359319,6.838000000000001,20,,2.5
Si,0.0,27.5,0.0,10.5,,59.0,62.15,607.0270064856257,6.846500000000001,20,,3.0
Si,0.0,27.5,0.0,10.5,,58.5,62.15,609.8025642019876,6.855,20,,3.5
Si,0.0,27.5,0.0,10.5,,58.0,62.15,612.3859903342482,6.8635,20,,4.0
Si,0.0,27.5,0.0,10.5,,57.5,62.15,614.812397205441,6.872000000000001,20,,4.5
Si,0.0,27.5,0.0,10.5,,57.0,62.15,617.107349884244,6.8805000000000005,20,,5.0
Si,0.0,27.5,0.0,10.5,,56.5,62.15,619.2901479324825,6.889,20,,5.5
Si,0.0,27.5,0.0,10.5,,56.0,62.15,621.3757851899118,6.897500000000001,20,,6.0
Si,0.0,27.5,0.0,10.5,,55.5,62.15,623.376185470176,6.906000000000001,20,,6.5
Si,0.0,27.5,0.0,10.5,,55.0,62.15,625.30101655554,6.9145,20,,7.0
Si,0.0,27.5,0.0,10.5,,54.5,62.15,627.1582460847648,6.923000000000001,20,,7.5
Si,0.0,27.5,0.0,10.5,,54.0,62.15,628.954532829172,6.931500000000001,20,,8.0
Si,0.0,27.5,0.0,10.5,,53.5,62.15,630.6955092827012,6.94,20,,8.5
Si,0.0,27.5,0.0,10.5,,53.0,62.15,632.3859903342482,6.9485,20,,9.0
Si,0.0,27.5,0.0,10.5,,52.5,62.15,634.0301303639379,6.957000000000001,20,,9.5
Si,0.0,27.5,0.0,10.5,,52.0,62.15,635.6315435376157,6.9655000000000005,20,,10.0
Si,0.0,28.0,0.0,9.5,,62.5,59.349999999999994,555.06743195266,6.441500000000001,20,,0.0
Si,0.0,28.0,0.0,9.5,,62.0,59.349999999999994,569.2095675763909,6.450000000000001,20,,0.5
Si,0.0,28.0,0.0,9.5,,61.5,59.349999999999994,575.06743195266,6.458500000000002,20,,1.0
Si,0.0,28.0,0.0,9.5,,61.0,59.349999999999994,579.5623293804917,6.467000000000001,20,,1.5
Si,0.0,28.0,0.0,9.5,,60.5,59.349999999999994,583.3517032001218,6.475500000000001,20,,2.0
Si,0.0,28.0,0.0,9.5,,60.0,59.349999999999994,586.6902085543437,6.484000000000002,20,,2.5
Si,0.0,28.0,0.0,9.5,,59.5,59.349999999999994,589.7084481040375,6.4925000000000015,20,,3.0
Si,0.0,28.0,0.0,9.5,,59.0,59.349999999999994,592.4840058203994,6.501000000000001,20,,3.5
Si,0.0,28.0,0.0,9.5,,58.5,59.349999999999994,595.06743195266,6.509500000000001,20,,4.0
Si,0.0,28.0,0.0,9.5,,58.0,59.349999999999994,597.4938388238528,6.518000000000002,20,,4.5
Si,0.0,28.0,0.0,9.5,,57.5,59.349999999999994,599.7887915026557,6.526500000000001,20,,5.0
Si,0.0,28.0,0.0,9.5,,57.0,59.349999999999994,601.9715895508942,6.535000000000001,20,,5.5
Si,0.0,28.0,0.0,9.5,,56.5,59.349999999999994,604.0572268083235,6.543500000000002,20,,6.0
Si,0.0,28.0,0.0,9.5,,56.0,59.349999999999994,606.0576270885878,6.552000000000001,20,,6.5
Si,0.0,28.0,0.0,9.5,,55.5,59.349999999999994,607.9824581739517,6.560500000000001,20,,7.0
Si,0.0,28.0,0.0,9.5,,55.0,59.349999999999994,609.8396877031765,6.569000000000002,20,,7.5
Si,0.0,28.0,0.0,9.5,,54.5,59.349999999999994,611.6359744475837,6.5775000000000015,20,,8.0
Si,0.0,28.0,0.0,9.5,,54.0,59.349999999999994,613.376950901113,6.586000000000001,20,,8.5
Si,0.0,28.0,0.0,9.5,,53.5,59.349999999999994,615.06743195266,6.594500000000001,20,,9.0
Si,0.0,28.0,0.0,9.5,,53.0,59.349999999999994,616.7115719823497,6.6030000000000015,20,,9.5
Si,0.0,28.0,0.0,9.5,,52.5,59.349999999999994,618.3129851560275,6.611500000000001,20,,10.0
Si,0.0,28.0,0.0,10.0,,62.0,61.0,564.6759109947269,6.642000000000001,20,,0.0
Si,0.0,28.0,0.0,10.0,,61.5,61.0,578.8180466184579,6.650500000000001,20,,0.5
Si,0.0,28.0,0.0,10.0,,61.0,61.0,584.6759109947269,6.659000000000002,20,,1.0
Si,0.0,28.0,0.0,10.0,,60.5,61.0,589.1708084225587,6.667500000000001,20,,1.5
Si,0.0,28.0,0.0,10.0,,60.0,61.0,592.9601822421888,6.676000000000001,20,,2.0
Si,0.0,28.0,0.0,10.0,,59.5,61.0,596.2986875964107,6.684500000000002,20,,2.5
Si,0.0,28.0,0.0,10.0,,59.0,61.0,599.3169271461045,6.693000000000001,20,,3.0
Si,0.0,28.0,0.0,10.0,,58.5,61.0,602.0924848624663,6.701500000000001,20,,3.5
Si,0.0,28.0,0.0,10.0,,58.0,61.0,604.6759109947269,6.710000000000001,20,,4.0
Si,0.0,28.0,0.0,10.0,,57.5,61.0,607.1023178659198,6.7185000000000015,20,,4.5
Si,0.0,28.0,0.0,10.0,,57.0,61.0,609.3972705447227,6.727000000000001,20,,5.0
Si,0.0,28.0,0.0,10.0,,56.5,61.0,611.5800685929612,6.735500000000001,20,,5.5
Si,0.0,28.0,0.0,10.0,,56.0,61.0,613.6657058503905,6.7440000000000015,20,,6.0
Si,0.0,28.0,0.0,10.0,,55.5,61.0,615.6661061306547,6.752500000000001,20,,6.5
Si,0.0,28.0,0.0,10.0,,55.0,61.0,617.5909372160187,6.761000000000001,20,,7.0
Si,0.0,28.0,0.0,10.0,,54.5,61.0,619.4481667452435,6.769500000000002,20,,7.5
Si,0.0,28.0,0.0,10.0,,54.0,61.0,621.2444534896507,6.778000000000001,20,,8.0
Si,0.0,28.0,0.0,10.0,,53.5,61.0,622.98542994318,6.786500000000001,20,,8.5
Si,0.0,28.0,0.0,10.0,,53.0,61.0,624.6759109947269,6.795000000000001,20,,9.0
Si,0.0,28.0,0.0,10.0,,52.5,61.0,626.3200510244167,6.803500000000001,20,,9.5
