X_element,C_wt%,Cr_wt%,N_wt%,Mo_wt%,Ni_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mn_wt%,Si_wt%
Ni,0.0,29.0,0.0,9.5,4.0,57.5,60.349999999999994,598.3456084278462,7.091500000000001,20,,
Ni,0.0,29.0,0.0,9.5,4.5,57.0,60.349999999999994,600.772015299039,7.1610000000000005,20,,
Ni,0.0,29.0,0.0,9.5,5.0,56.5,60.349999999999994,603.066967977842,7.230500000000001,20,,
Ni,0.0,29.0,0.0,9.5,5.5,56.0,60.349999999999994,605.2497660260805,7.300000000000001,20,,
Ni,0.0,29.0,0.0,9.5,6.0,55.5,60.349999999999994,607.3354032835098,7.3695,20,,
Ni,0.0,29.0,0.0,9.5,6.5,55.0,60.349999999999994,609.335803563774,7.439000000000001,20,,
Ni,0.0,29.0,0.0,9.5,7.0,54.5,60.349999999999994,611.260634649138,7.508500000000001,20,,
Ni,0.0,29.0,0.0,9.5,7.5,54.0,60.349999999999994,613.1178641783628,7.578000000000001,20,,
Ni,0.0,29.0,0.0,9.5,8.0,53.5,60.349999999999994,614.91415092277,7.647500000000001,20,,
Ni,0.0,29.0,0.0,9.5,8.5,53.0,60.349999999999994,616.6551273762992,7.7170000000000005,20,,
Ni,0.0,29.0,0.0,9.5,9.0,52.5,60.349999999999994,618.3456084278462,7.7865,20,,
Ni,0.0,29.0,0.0,9.5,9.5,52.0,60.349999999999994,619.9897484575359,7.856000000000001,20,,
Ni,0.0,29.0,0.0,9.5,10.0,51.5,60.349999999999994,621.5911616312137,7.925500000000001,20,,
Ni,0.0,29.0,0.0,10.0,0.0,61.0,62.0,567.9540874699132,6.736000000000001,20,,
Ni,0.0,29.0,0.0,10.0,0.5,60.5,62.0,582.0962230936442,6.8055,20,,
Ni,0.0,29.0,0.0,10.0,1.0,60.0,62.0,587.9540874699132,6.875000000000001,20,,
Ni,0.0,29.0,0.0,10.0,1.5,59.5,62.0,592.448984897745,6.944500000000001,20,,
Ni,0.0,29.0,0.0,10.0,2.0,59.0,62.0,596.2383587173751,7.014000000000001,20,,
Ni,0.0,29.0,0.0,10.0,2.5,58.5,62.0,599.576864071597,7.083500000000001,20,,
Ni,0.0,29.0,0.0,10.0,3.0,58.0,62.0,602.5951036212908,7.1530000000000005,20,,
Ni,0.0,29.0,0.0,10.0,3.5,57.5,62.0,605.3706613376527,7.222500000000001,20,,
Ni,0.0,29.0,0.0,10.0,4.0,57.0,62.0,607.9540874699132,7.292000000000001,20,,
Ni,0.0,29.0,0.0,10.0,4.5,56.5,62.0,610.3804943411061,7.3615,20,,
Ni,0.0,29.0,0.0,10.0,5.0,56.0,62.0,612.675447019909,7.431000000000001,20,,
Ni,0.0,29.0,0.0,10.0,5.5,55.5,62.0,614.8582450681475,7.500500000000001,20,,
Ni,0.0,29.0,0.0,10.0,6.0,55.0,62.0,616.9438823255769,7.57,20,,
Ni,0.0,29.0,0.0,10.0,6.5,54.5,62.0,618.9442826058411,7.639500000000001,20,,
Ni,0.0,29.0,0.0,10.0,7.0,54.0,62.0,620.869113691205,7.7090000000000005,20,,
Ni,0.0,29.0,0.0,10.0,7.5,53.5,62.0,622.7263432204298,7.778500000000001,20,,
Ni,0.0,29.0,0.0,10.0,8.0,53.0,62.0,624.522629964837,7.848000000000001,20,,
Ni,0.0,29.0,0.0,10.0,8.5,52.5,62.0,626.2636064183663,7.9175,20,,
Ni,0.0,29.0,0.0,10.0,9.0,52.0,62.0,627.9540874699132,7.987,20,,
Ni,0.0,29.0,0.0,10.0,9.5,51.5,62.0,629.598227499603,8.0565,20,,
Ni,0.0,29.0,0.0,10.0,10.0,51.0,62.0,631.1996406732808,8.126000000000001,20,,
Ni,0.0,29.0,0.0,10.5,0.0,60.5,63.65,577.3252101541793,6.9365,20,,
Ni,0.0,29.0,0.0,10.5,0.5,60.0,63.65,591.4673457779103,7.005999999999999,20,,
Ni,0.0,29.0,0.0,10.5,1.0,59.5,63.65,597.3252101541793,7.0755,20,,
Ni,0.0,29.0,0.0,10.5,1.5,59.0,63.65,601.8201075820111,7.145,20,,
Ni,0.0,29.0,0.0,10.5,2.0,58.5,63.65,605.6094814016412,7.214499999999999,20,,
Ni,0.0,29.0,0.0,10.5,2.5,58.0,63.65,608.9479867558631,7.284,20,,
Ni,0.0,29.0,0.0,10.5,3.0,57.5,63.65,611.9662263055569,7.3534999999999995,20,,
Ni,0.0,29.0,0.0,10.5,3.5,57.0,63.65,614.7417840219188,7.423,20,,
Ni,0.0,29.0,0.0,10.5,4.0,56.5,63.65,617.3252101541793,7.4925,20,,
Ni,0.0,29.0,0.0,10.5,4.5,56.0,63.65,619.7516170253722,7.561999999999999,20,,
Ni,0.0,29.0,0.0,10.5,5.0,55.5,63.65,622.0465697041751,7.6315,20,,
Ni,0.0,29.0,0.0,10.5,5.5,55.0,63.65,624.2293677524136,7.701,20,,
Ni,0.0,29.0,0.0,10.5,6.0,54.5,63.65,626.3150050098429,7.770499999999999,20,,
Ni,0.0,29.0,0.0,10.5,6.5,54.0,63.65,628.3154052901072,7.84,20,,
Ni,0.0,29.0,0.0,10.5,7.0,53.5,63.65,630.2402363754711,7.9094999999999995,20,,
Ni,0.0,29.0,0.0,10.5,7.5,53.0,63.65,632.0974659046959,7.978999999999999,20,,
Ni,0.0,29.0,0.0,10.5,8.0,52.5,63.65,633.8937526491031,8.0485,20,,
Ni,0.0,29.0,0.0,10.5,8.5,52.0,63.65,635.6347291026324,8.118,20,,
Ni,0.0,29.0,0.0,10.5,9.0,51.5,63.65,637.3252101541793,8.1875,20,,
Ni,0.0,29.0,0.0,10.5,9.5,51.0,63.65,638.9693501838691,8.257,20,,
Ni,0.0,29.0,0.0,10.5,10.0,50.5,63.65,640.5707633575469,8.3265,20,,
Mn,0.0,27.0,0.0,9.5,,63.5,58.349999999999994,551.7301749728706,6.3475,20,0.0,
Mn,0.0,27.0,0.0,9.5,,63.0,58.349999999999994,569.4078445025343,6.3565000000000005,20,0.5,
Mn,0.0,27.0,0.0,9.5,,62.5,58.349999999999994,576.7301749728706,6.3655,20,1.0,
Mn,0.0,27.0,0.0,9.5,,62.0,58.349999999999994,582.3487967576604,6.3745,20,1.5,
Mn,0.0,27.0,0.0,9.5,,61.5,58.349999999999994,587.085514032198,6.3835,20,2.0,
Mn,0.0,27.0,0.0,9.5,,61.0,58.349999999999994,591.2586457249754,6.3925,20,2.5,
Mn,0.0,27.0,0.0,9.5,,60.5,58.349999999999994,595.0314451620925,6.4015,20,3.0,
Mn,0.0,27.0,0.0,9.5,,60.0,58.349999999999994,598.5008923075449,6.4105,20,3.5,
Mn,0.0,27.0,0.0,9.5,,59.5,58.349999999999994,601.7301749728706,6.4195,20,4.0,
Mn,0.0,27.0,0.0,9.5,,59.0,58.349999999999994,604.7631835618616,6.4285000000000005,20,4.5,
Mn,0.0,27.0,0.0,9.5,,58.5,58.349999999999994,607.6318744103653,6.4375,20,5.0,
Mn,0.0,27.0,0.0,9.5,,58.0,58.349999999999994,610.3603719706634,6.4465,20,5.5,
Mn,0.0,27.0,0.0,9.5,,57.5,58.349999999999994,612.9674185424501,6.4555,20,6.0,
Mn,0.0,27.0,0.0,9.5,,57.0,58.349999999999994,615.4679188927804,6.4645,20,6.5,
Mn,0.0,27.0,0.0,9.5,,56.5,58.349999999999994,617.8739577494854,6.4735000000000005,20,7.0,
Mn,0.0,27.0,0.0,9.5,,56.0,58.349999999999994,620.1954946610164,6.4825,20,7.5,
Mn,0.0,27.0,0.0,9.5,,55.5,58.349999999999994,622.4408530915254,6.4915,20,8.0,
Mn,0.0,27.0,0.0,9.5,,55.0,58.349999999999994,624.6170736584369,6.500500000000001,20,8.5,
Mn,0.0,27.0,0.0,9.5,,54.5,58.349999999999994,626.7301749728706,6.5095,20,9.0,
Mn,0.0,27.0,0.0,9.5,,54.0,58.349999999999994,628.7853500099828,6.5185,20,9.5,
Mn,0.0,27.0,0.0,9.5,,53.5,58.349999999999994,630.7871164770801,6.5275,20,10.0,
Mn,0.0,27.0,0.0,10.0,,63.0,60.0,561.3386540149377,6.548000000000001,20,0.0,
Mn,0.0,27.0,0.0,10.0,,62.5,60.0,579.0163235446014,6.557000000000001,20,0.5,
Mn,0.0,27.0,0.0,10.0,,62.0,60.0,586.3386540149377,6.566000000000001,20,1.0,
Mn,0.0,27.0,0.0,10.0,,61.5,60.0,591.9572757997274,6.575000000000001,20,1.5,
Mn,0.0,27.0,0.0,10.0,,61.0,60.0,596.6939930742651,6.5840000000000005,20,2.0,
Mn,0.0,27.0,0.0,10.0,,60.5,60.0,600.8671247670425,6.593000000000001,20,2.5,
Mn,0.0,27.0,0.0,10.0,,60.0,60.0,604.6399242041596,6.602000000000001,20,3.0,
Mn,0.0,27.0,0.0,10.0,,59.5,60.0,608.1093713496119,6.611000000000001,20,3.5,
Mn,0.0,27.0,0.0,10.0,,59.0,60.0,611.3386540149377,6.620000000000001,20,4.0,
Mn,0.0,27.0,0.0,10.0,,58.5,60.0,614.3716626039287,6.629000000000001,20,4.5,
Mn,0.0,27.0,0.0,10.0,,58.0,60.0,617.2403534524324,6.638000000000001,20,5.0,
Mn,0.0,27.0,0.0,10.0,,57.5,60.0,619.9688510127305,6.647000000000001,20,5.5,
Mn,0.0,27.0,0.0,10.0,,57.0,60.0,622.5758975845172,6.656000000000001,20,6.0,
Mn,0.0,27.0,0.0,10.0,,56.5,60.0,625.0763979348475,6.665000000000001,20,6.5,
Mn,0.0,27.0,0.0,10.0,,56.0,60.0,627.4824367915525,6.674000000000001,20,7.0,
Mn,0.0,27.0,0.0,10.0,,55.5,60.0,629.8039737030834,6.683000000000001,20,7.5,
Mn,0.0,27.0,0.0,10.0,,55.0,60.0,632.0493321335924,6.692000000000001,20,8.0,
Mn,0.0,27.0,0.0,10.0,,54.5,60.0,634.225552700504,6.7010000000000005,20,8.5,
Mn,0.0,27.0,0.0,10.0,,54.0,60.0,636.3386540149377,6.710000000000001,20,9.0,
Mn,0.0,27.0,0.0,10.0,,53.5,60.0,638.3938290520499,6.719000000000001,20,9.5,
Mn,0.0,27.0,0.0,10.0,,53.0,60.0,640.3955955191472,6.728000000000001,20,10.0,
Mn,0.0,27.0,0.0,10.5,,62.5,61.65,570.7097766992038,6.7485,20,0.0,
Mn,0.0,27.0,0.0,10.5,,62.0,61.65,588.3874462288675,6.7575,20,0.5,
Mn,0.0,27.0,0.0,10.5,,61.5,61.65,595.7097766992038,6.7665,20,1.0,
Mn,0.0,27.0,0.0,10.5,,61.0,61.65,601.3283984839935,6.7755,20,1.5,
Mn,0.0,27.0,0.0,10.5,,60.5,61.65,606.0651157585312,6.7844999999999995,20,2.0,
Mn,0.0,27.0,0.0,10.5,,60.0,61.65,610.2382474513086,6.7935,20,2.5,
Mn,0.0,27.0,0.0,10.5,,59.5,61.65,614.0110468884257,6.8025,20,3.0,
Mn,0.0,27.0,0.0,10.5,,59.0,61.65,617.480494033878,6.8115,20,3.5,
Mn,0.0,27.0,0.0,10.5,,58.5,61.65,620.7097766992038,6.8205,20,4.0,
Mn,0.0,27.0,0.0,10.5,,58.0,61.65,623.7427852881948,6.8295,20,4.5,
Mn,0.0,27.0,0.0,10.5,,57.5,61.65,626.6114761366985,6.8385,20,5.0,
Mn,0.0,27.0,0.0,10.5,,57.0,61.65,629.3399736969966,6.8475,20,5.5,
Mn,0.0,27.0,0.0,10.5,,56.5,61.65,631.9470202687833,6.8565,20,6.0,
Mn,0.0,27.0,0.0,10.5,,56.0,61.65,634.4475206191136,6.8655,20,6.5,
Mn,0.0,27.0,0.0,10.5,,55.5,61.65,636.8535594758185,6.8745,20,7.0,
Mn,0.0,27.0,0.0,10.5,,55.0,61.65,639.1750963873495,6.8835,20,7.5,
Mn,0.0,27.0,0.0,10.5,,54.5,61.65,641.4204548178585,6.8925,20,8.0,
Mn,0.0,27.0,0.0,10.5,,54.0,61.65,643.59667538477,6.9015,20,8.5,
Mn,0.0,27.0,0.0,10.5,,53.5,61.65,645.7097766992038,6.9105,20,9.0,
Mn,0.0,27.0,0.0,10.5,,53.0,61.65,647.764951736316,6.9195,20,9.5,
Mn,0.0,27.0,0.0,10.5,,52.5,61.65,649.7667182034132,6.9285,20,10.0,
Mn,0.0,27.5,0.0,9.5,,63.0,58.849999999999994,553.406388607915,6.394500000000001,20,0.0,
Mn,0.0,27.5,0.0,9.5,,62.5,58.849999999999994,571.0840581375787,6.403500000000001,20,0.5,
Mn,0.0,27.5,0.0,9.5,,62.0,58.849999999999994,578.406388607915,6.4125000000000005,20,1.0,
Mn,0.0,27.5,0.0,9.5,,61.5,58.849999999999994,584.0250103927048,6.421500000000001,20,1.5,
Mn,0.0,27.5,0.0,9.5,,61.0,58.849999999999994,588.7617276672424,6.4305,20,2.0,
Mn,0.0,27.5,0.0,9.5,,60.5,58.849999999999994,592.9348593600198,6.439500000000001,20,2.5,
Mn,0.0,27.5,0.0,9.5,,60.0,58.849999999999994,596.7076587971369,6.448500000000001,20,3.0,
Mn,0.0,27.5,0.0,9.5,,59.5,58.849999999999994,600.1771059425893,6.4575000000000005,20,3.5,
Mn,0.0,27.5,0.0,9.5,,59.0,58.849999999999994,603.406388607915,6.466500000000001,20,4.0,
Mn,0.0,27.5,0.0,9.5,,58.5,58.849999999999994,606.439397196906,6.475500000000001,20,4.5,
Mn,0.0,27.5,0.0,9.5,,58.0,58.849999999999994,609.3080880454097,6.484500000000001,20,5.0,
Mn,0.0,27.5,0.0,9.5,,57.5,58.849999999999994,612.0365856057078,6.493500000000001,20,5.5,
Mn,0.0,27.5,0.0,9.5,,57.0,58.849999999999994,614.6436321774945,6.5025,20,6.0,
Mn,0.0,27.5,0.0,9.5,,56.5,58.849999999999994,617.1441325278248,6.511500000000001,20,6.5,
Mn,0.0,27.5,0.0,9.5,,56.0,58.849999999999994,619.5501713845298,6.520500000000001,20,7.0,
Mn,0.0,27.5,0.0,9.5,,55.5,58.849999999999994,621.8717082960608,6.5295000000000005,20,7.5,
Mn,0.0,27.5,0.0,9.5,,55.0,58.849999999999994,624.1170667265698,6.538500000000001,20,8.0,
Mn,0.0,27.5,0.0,9.5,,54.5,58.849999999999994,626.2932872934813,6.547500000000001,20,8.5,
Mn,0.0,27.5,0.0,9.5,,54.0,58.849999999999994,628.406388607915,6.556500000000001,20,9.0,
Mn,0.0,27.5,0.0,9.5,,53.5,58.849999999999994,630.4615636450272,6.565500000000001,20,9.5,
Mn,0.0,27.5,0.0,9.5,,53.0,58.849999999999994,632.4633301121245,6.5745000000000005,20,10.0,
Mn,0.0,27.5,0.0,10.0,,62.5,60.5,563.0148676499821,6.595000000000001,20,0.0,
Mn,0.0,27.5,0.0,10.0,,62.0,60.5,580.6925371796458,6.604000000000001,20,0.5,
Mn,0.0,27.5,0.0,10.0,,61.5,60.5,588.0148676499821,6.613,20,1.0,
Mn,0.0,27.5,0.0,10.0,,61.0,60.5,593.6334894347718,6.622000000000001,20,1.5,
Mn,0.0,27.5,0.0,10.0,,60.5,60.5,598.3702067093095,6.631,20,2.0,
Mn,0.0,27.5,0.0,10.0,,60.0,60.5,602.5433384020869,6.640000000000001,20,2.5,
Mn,0.0,27.5,0.0,10.0,,59.5,60.5,606.316137839204,6.649000000000001,20,3.0,
Mn,0.0,27.5,0.0,10.0,,59.0,60.5,609.7855849846563,6.658,20,3.5,
Mn,0.0,27.5,0.0,10.0,,58.5,60.5,613.0148676499821,6.667000000000001,20,4.0,
Mn,0.0,27.5,0.0,10.0,,58.0,60.5,616.0478762389731,6.676000000000001,20,4.5,
Mn,0.0,27.5,0.0,10.0,,57.5,60.5,618.9165670874768,6.6850000000000005,20,5.0,
Mn,0.0,27.5,0.0,10.0,,57.0,60.5,621.6450646477749,6.694000000000001,20,5.5,
Mn,0.0,27.5,0.0,10.0,,56.5,60.5,624.2521112195616,6.703,20,6.0,
Mn,0.0,27.5,0.0,10.0,,56.0,60.5,626.7526115698919,6.712000000000001,20,6.5,
Mn,0.0,27.5,0.0,10.0,,55.5,60.5,629.1586504265969,6.721000000000001,20,7.0,
Mn,0.0,27.5,0.0,10.0,,55.0,60.5,631.4801873381278,6.73,20,7.5,
Mn,0.0,27.5,0.0,10.0,,54.5,60.5,633.7255457686368,6.739000000000001,20,8.0,
Mn,0.0,27.5,0.0,10.0,,54.0,60.5,635.9017663355484,6.748000000000001,20,8.5,
Mn,0.0,27.5,0.0,10.0,,53.5,60.5,638.0148676499821,6.757000000000001,20,9.0,
Mn,0.0,27.5,0.0,10.0,,53.0,60.5,640.0700426870943,6.766000000000001,20,9.5,
Mn,0.0,27.5,0.0,10.0,,52.5,60.5,642.0718091541916,6.775,20,10.0,
Mn,0.0,27.5,0.0,10.5,,62.0,62.15,572.3859903342482,6.7955000000000005,20,0.0,
Mn,0.0,27.5,0.0,10.5,,61.5,62.15,590.0636598639119,6.804500000000001,20,0.5,
Mn,0.0,27.5,0.0,10.5,,61.0,62.15,597.3859903342482,6.8135,20,1.0,
Mn,0.0,27.5,0.0,10.5,,60.5,62.15,603.0046121190379,6.822500000000001,20,1.5,
Mn,0.0,27.5,0.0,10.5,,60.0,62.15,607.7413293935756,6.8315,20,2.0,
Mn,0.0,27.5,0.0,10.5,,59.5,62.15,611.914461086353,6.8405000000000005,20,2.5,
Mn,0.0,27.5,0.0,10.5,,59.0,62.15,615.6872605234701,6.849500000000001,20,3.0,
Mn,0.0,27.5,0.0,10.5,,58.5,62.15,619.1567076689224,6.8585,20,3.5,
Mn,0.0,27.5,0.0,10.5,,58.0,62.15,622.3859903342482,6.867500000000001,20,4.0,
Mn,0.0,27.5,0.0,10.5,,57.5,62.15,625.4189989232392,6.876500000000001,20,4.5,
Mn,0.0,27.5,0.0,10.5,,57.0,62.15,628.2876897717429,6.8855,20,5.0,
Mn,0.0,27.5,0.0,10.5,,56.5,62.15,631.016187332041,6.894500000000001,20,5.5,
Mn,0.0,27.5,0.0,10.5,,56.0,62.15,633.6232339038277,6.9035,20,6.0,
Mn,0.0,27.5,0.0,10.5,,55.5,62.15,636.123734254158,6.9125000000000005,20,6.5,
Mn,0.0,27.5,0.0,10.5,,55.0,62.15,638.529773110863,6.921500000000001,20,7.0,
Mn,0.0,27.5,0.0,10.5,,54.5,62.15,640.8513100223939,6.9305,20,7.5,
Mn,0.0,27.5,0.0,10.5,,54.0,62.15,643.0966684529029,6.939500000000001,20,8.0,
Mn,0.0,27.5,0.0,10.5,,53.5,62.15,645.2728890198144,6.948500000000001,20,8.5,
Mn,0.0,27.5,0.0,10.5,,53.0,62.15,647.3859903342482,6.9575000000000005,20,9.0,
Mn,0.0,27.5,0.0,10.5,,52.5,62.15,649.4411653713604,6.966500000000001,20,9.5,
Mn,0.0,27.5,0.0,10.5,,52.0,62.15,651.4429318384576,6.9755,20,10.0,
Mn,0.0,28.0,0.0,9.5,,62.5,59.349999999999994,555.06743195266,6.441500000000001,20,0.0,
Mn,0.0,28.0,0.0,9.5,,62.0,59.349999999999994,572.7451014823237,6.450500000000002,20,0.5,
Mn,0.0,28.0,0.0,9.5,,61.5,59.349999999999994,580.06743195266,6.459500000000001,20,1.0,
Mn,0.0,28.0,0.0,9.5,,61.0,59.349999999999994,585.6860537374497,6.4685000000000015,20,1.5,
Mn,0.0,28.0,0.0,9.5,,60.5,59.349999999999994,590.4227710119874,6.477500000000001,20,2.0,
Mn,0.0,28.0,0.0,9.5,,60.0,59.349999999999994,594.5959027047647,6.486500000000001,20,2.5,
Mn,0.0,28.0,0.0,9.5,,59.5,59.349999999999994,598.3687021418818,6.495500000000002,20,3.0,
Mn,0.0,28.0,0.0,9.5,,59.0,59.349999999999994,601.8381492873342,6.504500000000001,20,3.5,
Mn,0.0,28.0,0.0,9.5,,58.5,59.349999999999994,605.06743195266,6.513500000000001,20,4.0,
Mn,0.0,28.0,0.0,9.5,,58.0,59.349999999999994,608.100440541651,6.522500000000002,20,4.5,
Mn,0.0,28.0,0.0,9.5,,57.5,59.349999999999994,610.9691313901546,6.531500000000001,20,5.0,
Mn,0.0,28.0,0.0,9.5,,57.0,59.349999999999994,613.6976289504528,6.5405000000000015,20,5.5,
Mn,0.0,28.0,0.0,9.5,,56.5,59.349999999999994,616.3046755222394,6.549500000000001,20,6.0,
Mn,0.0,28.0,0.0,9.5,,56.0,59.349999999999994,618.8051758725697,6.558500000000001,20,6.5,
Mn,0.0,28.0,0.0,9.5,,55.5,59.349999999999994,621.2112147292747,6.567500000000002,20,7.0,
Mn,0.0,28.0,0.0,9.5,,55.0,59.349999999999994,623.5327516408057,6.576500000000001,20,7.5,
Mn,0.0,28.0,0.0,9.5,,54.5,59.349999999999994,625.7781100713147,6.5855000000000015,20,8.0,
Mn,0.0,28.0,0.0,9.5,,54.0,59.349999999999994,627.9543306382262,6.594500000000002,20,8.5,
Mn,0.0,28.0,0.0,9.5,,53.5,59.349999999999994,630.06743195266,6.603500000000001,20,9.0,
Mn,0.0,28.0,0.0,9.5,,53.0,59.349999999999994,632.1226069897722,6.612500000000002,20,9.5,
Mn,0.0,28.0,0.0,9.5,,52.5,59.349999999999994,634.1243734568694,6.621500000000001,20,10.0,
Mn,0.0,28.0,0.0,10.0,,62.0,61.0,564.6759109947269,6.642000000000001,20,0.0,
Mn,0.0,28.0,0.0,10.0,,61.5,61.0,582.3535805243906,6.651000000000002,20,0.5,
Mn,0.0,28.0,0.0,10.0,,61.0,61.0,589.6759109947269,6.660000000000001,20,1.0,
Mn,0.0,28.0,0.0,10.0,,60.5,61.0,595.2945327795167,6.669000000000001,20,1.5,
Mn,0.0,28.0,0.0,10.0,,60.0,61.0,600.0312500540542,6.678000000000001,20,2.0,
Mn,0.0,28.0,0.0,10.0,,59.5,61.0,604.2043817468317,6.687000000000001,20,2.5,
Mn,0.0,28.0,0.0,10.0,,59.0,61.0,607.9771811839488,6.6960000000000015,20,3.0,
Mn,0.0,28.0,0.0,10.0,,58.5,61.0,611.4466283294012,6.705000000000001,20,3.5,
Mn,0.0,28.0,0.0,10.0,,58.0,61.0,614.6759109947269,6.714000000000001,20,4.0,
Mn,0.0,28.0,0.0,10.0,,57.5,61.0,617.708919583718,6.723000000000002,20,4.5,
Mn,0.0,28.0,0.0,10.0,,57.0,61.0,620.5776104322216,6.732000000000001,20,5.0,
Mn,0.0,28.0,0.0,10.0,,56.5,61.0,623.3061079925197,6.741000000000001,20,5.5,
Mn,0.0,28.0,0.0,10.0,,56.0,61.0,625.9131545643063,6.750000000000001,20,6.0,
Mn,0.0,28.0,0.0,10.0,,55.5,61.0,628.4136549146367,6.759000000000001,20,6.5,
Mn,0.0,28.0,0.0,10.0,,55.0,61.0,630.8196937713417,6.768000000000002,20,7.0,
Mn,0.0,28.0,0.0,10.0,,54.5,61.0,633.1412306828727,6.777000000000001,20,7.5,
Mn,0.0,28.0,0.0,10.0,,54.0,61.0,635.3865891133817,6.786000000000001,20,8.0,
Mn,0.0,28.0,0.0,10.0,,53.5,61.0,637.5628096802932,6.795000000000002,20,8.5,
Mn,0.0,28.0,0.0,10.0,,53.0,61.0,639.6759109947269,6.804000000000001,20,9.0,
Mn,0.0,28.0,0.0,10.0,,52.5,61.0,641.7310860318391,6.8130000000000015,20,9.5,
Mn,0.0,28.0,0.0,10.0,,52.0,61.0,643.7328524989364,6.822000000000001,20,10.0,
Mn,0.0,28.0,0.0,10.5,,61.5,62.65,574.047033678993,6.8425,20,0.0,
Mn,0.0,28.0,0.0,10.5,,61.0,62.65,591.7247032086567,6.851500000000001,20,0.5,
Mn,0.0,28.0,0.0,10.5,,60.5,62.65,599.047033678993,6.8605,20,1.0,
Mn,0.0,28.0,0.0,10.5,,60.0,62.65,604.6656554637827,6.8695,20,1.5,
Mn,0.0,28.0,0.0,10.5,,59.5,62.65,609.4023727383203,6.8785,20,2.0,
Mn,0.0,28.0,0.0,10.5,,59.0,62.65,613.5755044310978,6.8875,20,2.5,
Mn,0.0,28.0,0.0,10.5,,58.5,62.65,617.3483038682149,6.8965000000000005,20,3.0,
Mn,0.0,28.0,0.0,10.5,,58.0,62.65,620.8177510136672,6.9055,20,3.5,
Mn,0.0,28.0,0.0,10.5,,57.5,62.65,624.047033678993,6.9145,20,4.0,
Mn,0.0,28.0,0.0,10.5,,57.0,62.65,627.080042267984,6.923500000000001,20,4.5,
Mn,0.0,28.0,0.0,10.5,,56.5,62.65,629.9487331164877,6.9325,20,5.0,
Mn,0.0,28.0,0.0,10.5,,56.0,62.65,632.6772306767858,6.9415000000000004,20,5.5,
Mn,0.0,28.0,0.0,10.5,,55.5,62.65,635.2842772485724,6.9505,20,6.0,
Mn,0.0,28.0,0.0,10.5,,55.0,62.65,637.7847775989028,6.9595,20,6.5,
Mn,0.0,28.0,0.0,10.5,,54.5,62.65,640.1908164556078,6.968500000000001,20,7.0,
Mn,0.0,28.0,0.0,10.5,,54.0,62.65,642.5123533671388,6.9775,20,7.5,
Mn,0.0,28.0,0.0,10.5,,53.5,62.65,644.7577117976477,6.9865,20,8.0,
Mn,0.0,28.0,0.0,10.5,,53.0,62.65,646.9339323645593,6.9955,20,8.5,
Mn,0.0,28.0,0.0,10.5,,52.5,62.65,649.047033678993,7.0045,20,9.0,
Mn,0.0,28.0,0.0,10.5,,52.0,62.65,651.1022087161052,7.0135000000000005,20,9.5,
Mn,0.0,28.0,0.0,10.5,,51.5,62.65,653.1039751832025,7.0225,20,10.0,
Mn,0.0,28.5,0.0,9.5,,62.0,59.849999999999994,556.7137095886865,6.4885,20,0.0,
Mn,0.0,28.5,0.0,9.5,,61.5,59.849999999999994,574.3913791183502,6.4975000000000005,20,0.5,
Mn,0.0,28.5,0.0,9.5,,61.0,59.849999999999994,581.7137095886865,6.5065,20,1.0,
Mn,0.0,28.5,0.0,9.5,,60.5,59.849999999999994,587.3323313734762,6.5155,20,1.5,
Mn,0.0,28.5,0.0,9.5,,60.0,59.849999999999994,592.0690486480139,6.5245,20,2.0,
Mn,0.0,28.5,0.0,9.5,,59.5,59.849999999999994,596.2421803407913,6.5335,20,2.5,
Mn,0.0,28.5,0.0,9.5,,59.0,59.849999999999994,600.0149797779084,6.5425,20,3.0,
Mn,0.0,28.5,0.0,9.5,,58.5,59.849999999999994,603.4844269233607,6.5515,20,3.5,
Mn,0.0,28.5,0.0,9.5,,58.0,59.849999999999994,606.7137095886865,6.5605,20,4.0,
Mn,0.0,28.5,0.0,9.5,,57.5,59.849999999999994,609.7467181776775,6.569500000000001,20,4.5,
Mn,0.0,28.5,0.0,9.5,,57.0,59.849999999999994,612.6154090261812,6.5785,20,5.0,
Mn,0.0,28.5,0.0,9.5,,56.5,59.849999999999994,615.3439065864793,6.5875,20,5.5,
Mn,0.0,28.5,0.0,9.5,,56.0,59.849999999999994,617.950953158266,6.5965,20,6.0,
Mn,0.0,28.5,0.0,9.5,,55.5,59.849999999999994,620.4514535085963,6.6055,20,6.5,
Mn,0.0,28.5,0.0,9.5,,55.0,59.849999999999994,622.8574923653013,6.6145000000000005,20,7.0,
Mn,0.0,28.5,0.0,9.5,,54.5,59.849999999999994,625.1790292768322,6.6235,20,7.5,
Mn,0.0,28.5,0.0,9.5,,54.0,59.849999999999994,627.4243877073412,6.6325,20,8.0,
Mn,0.0,28.5,0.0,9.5,,53.5,59.849999999999994,629.6006082742527,6.641500000000001,20,8.5,
Mn,0.0,28.5,0.0,9.5,,53.0,59.849999999999994,631.7137095886865,6.6505,20,9.0,
Mn,0.0,28.5,0.0,9.5,,52.5,59.849999999999994,633.7688846257987,6.6595,20,9.5,
Mn,0.0,28.5,0.0,9.5,,52.0,59.849999999999994,635.770651092896,6.6685,20,10.0,
Mn,0.0,28.5,0.0,10.0,,61.5,61.5,566.3221886307535,6.689,20,0.0,
