X_element,C_wt%,Cr_wt%,N_wt%,Mo_wt%,Fe_wt% (balance),Ms_C,PREN,Strength_proxy_MPa,Service_T_C (info),Ms_ok_(>=200C),Fe_balance_ok_(>80%),Ni_wt%,Mn_wt%,Si_wt%
Ni,0.2,12.0,0.05,,87.25,300.34999999999997,12.8,287.4383146235381,20,True,True,0.5,,
Ni,0.2,12.0,0.05,,86.75,291.5,12.8,293.2961789998071,20,True,True,1.0,,
Ni,0.2,12.0,0.05,,86.25,282.65,12.8,297.7910764276389,20,True,True,1.5,,
Ni,0.2,12.0,0.05,,85.75,273.8,12.8,301.580450247269,20,True,True,2.0,,
Ni,0.2,12.0,0.05,,85.25,264.95,12.8,304.9189556014909,20,True,True,2.5,,
Ni,0.2,12.0,0.1,,87.7,309.2,13.6,289.96795328784174,20,True,True,0.0,,
Ni,0.2,12.0,0.1,,87.2,300.34999999999997,13.6,304.1100889115727,20,True,True,0.5,,
Ni,0.2,12.0,0.1,,86.7,291.5,13.6,309.96795328784174,20,True,True,1.0,,
Ni,0.2,12.0,0.1,,86.2,282.65,13.6,314.46285071567354,20,True,True,1.5,,
Ni,0.2,12.0,0.1,,85.7,273.8,13.6,318.25222453530364,20,True,True,2.0,,
Ni,0.2,12.0,0.1,,85.2,264.95,13.6,321.5907298895255,20,True,True,2.5,,
Ni,0.2,12.0,0.15,,87.65,309.2,14.4,302.7606556365444,20,True,True,0.0,,
Ni,0.2,12.0,0.15,,87.15,300.34999999999997,14.4,316.90279126027536,20,True,True,0.5,,
Ni,0.2,12.0,0.15,,86.65,291.5,14.4,322.7606556365444,20,True,True,1.0,,
Ni,0.2,12.0,0.15,,86.15,282.65,14.4,327.2555530643762,20,True,True,1.5,,
Ni,0.2,12.0,0.15,,85.65,273.8,14.4,331.0449268840063,20,True,True,2.0,,
Ni,0.2,12.0,0.15,,85.15,264.95,14.4,334.38343223822824,20,True,True,2.5,,
Ni,0.2,13.0,0.0,,86.8,297.1,13.0,237.9976935162291,20,True,True,0.0,,
Ni,0.2,13.0,0.0,,86.3,288.25,13.0,252.13982913996006,20,True,True,0.5,,
Ni,0.2,13.0,0.0,,85.8,279.4,13.0,257.9976935162291,20,True,True,1.0,,
Ni,0.2,13.0,0.0,,85.3,270.54999999999995,13.0,262.4925909440609,20,True,True,1.5,,
Ni,0.2,13.0,0.0,,84.8,261.70000000000005,13.0,266.281964763691,20,True,True,2.0,,
Ni,0.2,13.0,0.0,,84.3,252.85,13.0,269.6204701179129,20,True,True,2.5,,
Ni,0.2,13.0,0.05,,86.75,297.1,13.8,278.24691711122534,20,True,True,0.0,,
Ni,0.2,13.0,0.05,,86.25,288.25,13.8,292.3890527349563,20,True,True,0.5,,
Ni,0.2,13.0,0.05,,85.75,279.4,13.8,298.24691711122534,20,True,True,1.0,,
Ni,0.2,13.0,0.05,,85.25,270.54999999999995,13.8,302.74181453905715,20,True,True,1.5,,
Ni,0.2,13.0,0.05,,84.75,261.70000000000005,13.8,306.53118835868725,20,True,True,2.0,,
Ni,0.2,13.0,0.05,,84.25,252.85,13.8,309.8696937129091,20,True,True,2.5,,
Ni,0.2,13.0,0.1,,86.7,297.1,14.6,294.91869139925996,20,True,True,0.0,,
Ni,0.2,13.0,0.1,,86.2,288.25,14.6,309.0608270229909,20,True,True,0.5,,
Ni,0.2,13.0,0.1,,85.7,279.4,14.6,314.91869139925996,20,True,True,1.0,,
Ni,0.2,13.0,0.1,,85.2,270.54999999999995,14.6,319.41358882709176,20,True,True,1.5,,
Ni,0.2,13.0,0.1,,84.7,261.70000000000005,14.6,323.20296264672186,20,True,True,2.0,,
Ni,0.2,13.0,0.1,,84.2,252.85,14.6,326.5414680009437,20,True,True,2.5,,
Ni,0.2,13.0,0.15,,86.65,297.1,15.4,307.71139374796263,20,True,True,0.0,,
Ni,0.2,13.0,0.15,,86.15,288.25,15.4,321.8535293716936,20,True,True,0.5,,
Ni,0.2,13.0,0.15,,85.65,279.4,15.4,327.71139374796263,20,True,True,1.0,,
Ni,0.2,13.0,0.15,,85.15,270.54999999999995,15.4,332.20629117579443,20,True,True,1.5,,
Ni,0.2,13.0,0.15,,84.65,261.70000000000005,15.4,335.99566499542453,20,True,True,2.0,,
Ni,0.2,13.0,0.15,,84.15,252.85,15.4,339.33417034964646,20,True,True,2.5,,
Ni,0.2,14.0,0.0,,85.8,285.0,14.0,242.76140741207743,20,True,True,0.0,,
Ni,0.2,14.0,0.0,,85.3,276.15,14.0,256.9035430358084,20,True,True,0.5,,
Ni,0.2,14.0,0.0,,84.8,267.29999999999995,14.0,262.76140741207746,20,True,True,1.0,,
Ni,0.2,14.0,0.0,,84.3,258.44999999999993,14.0,267.2563048399092,20,True,True,1.5,,
Ni,0.2,14.0,0.0,,83.8,249.6,14.0,271.04567865953936,20,True,True,2.0,,
Ni,0.2,14.0,0.0,,83.3,240.74999999999997,14.0,274.3841840137612,20,True,True,2.5,,
Ni,0.2,14.0,0.05,,85.75,285.0,14.8,283.01063100707364,20,True,True,0.0,,
Ni,0.2,14.0,0.05,,85.25,276.15,14.8,297.1527666308046,20,True,True,0.5,,
Ni,0.2,14.0,0.05,,84.75,267.29999999999995,14.8,303.01063100707364,20,True,True,1.0,,
Ni,0.2,14.0,0.05,,84.25,258.44999999999993,14.8,307.50552843490544,20,True,True,1.5,,
Ni,0.2,14.0,0.05,,83.75,249.6,14.8,311.29490225453554,20,True,True,2.0,,
Ni,0.2,14.0,0.05,,83.25,240.74999999999997,14.8,314.63340760875747,20,True,True,2.5,,
Ni,0.2,14.0,0.1,,85.7,285.0,15.6,299.68240529510825,20,True,True,0.0,,
Ni,0.2,14.0,0.1,,85.2,276.15,15.6,313.8245409188392,20,True,True,0.5,,
Ni,0.2,14.0,0.1,,84.7,267.29999999999995,15.6,319.68240529510825,20,True,True,1.0,,
Ni,0.2,14.0,0.1,,84.2,258.44999999999993,15.6,324.17730272294006,20,True,True,1.5,,
Ni,0.2,14.0,0.1,,83.7,249.6,15.6,327.96667654257016,20,True,True,2.0,,
Ni,0.2,14.0,0.1,,83.2,240.74999999999997,15.6,331.3051818967921,20,True,True,2.5,,
Ni,0.2,14.0,0.15,,85.65,285.0,16.4,312.47510764381093,20,True,True,0.0,,
Ni,0.2,14.0,0.15,,85.15,276.15,16.4,326.6172432675419,20,True,True,0.5,,
Ni,0.2,14.0,0.15,,84.65,267.29999999999995,16.4,332.47510764381093,20,True,True,1.0,,
Ni,0.2,14.0,0.15,,84.15,258.44999999999993,16.4,336.97000507164273,20,True,True,1.5,,
Ni,0.2,14.0,0.15,,83.65,249.6,16.4,340.75937889127283,20,True,True,2.0,,
Ni,0.2,14.0,0.15,,83.15,240.74999999999997,16.4,344.0978842454947,20,True,True,2.5,,
Ni,0.2,15.0,0.0,,84.8,272.9,15.0,247.35781599224907,20,True,True,0.0,,
Ni,0.2,15.0,0.0,,84.3,264.04999999999995,15.0,261.49995161598,20,True,True,0.5,,
Ni,0.2,15.0,0.0,,83.8,255.2,15.0,267.3578159922491,20,True,True,1.0,,
Ni,0.2,15.0,0.0,,83.3,246.34999999999997,15.0,271.8527134200809,20,True,True,1.5,,
Ni,0.2,15.0,0.0,,82.8,237.5,15.0,275.642087239711,20,True,True,2.0,,
Ni,0.2,15.0,0.0,,82.3,228.64999999999998,15.0,278.9805925939329,20,True,True,2.5,,
Ni,0.2,15.0,0.05,,84.75,272.9,15.8,287.6070395872453,20,True,True,0.0,,
Ni,0.2,15.0,0.05,,84.25,264.04999999999995,15.8,301.74917521097626,20,True,True,0.5,,
Ni,0.2,15.0,0.05,,83.75,255.2,15.8,307.6070395872453,20,True,True,1.0,,
Ni,0.2,15.0,0.05,,83.25,246.34999999999997,15.8,312.1019370150771,20,True,True,1.5,,
Ni,0.2,15.0,0.05,,82.75,237.5,15.8,315.8913108347072,20,True,True,2.0,,
Ni,0.2,15.0,0.05,,82.25,228.64999999999998,15.8,319.22981618892914,20,True,True,2.5,,
Ni,0.2,15.0,0.1,,84.7,272.9,16.6,304.2788138752799,20,True,True,0.0,,
Ni,0.2,15.0,0.1,,84.2,264.04999999999995,16.6,318.4209494990109,20,True,True,0.5,,
Ni,0.2,15.0,0.1,,83.7,255.2,16.6,324.2788138752799,20,True,True,1.0,,
Ni,0.2,15.0,0.1,,83.2,246.34999999999997,16.6,328.7737113031117,20,True,True,1.5,,
Ni,0.2,15.0,0.1,,82.7,237.5,16.6,332.5630851227418,20,True,True,2.0,,
Ni,0.2,15.0,0.1,,82.2,228.64999999999998,16.6,335.90159047696375,20,True,True,2.5,,
Ni,0.2,15.0,0.15,,84.65,272.9,17.4,317.0715162239826,20,True,True,0.0,,
Ni,0.2,15.0,0.15,,84.15,264.04999999999995,17.4,331.21365184771355,20,True,True,0.5,,
Ni,0.2,15.0,0.15,,83.65,255.2,17.4,337.0715162239826,20,True,True,1.0,,
Ni,0.2,15.0,0.15,,83.15,246.34999999999997,17.4,341.5664136518144,20,True,True,1.5,,
Ni,0.2,15.0,0.15,,82.65,237.5,17.4,345.3557874714445,20,True,True,2.0,,
Ni,0.2,15.0,0.15,,82.15,228.64999999999998,17.4,348.69429282566637,20,True,True,2.5,,
Ni,0.3,11.0,0.0,,88.7,279.0,11.0,253.01250703873052,20,True,True,0.0,,
Ni,0.3,11.0,0.0,,88.2,270.15,11.0,267.15464266246147,20,True,True,0.5,,
Ni,0.3,11.0,0.0,,87.7,261.30000000000007,11.0,273.0125070387305,20,True,True,1.0,,
Ni,0.3,11.0,0.0,,87.2,252.45000000000002,11.0,277.5074044665623,20,True,True,1.5,,
Ni,0.3,11.0,0.0,,86.7,243.60000000000005,11.0,281.2967782861924,20,True,True,2.0,,
Ni,0.3,11.0,0.0,,86.2,234.75000000000003,11.0,284.6352836404143,20,True,True,2.5,,
Ni,0.3,11.0,0.05,,88.65,279.0,11.8,293.26173063372676,20,True,True,0.0,,
Ni,0.3,11.0,0.05,,88.15,270.15,11.8,307.4038662574577,20,True,True,0.5,,
Ni,0.3,11.0,0.05,,87.65,261.30000000000007,11.8,313.26173063372676,20,True,True,1.0,,
Ni,0.3,11.0,0.05,,87.15,252.45000000000002,11.8,317.75662806155856,20,True,True,1.5,,
Ni,0.3,11.0,0.05,,86.65,243.60000000000005,11.8,321.54600188118866,20,True,True,2.0,,
Ni,0.3,11.0,0.05,,86.15,234.75000000000003,11.8,324.8845072354105,20,True,True,2.5,,
Ni,0.3,11.0,0.1,,88.6,279.0,12.6,309.93350492176137,20,True,True,0.0,,
Ni,0.3,11.0,0.1,,88.1,270.15,12.6,324.0756405454923,20,True,True,0.5,,
Ni,0.3,11.0,0.1,,87.6,261.30000000000007,12.6,329.93350492176137,20,True,True,1.0,,
Ni,0.3,11.0,0.1,,87.1,252.45000000000002,12.6,334.42840234959317,20,True,True,1.5,,
Ni,0.3,11.0,0.1,,86.6,243.60000000000005,12.6,338.21777616922327,20,True,True,2.0,,
Ni,0.3,11.0,0.1,,86.1,234.75000000000003,12.6,341.55628152344514,20,True,True,2.5,,
Ni,0.3,11.0,0.15,,88.55,279.0,13.4,322.72620727046404,20,True,True,0.0,,
Ni,0.3,11.0,0.15,,88.05,270.15,13.4,336.868342894195,20,True,True,0.5,,
Ni,0.3,11.0,0.15,,87.55,261.30000000000007,13.4,342.72620727046404,20,True,True,1.0,,
Ni,0.3,11.0,0.15,,87.05,252.45000000000002,13.4,347.22110469829585,20,True,True,1.5,,
Ni,0.3,11.0,0.15,,86.55,243.60000000000005,13.4,351.01047851792595,20,True,True,2.0,,
Ni,0.3,11.0,0.15,,86.05,234.75000000000003,13.4,354.34898387214787,20,True,True,2.5,,
Ni,0.3,12.0,0.0,,87.7,266.90000000000003,12.0,258.1741959061129,20,True,True,0.0,,
Ni,0.3,12.0,0.0,,87.2,258.05,12.0,272.31633152984386,20,True,True,0.5,,
Ni,0.3,12.0,0.0,,86.7,249.20000000000005,12.0,278.1741959061129,20,True,True,1.0,,
Ni,0.3,12.0,0.0,,86.2,240.35000000000002,12.0,282.6690933339447,20,True,True,1.5,,
Ni,0.3,12.0,0.0,,85.7,231.50000000000006,12.0,286.4584671535748,20,True,True,2.0,,
Ni,0.3,12.0,0.0,,85.2,222.65000000000003,12.0,289.7969725077967,20,True,True,2.5,,
Ni,0.3,12.0,0.05,,87.65,266.90000000000003,12.8,298.42341950110915,20,True,True,0.0,,
Ni,0.3,12.0,0.05,,87.15,258.05,12.8,312.5655551248401,20,True,True,0.5,,
Ni,0.3,12.0,0.05,,86.65,249.20000000000005,12.8,318.42341950110915,20,True,True,1.0,,
Ni,0.3,12.0,0.05,,86.15,240.35000000000002,12.8,322.91831692894095,20,True,True,1.5,,
Ni,0.3,12.0,0.05,,85.65,231.50000000000006,12.8,326.70769074857105,20,True,True,2.0,,
Ni,0.3,12.0,0.05,,85.15,222.65000000000003,12.8,330.0461961027929,20,True,True,2.5,,
Ni,0.3,12.0,0.1,,87.6,266.90000000000003,13.6,315.09519378914376,20,True,True,0.0,,
Ni,0.3,12.0,0.1,,87.1,258.05,13.6,329.2373294128747,20,True,True,0.5,,
Ni,0.3,12.0,0.1,,86.6,249.20000000000005,13.6,335.09519378914376,20,True,True,1.0,,
Ni,0.3,12.0,0.1,,86.1,240.35000000000002,13.6,339.59009121697557,20,True,True,1.5,,
Ni,0.3,12.0,0.1,,85.6,231.50000000000006,13.6,343.37946503660567,20,True,True,2.0,,
Ni,0.3,12.0,0.1,,85.1,222.65000000000003,13.6,346.71797039082753,20,True,True,2.5,,
Ni,0.3,12.0,0.15,,87.55,266.90000000000003,14.4,327.88789613784644,20,True,True,0.0,,
Ni,0.3,12.0,0.15,,87.05,258.05,14.4,342.0300317615774,20,True,True,0.5,,
Ni,0.3,12.0,0.15,,86.55,249.20000000000005,14.4,347.88789613784644,20,True,True,1.0,,
Ni,0.3,12.0,0.15,,86.05,240.35000000000002,14.4,352.38279356567824,20,True,True,1.5,,
Ni,0.3,12.0,0.15,,85.55,231.50000000000006,14.4,356.17216738530834,20,True,True,2.0,,
Ni,0.3,12.0,0.15,,85.05,222.65000000000003,14.4,359.51067273953026,20,True,True,2.5,,
Ni,0.3,13.0,0.0,,86.7,254.80000000000004,13.0,263.12493401753113,20,True,True,0.0,,
Ni,0.3,13.0,0.0,,86.2,245.95000000000002,13.0,277.2670696412621,20,True,True,0.5,,
Ni,0.3,13.0,0.0,,85.7,237.10000000000005,13.0,283.12493401753113,20,True,True,1.0,,
Ni,0.3,13.0,0.0,,85.2,228.25000000000003,13.0,287.61983144536293,20,True,True,1.5,,
Ni,0.3,13.0,0.0,,84.7,219.40000000000006,13.0,291.40920526499303,20,True,True,2.0,,
Ni,0.3,13.0,0.0,,84.2,210.55000000000004,13.0,294.7477106192149,20,True,True,2.5,,
Ni,0.3,13.0,0.05,,86.65,254.80000000000004,13.8,303.37415761252737,20,True,True,0.0,,
Ni,0.3,13.0,0.05,,86.15,245.95000000000002,13.8,317.5162932362583,20,True,True,0.5,,
Ni,0.3,13.0,0.05,,85.65,237.10000000000005,13.8,323.37415761252737,20,True,True,1.0,,
Ni,0.3,13.0,0.05,,85.15,228.25000000000003,13.8,327.86905504035917,20,True,True,1.5,,
Ni,0.3,13.0,0.05,,84.65,219.40000000000006,13.8,331.6584288599893,20,True,True,2.0,,
Ni,0.3,13.0,0.05,,84.15,210.55000000000004,13.8,334.99693421421114,20,True,True,2.5,,
Ni,0.3,13.0,0.1,,86.6,254.80000000000004,14.6,320.045931900562,20,True,True,0.0,,
Ni,0.3,13.0,0.1,,86.1,245.95000000000002,14.6,334.18806752429293,20,True,True,0.5,,
Ni,0.3,13.0,0.1,,85.6,237.10000000000005,14.6,340.045931900562,20,True,True,1.0,,
Ni,0.3,13.0,0.1,,85.1,228.25000000000003,14.6,344.5408293283938,20,True,True,1.5,,
Ni,0.3,13.0,0.1,,84.6,219.40000000000006,14.6,348.3302031480239,20,True,True,2.0,,
Ni,0.3,13.0,0.1,,84.1,210.55000000000004,14.6,351.66870850224575,20,True,True,2.5,,
Ni,0.3,13.0,0.15,,86.55,254.80000000000004,15.4,332.83863424926466,20,True,True,0.0,,
Ni,0.3,13.0,0.15,,86.05,245.95000000000002,15.4,346.9807698729956,20,True,True,0.5,,
Ni,0.3,13.0,0.15,,85.55,237.10000000000005,15.4,352.83863424926466,20,True,True,1.0,,
Ni,0.3,13.0,0.15,,85.05,228.25000000000003,15.4,357.33353167709646,20,True,True,1.5,,
Ni,0.3,13.0,0.15,,84.55,219.40000000000006,15.4,361.12290549672656,20,True,True,2.0,,
Ni,0.3,13.0,0.15,,84.05,210.55000000000004,15.4,364.4614108509485,20,True,True,2.5,,
Ni,0.3,14.0,0.0,,85.7,242.70000000000002,14.0,267.8886479133795,20,True,True,0.0,,
Ni,0.3,14.0,0.0,,85.2,233.85,14.0,282.03078353711044,20,True,True,0.5,,
Ni,0.3,14.0,0.0,,84.7,225.00000000000003,14.0,287.8886479133795,20,True,True,1.0,,
Ni,0.3,14.0,0.0,,84.2,216.15,14.0,292.3835453412113,20,True,True,1.5,,
Ni,0.3,14.0,0.0,,83.7,207.30000000000004,14.0,296.1729191608414,20,True,True,2.0,,
Ni,0.3,14.0,0.0,,83.2,198.45000000000002,14.0,299.51142451506325,20,False,True,2.5,,
Ni,0.3,14.0,0.05,,85.65,242.70000000000002,14.8,308.1378715083757,20,True,True,0.0,,
Ni,0.3,14.0,0.05,,85.15,233.85,14.8,322.2800071321067,20,True,True,0.5,,
Ni,0.3,14.0,0.05,,84.65,225.00000000000003,14.8,328.1378715083757,20,True,True,1.0,,
Ni,0.3,14.0,0.05,,84.15,216.15,14.8,332.6327689362075,20,True,True,1.5,,
Ni,0.3,14.0,0.05,,83.65,207.30000000000004,14.8,336.4221427558376,20,True,True,2.0,,
Ni,0.3,14.0,0.05,,83.15,198.45000000000002,14.8,339.7606481100595,20,False,True,2.5,,
Ni,0.3,14.0,0.1,,85.6,242.70000000000002,15.6,324.80964579641034,20,True,True,0.0,,
Ni,0.3,14.0,0.1,,85.1,233.85,15.6,338.9517814201413,20,True,True,0.5,,
Ni,0.3,14.0,0.1,,84.6,225.00000000000003,15.6,344.80964579641034,20,True,True,1.0,,
Ni,0.3,14.0,0.1,,84.1,216.15,15.6,349.30454322424214,20,True,True,1.5,,
Ni,0.3,14.0,0.1,,83.6,207.30000000000004,15.6,353.09391704387224,20,True,True,2.0,,
Ni,0.3,14.0,0.1,,83.1,198.45000000000002,15.6,356.4324223980941,20,False,True,2.5,,
Ni,0.3,14.0,0.15,,85.55,242.70000000000002,16.4,337.602348145113,20,True,True,0.0,,
Ni,0.3,14.0,0.15,,85.05,233.85,16.4,351.74448376884396,20,True,True,0.5,,
Ni,0.3,14.0,0.15,,84.55,225.00000000000003,16.4,357.602348145113,20,True,True,1.0,,
Ni,0.3,14.0,0.15,,84.05,216.15,16.4,362.0972455729448,20,True,True,1.5,,
Ni,0.3,14.0,0.15,,83.55,207.30000000000004,16.4,365.8866193925749,20,True,True,2.0,,
Ni,0.3,14.0,0.15,,83.05,198.45000000000002,16.4,369.22512474679684,20,False,True,2.5,,
Ni,0.3,15.0,0.0,,84.7,230.60000000000002,15.0,272.4850564935511,20,True,True,0.0,,
Ni,0.3,15.0,0.0,,84.2,221.75,15.0,286.62719211728205,20,True,True,0.5,,
Ni,0.3,15.0,0.0,,83.7,212.90000000000003,15.0,292.4850564935511,20,True,True,1.0,,
Ni,0.3,15.0,0.0,,83.2,204.05,15.0,296.9799539213829,20,True,True,1.5,,
Ni,0.3,15.0,0.0,,82.7,195.20000000000005,15.0,300.769327741013,20,False,True,2.0,,
Ni,0.3,15.0,0.0,,82.2,186.35000000000002,15.0,304.1078330952349,20,False,True,2.5,,
Ni,0.3,15.0,0.05,,84.65,230.60000000000002,15.8,312.73428008854734,20,True,True,0.0,,
Ni,0.3,15.0,0.05,,84.15,221.75,15.8,326.8764157122783,20,True,True,0.5,,
Ni,0.3,15.0,0.05,,83.65,212.90000000000003,15.8,332.73428008854734,20,True,True,1.0,,
Ni,0.3,15.0,0.05,,83.15,204.05,15.8,337.22917751637914,20,True,True,1.5,,
Ni,0.3,15.0,0.05,,82.65,195.20000000000005,15.8,341.01855133600924,20,False,True,2.0,,
Ni,0.3,15.0,0.05,,82.15,186.35000000000002,15.8,344.35705669023116,20,False,True,2.5,,
Ni,0.3,15.0,0.1,,84.6,230.60000000000002,16.6,329.40605437658195,20,True,True,0.0,,
Ni,0.3,15.0,0.1,,84.1,221.75,16.6,343.5481900003129,20,True,True,0.5,,
Ni,0.3,15.0,0.1,,83.6,212.90000000000003,16.6,349.40605437658195,20,True,True,1.0,,
Ni,0.3,15.0,0.1,,83.1,204.05,16.6,353.90095180441375,20,True,True,1.5,,
Ni,0.3,15.0,0.1,,82.6,195.20000000000005,16.6,357.69032562404385,20,False,True,2.0,,
Ni,0.3,15.0,0.1,,82.1,186.35000000000002,16.6,361.0288309782658,20,False,True,2.5,,
Ni,0.3,15.0,0.15,,84.55,230.60000000000002,17.4,342.1987567252846,20,True,True,0.0,,
Ni,0.3,15.0,0.15,,84.05,221.75,17.4,356.3408923490156,20,True,True,0.5,,
Ni,0.3,15.0,0.15,,83.55,212.90000000000003,17.4,362.1987567252846,20,True,True,1.0,,
Ni,0.3,15.0,0.15,,83.05,204.05,17.4,366.6936541531164,20,True,True,1.5,,
Ni,0.3,15.0,0.15,,82.55,195.20000000000005,17.4,370.4830279727465,20,False,True,2.0,,
Ni,0.3,15.0,0.15,,82.05,186.35000000000002,17.4,373.8215333269684,20,False,True,2.5,,
Ni,0.4,11.0,0.0,,88.6,236.69999999999996,11.0,274.195750670858,20,True,True,0.0,,
Ni,0.4,11.0,0.0,,88.1,227.84999999999994,11.0,288.33788629458894,20,True,True,0.5,,
Ni,0.4,11.0,0.0,,87.6,218.99999999999997,11.0,294.195750670858,20,True,True,1.0,,
Ni,0.4,11.0,0.0,,87.1,210.14999999999995,11.0,298.6906480986898,20,True,True,1.5,,
Ni,0.4,11.0,0.0,,86.6,201.29999999999998,11.0,302.4800219183199,20,True,True,2.0,,
Ni,0.4,11.0,0.0,,86.1,192.44999999999996,11.0,305.8185272725418,20,False,True,2.5,,
Ni,0.4,11.0,0.05,,88.55,236.69999999999996,11.8,314.4449742658542,20,True,True,0.0,,
Ni,0.4,11.0,0.05,,88.05,227.84999999999994,11.8,328.5871098895852,20,True,True,0.5,,
Ni,0.4,11.0,0.05,,87.55,218.99999999999997,11.8,334.4449742658542,20,True,True,1.0,,
Ni,0.4,11.0,0.05,,87.05,210.14999999999995,11.8,338.93987169368603,20,True,True,1.5,,
Ni,0.4,11.0,0.05,,86.55,201.29999999999998,11.8,342.72924551331613,20,True,True,2.0,,
Ni,0.4,11.0,0.05,,86.05,192.44999999999996,11.8,346.06775086753805,20,False,True,2.5,,
Ni,0.4,11.0,0.1,,88.5,236.69999999999996,12.6,331.11674855388884,20,True,True,0.0,,
Ni,0.4,11.0,0.1,,88.0,227.84999999999994,12.6,345.2588841776198,20,True,True,0.5,,
Ni,0.4,11.0,0.1,,87.5,218.99999999999997,12.6,351.11674855388884,20,True,True,1.0,,
Ni,0.4,11.0,0.1,,87.0,210.14999999999995,12.6,355.61164598172064,20,True,True,1.5,,
Ni,0.4,11.0,0.1,,86.5,201.29999999999998,12.6,359.40101980135074,20,True,True,2.0,,
Ni,0.4,11.0,0.1,,86.0,192.44999999999996,12.6,362.73952515557266,20,False,True,2.5,,
Ni,0.4,11.0,0.15,,88.45,236.69999999999996,13.4,343.9094509025915,20,True,True,0.0,,
Ni,0.4,11.0,0.15,,87.95,227.84999999999994,13.4,358.05158652632247,20,True,True,0.5,,
Ni,0.4,11.0,0.15,,87.45,218.99999999999997,13.4,363.9094509025915,20,True,True,1.0,,
Ni,0.4,11.0,0.15,,86.95,210.14999999999995,13.4,368.4043483304233,20,True,True,1.5,,
Ni,0.4,11.0,0.15,,86.45,201.29999999999998,13.4,372.1937221500534,20,True,True,2.0,,
Ni,0.4,11.0,0.15,,85.95,192.44999999999996,13.4,375.5322275042753,20,False,True,2.5,,
Ni,0.4,12.0,0.0,,87.6,224.59999999999997,12.0,279.3574395382404,20,True,True,0.0,,
Ni,0.4,12.0,0.0,,87.1,215.74999999999994,12.0,293.49957516197134,20,True,True,0.5,,
Ni,0.4,12.0,0.0,,86.6,206.89999999999998,12.0,299.3574395382404,20,True,True,1.0,,
Ni,0.4,12.0,0.0,,86.1,198.04999999999995,12.0,303.8523369660722,20,False,True,1.5,,
Ni,0.4,12.0,0.0,,85.6,189.2,12.0,307.6417107857023,20,False,True,2.0,,
Ni,0.4,12.0,0.0,,85.1,180.34999999999997,12.0,310.9802161399242,20,False,True,2.5,,
Ni,0.4,12.0,0.05,,87.55,224.59999999999997,12.8,319.6066631332366,20,True,True,0.0,,
Ni,0.4,12.0,0.05,,87.05,215.74999999999994,12.8,333.7487987569676,20,True,True,0.5,,
Ni,0.4,12.0,0.05,,86.55,206.89999999999998,12.8,339.6066631332366,20,True,True,1.0,,
Ni,0.4,12.0,0.05,,86.05,198.04999999999995,12.8,344.1015605610684,20,False,True,1.5,,
Ni,0.4,12.0,0.05,,85.55,189.2,12.8,347.8909343806985,20,False,True,2.0,,
Ni,0.4,12.0,0.05,,85.05,180.34999999999997,12.8,351.22943973492045,20,False,True,2.5,,
Ni,0.4,12.0,0.1,,87.5,224.59999999999997,13.6,336.27843742127124,20,True,True,0.0,,
Ni,0.4,12.0,0.1,,87.0,215.74999999999994,13.6,350.4205730450022,20,True,True,0.5,,
Ni,0.4,12.0,0.1,,86.5,206.89999999999998,13.6,356.27843742127124,20,True,True,1.0,,
Ni,0.4,12.0,0.1,,86.0,198.04999999999995,13.6,360.77333484910304,20,False,True,1.5,,
Ni,0.4,12.0,0.1,,85.5,189.2,13.6,364.56270866873314,20,False,True,2.0,,
Ni,0.4,12.0,0.1,,85.0,180.34999999999997,13.6,367.90121402295506,20,False,True,2.5,,
Ni,0.4,12.0,0.15,,87.45,224.59999999999997,14.4,349.0711397699739,20,True,True,0.0,,
Ni,0.4,12.0,0.15,,86.95,215.74999999999994,14.4,363.21327539370486,20,True,True,0.5,,
Ni,0.4,12.0,0.15,,86.45,206.89999999999998,14.4,369.0711397699739,20,True,True,1.0,,
Ni,0.4,12.0,0.15,,85.95,198.04999999999995,14.4,373.5660371978057,20,False,True,1.5,,
Ni,0.4,12.0,0.15,,85.45,189.2,14.4,377.3554110174358,20,False,True,2.0,,
Ni,0.4,12.0,0.15,,84.95,180.34999999999997,14.4,380.6939163716577,20,False,True,2.5,,
Ni,0.4,13.0,0.0,,86.6,212.49999999999997,13.0,284.3081776496586,20,True,True,0.0,,
Ni,0.4,13.0,0.0,,86.1,203.64999999999995,13.0,298.45031327338955,20,True,True,0.5,,
Ni,0.4,13.0,0.0,,85.6,194.79999999999998,13.0,304.3081776496586,20,False,True,1.0,,
Ni,0.4,13.0,0.0,,85.1,185.94999999999996,13.0,308.8030750774904,20,False,True,1.5,,
Ni,0.4,13.0,0.0,,84.6,177.1,13.0,312.5924488971205,20,False,True,2.0,,
Ni,0.4,13.0,0.0,,84.1,168.24999999999997,13.0,315.9309542513424,20,False,True,2.5,,
Ni,0.4,13.0,0.05,,86.55,212.49999999999997,13.8,324.55740124465484,20,True,True,0.0,,
Ni,0.4,13.0,0.05,,86.05,203.64999999999995,13.8,338.6995368683858,20,True,True,0.5,,
Ni,0.4,13.0,0.05,,85.55,194.79999999999998,13.8,344.55740124465484,20,False,True,1.0,,
Ni,0.4,13.0,0.05,,85.05,185.94999999999996,13.8,349.05229867248664,20,False,True,1.5,,
Ni,0.4,13.0,0.05,,84.55,177.1,13.8,352.84167249211674,20,False,True,2.0,,
