Tensile strain (Strain 1) : Primary source		Strain 1				
						
Results Table 1						
	Tensile strain (Strain 1) gauge length	Strain 1 gauge length	Time at removal			
	(mm)	(mm)	(s)			
1	50.00	50.00	54.05			
2	50.00	50.00	54.07			
3	50.00	50.00	54.05			
						
Results Table 2						

						
						
1	Time	Displacement	Force	Tensile strain (Strain 1)	Tensile displacement	Strain 1
	(s)	(mm)	(kN)	(%)	(mm)	(%)
	89.0750	8.9781	10.6760	9.5644	4.7822	4.1691
	89.0950	8.9832	10.6750	9.5704	4.7852	4.1691
	89.1150	8.9882	10.6741	9.5765	4.7883	4.1691
	89.1350	8.9933	10.6729	9.5826	4.7913	4.1691
	89.1550	8.9985	10.6720	9.5889	4.7944	4.1691
	89.1750	9.0033	10.6715	9.5947	4.7974	4.1691
	89.1950	9.0083	10.6703	9.6006	4.8003	4.1691
	89.2150	9.0132	10.6698	9.6065	4.8033	4.1691
	89.2350	9.0182	10.6704	9.6126	4.8063	4.1691
	89.2550	9.0231	10.6724	9.6185	4.8093	4.1691
	89.2750	9.0281	10.6738	9.6246	4.8123	4.1691
	89.2950	9.0332	10.6751	9.6306	4.8153	4.1691
	89.3150	9.0381	10.6758	9.6365	4.8183	4.1691
	89.3350	9.0431	10.6763	9.6427	4.8213	4.1691
	89.3550	9.0481	10.6770	9.6486	4.8243	4.1691
	89.3750	9.0531	10.6772	9.6547	4.8273	4.1691
	89.3950	9.0581	10.6781	9.6607	4.8304	4.1691
	89.4150	9.0631	10.6786	9.6668	4.8334	4.1691
	89.4350	9.0682	10.6791	9.6728	4.8364	4.1691
	89.4550	9.0732	10.6794	9.6789	4.8394	4.1691
	89.4750	9.0782	10.6798	9.6849	4.8425	4.1691
	89.4950	9.0833	10.6798	9.6911	4.8455	4.1691
	89.5150	9.0884	10.6798	9.6971	4.8486	4.1691
	89.5350	9.0931	10.6783	9.7029	4.8514	4.1691
	89.5550	9.0982	10.6756	9.7090	4.8545	4.1691
	89.5750	9.1031	10.6742	9.7149	4.8574	4.1691
	89.5950	9.1081	10.6724	9.7210	4.8605	4.1691
	89.6150	9.1132	10.6703	9.7271	4.8635	4.1691
	89.6350	9.1181	10.6661	9.7330	4.8665	4.1691
	89.6550	9.1231	10.6612	9.7390	4.8695	4.1691
	89.6750	9.1281	10.6571	9.7451	4.8725	4.1691
	89.6950	9.1332	10.6536	9.7512	4.8756	4.1691
	89.7150	9.1382	10.6499	9.7572	4.8786	4.1691
	89.7350	9.1432	10.6463	9.7633	4.8816	4.1691
	89.7550	9.1482	10.6440	9.7693	4.8846	4.1691
	89.7750	9.1532	10.6424	9.7753	4.8877	4.1691
	89.7950	9.1582	10.6427	9.7813	4.8907	4.1691
	89.8150	9.1633	10.6442	9.7874	4.8937	4.1691
	89.8350	9.1684	10.6467	9.7936	4.8968	4.1691
	89.8550	9.1734	10.6491	9.7996	4.8998	4.1691
	89.8750	9.1782	10.6508	9.8054	4.9027	4.1691
	89.8950	9.1832	10.6525	9.8114	4.9057	4.1691
	89.9150	9.1882	10.6551	9.8175	4.9087	4.1691
	89.9350	9.1932	10.6584	9.8235	4.9117	4.1691
	89.9550	9.1983	10.6610	9.8296	4.9148	4.1691
	89.9750	9.2032	10.6630	9.8355	4.9177	4.1691
	89.9950	9.2082	10.6644	9.8416	4.9208	4.1691
	90.0150	9.2132	10.6667	9.8475	4.9238	4.1691
	90.0350	9.2181	10.6683	9.8535	4.9267	4.1691
	90.0550	9.2232	10.6698	9.8596	4.9298	4.1691
	90.0750	9.2281	10.6714	9.8655	4.9327	4.1691
	90.0950	9.2332	10.6725	9.8716	4.9358	4.1691
	90.1150	9.2381	10.6735	9.8776	4.9388	4.1691
	90.1350	9.2432	10.6738	9.8837	4.9419	4.1691
	90.1550	9.2483	10.6745	9.8898	4.9449	4.1691
	90.1750	9.2534	10.6747	9.8960	4.9480	4.1691
	90.1950	9.2584	10.6742	9.9020	4.9510	4.1691
	90.2150	9.2632	10.6724	9.9078	4.9539	4.1691
	90.2350	9.2682	10.6704	9.9138	4.9569	4.1691
	90.2550	9.2731	10.6692	9.9198	4.9599	4.1691
	90.2750	9.2782	10.6674	9.9259	4.9629	4.1691
	90.2950	9.2832	10.6653	9.9319	4.9659	4.1691
	90.3150	9.2881	10.6615	9.9378	4.9689	4.1691
	90.3350	9.2931	10.6571	9.9439	4.9719	4.1691
	90.3550	9.2982	10.6530	9.9499	4.9750	4.1691
	90.3750	9.3031	10.6497	9.9559	4.9780	4.1691
	90.3950	9.3082	10.6467	9.9620	4.9810	4.1691
	90.4150	9.3132	10.6447	9.9680	4.9840	4.1691
	90.4350	9.3181	10.6430	9.9740	4.9870	4.1691
	90.4550	9.3233	10.6417	9.9802	4.9901	4.1691
	90.4750	9.3282	10.6412	9.9862	4.9931	4.1691
	90.4950	9.3334	10.6418	9.9924	4.9962	4.1691
	90.5150	9.3384	10.6445	9.9984	4.9992	4.1691
	90.5350	9.3433	10.6470	10.0043	5.0022	4.1691
	90.5550	9.3482	10.6497	10.0102	5.0051	4.1691
	90.5750	9.3531	10.6523	10.0161	5.0080	4.1691
	90.5950	9.3582	10.6553	10.0222	5.0111	4.1691
	90.6150	9.3632	10.6583	10.0282	5.0141	4.1691
	90.6350	9.3682	10.6601	10.0344	5.0172	4.1691
	90.6550	9.3731	10.6612	10.0403	5.0201	4.1691
	90.6750	9.3782	10.6612	10.0463	5.0232	4.1691
	90.6950	9.3832	10.6620	10.0523	5.0262	4.1691
	90.7150	9.3881	10.6628	10.0582	5.0291	4.1691
	90.7350	9.3931	10.6637	10.0644	5.0322	4.1691
	90.7550	9.3981	10.6651	10.0703	5.0352	4.1691
	90.7750	9.4031	10.6662	10.0764	5.0382	4.1691
	90.7950	9.4081	10.6673	10.0824	5.0412	4.1691
	90.8150	9.4132	10.6687	10.0885	5.0443	4.1691
	90.8350	9.4182	10.6700	10.0946	5.0473	4.1691
	90.8550	9.4234	10.6712	10.1008	5.0504	4.1691
	90.8750	9.4282	10.6721	10.1066	5.0533	4.1691
	90.8950	9.4332	10.6717	10.1126	5.0563	4.1691
	90.9150	9.4381	10.6725	10.1185	5.0593	4.1691
	90.9350	9.4431	10.6738	10.1245	5.0623	4.1691
	90.9550	9.4482	10.6753	10.1307	5.0654	4.1691
	90.9750	9.4531	10.6767	10.1366	5.0683	4.1691
	90.9950	9.4581	10.6772	10.1426	5.0713	4.1691
	91.0150	9.4630	10.6776	10.1486	5.0743	4.1691
	91.0350	9.4681	10.6781	10.1547	5.0773	4.1691
	91.0550	9.4730	10.6790	10.1606	5.0803	4.1691
	91.0750	9.4780	10.6791	10.1666	5.0833	4.1691
	91.0950	9.4831	10.6794	10.1728	5.0864	4.1691
	91.1150	9.4880	10.6800	10.1787	5.0893	4.1691
	91.1350	9.4932	10.6804	10.1849	5.0924	4.1691
	91.1550	9.4982	10.6816	10.1910	5.0955	4.1691
	91.1750	9.5033	10.6827	10.1971	5.0986	4.1691
	91.1950	9.5084	10.6841	10.2032	5.1016	4.1691
	91.2150	9.5133	10.6849	10.2091	5.1046	4.1691
	91.2350	9.5182	10.6854	10.2150	5.1075	4.1691
	91.2550	9.5232	10.6869	10.2210	5.1105	4.1691
	91.2750	9.5282	10.6893	10.2270	5.1135	4.1691
	91.2950	9.5332	10.6914	10.2331	5.1166	4.1691
	91.3150	9.5381	10.6935	10.2391	5.1195	4.1691
	91.3350	9.5430	10.6945	10.2449	5.1225	4.1691
	91.3550	9.5482	10.6958	10.2512	5.1256	4.1691
	91.3750	9.5531	10.6977	10.2571	5.1285	4.1691
	91.3950	9.5581	10.6984	10.2631	5.1316	4.1691
	91.4150	9.5631	10.6998	10.2692	5.1346	4.1691
	91.4350	9.5682	10.7009	10.2752	5.1376	4.1691
	91.4550	9.5732	10.7022	10.2813	5.1406	4.1691
	91.4750	9.5782	10.7032	10.2873	5.1437	4.1691
	91.4950	9.5834	10.7044	10.2936	5.1468	4.1691
	91.5150	9.5884	10.7056	10.2996	5.1498	4.1691
	91.5350	9.5934	10.7064	10.3057	5.1528	4.1691
	91.5550	9.5983	10.7069	10.3115	5.1557	4.1691
	91.5750	9.6032	10.7067	10.3174	5.1587	4.1691
	91.5950	9.6082	10.7079	10.3234	5.1617	4.1691
	91.6150	9.6131	10.7098	10.3294	5.1647	4.1691
	91.6350	9.6182	10.7120	10.3356	5.1678	4.1691
	91.6550	9.6232	10.7136	10.3415	5.1708	4.1691
	91.6750	9.6281	10.7145	10.3475	5.1737	4.1691
	91.6950	9.6332	10.7159	10.3536	5.1768	4.1691
	91.7150	9.6382	10.7181	10.3597	5.1798	4.1691
	91.7350	9.6431	10.7201	10.3656	5.1828	4.1691
	91.7550	9.6482	10.7223	10.3717	5.1858	4.1691
	91.7750	9.6531	10.7248	10.3776	5.1888	4.1691
	91.7950	9.6582	10.7273	10.3837	5.1919	4.1691
	91.8150	9.6632	10.7304	10.3897	5.1949	4.1691
	91.8350	9.6682	10.7329	10.3958	5.1979	4.1691
	91.8550	9.6734	10.7357	10.4021	5.2010	4.1691
	91.8750	9.6783	10.7389	10.4080	5.2040	4.1691
	91.8950	9.6833	10.7407	10.4139	5.2070	4.1691
	91.9150	9.6882	10.7424	10.4198	5.2099	4.1691
	91.9350	9.6932	10.7445	10.4259	5.2129	4.1691
	91.9550	9.6982	10.7477	10.4319	5.2160	4.1691
	91.9750	9.7032	10.7502	10.4380	5.2190	4.1691
	91.9950	9.7082	10.7522	10.4440	5.2220	4.1691
	92.0150	9.7131	10.7535	10.4499	5.2249	4.1691
	92.0350	9.7182	10.7544	10.4560	5.2280	4.1691
	92.0550	9.7231	10.7548	10.4619	5.2310	4.1691
	92.0750	9.7282	10.7530	10.4680	5.2340	4.1691
	92.0950	9.7331	10.7490	10.4740	5.2370	4.1691
	92.1150	9.7382	10.7424	10.4801	5.2400	4.1691
	92.1350	9.7432	10.7355	10.4861	5.2430	4.1691
	92.1550	9.7482	10.7308	10.4922	5.2461	4.1691
	92.1750	9.7532	10.7299	10.4982	5.2491	4.1691
	92.1950	9.7584	10.7316	10.5044	5.2522	4.1691
	92.2150	9.7634	10.7349	10.5104	5.2552	4.1691
	92.2350	9.7681	10.7374	10.5162	5.2581	4.1691
	92.2550	9.7732	10.7395	10.5223	5.2611	4.1691
	92.2750	9.7781	10.7425	10.5282	5.2641	4.1691
	92.2950	9.7832	10.7452	10.5343	5.2671	4.1691
	92.3150	9.7882	10.7481	10.5403	5.2701	4.1691
	92.3350	9.7931	10.7496	10.5462	5.2731	4.1691
	92.3550	9.7981	10.7507	10.5522	5.2761	4.1691
	92.3750	9.8031	10.7519	10.5582	5.2791	4.1691
	92.3950	9.8082	10.7537	10.5644	5.2822	4.1691
	92.4150	9.8131	10.7552	10.5704	5.2852	4.1691
	92.4350	9.8182	10.7559	10.5765	5.2882	4.1691
	92.4550	9.8232	10.7570	10.5824	5.2912	4.1691
	92.4750	9.8282	10.7579	10.5885	5.2942	4.1691
	92.4950	9.8332	10.7599	10.5945	5.2973	4.1691
	92.5150	9.8382	10.7626	10.6006	5.3003	4.1691
	92.5350	9.8434	10.7653	10.6068	5.3034	4.1691
	92.5550	9.8483	10.7673	10.6127	5.3064	4.1691
	92.5750	9.8531	10.7680	10.6186	5.3093	4.1691
	92.5950	9.8581	10.7682	10.6245	5.3123	4.1691
	92.6150	9.8632	10.7687	10.6307	5.3153	4.1691
	92.6350	9.8681	10.7696	10.6366	5.3183	4.1691
	92.6550	9.8733	10.7692	10.6428	5.3214	4.1691
	92.6750	9.8782	10.7680	10.6487	5.3244	4.1691
	92.6950	9.8832	10.7655	10.6548	5.3274	4.1691
	92.7150	9.8882	10.7640	10.6608	5.3304	4.1691
	92.7350	9.8931	10.7622	10.6667	5.3334	4.1691
	92.7550	9.8982	10.7608	10.6729	5.3364	4.1691
	92.7750	9.9031	10.7598	10.6787	5.3394	4.1691
	92.7950	9.9081	10.7583	10.6848	5.3424	4.1691
	92.8150	9.9131	10.7572	10.6908	5.3454	4.1691
	92.8350	9.9182	10.7558	10.6969	5.3485	4.1691
	92.8550	9.9233	10.7553	10.7031	5.3515	4.1691
	92.8750	9.9284	10.7548	10.7093	5.3546	4.1691
	92.8950	9.9334	10.7541	10.7153	5.3576	4.1691
	92.9150	9.9382	10.7529	10.7211	5.3605	4.1691
	92.9350	9.9432	10.7518	10.7271	5.3635	4.1691
	92.9550	9.9482	10.7520	10.7331	5.3665	4.1691
	92.9750	9.9533	10.7528	10.7392	5.3696	4.1691
	92.9950	9.9583	10.7536	10.7452	5.3726	4.1691
	93.0150	9.9632	10.7533	10.7512	5.3756	4.1691
	93.0350	9.9682	10.7526	10.7572	5.3786	4.1691
	93.0550	9.9732	10.7523	10.7632	5.3816	4.1691
	93.0750	9.9781	10.7524	10.7692	5.3846	4.1691
	93.0950	9.9832	10.7523	10.7752	5.3876	4.1691
	93.1150	9.9882	10.7526	10.7813	5.3907	4.1691
	93.1350	9.9931	10.7527	10.7872	5.3936	4.1691
	93.1550	9.9983	10.7527	10.7935	5.3967	4.1691
	93.1750	10.0032	10.7531	10.7994	5.3997	4.1691
	93.1950	10.0083	10.7532	10.8056	5.4028	4.1691
	93.2150	10.0134	10.7543	10.8116	5.4058	4.1691
	93.2350	10.0183	10.7546	10.8176	5.4088	4.1691
	93.2550	10.0232	10.7547	10.8235	5.4117	4.1691
	93.2750	10.0281	10.7553	10.8294	5.4147	4.1691
	93.2950	10.0332	10.7568	10.8355	5.4177	4.1691
	93.3150	10.0381	10.7586	10.8415	5.4207	4.1691
	93.3350	10.0432	10.7600	10.8475	5.4238	4.1691
	93.3550	10.0481	10.7610	10.8535	5.4267	4.1691
	93.3750	10.0532	10.7614	10.8596	5.4298	4.1691
	93.3950	10.0582	10.7626	10.8656	5.4328	4.1691
	93.4150	10.0631	10.7635	10.8715	5.4358	4.1691
	93.4350	10.0682	10.7643	10.8776	5.4388	4.1691
	93.4550	10.0731	10.7650	10.8836	5.4418	4.1691
	93.4750	10.0781	10.7653	10.8896	5.4448	4.1691
	93.4950	10.0831	10.7653	10.8957	5.4478	4.1691
	93.5150	10.0882	10.7656	10.9018	5.4509	4.1691
	93.5350	10.0932	10.7657	10.9078	5.4539	4.1691
	93.5550	10.0983	10.7650	10.9140	5.4570	4.1691
	93.5750	10.1032	10.7651	10.9198	5.4599	4.1691
	93.5950	10.1081	10.7663	10.9257	5.4629	4.1691
	93.6150	10.1131	10.7710	10.9317	5.4659	4.1691
	93.6350	10.1181	10.7782	10.9378	5.4689	4.1691
	93.6550	10.1232	10.7861	10.9440	5.4720	4.1691
	93.6750	10.1281	10.7933	10.9499	5.4749	4.1691
	93.6950	10.1331	10.7987	10.9559	5.4779	4.1691
	93.7150	10.1381	10.8031	10.9619	5.4809	4.1691
	93.7350	10.1432	10.8071	10.9680	5.4840	4.1691
	93.7550	10.1481	10.8109	10.9739	5.4870	4.1691
	93.7750	10.1531	10.8134	10.9800	5.4900	4.1691
	93.7950	10.1582	10.8156	10.9861	5.4931	4.1691
	93.8150	10.1630	10.8172	10.9920	5.4960	4.1691
	93.8350	10.1682	10.8181	10.9981	5.4991	4.1691
	93.8550	10.1732	10.8194	11.0042	5.5021	4.1691
	93.8750	10.1784	10.8203	11.0104	5.5052	4.1691
	93.8950	10.1834	10.8214	11.0165	5.5083	4.1691
	93.9150	10.1883	10.8209	11.0224	5.5112	4.1691
	93.9350	10.1932	10.8198	11.0283	5.5142	4.1691
	93.9550	10.1982	10.8194	11.0343	5.5171	4.1691
	93.9750	10.2032	10.8203	11.0403	5.5202	4.1691
	93.9950	10.2082	10.8216	11.0464	5.5232	4.1691
	94.0150	10.2132	10.8229	11.0524	5.5262	4.1691
	94.0350	10.2181	10.8234	11.0583	5.5291	4.1691
	94.0550	10.2232	10.8240	11.0644	5.5322	4.1691
	94.0750	10.2281	10.8250	11.0703	5.5352	4.1691
	94.0950	10.2331	10.8253	11.0764	5.5382	4.1691
	94.1150	10.2381	10.8259	11.0824	5.5412	4.1691
	94.1350	10.2432	10.8255	11.0885	5.5443	4.1691
	94.1550	10.2483	10.8247	11.0946	5.5473	4.1691
	94.1750	10.2532	10.8225	11.1006	5.5503	4.1691
	94.1950	10.2583	10.8196	11.1068	5.5534	4.1691
	94.2150	10.2634	10.8172	11.1129	5.5564	4.1691
	94.2350	10.2685	10.8154	11.1190	5.5595	4.1691
	94.2550	10.2733	10.8139	11.1248	5.5624	4.1691
	94.2750	10.2782	10.8118	11.1307	5.5653	4.1691
	94.2950	10.2831	10.8112	11.1366	5.5683	4.1691
	94.3150	10.2881	10.8116	11.1426	5.5713	4.1691
	94.3350	10.2932	10.8122	11.1488	5.5744	4.1691
	94.3550	10.2982	10.8131	11.1547	5.5774	4.1691
	94.3750	10.3031	10.8138	11.1607	5.5804	4.1691
	94.3950	10.3081	10.8151	11.1668	5.5834	4.1691
	94.4150	10.3132	10.8175	11.1729	5.5864	4.1691
	94.4350	10.3181	10.8200	11.1788	5.5894	4.1691
	94.4550	10.3232	10.8223	11.1849	5.5924	4.1691
	94.4750	10.3281	10.8246	11.1909	5.5954	4.1691
	94.4950	10.3332	10.8262	11.1969	5.5985	4.1691
	94.5150	10.3382	10.8281	11.2030	5.6015	4.1691
	94.5350	10.3432	10.8293	11.2090	5.6045	4.1691
	94.5550	10.3484	10.8301	11.2153	5.6076	4.1691
	94.5750	10.3533	10.8306	11.2211	5.6106	4.1691
	94.5950	10.3582	10.8299	11.2271	5.6136	4.1691
	94.6150	10.3631	10.8292	11.2330	5.6165	4.1691
	94.6350	10.3682	10.8290	11.2391	5.6196	4.1691
	94.6550	10.3732	10.8297	11.2451	5.6226	4.1691
	94.6750	10.3783	10.8294	11.2512	5.6256	4.1691
	94.6950	10.3832	10.8275	11.2573	5.6286	4.1691
	94.7150	10.3881	10.8243	11.2631	5.6316	4.1691
	94.7350	10.3932	10.8233	11.2693	5.6346	4.1691
	94.7550	10.3981	10.8260	11.2752	5.6376	4.1691
	94.7750	10.4031	10.8305	11.2812	5.6406	4.1691
	94.7950	10.4081	10.8367	11.2872	5.6436	4.1691
	94.8150	10.4131	10.8426	11.2932	5.6466	4.1691
	94.8350	10.4181	10.8474	11.2992	5.6496	4.1691
	94.8550	10.4232	10.8507	11.3053	5.6527	4.1691
	94.8750	10.4282	10.8531	11.3115	5.6557	4.1691
	94.8950	10.4334	10.8538	11.3177	5.6588	4.1691
	94.9150	10.4384	10.8534	11.3237	5.6619	4.1691
	94.9350	10.4432	10.8512	11.3294	5.6647	4.1691
	94.9550	10.4482	10.8486	11.3355	5.6678	4.1691
	94.9750	10.4531	10.8481	11.3414	5.6707	4.1691
	94.9950	10.4582	10.8483	11.3475	5.6738	4.1691
	95.0150	10.4632	10.8491	11.3536	5.6768	4.1691
	95.0350	10.4681	10.8494	11.3595	5.6798	4.1691
	95.0550	10.4731	10.8491	11.3655	5.6828	4.1691
	95.0750	10.4781	10.8488	11.3715	5.6858	4.1691
	95.0950	10.4832	10.8488	11.3776	5.6888	4.1691
	95.1150	10.4881	10.8489	11.3836	5.6918	4.1691
	95.1350	10.4932	10.8486	11.3897	5.6949	4.1691
	95.1550	10.4982	10.8481	11.3957	5.6979	4.1691
	95.1750	10.5032	10.8472	11.4018	5.7009	4.1691
	95.1950	10.5082	10.8465	11.4078	5.7039	4.1691
	95.2150	10.5133	10.8455	11.4139	5.7070	4.1691
	95.2350	10.5184	10.8443	11.4201	5.7101	4.1691
	95.2550	10.5234	10.8422	11.4261	5.7130	4.1691
	95.2750	10.5282	10.8388	11.4319	5.7160	4.1691
	95.2950	10.5331	10.8347	11.4378	5.7189	4.1691
	95.3150	10.5382	10.8313	11.4439	5.7219	4.1691
	95.3350	10.5431	10.8278	11.4498	5.7249	4.1691
	95.3550	10.5482	10.8232	11.4561	5.7280	4.1691
	95.3750	10.5532	10.8177	11.4620	5.7310	4.1691
	95.3950	10.5582	10.8102	11.4680	5.7340	4.1691
	95.4150	10.5632	10.8035	11.4741	5.7371	4.1691
	95.4350	10.5681	10.7964	11.4800	5.7400	4.1691
	95.4550	10.5733	10.7891	11.4862	5.7431	4.1691
	95.4750	10.5782	10.7832	11.4921	5.7461	4.1691
	95.4950	10.5832	10.7780	11.4982	5.7491	4.1691
	95.5150	10.5882	10.7738	11.5042	5.7521	4.1691
	95.5350	10.5932	10.7695	11.5103	5.7551	4.1691
	95.5550	10.5983	10.7650	11.5164	5.7582	4.1691
	95.5750	10.6034	10.7586	11.5225	5.7613	4.1691
	95.5950	10.6084	10.7483	11.5285	5.7643	4.1691
	95.6150	10.6132	10.7358	11.5344	5.7672	4.1691
	95.6350	10.6182	10.7268	11.5403	5.7702	4.1691
	95.6550	10.6232	10.7238	11.5464	5.7732	4.1691
	95.6750	10.6283	10.7255	11.5525	5.7763	4.1691
	95.6950	10.6332	10.7289	11.5584	5.7792	4.1691
	95.7150	10.6382	10.7320	11.5645	5.7822	4.1691
	95.7350	10.6432	10.7351	11.5705	5.7852	4.1691
	95.7550	10.6482	10.7379	11.5765	5.7882	4.1691
	95.7750	10.6531	10.7409	11.5824	5.7912	4.1691
	95.7950	10.6581	10.7432	11.5884	5.7942	4.1691
	95.8150	10.6632	10.7459	11.5945	5.7973	4.1691
	95.8350	10.6680	10.7482	11.6004	5.8002	4.1691
	95.8550	10.6732	10.7497	11.6066	5.8033	4.1691
	95.8750	10.6782	10.7520	11.6126	5.8063	4.1691
	95.8950	10.6833	10.7533	11.6188	5.8094	4.1691
	95.9150	10.6884	10.7550	11.6249	5.8125	4.1691
	95.9350	10.6933	10.7555	11.6308	5.8154	4.1691
	95.9550	10.6982	10.7553	11.6368	5.8184	4.1691
	95.9750	10.7031	10.7557	11.6427	5.8213	4.1691
	95.9950	10.7082	10.7568	11.6488	5.8244	4.1691
	96.0150	10.7132	10.7583	11.6548	5.8274	4.1691
	96.0350	10.7182	10.7593	11.6608	5.8304	4.1691
	96.0550	10.7231	10.7594	11.6667	5.8334	4.1691
	96.0750	10.7282	10.7592	11.6728	5.8364	4.1691
	96.0950	10.7331	10.7599	11.6788	5.8394	4.1691
	96.1150	10.7381	10.7605	11.6848	5.8424	4.1691
	96.1350	10.7432	10.7612	11.6909	5.8454	4.1691
	96.1550	10.7482	10.7621	11.6969	5.8485	4.1691
	96.1750	10.7532	10.7629	11.7029	5.8515	4.1691
	96.1950	10.7581	10.7633	11.7089	5.8545	4.1691
	96.2150	10.7633	10.7640	11.7151	5.8576	4.1691
	96.2350	10.7683	10.7653	11.7211	5.8606	4.1691
	96.2550	10.7734	10.7666	11.7274	5.8637	4.1691
	96.2750	10.7783	10.7677	11.7332	5.8666	4.1691
	96.2950	10.7831	10.7675	11.7390	5.8695	4.1691
	96.3150	10.7881	10.7685	11.7450	5.8725	4.1691
	96.3350	10.7931	10.7706	11.7510	5.8755	4.1691
	96.3550	10.7982	10.7728	11.7573	5.8786	4.1691
	96.3750	10.8031	10.7745	11.7631	5.8816	4.1691
	96.3950	10.8081	10.7748	11.7691	5.8846	4.1691
	96.4150	10.8131	10.7753	11.7752	5.8876	4.1691
	96.4350	10.8182	10.7763	11.7813	5.8906	4.1691
	96.4550	10.8231	10.7776	11.7873	5.8936	4.1691
	96.4750	10.8282	10.7782	11.7933	5.8967	4.1691
	96.4950	10.8332	10.7791	11.7994	5.8997	4.1691
	96.5150	10.8382	10.7799	11.8054	5.9027	4.1691
	96.5350	10.8432	10.7806	11.8114	5.9057	4.1691
	96.5550	10.8482	10.7816	11.8175	5.9087	4.1691
	96.5750	10.8533	10.7828	11.8236	5.9118	4.1691
	96.5950	10.8583	10.7840	11.8296	5.9148	4.1691
	96.6150	10.8632	10.7840	11.8356	5.9178	4.1691
	96.6350	10.8681	10.7835	11.8414	5.9207	4.1691
	96.6550	10.8730	10.7836	11.8474	5.9237	4.1691
	96.6750	10.8781	10.7851	11.8534	5.9267	4.1691
	96.6950	10.8831	10.7862	11.8595	5.9298	4.1691
	96.7150	10.8882	10.7867	11.8656	5.9328	4.1691
	96.7350	10.8930	10.7857	11.8715	5.9357	4.1691
	96.7550	10.8982	10.7844	11.8777	5.9388	4.1691
	96.7750	10.9031	10.7841	11.8836	5.9418	4.1691
	96.7950	10.9081	10.7830	11.8896	5.9448	4.1691
	96.8150	10.9131	10.7823	11.8957	5.9478	4.1691
	96.8350	10.9181	10.7806	11.9017	5.9508	4.1691
	96.8550	10.9231	10.7785	11.9077	5.9539	4.1691
	96.8750	10.9281	10.7763	11.9137	5.9569	4.1691
	96.8950	10.9333	10.7744	11.9199	5.9600	4.1691
	96.9150	10.9383	10.7730	11.9260	5.9630	4.1691
	96.9350	10.9434	10.7718	11.9321	5.9661	4.1691
	96.9550	10.9483	10.7704	11.9380	5.9690	4.1691
	96.9750	10.9532	10.7684	11.9439	5.9720	4.1691
	96.9950	10.9581	10.7680	11.9499	5.9750	4.1691
	97.0150	10.9631	10.7685	11.9559	5.9780	4.1691
	97.0350	10.9682	10.7693	11.9620	5.9810	4.1691
	97.0550	10.9732	10.7696	11.9680	5.9840	4.1691
	97.0750	10.9781	10.7690	11.9740	5.9870	4.1691
	97.0950	10.9831	10.7680	11.9800	5.9900	4.1691
	97.1150	10.9882	10.7670	11.9861	5.9931	4.1691
	97.1350	10.9932	10.7648	11.9921	5.9960	4.1691
	97.1550	10.9983	10.7618	11.9983	5.9991	4.1691
	97.1750	11.0032	10.7599	12.0042	6.0021	4.1691
	97.1950	11.0083	10.7590	12.0103	6.0052	4.1691
	97.2150	11.0133	10.7602	12.0163	6.0082	4.1691
	97.2350	11.0183	10.7619	12.0223	6.0112	4.1691
	97.2550	11.0235	10.7645	12.0287	6.0143	4.1691
	97.2750	11.0284	10.7673	12.0345	6.0173	4.1691
	97.2950	11.0333	10.7683	12.0405	6.0202	4.1691
	97.3150	11.0382	10.7688	12.0463	6.0232	4.1691
	97.3350	11.0431	10.7691	12.0523	6.0262	4.1691
	97.3550	11.0482	10.7701	12.0584	6.0292	4.1691
	97.3750	11.0532	10.7704	12.0645	6.0322	4.1691
	97.3950	11.0582	10.7692	12.0705	6.0353	4.1691
	97.4150	11.0631	10.7656	12.0764	6.0382	4.1691
	97.4350	11.0682	10.7600	12.0825	6.0413	4.1691
	97.4550	11.0732	10.7537	12.0885	6.0442	4.1691
	97.4750	11.0782	10.7511	12.0945	6.0473	4.1691
	97.4950	11.0831	10.7552	12.1005	6.0502	4.1691
	97.5150	11.0882	10.7636	12.1066	6.0533	4.1691
	97.5350	11.0931	10.7738	12.1126	6.0563	4.1691
	97.5550	11.0982	10.7833	12.1186	6.0593	4.1691
	97.5750	11.1032	10.7916	12.1246	6.0623	4.1691
	97.5950	11.1083	10.7977	12.1308	6.0654	4.1691
	97.6150	11.1134	10.8030	12.1369	6.0685	4.1691
	97.6350	11.1181	10.8062	12.1426	6.0713	4.1691
	97.6550	11.1232	10.8074	12.1488	6.0744	4.1691
	97.6750	11.1282	10.8084	12.1547	6.0774	4.1691
	97.6950	11.1332	10.8079	12.1608	6.0804	4.1691
	97.7150	11.1382	10.8063	12.1668	6.0834	4.1691
	97.7350	11.1431	10.8026	12.1727	6.0864	4.1691
	97.7550	11.1481	10.7990	12.1787	6.0894	4.1691
	97.7750	11.1531	10.7965	12.1848	6.0924	4.1691
	97.7950	11.1582	10.7953	12.1909	6.0955	4.1691
	97.8150	11.1631	10.7944	12.1968	6.0984	4.1691
	97.8350	11.1681	10.7937	12.2029	6.1014	4.1691
	97.8550	11.1731	10.7940	12.2089	6.1045	4.1691
	97.8750	11.1782	10.7941	12.2150	6.1075	4.1691
	97.8950	11.1832	10.7947	12.2211	6.1106	4.1691
	97.9150	11.1883	10.7952	12.2271	6.1136	4.1691
	97.9350	11.1934	10.7955	12.2334	6.1167	4.1691
