Radial Modelled (mm)	 Height Modelled (mm)
1.4973331689834600	-0.002539207460358740
1.5071454048156700	-0.0026332284323871100
1.5169575214386000	-0.0027243709191680000
1.5267696380615200	-0.0028122456278652000
1.5375629663467400	-0.0028969573322683600
1.547375202178960	-0.002979945158585910
1.5571873188018800	-0.0030606393702328200
1.5669994354248000	-0.0031382455490529500
1.5777928829193100	-0.0032127038575708900
1.5876049995422400	-0.0032856178004294600
1.5974171161651600	-0.0033570928499102600
1.6072293519973800	-0.0034259746316820400
1.6180226802825900	-0.0034916482400149100
1.6278347969055200	-0.0035554030910134300
1.6376467943191500	-0.003618483431637290
1.6474590301513700	-0.003678925335407260
1.6582523584365800	-0.0037375385873019700
1.6680644750595100	-0.0037946226075291600
1.6778767108917200	-0.003850117791444060
1.6876888275146500	-0.003903469070792200
