3	Time/s	Displacement/mm	Force/kN	Tensile strain (Strain 1)/%	Tensile displacement/mm	Strain 1/%
	0.7600	0.0607	0.4773	0.0244	0.0122	0.0244
	0.7800	0.0627	0.4909	0.0252	0.0126	0.0252
	0.8000	0.0644	0.5059	0.0261	0.0130	0.0261
	0.8200	0.0660	0.5206	0.0269	0.0135	0.0269
	0.8400	0.0677	0.5342	0.0277	0.0138	0.0277
	0.8600	0.0692	0.5476	0.0285	0.0142	0.0285
	0.8800	0.0709	0.5605	0.0292	0.0146	0.0292
	0.9000	0.0726	0.5737	0.0300	0.0150	0.0300
	0.9200	0.0743	0.5876	0.0307	0.0154	0.0307
	0.9400	0.0761	0.6016	0.0316	0.0158	0.0316
	0.9600	0.0779	0.6164	0.0324	0.0162	0.0324
	0.9800	0.0795	0.6310	0.0333	0.0166	0.0333
	1.0000	0.0811	0.6444	0.0340	0.0170	0.0340
	1.0200	0.0827	0.6576	0.0348	0.0174	0.0348
	1.0400	0.0843	0.6705	0.0356	0.0178	0.0356
	1.0600	0.0860	0.6836	0.0363	0.0182	0.0363
	1.0800	0.0876	0.6972	0.0371	0.0186	0.0371
	1.1000	0.0891	0.7104	0.0379	0.0189	0.0379
	1.1200	0.0909	0.7236	0.0386	0.0193	0.0386
	1.1400	0.0925	0.7376	0.0395	0.0197	0.0395
	1.1600	0.0942	0.7512	0.0403	0.0202	0.0403
	1.1800	0.0958	0.7646	0.0411	0.0205	0.0411
	1.2000	0.0975	0.7782	0.0418	0.0209	0.0418
	1.2200	0.0991	0.7916	0.0426	0.0213	0.0426
	1.2400	0.1008	0.8052	0.0434	0.0217	0.0434
	1.2600	0.1023	0.8185	0.0442	0.0221	0.0442
	1.2800	0.1041	0.8315	0.0449	0.0225	0.0449
	1.3000	0.1059	0.8457	0.0458	0.0229	0.0458
	1.3200	0.1076	0.8604	0.0466	0.0233	0.0466
	1.3400	0.1092	0.8742	0.0474	0.0237	0.0474
	1.3600	0.1108	0.8875	0.0482	0.0241	0.0482
	1.3800	0.1124	0.9004	0.0490	0.0245	0.0490
	1.4000	0.1141	0.9136	0.0497	0.0249	0.0497
	1.4200	0.1157	0.9268	0.0505	0.0252	0.0505
	1.4400	0.1174	0.9399	0.0513	0.0256	0.0513
	1.4600	0.1193	0.9539	0.0521	0.0260	0.0521
	1.4800	0.1209	0.9687	0.0530	0.0265	0.0530
	1.5000	0.1225	0.9824	0.0538	0.0269	0.0538
	1.5200	0.1242	0.9956	0.0545	0.0273	0.0545
	1.5400	0.1257	1.0085	0.0553	0.0276	0.0553
	1.5600	0.1274	1.0212	0.0560	0.0280	0.0560
	1.5800	0.1291	1.0345	0.0568	0.0284	0.0568
	1.6000	0.1308	1.0483	0.0576	0.0288	0.0576
	1.6200	0.1326	1.0622	0.0584	0.0292	0.0584
	1.6400	0.1343	1.0764	0.0593	0.0296	0.0593
	1.6600	0.1359	1.0899	0.0601	0.0300	0.0601
	1.6800	0.1376	1.1026	0.0608	0.0304	0.0608
	1.7000	0.1392	1.1155	0.0616	0.0308	0.0616
	1.7200	0.1409	1.1288	0.0623	0.0312	0.0623
	1.7400	0.1427	1.1423	0.0631	0.0316	0.0631
	1.7600	0.1442	1.1558	0.0640	0.0320	0.0640
	1.7800	0.1459	1.1686	0.0647	0.0323	0.0647
	1.8000	0.1476	1.1818	0.0654	0.0327	0.0654
	1.8200	0.1493	1.1953	0.0662	0.0331	0.0662
	1.8400	0.1509	1.2085	0.0670	0.0335	0.0670
	1.8600	0.1526	1.2216	0.0678	0.0339	0.0678
	1.8800	0.1543	1.2349	0.0686	0.0343	0.0686
	1.9000	0.1560	1.2481	0.0693	0.0347	0.0693
	1.9200	0.1576	1.2612	0.0701	0.0350	0.0701
	1.9400	0.1592	1.2736	0.0708	0.0354	0.0708
	1.9600	0.1610	1.2861	0.0715	0.0358	0.0715
	1.9800	0.1628	1.2998	0.0724	0.0362	0.0724
	2.0000	0.1644	1.3137	0.0732	0.0366	0.0732
	2.0200	0.1661	1.3268	0.0740	0.0370	0.0740
	2.0400	0.1677	1.3395	0.0747	0.0373	0.0747
	2.0600	0.1693	1.3516	0.0754	0.0377	0.0754
	2.0800	0.1708	1.3636	0.0761	0.0381	0.0761
	2.1000	0.1724	1.3755	0.0768	0.0384	0.0768
	2.1200	0.1742	1.3875	0.0775	0.0387	0.0775
	2.1400	0.1760	1.4007	0.0783	0.0391	0.0783
	2.1600	0.1776	1.4145	0.0791	0.0396	0.0791
	2.1800	0.1792	1.4271	0.0798	0.0399	0.0798
	2.2000	0.1808	1.4393	0.0806	0.0403	0.0806
	2.2200	0.1824	1.4510	0.0813	0.0406	0.0813
	2.2400	0.1840	1.4628	0.0820	0.0410	0.0820
	2.2600	0.1857	1.4751	0.0827	0.0413	0.0827
	2.2800	0.1874	1.4876	0.0834	0.0417	0.0834
	2.3000	0.1893	1.5006	0.0842	0.0421	0.0842
	2.3200	0.1909	1.5143	0.0850	0.0425	0.0850
	2.3400	0.1925	1.5269	0.0858	0.0429	0.0858
	2.3600	0.1942	1.5387	0.0864	0.0432	0.0864
	2.3800	0.1958	1.5506	0.0871	0.0436	0.0871
	2.4000	0.1974	1.5622	0.0878	0.0439	0.0878
	2.4200	0.1992	1.5744	0.0886	0.0443	0.0886
	2.4400	0.2008	1.5869	0.0893	0.0446	0.0893
	2.4600	0.2025	1.5988	0.0900	0.0450	0.0900
	2.4800	0.2042	1.6114	0.0908	0.0454	0.0908
	2.5000	0.2059	1.6240	0.0915	0.0457	0.0915
	2.5200	0.2076	1.6361	0.0922	0.0461	0.0922
	2.5400	0.2092	1.6482	0.0929	0.0465	0.0929
	2.5600	0.2108	1.6599	0.0936	0.0468	0.0936
	2.5800	0.2125	1.6717	0.0943	0.0471	0.0943
	2.6000	0.2141	1.6835	0.0950	0.0475	0.0950
	2.6200	0.2157	1.6949	0.0957	0.0478	0.0957
	2.6400	0.2176	1.7069	0.0964	0.0482	0.0964
	2.6600	0.2193	1.7198	0.0971	0.0486	0.0971
	2.6800	0.2209	1.7322	0.0979	0.0489	0.0979
	2.7000	0.2226	1.7440	0.0986	0.0493	0.0986
	2.7200	0.2241	1.7552	0.0992	0.0496	0.0992
	2.7400	0.2258	1.7663	0.0999	0.0500	0.0999
	2.7600	0.2274	1.7779	0.1006	0.0503	0.1006
	2.7800	0.2290	1.7892	0.1013	0.0506	0.1013
	2.8000	0.2309	1.8008	0.1020	0.0510	0.1020
	2.8200	0.2327	1.8137	0.1027	0.0514	0.1027
	2.8400	0.2343	1.8263	0.1035	0.0517	0.1035
	2.8600	0.2359	1.8375	0.1041	0.0521	0.1041
	2.8800	0.2375	1.8485	0.1048	0.0524	0.1048
	2.9000	0.2392	1.8592	0.1054	0.0527	0.1054
	2.9200	0.2409	1.8704	0.1061	0.0530	0.1061
	2.9400	0.2426	1.8820	0.1068	0.0534	0.1068
	2.9600	0.2444	1.8936	0.1075	0.0537	0.1075
	2.9800	0.2462	1.9056	0.1082	0.0541	0.1082
	3.0000	0.2477	1.9175	0.1088	0.0544	0.1088
	3.0200	0.2493	1.9280	0.1095	0.0547	0.1095
	3.0400	0.2510	1.9384	0.1101	0.0551	0.1101
	3.0600	0.2526	1.9489	0.1108	0.0554	0.1108
	3.0800	0.2543	1.9594	0.1114	0.0557	0.1114
	3.1000	0.2559	1.9703	0.1120	0.0560	0.1120
	3.1200	0.2575	1.9808	0.1126	0.0563	0.1126
	3.1400	0.2592	1.9909	0.1133	0.0566	0.1133
	3.1600	0.2609	2.0016	0.1139	0.0570	0.1139
	3.1800	0.2625	2.0122	0.1145	0.0573	0.1145
	3.2000	0.2642	2.0224	0.1151	0.0576	0.1151
	3.2200	0.2659	2.0328	0.1157	0.0579	0.1157
	3.2400	0.2675	2.0430	0.1163	0.0582	0.1163
	3.2600	0.2692	2.0530	0.1170	0.0585	0.1170
	3.2800	0.2707	2.0627	0.1175	0.0588	0.1175
	3.3000	0.2724	2.0718	0.1181	0.0590	0.1181
	3.3200	0.2743	2.0815	0.1187	0.0593	0.1187
	3.3400	0.2759	2.0923	0.1193	0.0597	0.1193
	3.3600	0.2776	2.1023	0.1199	0.0599	0.1199
	3.3800	0.2792	2.1119	0.1205	0.0602	0.1205
	3.4000	0.2808	2.1213	0.1210	0.0605	0.1210
	3.4200	0.2824	2.1306	0.1216	0.0608	0.1216
	3.4400	0.2840	2.1400	0.1221	0.0611	0.1221
	3.4600	0.2856	2.1494	0.1227	0.0614	0.1227
	3.4800	0.2875	2.1593	0.1234	0.0617	0.1234
	3.5000	0.2893	2.1705	0.1240	0.0620	0.1240
	3.5200	0.2909	2.1814	0.1246	0.0623	0.1246
	3.5400	0.2926	2.1910	0.1252	0.0626	0.1252
	3.5600	0.2941	2.2004	0.1258	0.0629	0.1258
	3.5800	0.2957	2.2094	0.1263	0.0632	0.1263
	3.6000	0.2974	2.2188	0.1269	0.0635	0.1269
	3.6200	0.2991	2.2286	0.1275	0.0637	0.1275
	3.6400	0.3009	2.2386	0.1281	0.0640	0.1281
	3.6600	0.3027	2.2493	0.1287	0.0644	0.1287
	3.6800	0.3042	2.2599	0.1293	0.0647	0.1293
	3.7000	0.3059	2.2692	0.1299	0.0650	0.1299
	3.7200	0.3075	2.2786	0.1305	0.0652	0.1305
	3.7400	0.3091	2.2880	0.1310	0.0655	0.1310
	3.7600	0.3109	2.2976	0.1316	0.0658	0.1316
	3.7800	0.3125	2.3077	0.1322	0.0661	0.1322
	3.8000	0.3141	2.3173	0.1328	0.0664	0.1328
	3.8200	0.3159	2.3270	0.1334	0.0667	0.1334
	3.8400	0.3176	2.3374	0.1340	0.0670	0.1340
	3.8600	0.3193	2.3475	0.1346	0.0673	0.1346
	3.8800	0.3210	2.3574	0.1352	0.0676	0.1352
	3.9000	0.3226	2.3672	0.1358	0.0679	0.1358
	3.9200	0.3243	2.3767	0.1364	0.0682	0.1364
	3.9400	0.3259	2.3864	0.1369	0.0685	0.1369
	3.9600	0.3275	2.3957	0.1375	0.0688	0.1375
	3.9800	0.3293	2.4050	0.1381	0.0690	0.1381
	4.0000	0.3312	2.4156	0.1387	0.0693	0.1387
	4.0200	0.3328	2.4266	0.1393	0.0697	0.1393
	4.0400	0.3345	2.4365	0.1399	0.0700	0.1399
	4.0600	0.3361	2.4458	0.1405	0.0702	0.1405
	4.0800	0.3376	2.4545	0.1410	0.0705	0.1410
	4.1000	0.3392	2.4631	0.1415	0.0708	0.1415
	4.1200	0.3407	2.4721	0.1420	0.0710	0.1420
	4.1400	0.3424	2.4811	0.1425	0.0713	0.1425
	4.1600	0.3443	2.4910	0.1432	0.0716	0.1432
	4.1800	0.3459	2.5016	0.1438	0.0719	0.1438
	4.2000	0.3475	2.5112	0.1444	0.0722	0.1444
	4.2200	0.3491	2.5201	0.1449	0.0725	0.1449
	4.2400	0.3507	2.5289	0.1454	0.0727	0.1454
	4.2600	0.3524	2.5376	0.1460	0.0730	0.1460
	4.2800	0.3541	2.5470	0.1465	0.0733	0.1465
	4.3000	0.3558	2.5569	0.1471	0.0736	0.1471
	4.3200	0.3576	2.5666	0.1477	0.0739	0.1477
	4.3400	0.3593	2.5768	0.1483	0.0742	0.1483
	4.3600	0.3609	2.5863	0.1489	0.0744	0.1489
	4.3800	0.3625	2.5946	0.1494	0.0747	0.1494
	4.4000	0.3641	2.6031	0.1498	0.0749	0.1498
	4.4200	0.3658	2.6118	0.1504	0.0752	0.1504
	4.4400	0.3675	2.6209	0.1509	0.0754	0.1509
	4.4600	0.3691	2.6303	0.1515	0.0758	0.1515
	4.4800	0.3707	2.6387	0.1520	0.0760	0.1520
	4.5000	0.3725	2.6474	0.1525	0.0763	0.1525
	4.5200	0.3742	2.6569	0.1531	0.0765	0.1531
	4.5400	0.3758	2.6659	0.1536	0.0768	0.1536
	4.5600	0.3776	2.6748	0.1541	0.0771	0.1541
	4.5800	0.3792	2.6839	0.1547	0.0773	0.1547
	4.6000	0.3809	2.6926	0.1552	0.0776	0.1552
	4.6200	0.3825	2.7013	0.1557	0.0779	0.1557
	4.6400	0.3841	2.7096	0.1563	0.0781	0.1563
	4.6600	0.3859	2.7179	0.1567	0.0784	0.1567
	4.6800	0.3877	2.7277	0.1573	0.0787	0.1573
	4.7000	0.3893	2.7373	0.1579	0.0790	0.1579
	4.7200	0.3910	2.7463	0.1584	0.0792	0.1584
	4.7400	0.3926	2.7549	0.1590	0.0795	0.1590
	4.7600	0.3942	2.7632	0.1594	0.0797	0.1594
	4.7800	0.3959	2.7718	0.1600	0.0800	0.1600
	4.8000	0.3974	2.7805	0.1605	0.0802	0.1605
	4.8200	0.3992	2.7890	0.1610	0.0805	0.1610
	4.8400	0.4011	2.7985	0.1616	0.0808	0.1616
	4.8600	0.4027	2.8085	0.1622	0.0811	0.1622
	4.8800	0.4044	2.8174	0.1627	0.0814	0.1627
	4.9000	0.4060	2.8259	0.1632	0.0816	0.1632
	4.9200	0.4076	2.8341	0.1638	0.0819	0.1638
	4.9400	0.4093	2.8426	0.1643	0.0821	0.1643
	4.9600	0.4110	2.8516	0.1648	0.0824	0.1648
	4.9800	0.4127	2.8605	0.1653	0.0827	0.1653
	5.0000	0.4145	2.8699	0.1659	0.0829	0.1659
	5.0200	0.4161	2.8796	0.1664	0.0832	0.1664
	5.0400	0.4177	2.8882	0.1670	0.0835	0.1670
	5.0600	0.4194	2.8963	0.1675	0.0837	0.1675
	5.0800	0.4210	2.9049	0.1680	0.0840	0.1680
	5.1000	0.4226	2.9133	0.1685	0.0843	0.1685
	5.1200	0.4243	2.9221	0.1690	0.0845	0.1690
	5.1400	0.4258	2.9307	0.1696	0.0848	0.1696
	5.1600	0.4275	2.9388	0.1701	0.0850	0.1701
	5.1800	0.4292	2.9477	0.1706	0.0853	0.1706
	5.2000	0.4308	2.9569	0.1711	0.0856	0.1711
	5.2200	0.4325	2.9656	0.1717	0.0858	0.1717
	5.2400	0.4342	2.9745	0.1722	0.0861	0.1722
	5.2600	0.4358	2.9834	0.1727	0.0864	0.1727
	5.2800	0.4375	2.9920	0.1733	0.0866	0.1733
	5.3000	0.4391	3.0005	0.1738	0.0869	0.1738
	5.3200	0.4407	3.0088	0.1743	0.0871	0.1743
	5.3400	0.4426	3.0177	0.1748	0.0874	0.1748
	5.3600	0.4443	3.0277	0.1754	0.0877	0.1754
	5.3800	0.4460	3.0374	0.1760	0.0880	0.1760
	5.4000	0.4476	3.0463	0.1765	0.0883	0.1765
	5.4200	0.4492	3.0545	0.1770	0.0885	0.1770
	5.4400	0.4508	3.0623	0.1775	0.0887	0.1775
	5.4600	0.4524	3.0705	0.1780	0.0890	0.1780
	5.4800	0.4540	3.0789	0.1785	0.0892	0.1785
	5.5000	0.4559	3.0877	0.1790	0.0895	0.1790
	5.5200	0.4577	3.0979	0.1796	0.0898	0.1796
	5.5400	0.4593	3.1079	0.1803	0.0901	0.1803
	5.5600	0.4609	3.1164	0.1808	0.0904	0.1808
	5.5800	0.4625	3.1244	0.1813	0.0906	0.1813
	5.6000	0.4641	3.1323	0.1817	0.0909	0.1817
	5.6200	0.4658	3.1407	0.1822	0.0911	0.1822
	5.6400	0.4674	3.1497	0.1828	0.0914	0.1828
	5.6600	0.4692	3.1587	0.1833	0.0917	0.1833
	5.6800	0.4711	3.1682	0.1839	0.0920	0.1839
	5.7000	0.4726	3.1779	0.1845	0.0922	0.1845
	5.7200	0.4742	3.1863	0.1850	0.0925	0.1850
	5.7400	0.4759	3.1944	0.1855	0.0927	0.1855
	5.7600	0.4775	3.2026	0.1860	0.0930	0.1860
	5.7800	0.4792	3.2112	0.1865	0.0933	0.1865
	5.8000	0.4809	3.2204	0.1871	0.0935	0.1871
	5.8200	0.4825	3.2294	0.1876	0.0938	0.1876
	5.8400	0.4843	3.2380	0.1881	0.0941	0.1881
	5.8600	0.4860	3.2473	0.1887	0.0944	0.1887
	5.8800	0.4876	3.2562	0.1893	0.0946	0.1893
	5.9000	0.4893	3.2648	0.1898	0.0949	0.1898
	5.9200	0.4910	3.2736	0.1903	0.0951	0.1903
	5.9400	0.4926	3.2822	0.1908	0.0954	0.1908
	5.9600	0.4943	3.2909	0.1914	0.0957	0.1914
	5.9800	0.4959	3.2996	0.1919	0.0959	0.1919
	6.0000	0.4976	3.3079	0.1924	0.0962	0.1924
	6.0200	0.4995	3.3172	0.1929	0.0965	0.1929
	6.0400	0.5011	3.3271	0.1935	0.0968	0.1935
	6.0600	0.5028	3.3358	0.1940	0.0970	0.1940
	6.0800	0.5044	3.3443	0.1946	0.0973	0.1946
	6.1000	0.5060	3.3523	0.1950	0.0975	0.1950
	6.1200	0.5076	3.3602	0.1956	0.0978	0.1956
	6.1400	0.5092	3.3685	0.1961	0.0980	0.1961
	6.1600	0.5108	3.3766	0.1966	0.0983	0.1966
	6.1800	0.5126	3.3853	0.1971	0.0985	0.1971
	6.2000	0.5143	3.3949	0.1976	0.0988	0.1976
	6.2200	0.5159	3.4039	0.1982	0.0991	0.1982
	6.2400	0.5175	3.4120	0.1987	0.0993	0.1987
	6.2600	0.5191	3.4200	0.1992	0.0996	0.1992
	6.2800	0.5208	3.4283	0.1997	0.0998	0.1997
	6.3000	0.5225	3.4370	0.2002	0.1001	0.2002
	6.3200	0.5241	3.4458	0.2008	0.1004	0.2008
	6.3400	0.5259	3.4545	0.2013	0.1006	0.2013
	6.3600	0.5277	3.4639	0.2018	0.1009	0.2018
	6.3800	0.5292	3.4729	0.2024	0.1012	0.2024
	6.4000	0.5308	3.4808	0.2029	0.1014	0.2029
	6.4200	0.5325	3.4888	0.2034	0.1017	0.2034
	6.4400	0.5341	3.4971	0.2038	0.1019	0.2038
	6.4600	0.5359	3.5056	0.2044	0.1022	0.2044
	6.4800	0.5374	3.5143	0.2049	0.1025	0.2049
	6.5000	0.5391	3.5227	0.2054	0.1027	0.2054
	6.5200	0.5409	3.5312	0.2059	0.1030	0.2059
	6.5400	0.5425	3.5405	0.2065	0.1032	0.2065
	6.5600	0.5442	3.5493	0.2070	0.1035	0.2070
	6.5800	0.5459	3.5579	0.2075	0.1038	0.2075
	6.6000	0.5476	3.5667	0.2081	0.1040	0.2081
	6.6200	0.5492	3.5753	0.2086	0.1043	0.2086
	6.6400	0.5508	3.5836	0.2091	0.1046	0.2091
	6.6600	0.5523	3.5918	0.2096	0.1048	0.2096
	6.6800	0.5541	3.5998	0.2101	0.1051	0.2101
	6.7000	0.5559	3.6090	0.2106	0.1053	0.2106
	6.7200	0.5576	3.6188	0.2112	0.1056	0.2112
	6.7400	0.5593	3.6278	0.2118	0.1059	0.2118
	6.7600	0.5609	3.6365	0.2124	0.1062	0.2124
	6.7800	0.5625	3.6446	0.2129	0.1064	0.2129
	6.8000	0.5641	3.6527	0.2134	0.1067	0.2134
	6.8200	0.5657	3.6609	0.2139	0.1069	0.2139
	6.8400	0.5674	3.6692	0.2143	0.1072	0.2143
	6.8600	0.5694	3.6785	0.2149	0.1074	0.2149
	6.8800	0.5711	3.6887	0.2155	0.1078	0.2155
	6.9000	0.5727	3.6980	0.2161	0.1080	0.2161
	6.9200	0.5743	3.7065	0.2166	0.1083	0.2166
	6.9400	0.5759	3.7145	0.2171	0.1085	0.2171
	6.9600	0.5775	3.7223	0.2175	0.1088	0.2175
	6.9800	0.5793	3.7311	0.2181	0.1091	0.2181
	7.0000	0.5809	3.7402	0.2187	0.1093	0.2187
	7.0200	0.5828	3.7495	0.2192	0.1096	0.2192
	7.0400	0.5846	3.7595	0.2198	0.1099	0.2198
	7.0600	0.5861	3.7685	0.2204	0.1102	0.2204
	7.0800	0.5877	3.7763	0.2209	0.1104	0.2209
	7.1000	0.5893	3.7842	0.2214	0.1107	0.2214
	7.1200	0.5909	3.7924	0.2219	0.1109	0.2219
	7.1400	0.5926	3.8009	0.2224	0.1112	0.2224
	7.1600	0.5942	3.8097	0.2229	0.1115	0.2229
	7.1800	0.5958	3.8181	0.2234	0.1117	0.2234
	7.2000	0.5976	3.8271	0.2240	0.1120	0.2240
	7.2200	0.5992	3.8362	0.2245	0.1123	0.2245
	7.2400	0.6008	3.8447	0.2251	0.1125	0.2251
	7.2600	0.6025	3.8534	0.2256	0.1128	0.2256
	7.2800	0.6042	3.8622	0.2261	0.1131	0.2261
	7.3000	0.6059	3.8709	0.2267	0.1133	0.2267
	7.3200	0.6075	3.8798	0.2272	0.1136	0.2272
	7.3400	0.6091	3.8883	0.2278	0.1139	0.2278
	7.3600	0.6109	3.8968	0.2283	0.1141	0.2283
	7.3800	0.6127	3.9064	0.2289	0.1144	0.2289
	7.4000	0.6142	3.9157	0.2294	0.1147	0.2294
	7.4200	0.6159	3.9243	0.2299	0.1150	0.2299
	7.4400	0.6175	3.9328	0.2305	0.1152	0.2305
	7.4600	0.6191	3.9408	0.2309	0.1155	0.2309
	7.4800	0.6208	3.9492	0.2315	0.1157	0.2315
	7.5000	0.6224	3.9578	0.2320	0.1160	0.2320
	7.5200	0.6241	3.9663	0.2326	0.1163	0.2326
	7.5400	0.6260	3.9759	0.2331	0.1166	0.2331
	7.5600	0.6276	3.9861	0.2338	0.1169	0.2338
	7.5800	0.6292	3.9949	0.2343	0.1171	0.2343
	7.6000	0.6308	4.0031	0.2348	0.1174	0.2348
	7.6200	0.6324	4.0112	0.2353	0.1177	0.2353
	7.6400	0.6341	4.0194	0.2358	0.1179	0.2358
	7.6600	0.6358	4.0284	0.2364	0.1182	0.2364
	7.6800	0.6375	4.0373	0.2369	0.1185	0.2369
	7.7000	0.6393	4.0464	0.2375	0.1187	0.2375
	7.7200	0.6410	4.0562	0.2381	0.1190	0.2381
	7.7400	0.6425	4.0651	0.2386	0.1193	0.2386
	7.7600	0.6442	4.0733	0.2391	0.1196	0.2391
	7.7800	0.6458	4.0818	0.2396	0.1198	0.2396
	7.8000	0.6475	4.0905	0.2402	0.1201	0.2402
	7.8200	0.6493	4.0995	0.2407	0.1204	0.2407
	7.8400	0.6508	4.1085	0.2413	0.1207	0.2413
	7.8600	0.6525	4.1170	0.2418	0.1209	0.2418
	7.8800	0.6543	4.1261	0.2424	0.1212	0.2424
	7.9000	0.6559	4.1354	0.2430	0.1215	0.2430
	7.9200	0.6576	4.1442	0.2435	0.1218	0.2435
	7.9400	0.6593	4.1532	0.2441	0.1220	0.2441
	7.9600	0.6610	4.1621	0.2446	0.1223	0.2446
	7.9800	0.6627	4.1707	0.2451	0.1226	0.2451
	8.0000	0.6642	4.1795	0.2457	0.1228	0.2457
	8.0200	0.6659	4.1878	0.2462	0.1231	0.2462
	8.0400	0.6678	4.1966	0.2467	0.1234	0.2467
	8.0600	0.6695	4.2067	0.2474	0.1237	0.2474
	8.0800	0.6711	4.2162	0.2480	0.1240	0.2480
	8.1000	0.6728	4.2250	0.2485	0.1243	0.2485
	8.1200	0.6743	4.2333	0.2490	0.1245	0.2490
	8.1400	0.6759	4.2411	0.2495	0.1247	0.2495
	8.1600	0.6774	4.2491	0.2500	0.1250	0.2500
	8.1800	0.6790	4.2572	0.2505	0.1253	0.2505
	8.2000	0.6808	4.2656	0.2510	0.1255	0.2510
	8.2200	0.6827	4.2755	0.2516	0.1258	0.2516
	8.2400	0.6842	4.2858	0.2523	0.1261	0.2523
	8.2600	0.6859	4.2947	0.2528	0.1264	0.2528
	8.2800	0.6875	4.3033	0.2533	0.1267	0.2533
	8.3000	0.6891	4.3115	0.2539	0.1269	0.2539
	8.3200	0.6908	4.3200	0.2544	0.1272	0.2544
	8.3400	0.6925	4.3292	0.2550	0.1275	0.2550
	8.3600	0.6942	4.3385	0.2556	0.1278	0.2556
	8.3800	0.6961	4.3481	0.2562	0.1281	0.2562
	8.4000	0.6977	4.3580	0.2568	0.1284	0.2568
	8.4200	0.6992	4.3665	0.2573	0.1287	0.2573
	8.4400	0.7008	4.3746	0.2578	0.1289	0.2578
	8.4600	0.7024	4.3829	0.2583	0.1291	0.2583
	8.4800	0.7042	4.3916	0.2588	0.1294	0.2588
	8.5000	0.7059	4.4008	0.2594	0.1297	0.2594
	8.5200	0.7074	4.4099	0.2600	0.1300	0.2600
	8.5400	0.7092	4.4186	0.2605	0.1303	0.2605
	8.5600	0.7109	4.4281	0.2611	0.1306	0.2611
	8.5800	0.7125	4.4375	0.2617	0.1309	0.2617
	8.6000	0.7142	4.4462	0.2623	0.1311	0.2623
	8.6200	0.7159	4.4553	0.2628	0.1314	0.2628
	8.6400	0.7176	4.4642	0.2634	0.1317	0.2634
	8.6600	0.7192	4.4732	0.2639	0.1320	0.2639
	8.6800	0.7208	4.4819	0.2645	0.1322	0.2645
	8.7000	0.7225	4.4902	0.2650	0.1325	0.2650
	8.7200	0.7243	4.4992	0.2656	0.1328	0.2656
	8.7400	0.7260	4.5092	0.2662	0.1331	0.2662
	8.7600	0.7276	4.5185	0.2668	0.1334	0.2668
	8.7800	0.7293	4.5273	0.2673	0.1337	0.2673
	8.8000	0.7309	4.5360	0.2678	0.1339	0.2678
	8.8200	0.7325	4.5444	0.2684	0.1342	0.2684
	8.8400	0.7341	4.5531	0.2689	0.1345	0.2689
	8.8600	0.7357	4.5616	0.2695	0.1347	0.2695
	8.8800	0.7376	4.5705	0.2701	0.1350	0.2701
	8.9000	0.7394	4.5807	0.2707	0.1353	0.2707
	8.9200	0.7410	4.5907	0.2713	0.1357	0.2713
