Radial Modelled (mm)	 Height Modelled (mm)
1.5162090063095100	-0.0025360744912177300
1.5261448621749900	-0.002655339427292350
1.5360807180404700	-0.0027711265720427000
1.5460165739059400	-0.0028848149813711600
1.5569459199905400	-0.002994291251525280
1.566881775856020	-0.0031013537663966400
1.5768176317215000	-0.0032048786524683200
1.586753487586980	-0.003306184895336630
1.5976828336715700	-0.0034045230131596300
1.6076186895370500	-0.0035002678632736200
1.6175545454025300	-0.0035927596036344800
1.6274904012680100	-0.0036827479489147700
1.6384198665618900	-0.003771207295358180
1.6483556032180800	-0.00385678862221539
1.6582914590835600	-0.003939386457204820
1.6682273149490400	-0.004019211512058970
1.67915678024292	-0.004098361358046530
1.6890925168991100	-0.004174723289906980
1.6990283727645900	-0.004248416982591150
1.7089643478393600	-0.004319892264902590
1.7198936939239500	-0.004390107933431860
