Radial Modelled (mm)	 Height Modelled (mm)
1.4659056663513200	-0.0021256026811897800
1.4757771492004400	-0.002181907184422020
1.485648512840270	-0.0022391562815755600
1.4965070486068700	-0.002295370912179350
1.5063785314559900	-0.002349861664697530
1.5162498950958300	-0.0024051018990576300
1.5261213779449500	-0.0024598625022918000
1.5359926223754900	-0.0025136335752904400
1.5468512773513800	-0.0025659205857664300
1.5567227602005000	-0.002619242062792180
1.5665942430496200	-0.002672413596883420
1.5764654874801600	-0.0027232617139816300
1.5873241424560500	-0.002773270243778830
1.5971956253051800	-0.0028243879787623900
1.6070668697357200	-0.002873482182621960
1.6169383525848400	-0.0029219617135822800
1.62779700756073	-0.002970216330140830
1.6376683712005600	-0.0030185608193278300
1.647539734840390	-0.0030657511670142400
1.6574110984802200	-0.0031111727003008100
