X_element,C_wt%,Cr_wt%,N_wt%,Ni_wt%,Mo_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mn_wt%,Si_wt%
Si,0.3,27.5,0.1,10.0,,52.599999999999994,29.1,502.28287892215627,4.137040000000001,20,,9.5
Si,0.3,27.5,0.1,10.0,,52.099999999999994,29.1,503.8842920958341,4.1455400000000004,20,,10.0
Si,0.3,27.5,0.1,10.5,,61.599999999999994,29.1,442.20059267317754,4.04504,20,,0.0
Si,0.3,27.5,0.1,10.5,,61.099999999999994,29.1,456.3427282969085,4.05354,20,,0.5
Si,0.3,27.5,0.1,10.5,,60.599999999999994,29.1,462.20059267317754,4.0620400000000005,20,,1.0
Si,0.3,27.5,0.1,10.5,,60.099999999999994,29.1,466.69549010100934,4.07054,20,,1.5
Si,0.3,27.5,0.1,10.5,,59.599999999999994,29.1,470.48486392063944,4.07904,20,,2.0
Si,0.3,27.5,0.1,10.5,,59.099999999999994,29.1,473.8233692748613,4.087540000000001,20,,2.5
Si,0.3,27.5,0.1,10.5,,58.599999999999994,29.1,476.84160882455507,4.09604,20,,3.0
Si,0.3,27.5,0.1,10.5,,58.099999999999994,29.1,479.61716654091697,4.10454,20,,3.5
Si,0.3,27.5,0.1,10.5,,57.599999999999994,29.1,482.20059267317754,4.11304,20,,4.0
Si,0.3,27.5,0.1,10.5,,57.099999999999994,29.1,484.6269995443704,4.12154,20,,4.5
Si,0.3,27.5,0.1,10.5,,56.599999999999994,29.1,486.9219522231733,4.13004,20,,5.0
Si,0.3,27.5,0.1,10.5,,56.099999999999994,29.1,489.10475027141183,4.13854,20,,5.5
Si,0.3,27.5,0.1,10.5,,55.599999999999994,29.1,491.1903875288411,4.1470400000000005,20,,6.0
Si,0.3,27.5,0.1,10.5,,55.099999999999994,29.1,493.19078780910536,4.15554,20,,6.5
Si,0.3,27.5,0.1,10.5,,54.599999999999994,29.1,495.1156188944693,4.16404,20,,7.0
Si,0.3,27.5,0.1,10.5,,54.099999999999994,29.1,496.97284842369413,4.172540000000001,20,,7.5
Si,0.3,27.5,0.1,10.5,,53.599999999999994,29.1,498.76913516810134,4.18104,20,,8.0
Si,0.3,27.5,0.1,10.5,,53.099999999999994,29.1,500.51011162163053,4.18954,20,,8.5
Si,0.3,27.5,0.1,10.5,,52.599999999999994,29.1,502.20059267317754,4.19804,20,,9.0
Si,0.3,27.5,0.1,10.5,,52.099999999999994,29.1,503.8447327028673,4.20654,20,,9.5
Si,0.3,27.5,0.1,10.5,,51.599999999999994,29.1,505.44614587654513,4.21504,20,,10.0
Si,0.3,27.5,0.15,9.5,,62.55,29.9,451.83002806749136,3.9061150000000002,20,,0.0
Si,0.3,27.5,0.15,9.5,,62.05,29.9,465.9721636912223,3.9146150000000004,20,,0.5
Si,0.3,27.5,0.15,9.5,,61.55,29.9,471.83002806749136,3.923115,20,,1.0
Si,0.3,27.5,0.15,9.5,,61.05,29.9,476.32492549532316,3.9316150000000003,20,,1.5
Si,0.3,27.5,0.15,9.5,,60.55,29.9,480.11429931495326,3.940115,20,,2.0
Si,0.3,27.5,0.15,9.5,,60.05,29.9,483.4528046691752,3.948615,20,,2.5
Si,0.3,27.5,0.15,9.5,,59.55,29.9,486.4710442188689,3.9571150000000004,20,,3.0
Si,0.3,27.5,0.15,9.5,,59.05,29.9,489.2466019352308,3.965615,20,,3.5
Si,0.3,27.5,0.15,9.5,,58.55,29.9,491.83002806749136,3.9741150000000003,20,,4.0
Si,0.3,27.5,0.15,9.5,,58.05,29.9,494.2564349386842,3.982615,20,,4.5
Si,0.3,27.5,0.15,9.5,,57.55,29.9,496.55138761748714,3.991115,20,,5.0
Si,0.3,27.5,0.15,9.5,,57.05,29.9,498.73418566572565,3.9996150000000004,20,,5.5
Si,0.3,27.5,0.15,9.5,,56.55,29.9,500.8198229231549,4.008115,20,,6.0
Si,0.3,27.5,0.15,9.5,,56.05,29.9,502.82022320341923,4.016615,20,,6.5
Si,0.3,27.5,0.15,9.5,,55.55,29.9,504.7450542887832,4.025115,20,,7.0
Si,0.3,27.5,0.15,9.5,,55.05,29.9,506.60228381800795,4.033615,20,,7.5
Si,0.3,27.5,0.15,9.5,,54.55,29.9,508.39857056241516,4.042115,20,,8.0
Si,0.3,27.5,0.15,9.5,,54.05,29.9,510.13954701594434,4.0506150000000005,20,,8.5
Si,0.3,27.5,0.15,9.5,,53.55,29.9,511.83002806749136,4.059115,20,,9.0
Si,0.3,27.5,0.15,9.5,,53.05,29.9,513.4741680971811,4.067615,20,,9.5
Si,0.3,27.5,0.15,9.5,,52.55,29.9,515.075581270859,4.076115000000001,20,,10.0
Si,0.3,27.5,0.15,10.0,,62.05,29.9,453.4314412411692,3.9756150000000003,20,,0.0
Si,0.3,27.5,0.15,10.0,,61.55,29.9,467.57357686490013,3.9841150000000005,20,,0.5
Si,0.3,27.5,0.15,10.0,,61.05,29.9,473.4314412411692,3.9926150000000002,20,,1.0
Si,0.3,27.5,0.15,10.0,,60.55,29.9,477.926338669001,4.001115,20,,1.5
Si,0.3,27.5,0.15,10.0,,60.05,29.9,481.7157124886311,4.009615,20,,2.0
Si,0.3,27.5,0.15,10.0,,59.55,29.9,485.05421784285295,4.018115000000001,20,,2.5
Si,0.3,27.5,0.15,10.0,,59.05,29.9,488.0724573925467,4.0266150000000005,20,,3.0
Si,0.3,27.5,0.15,10.0,,58.55,29.9,490.8480151089086,4.035115,20,,3.5
Si,0.3,27.5,0.15,10.0,,58.05,29.9,493.4314412411692,4.043615,20,,4.0
Si,0.3,27.5,0.15,10.0,,57.55,29.9,495.85784811236203,4.052115000000001,20,,4.5
Si,0.3,27.5,0.15,10.0,,57.05,29.9,498.15280079116496,4.060615,20,,5.0
Si,0.3,27.5,0.15,10.0,,56.55,29.9,500.3355988394035,4.069115,20,,5.5
Si,0.3,27.5,0.15,10.0,,56.05,29.9,502.42123609683273,4.077615000000001,20,,6.0
Si,0.3,27.5,0.15,10.0,,55.55,29.9,504.421636377097,4.086115,20,,6.5
Si,0.3,27.5,0.15,10.0,,55.05,29.9,506.34646746246096,4.094615,20,,7.0
Si,0.3,27.5,0.15,10.0,,54.55,29.9,508.2036969916858,4.103115000000001,20,,7.5
Si,0.3,27.5,0.15,10.0,,54.05,29.9,509.999983736093,4.1116150000000005,20,,8.0
Si,0.3,27.5,0.15,10.0,,53.55,29.9,511.7409601896222,4.120115,20,,8.5
Si,0.3,27.5,0.15,10.0,,53.05,29.9,513.4314412411692,4.128615,20,,9.0
Si,0.3,27.5,0.15,10.0,,52.55,29.9,515.075581270859,4.1371150000000005,20,,9.5
Si,0.3,27.5,0.15,10.0,,52.05,29.9,516.6769944445368,4.145615,20,,10.0
Si,0.3,27.5,0.15,10.5,,61.55,29.9,454.99329502188016,4.045115,20,,0.0
Si,0.3,27.5,0.15,10.5,,61.05,29.9,469.1354306456111,4.053615,20,,0.5
Si,0.3,27.5,0.15,10.5,,60.55,29.9,474.99329502188016,4.062115,20,,1.0
Si,0.3,27.5,0.15,10.5,,60.05,29.9,479.48819244971196,4.070615,20,,1.5
Si,0.3,27.5,0.15,10.5,,59.55,29.9,483.27756626934206,4.079115,20,,2.0
Si,0.3,27.5,0.15,10.5,,59.05,29.9,486.6160716235639,4.087615,20,,2.5
Si,0.3,27.5,0.15,10.5,,58.55,29.9,489.6343111732577,4.096115,20,,3.0
Si,0.3,27.5,0.15,10.5,,58.05,29.9,492.4098688896196,4.104615,20,,3.5
Si,0.3,27.5,0.15,10.5,,57.55,29.9,494.99329502188016,4.113115,20,,4.0
Si,0.3,27.5,0.15,10.5,,57.05,29.9,497.419701893073,4.121615,20,,4.5
Si,0.3,27.5,0.15,10.5,,56.55,29.9,499.71465457187594,4.130115,20,,5.0
Si,0.3,27.5,0.15,10.5,,56.05,29.9,501.89745262011445,4.138615,20,,5.5
Si,0.3,27.5,0.15,10.5,,55.55,29.9,503.9830898775437,4.147115,20,,6.0
Si,0.3,27.5,0.15,10.5,,55.05,29.9,505.983490157808,4.155615,20,,6.5
Si,0.3,27.5,0.15,10.5,,54.55,29.9,507.90832124317194,4.164115,20,,7.0
Si,0.3,27.5,0.15,10.5,,54.05,29.9,509.76555077239675,4.172615,20,,7.5
Si,0.3,27.5,0.15,10.5,,53.55,29.9,511.56183751680396,4.181115,20,,8.0
Si,0.3,27.5,0.15,10.5,,53.05,29.9,513.3028139703332,4.189615,20,,8.5
Si,0.3,27.5,0.15,10.5,,52.55,29.9,514.9932950218802,4.198115,20,,9.0
Si,0.3,27.5,0.15,10.5,,52.05,29.9,516.6374350515699,4.206615,20,,9.5
Si,0.3,27.5,0.15,10.5,,51.55,29.9,518.2388482252477,4.215115,20,,10.0
Si,0.3,28.0,0.0,9.5,,62.2,28.0,383.77737118050266,3.9528900000000005,20,,0.0
Si,0.3,28.0,0.0,9.5,,61.7,28.0,397.9195068042336,3.9613900000000006,20,,0.5
Si,0.3,28.0,0.0,9.5,,61.2,28.0,403.77737118050266,3.9698900000000004,20,,1.0
Si,0.3,28.0,0.0,9.5,,60.7,28.0,408.27226860833446,3.9783900000000005,20,,1.5
Si,0.3,28.0,0.0,9.5,,60.2,28.0,412.06164242796456,3.9868900000000003,20,,2.0
Si,0.3,28.0,0.0,9.5,,59.7,28.0,415.4001477821864,3.9953900000000004,20,,2.5
Si,0.3,28.0,0.0,9.5,,59.2,28.0,418.4183873318802,4.00389,20,,3.0
Si,0.3,28.0,0.0,9.5,,58.7,28.0,421.1939450482421,4.012390000000001,20,,3.5
Si,0.3,28.0,0.0,9.5,,58.2,28.0,423.77737118050266,4.0208900000000005,20,,4.0
Si,0.3,28.0,0.0,9.5,,57.7,28.0,426.2037780516955,4.02939,20,,4.5
Si,0.3,28.0,0.0,9.5,,57.2,28.0,428.49873073049844,4.037890000000001,20,,5.0
Si,0.3,28.0,0.0,9.5,,56.7,28.0,430.68152877873695,4.046390000000001,20,,5.5
Si,0.3,28.0,0.0,9.5,,56.2,28.0,432.7671660361662,4.05489,20,,6.0
Si,0.3,28.0,0.0,9.5,,55.7,28.0,434.7675663164305,4.06339,20,,6.5
Si,0.3,28.0,0.0,9.5,,55.2,28.0,436.69239740179444,4.071890000000001,20,,7.0
Si,0.3,28.0,0.0,9.5,,54.7,28.0,438.54962693101925,4.08039,20,,7.5
Si,0.3,28.0,0.0,9.5,,54.2,28.0,440.34591367542646,4.08889,20,,8.0
Si,0.3,28.0,0.0,9.5,,53.7,28.0,442.08689012895564,4.097390000000001,20,,8.5
Si,0.3,28.0,0.0,9.5,,53.2,28.0,443.77737118050266,4.1058900000000005,20,,9.0
Si,0.3,28.0,0.0,9.5,,52.7,28.0,445.4215112101924,4.11439,20,,9.5
Si,0.3,28.0,0.0,9.5,,52.2,28.0,447.02292438387025,4.122890000000001,20,,10.0
Si,0.3,28.0,0.0,10.0,,61.7,28.0,385.3787843541805,4.022390000000001,20,,0.0
Si,0.3,28.0,0.0,10.0,,61.2,28.0,399.52091997791143,4.03089,20,,0.5
Si,0.3,28.0,0.0,10.0,,60.7,28.0,405.3787843541805,4.039390000000001,20,,1.0
Si,0.3,28.0,0.0,10.0,,60.2,28.0,409.8736817820123,4.047890000000001,20,,1.5
Si,0.3,28.0,0.0,10.0,,59.7,28.0,413.6630556016424,4.05639,20,,2.0
Si,0.3,28.0,0.0,10.0,,59.2,28.0,417.0015609558643,4.064890000000001,20,,2.5
Si,0.3,28.0,0.0,10.0,,58.7,28.0,420.019800505558,4.073390000000001,20,,3.0
Si,0.3,28.0,0.0,10.0,,58.2,28.0,422.7953582219199,4.0818900000000005,20,,3.5
Si,0.3,28.0,0.0,10.0,,57.7,28.0,425.3787843541805,4.09039,20,,4.0
Si,0.3,28.0,0.0,10.0,,57.2,28.0,427.80519122537333,4.098890000000001,20,,4.5
Si,0.3,28.0,0.0,10.0,,56.7,28.0,430.10014390417626,4.1073900000000005,20,,5.0
Si,0.3,28.0,0.0,10.0,,56.2,28.0,432.2829419524148,4.11589,20,,5.5
Si,0.3,28.0,0.0,10.0,,55.7,28.0,434.36857920984403,4.124390000000001,20,,6.0
Si,0.3,28.0,0.0,10.0,,55.2,28.0,436.36897949010836,4.132890000000001,20,,6.5
Si,0.3,28.0,0.0,10.0,,54.7,28.0,438.2938105754723,4.14139,20,,7.0
Si,0.3,28.0,0.0,10.0,,54.2,28.0,440.1510401046971,4.149890000000001,20,,7.5
Si,0.3,28.0,0.0,10.0,,53.7,28.0,441.9473268491043,4.158390000000001,20,,8.0
Si,0.3,28.0,0.0,10.0,,53.2,28.0,443.68830330263347,4.16689,20,,8.5
Si,0.3,28.0,0.0,10.0,,52.7,28.0,445.3787843541805,4.17539,20,,9.0
Si,0.3,28.0,0.0,10.0,,52.2,28.0,447.02292438387025,4.183890000000001,20,,9.5
Si,0.3,28.0,0.0,10.0,,51.7,28.0,448.6243375575481,4.1923900000000005,20,,10.0
Si,0.3,28.0,0.0,10.5,,61.2,28.0,386.9406381348915,4.09189,20,,0.0
Si,0.3,28.0,0.0,10.5,,60.7,28.0,401.08277375862247,4.10039,20,,0.5
Si,0.3,28.0,0.0,10.5,,60.2,28.0,406.9406381348915,4.108890000000001,20,,1.0
Si,0.3,28.0,0.0,10.5,,59.7,28.0,411.4355355627233,4.11739,20,,1.5
Si,0.3,28.0,0.0,10.5,,59.2,28.0,415.2249093823534,4.12589,20,,2.0
Si,0.3,28.0,0.0,10.5,,58.7,28.0,418.5634147365753,4.134390000000001,20,,2.5
Si,0.3,28.0,0.0,10.5,,58.2,28.0,421.58165428626904,4.14289,20,,3.0
Si,0.3,28.0,0.0,10.5,,57.7,28.0,424.35721200263094,4.15139,20,,3.5
Si,0.3,28.0,0.0,10.5,,57.2,28.0,426.9406381348915,4.15989,20,,4.0
Si,0.3,28.0,0.0,10.5,,56.7,28.0,429.36704500608437,4.1683900000000005,20,,4.5
Si,0.3,28.0,0.0,10.5,,56.2,28.0,431.6619976848873,4.17689,20,,5.0
Si,0.3,28.0,0.0,10.5,,55.7,28.0,433.8447957331258,4.18539,20,,5.5
Si,0.3,28.0,0.0,10.5,,55.2,28.0,435.93043299055506,4.193890000000001,20,,6.0
Si,0.3,28.0,0.0,10.5,,54.7,28.0,437.93083327081933,4.20239,20,,6.5
Si,0.3,28.0,0.0,10.5,,54.2,28.0,439.8556643561833,4.21089,20,,7.0
Si,0.3,28.0,0.0,10.5,,53.7,28.0,441.7128938854081,4.219390000000001,20,,7.5
Si,0.3,28.0,0.0,10.5,,53.2,28.0,443.5091806298153,4.22789,20,,8.0
Si,0.3,28.0,0.0,10.5,,52.7,28.0,445.2501570833445,4.23639,20,,8.5
Si,0.3,28.0,0.0,10.5,,52.2,28.0,446.9406381348915,4.24489,20,,9.0
Si,0.3,28.0,0.0,10.5,,51.7,28.0,448.5847781645813,4.2533900000000004,20,,9.5
Si,0.3,28.0,0.0,10.5,,51.2,28.0,450.1861913382591,4.26189,20,,10.0
Si,0.3,28.0,0.05,9.5,,62.15,28.8,424.0265947754989,3.9529650000000003,20,,0.0
Si,0.3,28.0,0.05,9.5,,61.65,28.8,438.16873039922984,3.9614650000000005,20,,0.5
Si,0.3,28.0,0.05,9.5,,61.15,28.8,444.0265947754989,3.969965,20,,1.0
Si,0.3,28.0,0.05,9.5,,60.65,28.8,448.5214922033307,3.9784650000000004,20,,1.5
Si,0.3,28.0,0.05,9.5,,60.15,28.8,452.3108660229608,3.986965,20,,2.0
Si,0.3,28.0,0.05,9.5,,59.65,28.8,455.64937137718266,3.9954650000000003,20,,2.5
Si,0.3,28.0,0.05,9.5,,59.15,28.8,458.6676109268764,4.003965,20,,3.0
Si,0.3,28.0,0.05,9.5,,58.65,28.8,461.4431686432383,4.012465000000001,20,,3.5
Si,0.3,28.0,0.05,9.5,,58.15,28.8,464.0265947754989,4.020965,20,,4.0
Si,0.3,28.0,0.05,9.5,,57.65,28.8,466.45300164669175,4.029465,20,,4.5
Si,0.3,28.0,0.05,9.5,,57.15,28.8,468.7479543254947,4.037965000000001,20,,5.0
Si,0.3,28.0,0.05,9.5,,56.65,28.8,470.9307523737332,4.046465,20,,5.5
Si,0.3,28.0,0.05,9.5,,56.15,28.8,473.01638963116244,4.054965,20,,6.0
Si,0.3,28.0,0.05,9.5,,55.65,28.8,475.0167899114267,4.063465,20,,6.5
Si,0.3,28.0,0.05,9.5,,55.15,28.8,476.9416209967907,4.0719650000000005,20,,7.0
Si,0.3,28.0,0.05,9.5,,54.65,28.8,478.7988505260155,4.080465,20,,7.5
Si,0.3,28.0,0.05,9.5,,54.15,28.8,480.5951372704227,4.088965,20,,8.0
Si,0.3,28.0,0.05,9.5,,53.65,28.8,482.3361137239519,4.097465000000001,20,,8.5
Si,0.3,28.0,0.05,9.5,,53.15,28.8,484.0265947754989,4.105965,20,,9.0
Si,0.3,28.0,0.05,9.5,,52.65,28.8,485.67073480518866,4.114465,20,,9.5
Si,0.3,28.0,0.05,9.5,,52.15,28.8,487.2721479788665,4.122965000000001,20,,10.0
Si,0.3,28.0,0.05,10.0,,61.65,28.8,425.6280079491767,4.022465,20,,0.0
Si,0.3,28.0,0.05,10.0,,61.15,28.8,439.77014357290767,4.030965,20,,0.5
Si,0.3,28.0,0.05,10.0,,60.65,28.8,445.6280079491767,4.039465000000001,20,,1.0
Si,0.3,28.0,0.05,10.0,,60.15,28.8,450.1229053770085,4.0479650000000005,20,,1.5
Si,0.3,28.0,0.05,10.0,,59.65,28.8,453.9122791966386,4.056465,20,,2.0
Si,0.3,28.0,0.05,10.0,,59.15,28.8,457.25078455086054,4.064965000000001,20,,2.5
Si,0.3,28.0,0.05,10.0,,58.65,28.8,460.26902410055425,4.073465000000001,20,,3.0
Si,0.3,28.0,0.05,10.0,,58.15,28.8,463.04458181691615,4.081965,20,,3.5
Si,0.3,28.0,0.05,10.0,,57.65,28.8,465.6280079491767,4.090465,20,,4.0
Si,0.3,28.0,0.05,10.0,,57.15,28.8,468.0544148203696,4.098965000000001,20,,4.5
Si,0.3,28.0,0.05,10.0,,56.65,28.8,470.3493674991725,4.107465,20,,5.0
Si,0.3,28.0,0.05,10.0,,56.15,28.8,472.532165547411,4.115965,20,,5.5
Si,0.3,28.0,0.05,10.0,,55.65,28.8,474.61780280484027,4.124465000000001,20,,6.0
Si,0.3,28.0,0.05,10.0,,55.15,28.8,476.6182030851046,4.132965,20,,6.5
Si,0.3,28.0,0.05,10.0,,54.65,28.8,478.54303417046856,4.141465,20,,7.0
Si,0.3,28.0,0.05,10.0,,54.15,28.8,480.4002636996933,4.149965000000001,20,,7.5
Si,0.3,28.0,0.05,10.0,,53.65,28.8,482.1965504441005,4.1584650000000005,20,,8.0
Si,0.3,28.0,0.05,10.0,,53.15,28.8,483.9375268976297,4.166965,20,,8.5
Si,0.3,28.0,0.05,10.0,,52.65,28.8,485.6280079491767,4.175465,20,,9.0
Si,0.3,28.0,0.05,10.0,,52.15,28.8,487.2721479788665,4.183965000000001,20,,9.5
Si,0.3,28.0,0.05,10.0,,51.65,28.8,488.8735611525443,4.192465,20,,10.0
Si,0.3,28.0,0.05,10.5,,61.15,28.8,427.18986172988775,4.091965,20,,0.0
Si,0.3,28.0,0.05,10.5,,60.65,28.8,441.3319973536187,4.100465,20,,0.5
Si,0.3,28.0,0.05,10.5,,60.15,28.8,447.18986172988775,4.108965,20,,1.0
Si,0.3,28.0,0.05,10.5,,59.65,28.8,451.68475915771955,4.117465,20,,1.5
Si,0.3,28.0,0.05,10.5,,59.15,28.8,455.47413297734965,4.125965,20,,2.0
Si,0.3,28.0,0.05,10.5,,58.65,28.8,458.8126383315715,4.1344650000000005,20,,2.5
Si,0.3,28.0,0.05,10.5,,58.15,28.8,461.8308778812653,4.142965,20,,3.0
Si,0.3,28.0,0.05,10.5,,57.65,28.8,464.6064355976272,4.151465,20,,3.5
Si,0.3,28.0,0.05,10.5,,57.15,28.8,467.18986172988775,4.159965,20,,4.0
Si,0.3,28.0,0.05,10.5,,56.65,28.8,469.6162686010806,4.168465,20,,4.5
Si,0.3,28.0,0.05,10.5,,56.15,28.8,471.91122127988353,4.176965,20,,5.0
Si,0.3,28.0,0.05,10.5,,55.65,28.8,474.09401932812204,4.185465,20,,5.5
Si,0.3,28.0,0.05,10.5,,55.15,28.8,476.1796565855513,4.193965,20,,6.0
Si,0.3,28.0,0.05,10.5,,54.65,28.8,478.1800568658156,4.202465,20,,6.5
Si,0.3,28.0,0.05,10.5,,54.15,28.8,480.10488795117953,4.210965,20,,7.0
Si,0.3,28.0,0.05,10.5,,53.65,28.8,481.96211748040434,4.2194650000000005,20,,7.5
Si,0.3,28.0,0.05,10.5,,53.15,28.8,483.75840422481156,4.227965,20,,8.0
Si,0.3,28.0,0.05,10.5,,52.65,28.8,485.49938067834074,4.236465,20,,8.5
Si,0.3,28.0,0.05,10.5,,52.15,28.8,487.18986172988775,4.244965,20,,9.0
Si,0.3,28.0,0.05,10.5,,51.65,28.8,488.8340017595775,4.253465,20,,9.5
Si,0.3,28.0,0.05,10.5,,51.15,28.8,490.43541493325534,4.261965,20,,10.0
Si,0.3,28.0,0.1,9.5,,62.099999999999994,29.6,440.6983690635335,3.9530400000000006,20,,0.0
Si,0.3,28.0,0.1,9.5,,61.599999999999994,29.6,454.84050468726446,3.9615400000000007,20,,0.5
Si,0.3,28.0,0.1,9.5,,61.099999999999994,29.6,460.6983690635335,3.9700400000000005,20,,1.0
Si,0.3,28.0,0.1,9.5,,60.599999999999994,29.6,465.1932664913653,3.9785400000000006,20,,1.5
Si,0.3,28.0,0.1,9.5,,60.099999999999994,29.6,468.9826403109954,3.9870400000000004,20,,2.0
Si,0.3,28.0,0.1,9.5,,59.599999999999994,29.6,472.3211456652173,3.9955400000000005,20,,2.5
Si,0.3,28.0,0.1,9.5,,59.099999999999994,29.6,475.33938521491103,4.004040000000001,20,,3.0
Si,0.3,28.0,0.1,9.5,,58.599999999999994,29.6,478.11494293127294,4.01254,20,,3.5
Si,0.3,28.0,0.1,9.5,,58.099999999999994,29.6,480.6983690635335,4.02104,20,,4.0
Si,0.3,28.0,0.1,9.5,,57.599999999999994,29.6,483.12477593472636,4.029540000000001,20,,4.5
Si,0.3,28.0,0.1,9.5,,57.099999999999994,29.6,485.4197286135293,4.0380400000000005,20,,5.0
Si,0.3,28.0,0.1,9.5,,56.599999999999994,29.6,487.6025266617678,4.04654,20,,5.5
Si,0.3,28.0,0.1,9.5,,56.099999999999994,29.6,489.68816391919705,4.055040000000001,20,,6.0
Si,0.3,28.0,0.1,9.5,,55.599999999999994,29.6,491.6885641994613,4.063540000000001,20,,6.5
Si,0.3,28.0,0.1,9.5,,55.099999999999994,29.6,493.6133952848253,4.07204,20,,7.0
Si,0.3,28.0,0.1,9.5,,54.599999999999994,29.6,495.4706248140501,4.080540000000001,20,,7.5
Si,0.3,28.0,0.1,9.5,,54.099999999999994,29.6,497.2669115584573,4.089040000000001,20,,8.0
Si,0.3,28.0,0.1,9.5,,53.599999999999994,29.6,499.0078880119865,4.09754,20,,8.5
Si,0.3,28.0,0.1,9.5,,53.099999999999994,29.6,500.6983690635335,4.10604,20,,9.0
Si,0.3,28.0,0.1,9.5,,52.599999999999994,29.6,502.34250909322327,4.114540000000001,20,,9.5
Si,0.3,28.0,0.1,9.5,,52.099999999999994,29.6,503.9439222669011,4.1230400000000005,20,,10.0
Si,0.3,28.0,0.1,10.0,,61.599999999999994,29.6,442.29978223721133,4.022540000000001,20,,0.0
Si,0.3,28.0,0.1,10.0,,61.099999999999994,29.6,456.4419178609423,4.031040000000001,20,,0.5
Si,0.3,28.0,0.1,10.0,,60.599999999999994,29.6,462.29978223721133,4.0395400000000015,20,,1.0
Si,0.3,28.0,0.1,10.0,,60.099999999999994,29.6,466.79467966504313,4.048040000000001,20,,1.5
Si,0.3,28.0,0.1,10.0,,59.599999999999994,29.6,470.58405348467323,4.056540000000001,20,,2.0
Si,0.3,28.0,0.1,10.0,,59.099999999999994,29.6,473.92255883889516,4.0650400000000015,20,,2.5
Si,0.3,28.0,0.1,10.0,,58.599999999999994,29.6,476.94079838858886,4.073540000000001,20,,3.0
Si,0.3,28.0,0.1,10.0,,58.099999999999994,29.6,479.71635610495076,4.082040000000001,20,,3.5
Si,0.3,28.0,0.1,10.0,,57.599999999999994,29.6,482.29978223721133,4.090540000000001,20,,4.0
Si,0.3,28.0,0.1,10.0,,57.099999999999994,29.6,484.7261891084042,4.099040000000001,20,,4.5
Si,0.3,28.0,0.1,10.0,,56.599999999999994,29.6,487.0211417872071,4.107540000000001,20,,5.0
Si,0.3,28.0,0.1,10.0,,56.099999999999994,29.6,489.2039398354456,4.116040000000001,20,,5.5
Si,0.3,28.0,0.1,10.0,,55.599999999999994,29.6,491.2895770928749,4.124540000000001,20,,6.0
Si,0.3,28.0,0.1,10.0,,55.099999999999994,29.6,493.2899773731392,4.133040000000001,20,,6.5
Si,0.3,28.0,0.1,10.0,,54.599999999999994,29.6,495.21480845850317,4.141540000000001,20,,7.0
Si,0.3,28.0,0.1,10.0,,54.099999999999994,29.6,497.0720379877279,4.1500400000000015,20,,7.5
Si,0.3,28.0,0.1,10.0,,53.599999999999994,29.6,498.86832473213514,4.158540000000001,20,,8.0
Si,0.3,28.0,0.1,10.0,,53.099999999999994,29.6,500.6093011856643,4.167040000000001,20,,8.5
Si,0.3,28.0,0.1,10.0,,52.599999999999994,29.6,502.29978223721133,4.175540000000001,20,,9.0
Si,0.3,28.0,0.1,10.0,,52.099999999999994,29.6,503.9439222669011,4.184040000000001,20,,9.5
Si,0.3,28.0,0.1,10.0,,51.599999999999994,29.6,505.5453354405789,4.192540000000001,20,,10.0
Si,0.3,28.0,0.1,10.5,,61.099999999999994,29.6,443.86163601792236,4.092040000000001,20,,0.0
Si,0.3,28.0,0.1,10.5,,60.599999999999994,29.6,458.0037716416533,4.1005400000000005,20,,0.5
Si,0.3,28.0,0.1,10.5,,60.099999999999994,29.6,463.86163601792236,4.109040000000001,20,,1.0
Si,0.3,28.0,0.1,10.5,,59.599999999999994,29.6,468.35653344575417,4.117540000000001,20,,1.5
Si,0.3,28.0,0.1,10.5,,59.099999999999994,29.6,472.14590726538427,4.126040000000001,20,,2.0
Si,0.3,28.0,0.1,10.5,,58.599999999999994,29.6,475.48441261960613,4.134540000000001,20,,2.5
Si,0.3,28.0,0.1,10.5,,58.099999999999994,29.6,478.5026521692999,4.143040000000001,20,,3.0
Si,0.3,28.0,0.1,10.5,,57.599999999999994,29.6,481.2782098856618,4.151540000000001,20,,3.5
Si,0.3,28.0,0.1,10.5,,57.099999999999994,29.6,483.86163601792236,4.16004,20,,4.0
Si,0.3,28.0,0.1,10.5,,56.599999999999994,29.6,486.2880428891152,4.168540000000001,20,,4.5
Si,0.3,28.0,0.1,10.5,,56.099999999999994,29.6,488.58299556791815,4.177040000000001,20,,5.0
Si,0.3,28.0,0.1,10.5,,55.599999999999994,29.6,490.76579361615666,4.1855400000000005,20,,5.5
Si,0.3,28.0,0.1,10.5,,55.099999999999994,29.6,492.8514308735859,4.194040000000001,20,,6.0
Si,0.3,28.0,0.1,10.5,,54.599999999999994,29.6,494.8518311538502,4.202540000000001,20,,6.5
Si,0.3,28.0,0.1,10.5,,54.099999999999994,29.6,496.77666223921415,4.211040000000001,20,,7.0
Si,0.3,28.0,0.1,10.5,,53.599999999999994,29.6,498.63389176843896,4.219540000000001,20,,7.5
Si,0.3,28.0,0.1,10.5,,53.099999999999994,29.6,500.43017851284617,4.228040000000001,20,,8.0
Si,0.3,28.0,0.1,10.5,,52.599999999999994,29.6,502.17115496637535,4.236540000000001,20,,8.5
Si,0.3,28.0,0.1,10.5,,52.099999999999994,29.6,503.86163601792236,4.24504,20,,9.0
