X_element,C_wt%,Cr_wt%,N_wt%,Mn_wt%,Ni_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mo_wt%,Si_wt%
Ni,0.02,29.0,0.15,10.5,3.5,56.83,31.4,411.9756401386062,3.401751,20,,
Ni,0.02,29.0,0.15,10.5,4.0,56.33,31.4,414.55906627086677,3.471251,20,,
Ni,0.02,29.0,0.15,10.5,4.5,55.83,31.4,416.9854731420596,3.540751,20,,
Ni,0.02,29.0,0.15,10.5,5.0,55.33,31.4,419.28042582086255,3.610251,20,,
Ni,0.02,29.0,0.15,10.5,5.5,54.83,31.4,421.46322386910106,3.679751,20,,
Ni,0.02,29.0,0.15,10.5,6.0,54.33,31.4,423.5488611265303,3.749251,20,,
Ni,0.02,29.0,0.15,10.5,6.5,53.83,31.4,425.5492614067946,3.8187510000000002,20,,
Ni,0.02,29.0,0.15,10.5,7.0,53.33,31.4,427.47409249215855,3.8882510000000003,20,,
Ni,0.02,29.0,0.15,10.5,7.5,52.83,31.4,429.33132202138336,3.957751,20,,
Ni,0.02,29.0,0.15,10.5,8.0,52.33,31.4,431.12760876579057,4.027251,20,,
Ni,0.02,29.0,0.15,10.5,8.5,51.83,31.4,432.86858521931975,4.096751,20,,
Ni,0.02,29.0,0.15,10.5,9.0,51.33,31.4,434.55906627086677,4.166251,20,,
Ni,0.02,29.0,0.15,10.5,9.5,50.83,31.4,436.20320630055653,4.2357510000000005,20,,
Ni,0.02,29.0,0.15,10.5,10.0,50.33,31.4,437.80461947423436,4.305251,20,,
Ni,0.03,27.0,0.0,9.5,0.0,63.47,27.0,302.22178002106625,2.709039,20,,
Ni,0.03,27.0,0.0,9.5,0.5,62.97,27.0,316.3639156447972,2.7785390000000003,20,,
Ni,0.03,27.0,0.0,9.5,1.0,62.47,27.0,322.22178002106625,2.848039,20,,
Ni,0.03,27.0,0.0,9.5,1.5,61.97,27.0,326.71667744889805,2.917539,20,,
Ni,0.03,27.0,0.0,9.5,2.0,61.47,27.0,330.50605126852815,2.987039,20,,
Ni,0.03,27.0,0.0,9.5,2.5,60.97,27.0,333.84455662275,3.0565390000000003,20,,
Ni,0.03,27.0,0.0,9.5,3.0,60.47,27.0,336.8627961724438,3.126039,20,,
Ni,0.03,27.0,0.0,9.5,3.5,59.97,27.0,339.6383538888057,3.195539,20,,
Ni,0.03,27.0,0.0,9.5,4.0,59.47,27.0,342.22178002106625,3.2650390000000002,20,,
Ni,0.03,27.0,0.0,9.5,4.5,58.97,27.0,344.6481868922591,3.3345390000000004,20,,
Ni,0.03,27.0,0.0,9.5,5.0,58.47,27.0,346.94313957106203,3.404039,20,,
Ni,0.03,27.0,0.0,9.5,5.5,57.97,27.0,349.12593761930054,3.473539,20,,
Ni,0.03,27.0,0.0,9.5,6.0,57.47,27.0,351.2115748767298,3.5430390000000003,20,,
Ni,0.03,27.0,0.0,9.5,6.5,56.97,27.0,353.2119751569941,3.6125390000000004,20,,
Ni,0.03,27.0,0.0,9.5,7.0,56.47,27.0,355.13680624235803,3.6820390000000005,20,,
Ni,0.03,27.0,0.0,9.5,7.5,55.97,27.0,356.99403577158284,3.751539,20,,
Ni,0.03,27.0,0.0,9.5,8.0,55.47,27.0,358.79032251599006,3.8210390000000003,20,,
Ni,0.03,27.0,0.0,9.5,8.5,54.97,27.0,360.53129896951924,3.8905390000000004,20,,
Ni,0.03,27.0,0.0,9.5,9.0,54.47,27.0,362.22178002106625,3.960039,20,,
Ni,0.03,27.0,0.0,9.5,9.5,53.97,27.0,363.865920050756,4.029539,20,,
Ni,0.03,27.0,0.0,9.5,10.0,53.47,27.0,365.46733322443384,4.099039,20,,
Ni,0.03,27.0,0.0,10.0,0.0,62.97,27.0,304.22354648816355,2.7180390000000005,20,,
Ni,0.03,27.0,0.0,10.0,0.5,62.47,27.0,318.3656821118945,2.7875390000000007,20,,
Ni,0.03,27.0,0.0,10.0,1.0,61.97,27.0,324.22354648816355,2.8570390000000003,20,,
Ni,0.03,27.0,0.0,10.0,1.5,61.47,27.0,328.71844391599535,2.9265390000000004,20,,
Ni,0.03,27.0,0.0,10.0,2.0,60.97,27.0,332.50781773562545,2.9960390000000006,20,,
Ni,0.03,27.0,0.0,10.0,2.5,60.47,27.0,335.8463230898474,3.0655390000000007,20,,
Ni,0.03,27.0,0.0,10.0,3.0,59.97,27.0,338.8645626395411,3.1350390000000004,20,,
Ni,0.03,27.0,0.0,10.0,3.5,59.47,27.0,341.640120355903,3.2045390000000005,20,,
Ni,0.03,27.0,0.0,10.0,4.0,58.97,27.0,344.22354648816355,3.2740390000000006,20,,
Ni,0.03,27.0,0.0,10.0,4.5,58.47,27.0,346.6499533593564,3.3435390000000007,20,,
Ni,0.03,27.0,0.0,10.0,5.0,57.97,27.0,348.94490603815933,3.4130390000000004,20,,
Ni,0.03,27.0,0.0,10.0,5.5,57.47,27.0,351.12770408639784,3.4825390000000005,20,,
Ni,0.03,27.0,0.0,10.0,6.0,56.97,27.0,353.2133413438271,3.5520390000000006,20,,
Ni,0.03,27.0,0.0,10.0,6.5,56.47,27.0,355.2137416240914,3.6215390000000007,20,,
Ni,0.03,27.0,0.0,10.0,7.0,55.97,27.0,357.1385727094554,3.691039000000001,20,,
Ni,0.03,27.0,0.0,10.0,7.5,55.47,27.0,358.99580223868014,3.7605390000000005,20,,
Ni,0.03,27.0,0.0,10.0,8.0,54.97,27.0,360.79208898308735,3.8300390000000006,20,,
Ni,0.03,27.0,0.0,10.0,8.5,54.47,27.0,362.53306543661654,3.8995390000000008,20,,
Ni,0.03,27.0,0.0,10.0,9.0,53.97,27.0,364.22354648816355,3.9690390000000004,20,,
Ni,0.03,27.0,0.0,10.0,9.5,53.47,27.0,365.8676865178533,4.038539,20,,
Ni,0.03,27.0,0.0,10.0,10.0,52.97,27.0,367.46909969153114,4.108039000000001,20,,
Ni,0.03,27.0,0.0,10.5,0.0,62.47,27.0,306.1758637140523,2.7270390000000004,20,,
Ni,0.03,27.0,0.0,10.5,0.5,61.97,27.0,320.31799933778325,2.7965390000000006,20,,
Ni,0.03,27.0,0.0,10.5,1.0,61.47,27.0,326.1758637140523,2.8660390000000007,20,,
Ni,0.03,27.0,0.0,10.5,1.5,60.97,27.0,330.6707611418841,2.9355390000000003,20,,
Ni,0.03,27.0,0.0,10.5,2.0,60.47,27.0,334.4601349615142,3.0050390000000005,20,,
Ni,0.03,27.0,0.0,10.5,2.5,59.97,27.0,337.79864031573607,3.0745390000000006,20,,
Ni,0.03,27.0,0.0,10.5,3.0,59.47,27.0,340.8168798654298,3.1440390000000003,20,,
Ni,0.03,27.0,0.0,10.5,3.5,58.97,27.0,343.5924375817917,3.2135390000000004,20,,
Ni,0.03,27.0,0.0,10.5,4.0,58.47,27.0,346.1758637140523,3.2830390000000005,20,,
Ni,0.03,27.0,0.0,10.5,4.5,57.97,27.0,348.60227058524515,3.352539,20,,
Ni,0.03,27.0,0.0,10.5,5.0,57.47,27.0,350.8972232640481,3.4220390000000007,20,,
Ni,0.03,27.0,0.0,10.5,5.5,56.97,27.0,353.0800213122866,3.4915390000000004,20,,
Ni,0.03,27.0,0.0,10.5,6.0,56.47,27.0,355.16565856971584,3.5610390000000005,20,,
Ni,0.03,27.0,0.0,10.5,6.5,55.97,27.0,357.1660588499801,3.6305390000000006,20,,
Ni,0.03,27.0,0.0,10.5,7.0,55.47,27.0,359.0908899353441,3.7000390000000003,20,,
Ni,0.03,27.0,0.0,10.5,7.5,54.97,27.0,360.9481194645689,3.7695390000000004,20,,
Ni,0.03,27.0,0.0,10.5,8.0,54.47,27.0,362.7444062089761,3.8390390000000005,20,,
Ni,0.03,27.0,0.0,10.5,8.5,53.97,27.0,364.4853826625053,3.9085390000000007,20,,
Ni,0.03,27.0,0.0,10.5,9.0,53.47,27.0,366.1758637140523,3.9780390000000003,20,,
Ni,0.03,27.0,0.0,10.5,9.5,52.97,27.0,367.82000374374206,4.047539,20,,
Ni,0.03,27.0,0.0,10.5,10.0,52.47,27.0,369.4214169174199,4.117039,20,,
Ni,0.03,27.0,0.05,9.5,0.0,63.42,27.8,342.4710036160625,2.709114,20,,
Ni,0.03,27.0,0.05,9.5,0.5,62.92,27.8,356.61313923979344,2.778614,20,,
Ni,0.03,27.0,0.05,9.5,1.0,62.42,27.8,362.4710036160625,2.848114,20,,
Ni,0.03,27.0,0.05,9.5,1.5,61.92,27.8,366.9659010438943,2.917614,20,,
Ni,0.03,27.0,0.05,9.5,2.0,61.42,27.8,370.7552748635244,2.987114,20,,
Ni,0.03,27.0,0.05,9.5,2.5,60.92,27.8,374.09378021774626,3.056614,20,,
Ni,0.03,27.0,0.05,9.5,3.0,60.42,27.8,377.11201976744,3.126114,20,,
Ni,0.03,27.0,0.05,9.5,3.5,59.92,27.8,379.8875774838019,3.195614,20,,
Ni,0.03,27.0,0.05,9.5,4.0,59.42,27.8,382.4710036160625,3.265114,20,,
Ni,0.03,27.0,0.05,9.5,4.5,58.92,27.8,384.89741048725534,3.334614,20,,
Ni,0.03,27.0,0.05,9.5,5.0,58.42,27.8,387.19236316605827,3.404114,20,,
Ni,0.03,27.0,0.05,9.5,5.5,57.92,27.8,389.3751612142968,3.473614,20,,
Ni,0.03,27.0,0.05,9.5,6.0,57.42,27.8,391.46079847172604,3.543114,20,,
Ni,0.03,27.0,0.05,9.5,6.5,56.92,27.8,393.4611987519903,3.612614,20,,
Ni,0.03,27.0,0.05,9.5,7.0,56.42,27.8,395.3860298373543,3.6821140000000003,20,,
Ni,0.03,27.0,0.05,9.5,7.5,55.92,27.8,397.2432593665791,3.751614,20,,
Ni,0.03,27.0,0.05,9.5,8.0,55.42,27.8,399.0395461109863,3.821114,20,,
Ni,0.03,27.0,0.05,9.5,8.5,54.92,27.8,400.7805225645155,3.8906140000000002,20,,
Ni,0.03,27.0,0.05,9.5,9.0,54.42,27.8,402.4710036160625,3.960114,20,,
Ni,0.03,27.0,0.05,9.5,9.5,53.92,27.8,404.11514364575225,4.0296140000000005,20,,
Ni,0.03,27.0,0.05,9.5,10.0,53.42,27.8,405.7165568194301,4.099114,20,,
Ni,0.03,27.0,0.05,10.0,0.0,62.92,27.8,344.47277008315973,2.7181140000000004,20,,
Ni,0.03,27.0,0.05,10.0,0.5,62.42,27.8,358.6149057068907,2.7876140000000005,20,,
Ni,0.03,27.0,0.05,10.0,1.0,61.92,27.8,364.47277008315973,2.857114,20,,
Ni,0.03,27.0,0.05,10.0,1.5,61.42,27.8,368.96766751099153,2.9266140000000003,20,,
Ni,0.03,27.0,0.05,10.0,2.0,60.92,27.8,372.75704133062163,2.9961140000000004,20,,
Ni,0.03,27.0,0.05,10.0,2.5,60.42,27.8,376.0955466848435,3.0656140000000005,20,,
Ni,0.03,27.0,0.05,10.0,3.0,59.92,27.8,379.11378623453726,3.135114,20,,
Ni,0.03,27.0,0.05,10.0,3.5,59.42,27.8,381.88934395089916,3.2046140000000003,20,,
Ni,0.03,27.0,0.05,10.0,4.0,58.92,27.8,384.47277008315973,3.2741140000000004,20,,
Ni,0.03,27.0,0.05,10.0,4.5,58.42,27.8,386.8991769543526,3.3436140000000005,20,,
Ni,0.03,27.0,0.05,10.0,5.0,57.92,27.8,389.1941296331555,3.413114,20,,
Ni,0.03,27.0,0.05,10.0,5.5,57.42,27.8,391.376927681394,3.4826140000000003,20,,
Ni,0.03,27.0,0.05,10.0,6.0,56.92,27.8,393.4625649388233,3.5521140000000004,20,,
Ni,0.03,27.0,0.05,10.0,6.5,56.42,27.8,395.46296521908755,3.6216140000000006,20,,
Ni,0.03,27.0,0.05,10.0,7.0,55.92,27.8,397.3877963044515,3.6911140000000007,20,,
Ni,0.03,27.0,0.05,10.0,7.5,55.42,27.8,399.2450258336763,3.7606140000000003,20,,
Ni,0.03,27.0,0.05,10.0,8.0,54.92,27.8,401.04131257808353,3.8301140000000005,20,,
Ni,0.03,27.0,0.05,10.0,8.5,54.42,27.8,402.7822890316127,3.8996140000000006,20,,
Ni,0.03,27.0,0.05,10.0,9.0,53.92,27.8,404.47277008315973,3.9691140000000003,20,,
Ni,0.03,27.0,0.05,10.0,9.5,53.42,27.8,406.1169101128495,4.038614000000001,20,,
Ni,0.03,27.0,0.05,10.0,10.0,52.92,27.8,407.7183232865273,4.1081140000000005,20,,
Ni,0.03,27.0,0.05,10.5,0.0,62.42,27.8,346.42508730904854,2.7271140000000003,20,,
Ni,0.03,27.0,0.05,10.5,0.5,61.92,27.8,360.5672229327795,2.7966140000000004,20,,
Ni,0.03,27.0,0.05,10.5,1.0,61.42,27.8,366.42508730904854,2.8661140000000005,20,,
Ni,0.03,27.0,0.05,10.5,1.5,60.92,27.8,370.91998473688034,2.935614,20,,
Ni,0.03,27.0,0.05,10.5,2.0,60.42,27.8,374.70935855651044,3.0051140000000003,20,,
Ni,0.03,27.0,0.05,10.5,2.5,59.92,27.8,378.0478639107323,3.0746140000000004,20,,
Ni,0.03,27.0,0.05,10.5,3.0,59.42,27.8,381.06610346042606,3.144114,20,,
Ni,0.03,27.0,0.05,10.5,3.5,58.92,27.8,383.84166117678797,3.213614,20,,
Ni,0.03,27.0,0.05,10.5,4.0,58.42,27.8,386.42508730904854,3.2831140000000003,20,,
Ni,0.03,27.0,0.05,10.5,4.5,57.92,27.8,388.8514941802414,3.352614,20,,
Ni,0.03,27.0,0.05,10.5,5.0,57.42,27.8,391.1464468590443,3.4221140000000005,20,,
Ni,0.03,27.0,0.05,10.5,5.5,56.92,27.8,393.3292449072828,3.491614,20,,
Ni,0.03,27.0,0.05,10.5,6.0,56.42,27.8,395.4148821647121,3.5611140000000003,20,,
Ni,0.03,27.0,0.05,10.5,6.5,55.92,27.8,397.41528244497636,3.6306140000000005,20,,
Ni,0.03,27.0,0.05,10.5,7.0,55.42,27.8,399.3401135303403,3.700114,20,,
Ni,0.03,27.0,0.05,10.5,7.5,54.92,27.8,401.1973430595651,3.7696140000000002,20,,
Ni,0.03,27.0,0.05,10.5,8.0,54.42,27.8,402.99362980397234,3.8391140000000004,20,,
Ni,0.03,27.0,0.05,10.5,8.5,53.92,27.8,404.7346062575015,3.9086140000000005,20,,
Ni,0.03,27.0,0.05,10.5,9.0,53.42,27.8,406.42508730904854,3.978114,20,,
Ni,0.03,27.0,0.05,10.5,9.5,52.92,27.8,408.0692273387383,4.047614,20,,
Ni,0.03,27.0,0.05,10.5,10.0,52.42,27.8,409.6706405124161,4.117114000000001,20,,
Ni,0.03,27.0,0.1,9.5,0.0,63.37,28.6,359.1427779040971,2.7091890000000003,20,,
Ni,0.03,27.0,0.1,9.5,0.5,62.87,28.6,373.28491352782805,2.7786890000000004,20,,
Ni,0.03,27.0,0.1,9.5,1.0,62.37,28.6,379.1427779040971,2.8481890000000005,20,,
Ni,0.03,27.0,0.1,9.5,1.5,61.87,28.6,383.6376753319289,2.917689,20,,
Ni,0.03,27.0,0.1,9.5,2.0,61.37,28.6,387.427049151559,2.9871890000000003,20,,
Ni,0.03,27.0,0.1,9.5,2.5,60.87,28.6,390.76555450578087,3.0566890000000004,20,,
Ni,0.03,27.0,0.1,9.5,3.0,60.37,28.6,393.78379405547463,3.126189,20,,
Ni,0.03,27.0,0.1,9.5,3.5,59.87,28.6,396.55935177183653,3.1956890000000002,20,,
Ni,0.03,27.0,0.1,9.5,4.0,59.37,28.6,399.1427779040971,3.2651890000000003,20,,
Ni,0.03,27.0,0.1,9.5,4.5,58.87,28.6,401.56918477528995,3.334689,20,,
Ni,0.03,27.0,0.1,9.5,5.0,58.37,28.6,403.8641374540929,3.4041890000000006,20,,
Ni,0.03,27.0,0.1,9.5,5.5,57.87,28.6,406.0469355023314,3.4736890000000002,20,,
Ni,0.03,27.0,0.1,9.5,6.0,57.37,28.6,408.13257275976065,3.5431890000000004,20,,
Ni,0.03,27.0,0.1,9.5,6.5,56.87,28.6,410.1329730400249,3.6126890000000005,20,,
Ni,0.03,27.0,0.1,9.5,7.0,56.37,28.6,412.0578041253889,3.682189,20,,
Ni,0.03,27.0,0.1,9.5,7.5,55.87,28.6,413.9150336546137,3.7516890000000003,20,,
Ni,0.03,27.0,0.1,9.5,8.0,55.37,28.6,415.7113203990209,3.8211890000000004,20,,
Ni,0.03,27.0,0.1,9.5,8.5,54.87,28.6,417.4522968525501,3.8906890000000005,20,,
Ni,0.03,27.0,0.1,9.5,9.0,54.37,28.6,419.1427779040971,3.960189,20,,
Ni,0.03,27.0,0.1,9.5,9.5,53.87,28.6,420.78691793378687,4.029689,20,,
Ni,0.03,27.0,0.1,9.5,10.0,53.37,28.6,422.3883311074647,4.099189000000001,20,,
Ni,0.03,27.0,0.1,10.0,0.0,62.87,28.6,361.14454437119434,2.7181890000000006,20,,
Ni,0.03,27.0,0.1,10.0,0.5,62.37,28.6,375.2866799949253,2.7876890000000007,20,,
Ni,0.03,27.0,0.1,10.0,1.0,61.87,28.6,381.14454437119434,2.857189000000001,20,,
Ni,0.03,27.0,0.1,10.0,1.5,61.37,28.6,385.63944179902614,2.9266890000000005,20,,
Ni,0.03,27.0,0.1,10.0,2.0,60.87,28.6,389.42881561865624,2.9961890000000007,20,,
Ni,0.03,27.0,0.1,10.0,2.5,60.37,28.6,392.7673209728781,3.0656890000000008,20,,
Ni,0.03,27.0,0.1,10.0,3.0,59.87,28.6,395.78556052257187,3.1351890000000004,20,,
Ni,0.03,27.0,0.1,10.0,3.5,59.37,28.6,398.5611182389338,3.2046890000000006,20,,
Ni,0.03,27.0,0.1,10.0,4.0,58.87,28.6,401.14454437119434,3.2741890000000007,20,,
Ni,0.03,27.0,0.1,10.0,4.5,58.37,28.6,403.5709512423872,3.3436890000000004,20,,
Ni,0.03,27.0,0.1,10.0,5.0,57.87,28.6,405.8659039211901,3.413189000000001,20,,
Ni,0.03,27.0,0.1,10.0,5.5,57.37,28.6,408.04870196942863,3.4826890000000006,20,,
Ni,0.03,27.0,0.1,10.0,6.0,56.87,28.6,410.1343392268579,3.5521890000000007,20,,
Ni,0.03,27.0,0.1,10.0,6.5,56.37,28.6,412.13473950712216,3.621689000000001,20,,
Ni,0.03,27.0,0.1,10.0,7.0,55.87,28.6,414.0595705924861,3.6911890000000005,20,,
Ni,0.03,27.0,0.1,10.0,7.5,55.37,28.6,415.91680012171093,3.7606890000000006,20,,
Ni,0.03,27.0,0.1,10.0,8.0,54.87,28.6,417.71308686611815,3.8301890000000007,20,,
Ni,0.03,27.0,0.1,10.0,8.5,54.37,28.6,419.45406331964733,3.899689000000001,20,,
Ni,0.03,27.0,0.1,10.0,9.0,53.87,28.6,421.14454437119434,3.9691890000000005,20,,
Ni,0.03,27.0,0.1,10.0,9.5,53.37,28.6,422.7886844008841,4.038689000000001,20,,
Ni,0.03,27.0,0.1,10.0,10.0,52.87,28.6,424.39009757456193,4.108189000000001,20,,
Ni,0.03,27.0,0.1,10.5,0.0,62.37,28.6,363.09686159708315,2.7271890000000005,20,,
Ni,0.03,27.0,0.1,10.5,0.5,61.87,28.6,377.2389972208141,2.7966890000000006,20,,
Ni,0.03,27.0,0.1,10.5,1.0,61.37,28.6,383.09686159708315,2.8661890000000003,20,,
Ni,0.03,27.0,0.1,10.5,1.5,60.87,28.6,387.59175902491495,2.9356890000000004,20,,
Ni,0.03,27.0,0.1,10.5,2.0,60.37,28.6,391.38113284454505,3.0051890000000006,20,,
Ni,0.03,27.0,0.1,10.5,2.5,59.87,28.6,394.7196381987669,3.0746890000000007,20,,
Ni,0.03,27.0,0.1,10.5,3.0,59.37,28.6,397.7378777484607,3.1441890000000003,20,,
Ni,0.03,27.0,0.1,10.5,3.5,58.87,28.6,400.5134354648226,3.2136890000000005,20,,
Ni,0.03,27.0,0.1,10.5,4.0,58.37,28.6,403.09686159708315,3.2831890000000006,20,,
Ni,0.03,27.0,0.1,10.5,4.5,57.87,28.6,405.523268468276,3.3526890000000007,20,,
Ni,0.03,27.0,0.1,10.5,5.0,57.37,28.6,407.81822114707893,3.4221890000000004,20,,
Ni,0.03,27.0,0.1,10.5,5.5,56.87,28.6,410.00101919531744,3.4916890000000005,20,,
Ni,0.03,27.0,0.1,10.5,6.0,56.37,28.6,412.0866564527467,3.5611890000000006,20,,
Ni,0.03,27.0,0.1,10.5,6.5,55.87,28.6,414.08705673301097,3.6306890000000007,20,,
Ni,0.03,27.0,0.1,10.5,7.0,55.37,28.6,416.01188781837493,3.700189000000001,20,,
Ni,0.03,27.0,0.1,10.5,7.5,54.87,28.6,417.86911734759974,3.7696890000000005,20,,
Ni,0.03,27.0,0.1,10.5,8.0,54.37,28.6,419.66540409200695,3.8391890000000006,20,,
Ni,0.03,27.0,0.1,10.5,8.5,53.87,28.6,421.40638054553614,3.9086890000000007,20,,
Ni,0.03,27.0,0.1,10.5,9.0,53.37,28.6,423.09686159708315,3.9781890000000004,20,,
Ni,0.03,27.0,0.1,10.5,9.5,52.87,28.6,424.7410016267729,4.047689,20,,
Ni,0.03,27.0,0.1,10.5,10.0,52.37,28.6,426.34241480045074,4.117189000000001,20,,
Ni,0.03,27.0,0.15,9.5,0.0,63.32,29.4,371.9354802527997,2.709264,20,,
Ni,0.03,27.0,0.15,9.5,0.5,62.82,29.4,386.0776158765307,2.7787640000000002,20,,
Ni,0.03,27.0,0.15,9.5,1.0,62.32,29.4,391.9354802527997,2.8482640000000004,20,,
Ni,0.03,27.0,0.15,9.5,1.5,61.82,29.4,396.4303776806315,2.917764,20,,
Ni,0.03,27.0,0.15,9.5,2.0,61.32,29.4,400.2197515002616,2.987264,20,,
Ni,0.03,27.0,0.15,9.5,2.5,60.82,29.4,403.5582568544835,3.0567640000000003,20,,
Ni,0.03,27.0,0.15,9.5,3.0,60.32,29.4,406.57649640417725,3.126264,20,,
Ni,0.03,27.0,0.15,9.5,3.5,59.82,29.4,409.35205412053915,3.195764,20,,
Ni,0.03,27.0,0.15,9.5,4.0,59.32,29.4,411.9354802527997,3.265264,20,,
Ni,0.03,27.0,0.15,9.5,4.5,58.82,29.4,414.3618871239926,3.334764,20,,
Ni,0.03,27.0,0.15,9.5,5.0,58.32,29.4,416.6568398027955,3.4042640000000004,20,,
Ni,0.03,27.0,0.15,9.5,5.5,57.82,29.4,418.839637851034,3.473764,20,,
Ni,0.03,27.0,0.15,9.5,6.0,57.32,29.4,420.92527510846327,3.543264,20,,
Ni,0.03,27.0,0.15,9.5,6.5,56.82,29.4,422.92567538872754,3.6127640000000003,20,,
Ni,0.03,27.0,0.15,9.5,7.0,56.32,29.4,424.8505064740915,3.682264,20,,
Ni,0.03,27.0,0.15,9.5,7.5,55.82,29.4,426.7077360033163,3.751764,20,,
Ni,0.03,27.0,0.15,9.5,8.0,55.32,29.4,428.5040227477235,3.821264,20,,
Ni,0.03,27.0,0.15,9.5,8.5,54.82,29.4,430.2449992012527,3.8907640000000003,20,,
Ni,0.03,27.0,0.15,9.5,9.0,54.32,29.4,431.9354802527997,3.960264,20,,
Ni,0.03,27.0,0.15,9.5,9.5,53.82,29.4,433.5796202824895,4.029764,20,,
Ni,0.03,27.0,0.15,9.5,10.0,53.32,29.4,435.1810334561673,4.099264,20,,
Ni,0.03,27.0,0.15,10.0,0.0,62.82,29.4,373.937246719897,2.7182640000000005,20,,
Ni,0.03,27.0,0.15,10.0,0.5,62.32,29.4,388.07938234362797,2.7877640000000006,20,,
Ni,0.03,27.0,0.15,10.0,1.0,61.82,29.4,393.937246719897,2.8572640000000007,20,,
Ni,0.03,27.0,0.15,10.0,1.5,61.32,29.4,398.4321441477288,2.9267640000000004,20,,
Ni,0.03,27.0,0.15,10.0,2.0,60.82,29.4,402.2215179673589,2.9962640000000005,20,,
Ni,0.03,27.0,0.15,10.0,2.5,60.32,29.4,405.56002332158084,3.0657640000000006,20,,
Ni,0.03,27.0,0.15,10.0,3.0,59.82,29.4,408.57826287127455,3.1352640000000003,20,,
Ni,0.03,27.0,0.15,10.0,3.5,59.32,29.4,411.35382058763645,3.2047640000000004,20,,
Ni,0.03,27.0,0.15,10.0,4.0,58.82,29.4,413.937246719897,3.2742640000000005,20,,
Ni,0.03,27.0,0.15,10.0,4.5,58.32,29.4,416.36365359108987,3.343764,20,,
Ni,0.03,27.0,0.15,10.0,5.0,57.82,29.4,418.6586062698928,3.4132640000000007,20,,
Ni,0.03,27.0,0.15,10.0,5.5,57.32,29.4,420.8414043181313,3.4827640000000004,20,,
Ni,0.03,27.0,0.15,10.0,6.0,56.82,29.4,422.92704157556057,3.5522640000000005,20,,
Ni,0.03,27.0,0.15,10.0,6.5,56.32,29.4,424.9274418558249,3.6217640000000006,20,,
Ni,0.03,27.0,0.15,10.0,7.0,55.82,29.4,426.85227294118886,3.6912640000000003,20,,
Ni,0.03,27.0,0.15,10.0,7.5,55.32,29.4,428.7095024704136,3.7607640000000004,20,,
Ni,0.03,27.0,0.15,10.0,8.0,54.82,29.4,430.5057892148208,3.8302640000000006,20,,
Ni,0.03,27.0,0.15,10.0,8.5,54.32,29.4,432.24676566835,3.8997640000000007,20,,
Ni,0.03,27.0,0.15,10.0,9.0,53.82,29.4,433.937246719897,3.9692640000000003,20,,
Ni,0.03,27.0,0.15,10.0,9.5,53.32,29.4,435.5813867495868,4.0387640000000005,20,,
Ni,0.03,27.0,0.15,10.0,10.0,52.82,29.4,437.1827999232646,4.108264,20,,
Ni,0.03,27.0,0.15,10.5,0.0,62.32,29.4,375.88956394578577,2.7272640000000004,20,,
Ni,0.03,27.0,0.15,10.5,0.5,61.82,29.4,390.0316995695167,2.7967640000000005,20,,
Ni,0.03,27.0,0.15,10.5,1.0,61.32,29.4,395.88956394578577,2.866264,20,,
Ni,0.03,27.0,0.15,10.5,1.5,60.82,29.4,400.38446137361757,2.9357640000000003,20,,
Ni,0.03,27.0,0.15,10.5,2.0,60.32,29.4,404.17383519324767,3.0052640000000004,20,,
Ni,0.03,27.0,0.15,10.5,2.5,59.82,29.4,407.51234054746953,3.0747640000000005,20,,
Ni,0.03,27.0,0.15,10.5,3.0,59.32,29.4,410.5305800971633,3.144264,20,,
Ni,0.03,27.0,0.15,10.5,3.5,58.82,29.4,413.3061378135252,3.2137640000000003,20,,
Ni,0.03,27.0,0.15,10.5,4.0,58.32,29.4,415.88956394578577,3.2832640000000004,20,,
Ni,0.03,27.0,0.15,10.5,4.5,57.82,29.4,418.3159708169786,3.3527640000000005,20,,
Ni,0.03,27.0,0.15,10.5,5.0,57.32,29.4,420.61092349578155,3.422264,20,,
Ni,0.03,27.0,0.15,10.5,5.5,56.82,29.4,422.79372154402006,3.4917640000000003,20,,
Ni,0.03,27.0,0.15,10.5,6.0,56.32,29.4,424.8793588014493,3.5612640000000004,20,,
Ni,0.03,27.0,0.15,10.5,6.5,55.82,29.4,426.8797590817136,3.6307640000000005,20,,
Ni,0.03,27.0,0.15,10.5,7.0,55.32,29.4,428.80459016707755,3.7002640000000007,20,,
Ni,0.03,27.0,0.15,10.5,7.5,54.82,29.4,430.66181969630236,3.7697640000000003,20,,
Ni,0.03,27.0,0.15,10.5,8.0,54.32,29.4,432.45810644070957,3.8392640000000005,20,,
Ni,0.03,27.0,0.15,10.5,8.5,53.82,29.4,434.19908289423876,3.9087640000000006,20,,
Ni,0.03,27.0,0.15,10.5,9.0,53.32,29.4,435.88956394578577,3.9782640000000002,20,,
Ni,0.03,27.0,0.15,10.5,9.5,52.82,29.4,437.53370397547553,4.047764000000001,20,,
Ni,0.03,27.0,0.15,10.5,10.0,52.32,29.4,439.13511714915336,4.1172640000000005,20,,
Ni,0.03,27.5,0.0,9.5,0.0,62.97,27.5,303.89799365611066,2.7560390000000003,20,,
Ni,0.03,27.5,0.0,9.5,0.5,62.47,27.5,318.0401292798416,2.8255390000000005,20,,
