X_element,C_wt%,Cr_wt%,N_wt%,Si_wt%,Ni_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mn_wt%,Mo_wt%
Ni,0.03,29.0,0.15,9.5,2.5,58.82,31.4,394.7626553020366,3.2352640000000004,20,,
Ni,0.03,29.0,0.15,9.5,3.0,58.32,31.4,397.78089485173035,3.304764,20,,
Ni,0.03,29.0,0.15,9.5,3.5,57.82,31.4,400.55645256809225,3.374264,20,,
Ni,0.03,29.0,0.15,9.5,4.0,57.32,31.4,403.1398787003528,3.4437640000000003,20,,
Ni,0.03,29.0,0.15,9.5,4.5,56.82,31.4,405.5662855715457,3.5132640000000004,20,,
Ni,0.03,29.0,0.15,9.5,5.0,56.32,31.4,407.8612382503486,3.582764,20,,
Ni,0.03,29.0,0.15,9.5,5.5,55.82,31.4,410.0440362985871,3.652264,20,,
Ni,0.03,29.0,0.15,9.5,6.0,55.32,31.4,412.12967355601637,3.7217640000000003,20,,
Ni,0.03,29.0,0.15,9.5,6.5,54.82,31.4,414.13007383628064,3.7912640000000004,20,,
Ni,0.03,29.0,0.15,9.5,7.0,54.32,31.4,416.0549049216446,3.8607640000000005,20,,
Ni,0.03,29.0,0.15,9.5,7.5,53.82,31.4,417.9121344508694,3.930264,20,,
Ni,0.03,29.0,0.15,9.5,8.0,53.32,31.4,419.7084211952766,3.9997640000000003,20,,
Ni,0.03,29.0,0.15,9.5,8.5,52.82,31.4,421.4493976488058,4.069264,20,,
Ni,0.03,29.0,0.15,9.5,9.0,52.32,31.4,423.1398787003528,4.138764,20,,
Ni,0.03,29.0,0.15,9.5,9.5,51.82,31.4,424.7840187300426,4.208264,20,,
Ni,0.03,29.0,0.15,9.5,10.0,51.32,31.4,426.3854319037204,4.277764,20,,
Ni,0.03,29.0,0.15,10.0,0.0,60.82,31.4,364.74129187403065,2.896264,20,,
Ni,0.03,29.0,0.15,10.0,0.5,60.32,31.4,378.8834274977616,2.965764,20,,
Ni,0.03,29.0,0.15,10.0,1.0,59.82,31.4,384.74129187403065,3.0352639999999997,20,,
Ni,0.03,29.0,0.15,10.0,1.5,59.32,31.4,389.23618930186245,3.104764,20,,
Ni,0.03,29.0,0.15,10.0,2.0,58.82,31.4,393.02556312149255,3.174264,20,,
Ni,0.03,29.0,0.15,10.0,2.5,58.32,31.4,396.3640684757145,3.243764,20,,
Ni,0.03,29.0,0.15,10.0,3.0,57.82,31.4,399.3823080254082,3.3132639999999998,20,,
Ni,0.03,29.0,0.15,10.0,3.5,57.32,31.4,402.1578657417701,3.382764,20,,
Ni,0.03,29.0,0.15,10.0,4.0,56.82,31.4,404.74129187403065,3.452264,20,,
Ni,0.03,29.0,0.15,10.0,4.5,56.32,31.4,407.1676987452235,3.521764,20,,
Ni,0.03,29.0,0.15,10.0,5.0,55.82,31.4,409.46265142402643,3.591264,20,,
Ni,0.03,29.0,0.15,10.0,5.5,55.32,31.4,411.64544947226494,3.660764,20,,
Ni,0.03,29.0,0.15,10.0,6.0,54.82,31.4,413.7310867296942,3.730264,20,,
Ni,0.03,29.0,0.15,10.0,6.5,54.32,31.4,415.7314870099585,3.799764,20,,
Ni,0.03,29.0,0.15,10.0,7.0,53.82,31.4,417.6563180953225,3.8692640000000003,20,,
Ni,0.03,29.0,0.15,10.0,7.5,53.32,31.4,419.51354762454724,3.938764,20,,
Ni,0.03,29.0,0.15,10.0,8.0,52.82,31.4,421.30983436895445,4.0082640000000005,20,,
Ni,0.03,29.0,0.15,10.0,8.5,52.32,31.4,423.05081082248364,4.077764,20,,
Ni,0.03,29.0,0.15,10.0,9.0,51.82,31.4,424.74129187403065,4.147264,20,,
Ni,0.03,29.0,0.15,10.0,9.5,51.32,31.4,426.3854319037204,4.2167639999999995,20,,
Ni,0.03,29.0,0.15,10.0,10.0,50.82,31.4,427.98684507739824,4.286264,20,,
Ni,0.03,29.0,0.15,10.5,0.0,60.32,31.4,366.3031456547417,2.904764,20,,
Ni,0.03,29.0,0.15,10.5,0.5,59.82,31.4,380.44528127847263,2.9742640000000002,20,,
Ni,0.03,29.0,0.15,10.5,1.0,59.32,31.4,386.3031456547417,3.0437640000000004,20,,
Ni,0.03,29.0,0.15,10.5,1.5,58.82,31.4,390.7980430825735,3.113264,20,,
Ni,0.03,29.0,0.15,10.5,2.0,58.32,31.4,394.5874169022036,3.182764,20,,
Ni,0.03,29.0,0.15,10.5,2.5,57.82,31.4,397.92592225642545,3.2522640000000003,20,,
Ni,0.03,29.0,0.15,10.5,3.0,57.32,31.4,400.9441618061192,3.321764,20,,
Ni,0.03,29.0,0.15,10.5,3.5,56.82,31.4,403.7197195224811,3.391264,20,,
Ni,0.03,29.0,0.15,10.5,4.0,56.32,31.4,406.3031456547417,3.460764,20,,
Ni,0.03,29.0,0.15,10.5,4.5,55.82,31.4,408.72955252593454,3.530264,20,,
Ni,0.03,29.0,0.15,10.5,5.0,55.32,31.4,411.02450520473747,3.5997640000000004,20,,
Ni,0.03,29.0,0.15,10.5,5.5,54.82,31.4,413.207303252976,3.669264,20,,
Ni,0.03,29.0,0.15,10.5,6.0,54.32,31.4,415.29294051040523,3.738764,20,,
Ni,0.03,29.0,0.15,10.5,6.5,53.82,31.4,417.2933407906695,3.8082640000000003,20,,
Ni,0.03,29.0,0.15,10.5,7.0,53.32,31.4,419.21817187603347,3.877764,20,,
Ni,0.03,29.0,0.15,10.5,7.5,52.82,31.4,421.0754014052583,3.947264,20,,
Ni,0.03,29.0,0.15,10.5,8.0,52.32,31.4,422.8716881496655,4.016764,20,,
Ni,0.03,29.0,0.15,10.5,8.5,51.82,31.4,424.6126646031947,4.086264,20,,
Ni,0.03,29.0,0.15,10.5,9.0,51.32,31.4,426.3031456547417,4.155764,20,,
Ni,0.03,29.0,0.15,10.5,9.5,50.82,31.4,427.94728568443145,4.225264,20,,
Ni,0.03,29.0,0.15,10.5,10.0,50.32,31.4,429.5486988581093,4.294764000000001,20,,
Ni,0.04,27.0,0.0,9.5,0.0,63.46,27.0,293.5094748244219,2.6995520000000006,20,,
Ni,0.04,27.0,0.0,9.5,0.5,62.96,27.0,307.65161044815284,2.7690520000000007,20,,
Ni,0.04,27.0,0.0,9.5,1.0,62.46,27.0,313.5094748244219,2.838552000000001,20,,
Ni,0.04,27.0,0.0,9.5,1.5,61.96,27.0,318.0043722522537,2.9080520000000005,20,,
Ni,0.04,27.0,0.0,9.5,2.0,61.46,27.0,321.7937460718838,2.9775520000000006,20,,
Ni,0.04,27.0,0.0,9.5,2.5,60.96,27.0,325.13225142610565,3.0470520000000008,20,,
Ni,0.04,27.0,0.0,9.5,3.0,60.46,27.0,328.1504909757994,3.1165520000000004,20,,
Ni,0.04,27.0,0.0,9.5,3.5,59.96,27.0,330.9260486921613,3.1860520000000006,20,,
Ni,0.04,27.0,0.0,9.5,4.0,59.46,27.0,333.5094748244219,3.2555520000000007,20,,
Ni,0.04,27.0,0.0,9.5,4.5,58.96,27.0,335.93588169561474,3.3250520000000003,20,,
Ni,0.04,27.0,0.0,9.5,5.0,58.46,27.0,338.23083437441767,3.394552000000001,20,,
Ni,0.04,27.0,0.0,9.5,5.5,57.96,27.0,340.4136324226562,3.4640520000000006,20,,
Ni,0.04,27.0,0.0,9.5,6.0,57.46,27.0,342.49926968008543,3.5335520000000007,20,,
Ni,0.04,27.0,0.0,9.5,6.5,56.96,27.0,344.4996699603497,3.603052000000001,20,,
Ni,0.04,27.0,0.0,9.5,7.0,56.46,27.0,346.42450104571367,3.6725520000000005,20,,
Ni,0.04,27.0,0.0,9.5,7.5,55.96,27.0,348.2817305749385,3.7420520000000006,20,,
Ni,0.04,27.0,0.0,9.5,8.0,55.46,27.0,350.0780173193457,3.8115520000000007,20,,
Ni,0.04,27.0,0.0,9.5,8.5,54.96,27.0,351.8189937728749,3.881052000000001,20,,
Ni,0.04,27.0,0.0,9.5,9.0,54.46,27.0,353.5094748244219,3.9505520000000005,20,,
Ni,0.04,27.0,0.0,9.5,9.5,53.96,27.0,355.15361485411165,4.020052000000001,20,,
Ni,0.04,27.0,0.0,9.5,10.0,53.46,27.0,356.7550280277895,4.089552000000001,20,,
Ni,0.04,27.0,0.0,10.0,0.0,62.96,27.0,295.1108879980997,2.7080520000000003,20,,
Ni,0.04,27.0,0.0,10.0,0.5,62.46,27.0,309.25302362183066,2.7775520000000005,20,,
Ni,0.04,27.0,0.0,10.0,1.0,61.96,27.0,315.1108879980997,2.8470520000000006,20,,
Ni,0.04,27.0,0.0,10.0,1.5,61.46,27.0,319.6057854259315,2.9165520000000003,20,,
Ni,0.04,27.0,0.0,10.0,2.0,60.96,27.0,323.3951592455616,2.9860520000000004,20,,
Ni,0.04,27.0,0.0,10.0,2.5,60.46,27.0,326.73366459978354,3.0555520000000005,20,,
Ni,0.04,27.0,0.0,10.0,3.0,59.96,27.0,329.75190414947724,3.125052,20,,
Ni,0.04,27.0,0.0,10.0,3.5,59.46,27.0,332.52746186583914,3.1945520000000003,20,,
Ni,0.04,27.0,0.0,10.0,4.0,58.96,27.0,335.1108879980997,3.2640520000000004,20,,
Ni,0.04,27.0,0.0,10.0,4.5,58.46,27.0,337.53729486929257,3.333552,20,,
Ni,0.04,27.0,0.0,10.0,5.0,57.96,27.0,339.8322475480955,3.4030520000000006,20,,
Ni,0.04,27.0,0.0,10.0,5.5,57.46,27.0,342.015045596334,3.4725520000000003,20,,
Ni,0.04,27.0,0.0,10.0,6.0,56.96,27.0,344.10068285376326,3.5420520000000004,20,,
Ni,0.04,27.0,0.0,10.0,6.5,56.46,27.0,346.1010831340276,3.6115520000000005,20,,
Ni,0.04,27.0,0.0,10.0,7.0,55.96,27.0,348.02591421939155,3.681052,20,,
Ni,0.04,27.0,0.0,10.0,7.5,55.46,27.0,349.8831437486163,3.7505520000000003,20,,
Ni,0.04,27.0,0.0,10.0,8.0,54.96,27.0,351.6794304930235,3.8200520000000004,20,,
Ni,0.04,27.0,0.0,10.0,8.5,54.46,27.0,353.4204069465527,3.8895520000000006,20,,
Ni,0.04,27.0,0.0,10.0,9.0,53.96,27.0,355.1108879980997,3.9590520000000002,20,,
Ni,0.04,27.0,0.0,10.0,9.5,53.46,27.0,356.7550280277895,4.028552,20,,
Ni,0.04,27.0,0.0,10.0,10.0,52.96,27.0,358.3564412014673,4.098052000000001,20,,
Ni,0.04,27.0,0.0,10.5,0.0,62.46,27.0,296.67274177881075,2.7165520000000005,20,,
Ni,0.04,27.0,0.0,10.5,0.5,61.96,27.0,310.8148774025417,2.7860520000000006,20,,
Ni,0.04,27.0,0.0,10.5,1.0,61.46,27.0,316.67274177881075,2.8555520000000003,20,,
Ni,0.04,27.0,0.0,10.5,1.5,60.96,27.0,321.16763920664255,2.9250520000000004,20,,
Ni,0.04,27.0,0.0,10.5,2.0,60.46,27.0,324.95701302627265,2.9945520000000005,20,,
Ni,0.04,27.0,0.0,10.5,2.5,59.96,27.0,328.2955183804945,3.0640520000000007,20,,
Ni,0.04,27.0,0.0,10.5,3.0,59.46,27.0,331.3137579301883,3.1335520000000003,20,,
Ni,0.04,27.0,0.0,10.5,3.5,58.96,27.0,334.0893156465502,3.2030520000000005,20,,
Ni,0.04,27.0,0.0,10.5,4.0,58.46,27.0,336.67274177881075,3.2725520000000006,20,,
Ni,0.04,27.0,0.0,10.5,4.5,57.96,27.0,339.0991486500036,3.3420520000000007,20,,
Ni,0.04,27.0,0.0,10.5,5.0,57.46,27.0,341.3941013288065,3.4115520000000004,20,,
Ni,0.04,27.0,0.0,10.5,5.5,56.96,27.0,343.57689937704504,3.4810520000000005,20,,
Ni,0.04,27.0,0.0,10.5,6.0,56.46,27.0,345.6625366344743,3.5505520000000006,20,,
Ni,0.04,27.0,0.0,10.5,6.5,55.96,27.0,347.66293691473857,3.6200520000000007,20,,
Ni,0.04,27.0,0.0,10.5,7.0,55.46,27.0,349.5877680001025,3.689552000000001,20,,
Ni,0.04,27.0,0.0,10.5,7.5,54.96,27.0,351.44499752932734,3.7590520000000005,20,,
Ni,0.04,27.0,0.0,10.5,8.0,54.46,27.0,353.24128427373455,3.8285520000000006,20,,
Ni,0.04,27.0,0.0,10.5,8.5,53.96,27.0,354.98226072726374,3.8980520000000007,20,,
Ni,0.04,27.0,0.0,10.5,9.0,53.46,27.0,356.67274177881075,3.9675520000000004,20,,
Ni,0.04,27.0,0.0,10.5,9.5,52.96,27.0,358.3168818085005,4.037052000000001,20,,
Ni,0.04,27.0,0.0,10.5,10.0,52.46,27.0,359.91829498217834,4.106552000000001,20,,
Ni,0.04,27.0,0.05,9.5,0.0,63.41,27.8,333.7586984194181,2.6996270000000004,20,,
Ni,0.04,27.0,0.05,9.5,0.5,62.91,27.8,347.9008340431491,2.7691270000000006,20,,
Ni,0.04,27.0,0.05,9.5,1.0,62.41,27.8,353.7586984194181,2.8386270000000007,20,,
Ni,0.04,27.0,0.05,9.5,1.5,61.91,27.8,358.2535958472499,2.9081270000000004,20,,
Ni,0.04,27.0,0.05,9.5,2.0,61.41,27.8,362.04296966688,2.9776270000000005,20,,
Ni,0.04,27.0,0.05,9.5,2.5,60.91,27.8,365.3814750211019,3.0471270000000006,20,,
Ni,0.04,27.0,0.05,9.5,3.0,60.41,27.8,368.39971457079565,3.1166270000000003,20,,
Ni,0.04,27.0,0.05,9.5,3.5,59.91,27.8,371.17527228715755,3.1861270000000004,20,,
Ni,0.04,27.0,0.05,9.5,4.0,59.41,27.8,373.7586984194181,3.2556270000000005,20,,
Ni,0.04,27.0,0.05,9.5,4.5,58.91,27.8,376.185105290611,3.325127,20,,
Ni,0.04,27.0,0.05,9.5,5.0,58.41,27.8,378.4800579694139,3.3946270000000007,20,,
Ni,0.04,27.0,0.05,9.5,5.5,57.91,27.8,380.6628560176524,3.4641270000000004,20,,
Ni,0.04,27.0,0.05,9.5,6.0,57.41,27.8,382.74849327508167,3.5336270000000005,20,,
Ni,0.04,27.0,0.05,9.5,6.5,56.91,27.8,384.74889355534594,3.6031270000000006,20,,
Ni,0.04,27.0,0.05,9.5,7.0,56.41,27.8,386.6737246407099,3.6726270000000003,20,,
Ni,0.04,27.0,0.05,9.5,7.5,55.91,27.8,388.5309541699347,3.7421270000000004,20,,
Ni,0.04,27.0,0.05,9.5,8.0,55.41,27.8,390.3272409143419,3.8116270000000005,20,,
Ni,0.04,27.0,0.05,9.5,8.5,54.91,27.8,392.0682173678711,3.8811270000000007,20,,
Ni,0.04,27.0,0.05,9.5,9.0,54.41,27.8,393.7586984194181,3.9506270000000003,20,,
Ni,0.04,27.0,0.05,9.5,9.5,53.91,27.8,395.4028384491079,4.0201270000000005,20,,
Ni,0.04,27.0,0.05,9.5,10.0,53.41,27.8,397.0042516227857,4.089627,20,,
Ni,0.04,27.0,0.05,10.0,0.0,62.91,27.8,335.36011159309595,2.708127,20,,
Ni,0.04,27.0,0.05,10.0,0.5,62.41,27.8,349.5022472168269,2.7776270000000003,20,,
Ni,0.04,27.0,0.05,10.0,1.0,61.91,27.8,355.36011159309595,2.8471270000000004,20,,
Ni,0.04,27.0,0.05,10.0,1.5,61.41,27.8,359.85500902092775,2.916627,20,,
Ni,0.04,27.0,0.05,10.0,2.0,60.91,27.8,363.64438284055785,2.986127,20,,
Ni,0.04,27.0,0.05,10.0,2.5,60.41,27.8,366.9828881947798,3.0556270000000003,20,,
Ni,0.04,27.0,0.05,10.0,3.0,59.91,27.8,370.0011277444735,3.125127,20,,
Ni,0.04,27.0,0.05,10.0,3.5,59.41,27.8,372.7766854608354,3.194627,20,,
Ni,0.04,27.0,0.05,10.0,4.0,58.91,27.8,375.36011159309595,3.2641270000000002,20,,
Ni,0.04,27.0,0.05,10.0,4.5,58.41,27.8,377.7865184642888,3.333627,20,,
Ni,0.04,27.0,0.05,10.0,5.0,57.91,27.8,380.08147114309173,3.4031270000000005,20,,
Ni,0.04,27.0,0.05,10.0,5.5,57.41,27.8,382.26426919133024,3.472627,20,,
Ni,0.04,27.0,0.05,10.0,6.0,56.91,27.8,384.3499064487595,3.5421270000000002,20,,
Ni,0.04,27.0,0.05,10.0,6.5,56.41,27.8,386.3503067290238,3.6116270000000004,20,,
Ni,0.04,27.0,0.05,10.0,7.0,55.91,27.8,388.2751378143878,3.681127,20,,
Ni,0.04,27.0,0.05,10.0,7.5,55.41,27.8,390.13236734361254,3.750627,20,,
Ni,0.04,27.0,0.05,10.0,8.0,54.91,27.8,391.92865408801975,3.8201270000000003,20,,
Ni,0.04,27.0,0.05,10.0,8.5,54.41,27.8,393.66963054154894,3.8896270000000004,20,,
Ni,0.04,27.0,0.05,10.0,9.0,53.91,27.8,395.36011159309595,3.959127,20,,
Ni,0.04,27.0,0.05,10.0,9.5,53.41,27.8,397.0042516227857,4.028627,20,,
Ni,0.04,27.0,0.05,10.0,10.0,52.91,27.8,398.60566479646354,4.098127,20,,
Ni,0.04,27.0,0.05,10.5,0.0,62.41,27.8,336.921965373807,2.7166270000000003,20,,
Ni,0.04,27.0,0.05,10.5,0.5,61.91,27.8,351.06410099753793,2.7861270000000005,20,,
Ni,0.04,27.0,0.05,10.5,1.0,61.41,27.8,356.921965373807,2.855627,20,,
Ni,0.04,27.0,0.05,10.5,1.5,60.91,27.8,361.4168628016388,2.9251270000000003,20,,
Ni,0.04,27.0,0.05,10.5,2.0,60.41,27.8,365.2062366212689,2.9946270000000004,20,,
Ni,0.04,27.0,0.05,10.5,2.5,59.91,27.8,368.54474197549075,3.0641270000000005,20,,
Ni,0.04,27.0,0.05,10.5,3.0,59.41,27.8,371.5629815251845,3.133627,20,,
Ni,0.04,27.0,0.05,10.5,3.5,58.91,27.8,374.3385392415464,3.2031270000000003,20,,
Ni,0.04,27.0,0.05,10.5,4.0,58.41,27.8,376.921965373807,3.2726270000000004,20,,
Ni,0.04,27.0,0.05,10.5,4.5,57.91,27.8,379.34837224499984,3.3421270000000005,20,,
Ni,0.04,27.0,0.05,10.5,5.0,57.41,27.8,381.64332492380277,3.411627,20,,
Ni,0.04,27.0,0.05,10.5,5.5,56.91,27.8,383.8261229720413,3.4811270000000003,20,,
Ni,0.04,27.0,0.05,10.5,6.0,56.41,27.8,385.91176022947053,3.5506270000000004,20,,
Ni,0.04,27.0,0.05,10.5,6.5,55.91,27.8,387.9121605097348,3.6201270000000005,20,,
Ni,0.04,27.0,0.05,10.5,7.0,55.41,27.8,389.83699159509877,3.6896270000000007,20,,
Ni,0.04,27.0,0.05,10.5,7.5,54.91,27.8,391.6942211243236,3.7591270000000003,20,,
Ni,0.04,27.0,0.05,10.5,8.0,54.41,27.8,393.4905078687308,3.8286270000000004,20,,
Ni,0.04,27.0,0.05,10.5,8.5,53.91,27.8,395.23148432226,3.8981270000000006,20,,
Ni,0.04,27.0,0.05,10.5,9.0,53.41,27.8,396.921965373807,3.9676270000000002,20,,
Ni,0.04,27.0,0.05,10.5,9.5,52.91,27.8,398.56610540349675,4.037127,20,,
Ni,0.04,27.0,0.05,10.5,10.0,52.41,27.8,400.1675185771746,4.1066270000000005,20,,
Ni,0.04,27.0,0.1,9.5,0.0,63.36,28.6,350.43047270745274,2.6997020000000007,20,,
Ni,0.04,27.0,0.1,9.5,0.5,62.86,28.6,364.5726083311837,2.769202000000001,20,,
Ni,0.04,27.0,0.1,9.5,1.0,62.36,28.6,370.43047270745274,2.8387020000000005,20,,
Ni,0.04,27.0,0.1,9.5,1.5,61.86,28.6,374.92537013528454,2.9082020000000006,20,,
Ni,0.04,27.0,0.1,9.5,2.0,61.36,28.6,378.71474395491464,2.9777020000000007,20,,
Ni,0.04,27.0,0.1,9.5,2.5,60.86,28.6,382.0532493091365,3.047202000000001,20,,
Ni,0.04,27.0,0.1,9.5,3.0,60.36,28.6,385.07148885883026,3.1167020000000005,20,,
Ni,0.04,27.0,0.1,9.5,3.5,59.86,28.6,387.84704657519217,3.1862020000000006,20,,
Ni,0.04,27.0,0.1,9.5,4.0,59.36,28.6,390.43047270745274,3.2557020000000008,20,,
Ni,0.04,27.0,0.1,9.5,4.5,58.86,28.6,392.8568795786456,3.325202000000001,20,,
Ni,0.04,27.0,0.1,9.5,5.0,58.36,28.6,395.1518322574485,3.3947020000000006,20,,
Ni,0.04,27.0,0.1,9.5,5.5,57.86,28.6,397.334630305687,3.4642020000000007,20,,
Ni,0.04,27.0,0.1,9.5,6.0,57.36,28.6,399.4202675631163,3.533702000000001,20,,
Ni,0.04,27.0,0.1,9.5,6.5,56.86,28.6,401.42066784338056,3.603202000000001,20,,
Ni,0.04,27.0,0.1,9.5,7.0,56.36,28.6,403.3454989287445,3.672702000000001,20,,
Ni,0.04,27.0,0.1,9.5,7.5,55.86,28.6,405.20272845796933,3.7422020000000007,20,,
Ni,0.04,27.0,0.1,9.5,8.0,55.36,28.6,406.99901520237654,3.811702000000001,20,,
Ni,0.04,27.0,0.1,9.5,8.5,54.86,28.6,408.7399916559057,3.881202000000001,20,,
Ni,0.04,27.0,0.1,9.5,9.0,54.36,28.6,410.43047270745274,3.9507020000000006,20,,
Ni,0.04,27.0,0.1,9.5,9.5,53.86,28.6,412.0746127371425,4.020202000000001,20,,
Ni,0.04,27.0,0.1,9.5,10.0,53.36,28.6,413.67602591082033,4.089702000000001,20,,
Ni,0.04,27.0,0.1,10.0,0.0,62.86,28.6,352.03188588113056,2.7082020000000004,20,,
Ni,0.04,27.0,0.1,10.0,0.5,62.36,28.6,366.1740215048615,2.7777020000000006,20,,
Ni,0.04,27.0,0.1,10.0,1.0,61.86,28.6,372.03188588113056,2.8472020000000002,20,,
Ni,0.04,27.0,0.1,10.0,1.5,61.36,28.6,376.52678330896237,2.9167020000000003,20,,
Ni,0.04,27.0,0.1,10.0,2.0,60.86,28.6,380.31615712859247,2.9862020000000005,20,,
Ni,0.04,27.0,0.1,10.0,2.5,60.36,28.6,383.6546624828144,3.0557020000000006,20,,
Ni,0.04,27.0,0.1,10.0,3.0,59.86,28.6,386.6729020325081,3.1252020000000003,20,,
Ni,0.04,27.0,0.1,10.0,3.5,59.36,28.6,389.44845974887,3.1947020000000004,20,,
Ni,0.04,27.0,0.1,10.0,4.0,58.86,28.6,392.03188588113056,3.2642020000000005,20,,
Ni,0.04,27.0,0.1,10.0,4.5,58.36,28.6,394.4582927523234,3.3337020000000006,20,,
Ni,0.04,27.0,0.1,10.0,5.0,57.86,28.6,396.75324543112635,3.4032020000000003,20,,
Ni,0.04,27.0,0.1,10.0,5.5,57.36,28.6,398.93604347936486,3.4727020000000004,20,,
Ni,0.04,27.0,0.1,10.0,6.0,56.86,28.6,401.0216807367941,3.5422020000000005,20,,
Ni,0.04,27.0,0.1,10.0,6.5,56.36,28.6,403.02208101705844,3.6117020000000006,20,,
Ni,0.04,27.0,0.1,10.0,7.0,55.86,28.6,404.9469121024224,3.6812020000000008,20,,
Ni,0.04,27.0,0.1,10.0,7.5,55.36,28.6,406.80414163164716,3.7507020000000004,20,,
Ni,0.04,27.0,0.1,10.0,8.0,54.86,28.6,408.60042837605437,3.8202020000000005,20,,
Ni,0.04,27.0,0.1,10.0,8.5,54.36,28.6,410.34140482958355,3.8897020000000007,20,,
Ni,0.04,27.0,0.1,10.0,9.0,53.86,28.6,412.03188588113056,3.9592020000000003,20,,
Ni,0.04,27.0,0.1,10.0,9.5,53.36,28.6,413.67602591082033,4.028702000000001,20,,
Ni,0.04,27.0,0.1,10.0,10.0,52.86,28.6,415.27743908449816,4.098202000000001,20,,
Ni,0.04,27.0,0.1,10.5,0.0,62.36,28.6,353.5937396618416,2.7167020000000006,20,,
Ni,0.04,27.0,0.1,10.5,0.5,61.86,28.6,367.73587528557255,2.7862020000000007,20,,
Ni,0.04,27.0,0.1,10.5,1.0,61.36,28.6,373.5937396618416,2.855702000000001,20,,
Ni,0.04,27.0,0.1,10.5,1.5,60.86,28.6,378.0886370896734,2.9252020000000005,20,,
Ni,0.04,27.0,0.1,10.5,2.0,60.36,28.6,381.8780109093035,2.9947020000000006,20,,
Ni,0.04,27.0,0.1,10.5,2.5,59.86,28.6,385.21651626352536,3.0642020000000008,20,,
Ni,0.04,27.0,0.1,10.5,3.0,59.36,28.6,388.2347558132191,3.1337020000000004,20,,
Ni,0.04,27.0,0.1,10.5,3.5,58.86,28.6,391.010313529581,3.2032020000000005,20,,
Ni,0.04,27.0,0.1,10.5,4.0,58.36,28.6,393.5937396618416,3.2727020000000007,20,,
Ni,0.04,27.0,0.1,10.5,4.5,57.86,28.6,396.02014653303445,3.3422020000000003,20,,
Ni,0.04,27.0,0.1,10.5,5.0,57.36,28.6,398.3150992118374,3.411702000000001,20,,
Ni,0.04,27.0,0.1,10.5,5.5,56.86,28.6,400.4978972600759,3.4812020000000006,20,,
Ni,0.04,27.0,0.1,10.5,6.0,56.36,28.6,402.58353451750514,3.5507020000000007,20,,
Ni,0.04,27.0,0.1,10.5,6.5,55.86,28.6,404.5839347977694,3.620202000000001,20,,
Ni,0.04,27.0,0.1,10.5,7.0,55.36,28.6,406.5087658831334,3.6897020000000005,20,,
Ni,0.04,27.0,0.1,10.5,7.5,54.86,28.6,408.3659954123582,3.7592020000000006,20,,
Ni,0.04,27.0,0.1,10.5,8.0,54.36,28.6,410.1622821567654,3.8287020000000007,20,,
Ni,0.04,27.0,0.1,10.5,8.5,53.86,28.6,411.9032586102946,3.898202000000001,20,,
Ni,0.04,27.0,0.1,10.5,9.0,53.36,28.6,413.5937396618416,3.9677020000000005,20,,
Ni,0.04,27.0,0.1,10.5,9.5,52.86,28.6,415.23787969153136,4.037202000000001,20,,
Ni,0.04,27.0,0.1,10.5,10.0,52.36,28.6,416.8392928652092,4.106702,20,,
Ni,0.04,27.0,0.15,9.5,0.0,63.31,29.4,363.2231750561554,2.6997770000000005,20,,
Ni,0.04,27.0,0.15,9.5,0.5,62.81,29.4,377.36531067988636,2.7692770000000007,20,,
Ni,0.04,27.0,0.15,9.5,1.0,62.31,29.4,383.2231750561554,2.8387770000000003,20,,
Ni,0.04,27.0,0.15,9.5,1.5,61.81,29.4,387.7180724839872,2.9082770000000004,20,,
Ni,0.04,27.0,0.15,9.5,2.0,61.31,29.4,391.5074463036173,2.9777770000000006,20,,
Ni,0.04,27.0,0.15,9.5,2.5,60.81,29.4,394.84595165783924,3.0472770000000007,20,,
Ni,0.04,27.0,0.15,9.5,3.0,60.31,29.4,397.86419120753294,3.1167770000000004,20,,
Ni,0.04,27.0,0.15,9.5,3.5,59.81,29.4,400.63974892389484,3.1862770000000005,20,,
Ni,0.04,27.0,0.15,9.5,4.0,59.31,29.4,403.2231750561554,3.2557770000000006,20,,
Ni,0.04,27.0,0.15,9.5,4.5,58.81,29.4,405.64958192734827,3.3252770000000007,20,,
Ni,0.04,27.0,0.15,9.5,5.0,58.31,29.4,407.9445346061512,3.3947770000000004,20,,
Ni,0.04,27.0,0.15,9.5,5.5,57.81,29.4,410.1273326543897,3.4642770000000005,20,,
Ni,0.04,27.0,0.15,9.5,6.0,57.31,29.4,412.21296991181896,3.5337770000000006,20,,
Ni,0.04,27.0,0.15,9.5,6.5,56.81,29.4,414.2133701920833,3.6032770000000007,20,,
Ni,0.04,27.0,0.15,9.5,7.0,56.31,29.4,416.13820127744725,3.672777000000001,20,,
Ni,0.04,27.0,0.15,9.5,7.5,55.81,29.4,417.995430806672,3.7422770000000005,20,,
Ni,0.04,27.0,0.15,9.5,8.0,55.31,29.4,419.7917175510792,3.8117770000000006,20,,
Ni,0.04,27.0,0.15,9.5,8.5,54.81,29.4,421.5326940046084,3.8812770000000008,20,,
Ni,0.04,27.0,0.15,9.5,9.0,54.31,29.4,423.2231750561554,3.9507770000000004,20,,
Ni,0.04,27.0,0.15,9.5,9.5,53.81,29.4,424.8673150858452,4.020277,20,,
