X_element,C_wt%,Cr_wt%,N_wt%,Si_wt%,Ni_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mn_wt%,Mo_wt%
Mn,0.07,28.5,0.0,9.5,,52.43,28.5,391.69196725396466,3.0115909999999997,20,9.5,
Mn,0.07,28.5,0.0,9.5,,51.93,28.5,393.69373372106196,3.020591,20,10.0,
Mn,0.07,28.5,0.0,10.0,,61.43,28.5,316.2382053905303,2.8490909999999996,20,0.0,
Mn,0.07,28.5,0.0,10.0,,60.93,28.5,333.915874920194,2.8580909999999995,20,0.5,
Mn,0.07,28.5,0.0,10.0,,60.43,28.5,341.2382053905303,2.8670909999999994,20,1.0,
Mn,0.07,28.5,0.0,10.0,,59.93,28.5,346.85682717532006,2.8760909999999997,20,1.5,
Mn,0.07,28.5,0.0,10.0,,59.43,28.5,351.5935444498577,2.8850909999999996,20,2.0,
Mn,0.07,28.5,0.0,10.0,,58.93,28.5,355.76667614263505,2.8940909999999995,20,2.5,
Mn,0.07,28.5,0.0,10.0,,58.43,28.5,359.53947557975226,2.9030909999999994,20,3.0,
Mn,0.07,28.5,0.0,10.0,,57.93,28.5,363.00892272520457,2.9120909999999998,20,3.5,
Mn,0.07,28.5,0.0,10.0,,57.43,28.5,366.2382053905303,2.9210909999999997,20,4.0,
Mn,0.07,28.5,0.0,10.0,,56.93,28.5,369.27121397952135,2.9300909999999996,20,4.5,
Mn,0.07,28.5,0.0,10.0,,56.43,28.5,372.13990482802507,2.9390909999999995,20,5.0,
Mn,0.07,28.5,0.0,10.0,,55.93,28.5,374.8684023883232,2.948091,20,5.5,
Mn,0.07,28.5,0.0,10.0,,55.43,28.5,377.47544896010976,2.9570909999999997,20,6.0,
Mn,0.07,28.5,0.0,10.0,,54.93,28.5,379.9759493104401,2.9660909999999996,20,6.5,
Mn,0.07,28.5,0.0,10.0,,54.43,28.5,382.3819881671451,2.9750909999999995,20,7.0,
Mn,0.07,28.5,0.0,10.0,,53.93,28.5,384.7035250786761,2.9840909999999994,20,7.5,
Mn,0.07,28.5,0.0,10.0,,53.43,28.5,386.94888350918507,2.9930909999999997,20,8.0,
Mn,0.07,28.5,0.0,10.0,,52.93,28.5,389.1251040760966,3.0020909999999996,20,8.5,
Mn,0.07,28.5,0.0,10.0,,52.43,28.5,391.2382053905303,3.0110909999999995,20,9.0,
Mn,0.07,28.5,0.0,10.0,,51.93,28.5,393.29338042764255,3.0200909999999994,20,9.5,
Mn,0.07,28.5,0.0,10.0,,51.43,28.5,395.2951468947398,3.0290909999999998,20,10.0,
Mn,0.07,28.5,0.0,10.5,,60.93,28.5,317.8000591712413,2.8575909999999998,20,0.0,
Mn,0.07,28.5,0.0,10.5,,60.43,28.5,335.477728700905,2.8665909999999997,20,0.5,
Mn,0.07,28.5,0.0,10.5,,59.93,28.5,342.8000591712413,2.8755909999999996,20,1.0,
Mn,0.07,28.5,0.0,10.5,,59.43,28.5,348.41868095603104,2.884591,20,1.5,
Mn,0.07,28.5,0.0,10.5,,58.93,28.5,353.15539823056866,2.893591,20,2.0,
Mn,0.07,28.5,0.0,10.5,,58.43,28.5,357.328529923346,2.9025909999999997,20,2.5,
Mn,0.07,28.5,0.0,10.5,,57.93,28.5,361.10132936046324,2.9115909999999996,20,3.0,
Mn,0.07,28.5,0.0,10.5,,57.43,28.5,364.57077650591555,2.920591,20,3.5,
Mn,0.07,28.5,0.0,10.5,,56.93,28.5,367.8000591712413,2.929591,20,4.0,
Mn,0.07,28.5,0.0,10.5,,56.43,28.5,370.8330677602323,2.9385909999999997,20,4.5,
Mn,0.07,28.5,0.0,10.5,,55.93,28.5,373.70175860873604,2.9475909999999996,20,5.0,
Mn,0.07,28.5,0.0,10.5,,55.43,28.5,376.4302561690342,2.956591,20,5.5,
Mn,0.07,28.5,0.0,10.5,,54.93,28.5,379.03730274082073,2.965591,20,6.0,
Mn,0.07,28.5,0.0,10.5,,54.43,28.5,381.5378030911511,2.9745909999999998,20,6.5,
Mn,0.07,28.5,0.0,10.5,,53.93,28.5,383.9438419478561,2.9835909999999997,20,7.0,
Mn,0.07,28.5,0.0,10.5,,53.43,28.5,386.26537885938706,2.992591,20,7.5,
Mn,0.07,28.5,0.0,10.5,,52.93,28.5,388.51073728989604,3.001591,20,8.0,
Mn,0.07,28.5,0.0,10.5,,52.43,28.5,390.68695785680757,3.010591,20,8.5,
Mn,0.07,28.5,0.0,10.5,,51.93,28.5,392.8000591712413,3.0195909999999997,20,9.0,
Mn,0.07,28.5,0.0,10.5,,51.43,28.5,394.8552342083535,3.0285909999999996,20,9.5,
Mn,0.07,28.5,0.0,10.5,,50.93,28.5,396.85700067545076,3.037591,20,10.0,
Mn,0.07,28.5,0.05,9.5,,61.879999999999995,29.3,354.8860158118487,2.8406659999999997,20,0.0,
Mn,0.07,28.5,0.05,9.5,,61.379999999999995,29.3,372.5636853415124,2.8496659999999996,20,0.5,
Mn,0.07,28.5,0.05,9.5,,60.879999999999995,29.3,379.8860158118487,2.8586659999999995,20,1.0,
Mn,0.07,28.5,0.05,9.5,,60.379999999999995,29.3,385.5046375966384,2.867666,20,1.5,
Mn,0.07,28.5,0.05,9.5,,59.879999999999995,29.3,390.2413548711761,2.8766659999999997,20,2.0,
Mn,0.07,28.5,0.05,9.5,,59.379999999999995,29.3,394.41448656395346,2.8856659999999996,20,2.5,
Mn,0.07,28.5,0.05,9.5,,58.879999999999995,29.3,398.1872860010707,2.8946659999999995,20,3.0,
Mn,0.07,28.5,0.05,9.5,,58.379999999999995,29.3,401.656733146523,2.903666,20,3.5,
Mn,0.07,28.5,0.05,9.5,,57.879999999999995,29.3,404.8860158118487,2.9126659999999998,20,4.0,
Mn,0.07,28.5,0.05,9.5,,57.379999999999995,29.3,407.91902440083976,2.9216659999999997,20,4.5,
Mn,0.07,28.5,0.05,9.5,,56.879999999999995,29.3,410.7877152493435,2.9306659999999995,20,5.0,
Mn,0.07,28.5,0.05,9.5,,56.379999999999995,29.3,413.5162128096416,2.939666,20,5.5,
Mn,0.07,28.5,0.05,9.5,,55.879999999999995,29.3,416.12325938142817,2.948666,20,6.0,
Mn,0.07,28.5,0.05,9.5,,55.379999999999995,29.3,418.6237597317585,2.9576659999999997,20,6.5,
Mn,0.07,28.5,0.05,9.5,,54.879999999999995,29.3,421.0297985884635,2.9666659999999996,20,7.0,
Mn,0.07,28.5,0.05,9.5,,54.379999999999995,29.3,423.3513354999945,2.9756659999999995,20,7.5,
Mn,0.07,28.5,0.05,9.5,,53.879999999999995,29.3,425.5966939305035,2.984666,20,8.0,
Mn,0.07,28.5,0.05,9.5,,53.379999999999995,29.3,427.772914497415,2.9936659999999997,20,8.5,
Mn,0.07,28.5,0.05,9.5,,52.879999999999995,29.3,429.8860158118487,3.0026659999999996,20,9.0,
Mn,0.07,28.5,0.05,9.5,,52.379999999999995,29.3,431.9411908489609,3.0116659999999995,20,9.5,
Mn,0.07,28.5,0.05,9.5,,51.879999999999995,29.3,433.9429573160582,3.020666,20,10.0,
Mn,0.07,28.5,0.05,10.0,,61.379999999999995,29.3,356.48742898552655,2.8491659999999994,20,0.0,
Mn,0.07,28.5,0.05,10.0,,60.879999999999995,29.3,374.16509851519027,2.8581659999999993,20,0.5,
Mn,0.07,28.5,0.05,10.0,,60.379999999999995,29.3,381.48742898552655,2.867165999999999,20,1.0,
Mn,0.07,28.5,0.05,10.0,,59.879999999999995,29.3,387.1060507703163,2.8761659999999996,20,1.5,
Mn,0.07,28.5,0.05,10.0,,59.379999999999995,29.3,391.8427680448539,2.8851659999999995,20,2.0,
Mn,0.07,28.5,0.05,10.0,,58.879999999999995,29.3,396.0158997376313,2.8941659999999994,20,2.5,
Mn,0.07,28.5,0.05,10.0,,58.379999999999995,29.3,399.7886991747485,2.9031659999999992,20,3.0,
Mn,0.07,28.5,0.05,10.0,,57.879999999999995,29.3,403.2581463202008,2.9121659999999996,20,3.5,
Mn,0.07,28.5,0.05,10.0,,57.379999999999995,29.3,406.48742898552655,2.9211659999999995,20,4.0,
Mn,0.07,28.5,0.05,10.0,,56.879999999999995,29.3,409.5204375745176,2.9301659999999994,20,4.5,
Mn,0.07,28.5,0.05,10.0,,56.379999999999995,29.3,412.3891284230213,2.9391659999999993,20,5.0,
Mn,0.07,28.5,0.05,10.0,,55.879999999999995,29.3,415.11762598331944,2.9481659999999996,20,5.5,
Mn,0.07,28.5,0.05,10.0,,55.379999999999995,29.3,417.724672555106,2.9571659999999995,20,6.0,
Mn,0.07,28.5,0.05,10.0,,54.879999999999995,29.3,420.22517290543635,2.9661659999999994,20,6.5,
Mn,0.07,28.5,0.05,10.0,,54.379999999999995,29.3,422.63121176214133,2.9751659999999993,20,7.0,
Mn,0.07,28.5,0.05,10.0,,53.879999999999995,29.3,424.9527486736723,2.984165999999999,20,7.5,
Mn,0.07,28.5,0.05,10.0,,53.379999999999995,29.3,427.1981071041813,2.9931659999999995,20,8.0,
Mn,0.07,28.5,0.05,10.0,,52.879999999999995,29.3,429.37432767109283,3.0021659999999994,20,8.5,
Mn,0.07,28.5,0.05,10.0,,52.379999999999995,29.3,431.48742898552655,3.0111659999999993,20,9.0,
Mn,0.07,28.5,0.05,10.0,,51.879999999999995,29.3,433.5426040226388,3.0201659999999992,20,9.5,
Mn,0.07,28.5,0.05,10.0,,51.379999999999995,29.3,435.544370489736,3.0291659999999996,20,10.0,
Mn,0.07,28.5,0.05,10.5,,60.879999999999995,29.3,358.0492827662375,2.8576659999999996,20,0.0,
Mn,0.07,28.5,0.05,10.5,,60.379999999999995,29.3,375.72695229590124,2.8666659999999995,20,0.5,
Mn,0.07,28.5,0.05,10.5,,59.879999999999995,29.3,383.0492827662375,2.8756659999999994,20,1.0,
Mn,0.07,28.5,0.05,10.5,,59.379999999999995,29.3,388.6679045510273,2.8846659999999997,20,1.5,
Mn,0.07,28.5,0.05,10.5,,58.879999999999995,29.3,393.4046218255649,2.8936659999999996,20,2.0,
Mn,0.07,28.5,0.05,10.5,,58.379999999999995,29.3,397.57775351834226,2.9026659999999995,20,2.5,
Mn,0.07,28.5,0.05,10.5,,57.879999999999995,29.3,401.3505529554595,2.9116659999999994,20,3.0,
Mn,0.07,28.5,0.05,10.5,,57.379999999999995,29.3,404.8200001009118,2.9206659999999998,20,3.5,
Mn,0.07,28.5,0.05,10.5,,56.879999999999995,29.3,408.0492827662375,2.9296659999999997,20,4.0,
Mn,0.07,28.5,0.05,10.5,,56.379999999999995,29.3,411.08229135522856,2.9386659999999996,20,4.5,
Mn,0.07,28.5,0.05,10.5,,55.879999999999995,29.3,413.9509822037323,2.9476659999999995,20,5.0,
Mn,0.07,28.5,0.05,10.5,,55.379999999999995,29.3,416.6794797640304,2.956666,20,5.5,
Mn,0.07,28.5,0.05,10.5,,54.879999999999995,29.3,419.286526335817,2.9656659999999997,20,6.0,
Mn,0.07,28.5,0.05,10.5,,54.379999999999995,29.3,421.7870266861473,2.9746659999999996,20,6.5,
Mn,0.07,28.5,0.05,10.5,,53.879999999999995,29.3,424.1930655428523,2.9836659999999995,20,7.0,
Mn,0.07,28.5,0.05,10.5,,53.379999999999995,29.3,426.5146024543833,2.992666,20,7.5,
Mn,0.07,28.5,0.05,10.5,,52.879999999999995,29.3,428.7599608848923,3.0016659999999997,20,8.0,
Mn,0.07,28.5,0.05,10.5,,52.379999999999995,29.3,430.9361814518038,3.0106659999999996,20,8.5,
Mn,0.07,28.5,0.05,10.5,,51.879999999999995,29.3,433.0492827662375,3.0196659999999995,20,9.0,
Mn,0.07,28.5,0.05,10.5,,51.379999999999995,29.3,435.10445780334976,3.0286659999999994,20,9.5,
Mn,0.07,28.5,0.05,10.5,,50.879999999999995,29.3,437.106224270447,3.0376659999999998,20,10.0,
Mn,0.07,28.5,0.1,9.5,,61.83,30.1,371.55779009988333,2.840741,20,0.0,
Mn,0.07,28.5,0.1,9.5,,61.33,30.1,389.235459629547,2.849741,20,0.5,
Mn,0.07,28.5,0.1,9.5,,60.83,30.1,396.55779009988333,2.8587409999999998,20,1.0,
Mn,0.07,28.5,0.1,9.5,,60.33,30.1,402.17641188467303,2.867741,20,1.5,
Mn,0.07,28.5,0.1,9.5,,59.83,30.1,406.9131291592107,2.876741,20,2.0,
Mn,0.07,28.5,0.1,9.5,,59.33,30.1,411.0862608519881,2.885741,20,2.5,
Mn,0.07,28.5,0.1,9.5,,58.83,30.1,414.8590602891053,2.894741,20,3.0,
Mn,0.07,28.5,0.1,9.5,,58.33,30.1,418.3285074345576,2.903741,20,3.5,
Mn,0.07,28.5,0.1,9.5,,57.83,30.1,421.55779009988333,2.912741,20,4.0,
Mn,0.07,28.5,0.1,9.5,,57.33,30.1,424.5907986888744,2.921741,20,4.5,
Mn,0.07,28.5,0.1,9.5,,56.83,30.1,427.4594895373781,2.930741,20,5.0,
Mn,0.07,28.5,0.1,9.5,,56.33,30.1,430.1879870976762,2.939741,20,5.5,
Mn,0.07,28.5,0.1,9.5,,55.83,30.1,432.7950336694628,2.948741,20,6.0,
Mn,0.07,28.5,0.1,9.5,,55.33,30.1,435.29553401979314,2.957741,20,6.5,
Mn,0.07,28.5,0.1,9.5,,54.83,30.1,437.7015728764981,2.966741,20,7.0,
Mn,0.07,28.5,0.1,9.5,,54.33,30.1,440.0231097880291,2.975741,20,7.5,
Mn,0.07,28.5,0.1,9.5,,53.83,30.1,442.2684682185381,2.984741,20,8.0,
Mn,0.07,28.5,0.1,9.5,,53.33,30.1,444.4446887854496,2.993741,20,8.5,
Mn,0.07,28.5,0.1,9.5,,52.83,30.1,446.55779009988333,3.002741,20,9.0,
Mn,0.07,28.5,0.1,9.5,,52.33,30.1,448.6129651369955,3.011741,20,9.5,
Mn,0.07,28.5,0.1,9.5,,51.83,30.1,450.6147316040928,3.020741,20,10.0,
Mn,0.07,28.5,0.1,10.0,,61.33,30.1,373.15920327356116,2.8492409999999997,20,0.0,
Mn,0.07,28.5,0.1,10.0,,60.83,30.1,390.8368728032249,2.8582409999999996,20,0.5,
Mn,0.07,28.5,0.1,10.0,,60.33,30.1,398.15920327356116,2.8672409999999995,20,1.0,
Mn,0.07,28.5,0.1,10.0,,59.83,30.1,403.7778250583509,2.876241,20,1.5,
Mn,0.07,28.5,0.1,10.0,,59.33,30.1,408.51454233288854,2.8852409999999997,20,2.0,
Mn,0.07,28.5,0.1,10.0,,58.83,30.1,412.6876740256659,2.8942409999999996,20,2.5,
Mn,0.07,28.5,0.1,10.0,,58.33,30.1,416.4604734627831,2.9032409999999995,20,3.0,
Mn,0.07,28.5,0.1,10.0,,57.83,30.1,419.9299206082354,2.912241,20,3.5,
Mn,0.07,28.5,0.1,10.0,,57.33,30.1,423.15920327356116,2.9212409999999998,20,4.0,
Mn,0.07,28.5,0.1,10.0,,56.83,30.1,426.1922118625522,2.9302409999999997,20,4.5,
Mn,0.07,28.5,0.1,10.0,,56.33,30.1,429.0609027110559,2.9392409999999995,20,5.0,
Mn,0.07,28.5,0.1,10.0,,55.83,30.1,431.78940027135405,2.948241,20,5.5,
Mn,0.07,28.5,0.1,10.0,,55.33,30.1,434.3964468431406,2.957241,20,6.0,
Mn,0.07,28.5,0.1,10.0,,54.83,30.1,436.89694719347096,2.9662409999999997,20,6.5,
Mn,0.07,28.5,0.1,10.0,,54.33,30.1,439.30298605017595,2.9752409999999996,20,7.0,
Mn,0.07,28.5,0.1,10.0,,53.83,30.1,441.62452296170693,2.984241,20,7.5,
Mn,0.07,28.5,0.1,10.0,,53.33,30.1,443.8698813922159,2.993241,20,8.0,
Mn,0.07,28.5,0.1,10.0,,52.83,30.1,446.04610195912744,3.0022409999999997,20,8.5,
Mn,0.07,28.5,0.1,10.0,,52.33,30.1,448.15920327356116,3.0112409999999996,20,9.0,
Mn,0.07,28.5,0.1,10.0,,51.83,30.1,450.2143783106734,3.0202409999999995,20,9.5,
Mn,0.07,28.5,0.1,10.0,,51.33,30.1,452.21614477777064,3.029241,20,10.0,
Mn,0.07,28.5,0.1,10.5,,60.83,30.1,374.72105705427214,2.857741,20,0.0,
Mn,0.07,28.5,0.1,10.5,,60.33,30.1,392.39872658393585,2.8667409999999998,20,0.5,
Mn,0.07,28.5,0.1,10.5,,59.83,30.1,399.72105705427214,2.8757409999999997,20,1.0,
Mn,0.07,28.5,0.1,10.5,,59.33,30.1,405.3396788390619,2.884741,20,1.5,
Mn,0.07,28.5,0.1,10.5,,58.83,30.1,410.0763961135995,2.893741,20,2.0,
Mn,0.07,28.5,0.1,10.5,,58.33,30.1,414.2495278063769,2.902741,20,2.5,
Mn,0.07,28.5,0.1,10.5,,57.83,30.1,418.0223272434941,2.9117409999999997,20,3.0,
Mn,0.07,28.5,0.1,10.5,,57.33,30.1,421.4917743889464,2.920741,20,3.5,
Mn,0.07,28.5,0.1,10.5,,56.83,30.1,424.72105705427214,2.929741,20,4.0,
Mn,0.07,28.5,0.1,10.5,,56.33,30.1,427.7540656432632,2.938741,20,4.5,
Mn,0.07,28.5,0.1,10.5,,55.83,30.1,430.6227564917669,2.9477409999999997,20,5.0,
Mn,0.07,28.5,0.1,10.5,,55.33,30.1,433.35125405206503,2.956741,20,5.5,
Mn,0.07,28.5,0.1,10.5,,54.83,30.1,435.9583006238516,2.965741,20,6.0,
Mn,0.07,28.5,0.1,10.5,,54.33,30.1,438.45880097418194,2.974741,20,6.5,
Mn,0.07,28.5,0.1,10.5,,53.83,30.1,440.8648398308869,2.9837409999999998,20,7.0,
Mn,0.07,28.5,0.1,10.5,,53.33,30.1,443.1863767424179,2.9927409999999997,20,7.5,
Mn,0.07,28.5,0.1,10.5,,52.83,30.1,445.4317351729269,3.001741,20,8.0,
Mn,0.07,28.5,0.1,10.5,,52.33,30.1,447.6079557398384,3.010741,20,8.5,
Mn,0.07,28.5,0.1,10.5,,51.83,30.1,449.72105705427214,3.019741,20,9.0,
Mn,0.07,28.5,0.1,10.5,,51.33,30.1,451.7762320913844,3.0287409999999997,20,9.5,
Mn,0.07,28.5,0.1,10.5,,50.83,30.1,453.7779985584816,3.037741,20,10.0,
Mn,0.07,28.5,0.15,9.5,,61.78,30.9,384.350492448586,2.840816,20,0.0,
Mn,0.07,28.5,0.15,9.5,,61.28,30.9,402.0281619782497,2.8498159999999997,20,0.5,
Mn,0.07,28.5,0.15,9.5,,60.78,30.9,409.350492448586,2.8588159999999996,20,1.0,
Mn,0.07,28.5,0.15,9.5,,60.28,30.9,414.96911423337576,2.867816,20,1.5,
Mn,0.07,28.5,0.15,9.5,,59.78,30.9,419.7058315079134,2.876816,20,2.0,
Mn,0.07,28.5,0.15,9.5,,59.28,30.9,423.87896320069075,2.8858159999999997,20,2.5,
Mn,0.07,28.5,0.15,9.5,,58.78,30.9,427.65176263780796,2.8948159999999996,20,3.0,
Mn,0.07,28.5,0.15,9.5,,58.28,30.9,431.12120978326027,2.903816,20,3.5,
Mn,0.07,28.5,0.15,9.5,,57.78,30.9,434.350492448586,2.912816,20,4.0,
Mn,0.07,28.5,0.15,9.5,,57.28,30.9,437.38350103757705,2.9218159999999997,20,4.5,
Mn,0.07,28.5,0.15,9.5,,56.78,30.9,440.25219188608077,2.9308159999999996,20,5.0,
Mn,0.07,28.5,0.15,9.5,,56.28,30.9,442.9806894463789,2.939816,20,5.5,
Mn,0.07,28.5,0.15,9.5,,55.78,30.9,445.58773601816546,2.948816,20,6.0,
Mn,0.07,28.5,0.15,9.5,,55.28,30.9,448.0882363684958,2.957816,20,6.5,
Mn,0.07,28.5,0.15,9.5,,54.78,30.9,450.4942752252008,2.9668159999999997,20,7.0,
Mn,0.07,28.5,0.15,9.5,,54.28,30.9,452.8158121367318,2.975816,20,7.5,
Mn,0.07,28.5,0.15,9.5,,53.78,30.9,455.06117056724077,2.984816,20,8.0,
Mn,0.07,28.5,0.15,9.5,,53.28,30.9,457.2373911341523,2.993816,20,8.5,
Mn,0.07,28.5,0.15,9.5,,52.78,30.9,459.350492448586,3.0028159999999997,20,9.0,
Mn,0.07,28.5,0.15,9.5,,52.28,30.9,461.40566748569825,3.0118159999999996,20,9.5,
Mn,0.07,28.5,0.15,9.5,,51.78,30.9,463.4074339527955,3.020816,20,10.0,
Mn,0.07,28.5,0.15,10.0,,61.28,30.9,385.95190562226384,2.8493159999999995,20,0.0,
Mn,0.07,28.5,0.15,10.0,,60.78,30.9,403.6295751519275,2.8583159999999994,20,0.5,
Mn,0.07,28.5,0.15,10.0,,60.28,30.9,410.95190562226384,2.8673159999999993,20,1.0,
Mn,0.07,28.5,0.15,10.0,,59.78,30.9,416.57052740705353,2.8763159999999997,20,1.5,
Mn,0.07,28.5,0.15,10.0,,59.28,30.9,421.3072446815912,2.8853159999999995,20,2.0,
Mn,0.07,28.5,0.15,10.0,,58.78,30.9,425.4803763743686,2.8943159999999994,20,2.5,
Mn,0.07,28.5,0.15,10.0,,58.28,30.9,429.2531758114858,2.9033159999999993,20,3.0,
Mn,0.07,28.5,0.15,10.0,,57.78,30.9,432.7226229569381,2.9123159999999997,20,3.5,
Mn,0.07,28.5,0.15,10.0,,57.28,30.9,435.95190562226384,2.9213159999999996,20,4.0,
Mn,0.07,28.5,0.15,10.0,,56.78,30.9,438.9849142112549,2.9303159999999995,20,4.5,
Mn,0.07,28.5,0.15,10.0,,56.28,30.9,441.8536050597586,2.9393159999999994,20,5.0,
Mn,0.07,28.5,0.15,10.0,,55.78,30.9,444.58210262005673,2.9483159999999997,20,5.5,
Mn,0.07,28.5,0.15,10.0,,55.28,30.9,447.1891491918433,2.9573159999999996,20,6.0,
Mn,0.07,28.5,0.15,10.0,,54.78,30.9,449.68964954217364,2.9663159999999995,20,6.5,
Mn,0.07,28.5,0.15,10.0,,54.28,30.9,452.0956883988786,2.9753159999999994,20,7.0,
Mn,0.07,28.5,0.15,10.0,,53.78,30.9,454.4172253104096,2.9843159999999997,20,7.5,
Mn,0.07,28.5,0.15,10.0,,53.28,30.9,456.6625837409186,2.9933159999999996,20,8.0,
Mn,0.07,28.5,0.15,10.0,,52.78,30.9,458.8388043078301,3.0023159999999995,20,8.5,
Mn,0.07,28.5,0.15,10.0,,52.28,30.9,460.95190562226384,3.0113159999999994,20,9.0,
Mn,0.07,28.5,0.15,10.0,,51.78,30.9,463.007080659376,3.0203159999999993,20,9.5,
Mn,0.07,28.5,0.15,10.0,,51.28,30.9,465.0088471264733,3.0293159999999997,20,10.0,
Mn,0.07,28.5,0.15,10.5,,60.78,30.9,387.51375940297487,2.8578159999999997,20,0.0,
Mn,0.07,28.5,0.15,10.5,,60.28,30.9,405.1914289326386,2.8668159999999996,20,0.5,
Mn,0.07,28.5,0.15,10.5,,59.78,30.9,412.51375940297487,2.8758159999999995,20,1.0,
Mn,0.07,28.5,0.15,10.5,,59.28,30.9,418.1323811877646,2.884816,20,1.5,
Mn,0.07,28.5,0.15,10.5,,58.78,30.9,422.86909846230225,2.8938159999999997,20,2.0,
Mn,0.07,28.5,0.15,10.5,,58.28,30.9,427.0422301550796,2.9028159999999996,20,2.5,
Mn,0.07,28.5,0.15,10.5,,57.78,30.9,430.8150295921968,2.9118159999999995,20,3.0,
Mn,0.07,28.5,0.15,10.5,,57.28,30.9,434.28447673764913,2.920816,20,3.5,
Mn,0.07,28.5,0.15,10.5,,56.78,30.9,437.51375940297487,2.9298159999999998,20,4.0,
Mn,0.07,28.5,0.15,10.5,,56.28,30.9,440.5467679919659,2.9388159999999997,20,4.5,
Mn,0.07,28.5,0.15,10.5,,55.78,30.9,443.4154588404696,2.9478159999999995,20,5.0,
Mn,0.07,28.5,0.15,10.5,,55.28,30.9,446.14395640076776,2.956816,20,5.5,
Mn,0.07,28.5,0.15,10.5,,54.78,30.9,448.7510029725543,2.965816,20,6.0,
Mn,0.07,28.5,0.15,10.5,,54.28,30.9,451.2515033228847,2.9748159999999997,20,6.5,
Mn,0.07,28.5,0.15,10.5,,53.78,30.9,453.65754217958965,2.9838159999999996,20,7.0,
Mn,0.07,28.5,0.15,10.5,,53.28,30.9,455.97907909112064,2.9928159999999995,20,7.5,
Mn,0.07,28.5,0.15,10.5,,52.78,30.9,458.2244375216296,3.001816,20,8.0,
Mn,0.07,28.5,0.15,10.5,,52.28,30.9,460.40065808854115,3.0108159999999997,20,8.5,
Mn,0.07,28.5,0.15,10.5,,51.78,30.9,462.51375940297487,3.0198159999999996,20,9.0,
Mn,0.07,28.5,0.15,10.5,,51.28,30.9,464.5689344400871,3.0288159999999995,20,9.5,
Mn,0.07,28.5,0.15,10.5,,50.78,30.9,466.57070090718435,3.037816,20,10.0,
Mn,0.07,29.0,0.0,9.5,,61.43,29.0,316.2686910560122,2.887591,20,0.0,
Mn,0.07,29.0,0.0,9.5,,60.93,29.0,333.94636058567585,2.896591,20,0.5,
Mn,0.07,29.0,0.0,9.5,,60.43,29.0,341.2686910560122,2.905591,20,1.0,
Mn,0.07,29.0,0.0,9.5,,59.93,29.0,346.8873128408019,2.914591,20,1.5,
Mn,0.07,29.0,0.0,9.5,,59.43,29.0,351.62403011533956,2.923591,20,2.0,
Mn,0.07,29.0,0.0,9.5,,58.93,29.0,355.7971618081169,2.932591,20,2.5,
Mn,0.07,29.0,0.0,9.5,,58.43,29.0,359.56996124523414,2.941591,20,3.0,
Mn,0.07,29.0,0.0,9.5,,57.93,29.0,363.03940839068645,2.950591,20,3.5,
Mn,0.07,29.0,0.0,9.5,,57.43,29.0,366.2686910560122,2.959591,20,4.0,
Mn,0.07,29.0,0.0,9.5,,56.93,29.0,369.3016996450032,2.968591,20,4.5,
Mn,0.07,29.0,0.0,9.5,,56.43,29.0,372.17039049350694,2.977591,20,5.0,
Mn,0.07,29.0,0.0,9.5,,55.93,29.0,374.8988880538051,2.986591,20,5.5,
Mn,0.07,29.0,0.0,9.5,,55.43,29.0,377.50593462559164,2.995591,20,6.0,
Mn,0.07,29.0,0.0,9.5,,54.93,29.0,380.006434975922,3.004591,20,6.5,
Mn,0.07,29.0,0.0,9.5,,54.43,29.0,382.412473832627,3.013591,20,7.0,
Mn,0.07,29.0,0.0,9.5,,53.93,29.0,384.73401074415796,3.0225910000000002,20,7.5,
Mn,0.07,29.0,0.0,9.5,,53.43,29.0,386.97936917466694,3.031591,20,8.0,
Mn,0.07,29.0,0.0,9.5,,52.93,29.0,389.15558974157847,3.040591,20,8.5,
Mn,0.07,29.0,0.0,9.5,,52.43,29.0,391.2686910560122,3.049591,20,9.0,
Mn,0.07,29.0,0.0,9.5,,51.93,29.0,393.32386609312437,3.058591,20,9.5,
Mn,0.07,29.0,0.0,9.5,,51.43,29.0,395.32563256022166,3.067591,20,10.0,
Mn,0.07,29.0,0.0,10.0,,60.93,29.0,317.87010422969,2.8960909999999997,20,0.0,
Mn,0.07,29.0,0.0,10.0,,60.43,29.0,335.54777375935373,2.9050909999999996,20,0.5,
Mn,0.07,29.0,0.0,10.0,,59.93,29.0,342.87010422969,2.9140909999999995,20,1.0,
Mn,0.07,29.0,0.0,10.0,,59.43,29.0,348.48872601447977,2.923091,20,1.5,
Mn,0.07,29.0,0.0,10.0,,58.93,29.0,353.2254432890174,2.932091,20,2.0,
Mn,0.07,29.0,0.0,10.0,,58.43,29.0,357.39857498179475,2.9410909999999997,20,2.5,
Mn,0.07,29.0,0.0,10.0,,57.93,29.0,361.17137441891197,2.9500909999999996,20,3.0,
Mn,0.07,29.0,0.0,10.0,,57.43,29.0,364.6408215643643,2.959091,20,3.5,
Mn,0.07,29.0,0.0,10.0,,56.93,29.0,367.87010422969,2.968091,20,4.0,
Mn,0.07,29.0,0.0,10.0,,56.43,29.0,370.90311281868105,2.9770909999999997,20,4.5,
Mn,0.07,29.0,0.0,10.0,,55.93,29.0,373.77180366718477,2.9860909999999996,20,5.0,
